,Pancreas_22,Pancreas_9,unassigned,Pancreas_11,Pancreas_4,Pancreas_10,Pancreas_7,Pancreas_12,Pancreas_3,Pancreas_14,Pancreas_6,Pancreas_2,Pancreas_5,Pancreas_8,Pancreas_16,Pancreas_1,Pancreas_17,Pancreas_20,Pancreas_18,Pancreas_19,Pancreas_15,Pancreas_13,Pancreas_21
Rps28,0.881008755811064,0.399989226831269,0,1.1250046167718,0.957436857964121,0.731198352108327,1.07245257294535,0,0.799493054914711,1.48997389924117,0,0,1.03340123469588,0,1.25304266880491,0,0,1.45964949816598,0,0.85109768292808,0,1.53431846201696,0
Rps29,1.52757572455091,0.87542883142179,0.72081473825716,1.83398902840968,1.72718752105143,1.72681999692033,1.86138363760727,0.797173240981209,1.40212322664185,2.68577913097256,0,1.55952593569952,2.16454754659377,1.66198592811406,2.13853771871273,0,1.18275474509305,2.31304312836055,1.30247983274851,2.60322449656293,0.77069293869223,2.77764163282765,0
Rps3,0.759003839167354,0.544106541541642,0,1.22946193630761,1.30119322465894,0.915331496819623,1.01917568427767,0,0.813225935915331,1.62425772785091,0,0.950405682267631,0.994642682351397,0.704991895115275,1.55196254656518,0,0.553406651153878,1.5955247385445,0,1.59959054378056,0.39537528681828,2.18912480900765,0
Rps3a1,1.28303324156183,0.772319952656027,0,1.25740783748101,1.19549369870835,1.32499827267653,1.2702131664294,0,1.00348790524274,1.82219720110777,0,0.97325545258597,0.991004814068578,1.10314679862368,1.39239109252324,0,1.31287131625548,1.4425572634685,0,1.36856523422437,0.855941357939946,2.13659720595778,0
Rps5,0.773201540994419,0,0,0.836542023151533,1.03313769052052,0.482225200773982,1.02887779679883,0,0.652917170060273,1.5095539105773,0,0,0,0.27681338168163,1.31483946953354,0,0,0.355580210211378,0,0.688140049765868,0,1.43064356193699,0
Rps7,0.658968316217959,0.541146468778638,0,1.24246334497279,1.09829232278422,0.926678875210543,1.04786766788523,0,0.821012057640214,1.67151238741926,0,0.832265739191563,0.698573177784441,1.00556858478462,1.24362945540843,0,0.808912478387242,1.46916813470806,0,1.09115565502318,0,2.02666694086613,0
Rsad2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S100a10,0.242419366006057,0,0,0.836542023151533,0,0,1.41280571364006,0,0.813225935915331,0.66182305977471,0,0,0,0,0.73935986159926,0,0,0,0,0,0,1.23436506835812,0.905226001991838
S100a11,0.762084936912695,0,0,1.24246334497279,1.29990932541129,0.693334390945073,1.37988824135106,0,1.03896822743438,0.839049766881026,0,0,0,0,0,0,1.12832109934935,0,2.16016081725621,0,0,0,1.37047732928361
S100a4,0,0,0,0,0,0,0,0,0,0.372275764208471,0,0,0,0,0,0,0,0,0,1.33964278741447,0,0,0
S100a6,0.951168839285642,0.375738962436274,0,2.49455055661621,0,0,2.3712332532615,0.797173240981209,2.29020533427303,1.25094188004403,0,0,0,0.27681338168163,0.930574493248918,1.42359189125526,1.18275474509305,0,1.43222096907357,1.35487194113744,0.39537528681828,1.26988547492779,1.52701975676364
S100a8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.71477449678647,0,0,0,0
S100a9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00699697401841,0,0,0,0
S1pr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scarb1,0,0,0,0,0,0,0,0,0,0,0,1.06188770458725,0,0,0,0,0,0,0,0,0,0,0
Scg2,0,1.81598325298809,0,0,0,0.76843002790299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scg3,0,0.705889993354135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scg5,0,0.820030430452989,0,0,0,1.32311068681337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sdpr,0,0,0,0,0,0,0,0,0,0,0,0.727657115623732,0,0,1.39239109252324,0,0,0,0,0,0,0,0
Selenop,0.34928658889222,0,0,0.543681669515102,0,0,0.566745878450499,0,0.988114364079453,0,0,0,2.50606810131006,0,0.913719657482801,0,0,0,0,0,0,0,0
Serinc3,0.366997117227661,0,0,0,0,0,0,0,0,0,0,0.997573588990105,1.54603204867204,1.05692276639236,1.09382049305976,0,0,0.738410107159659,0,0.611057916754173,0,0.983811375890773,0
Serpine2,0,0,0,0,0,0,0,0,0.988114364079453,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serpinf1,0,0,0,1.44016476032735,0,0,0.723461693194326,0,0.823476716846179,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serping1,0,0,0,1.80336148065465,0,0,1.59069439553248,0,1.41764298890023,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serpinh1,0.637112843169951,0,0,1.83330774133224,0,0,1.68449411753751,0,1.90837832997863,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40894721342339
Sgk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sh3bgrl3,0.624570388125328,0,0,0,0.553186716038711,0,0,0,0,1.46200867857549,0,0,0.960823137076398,0,0,0,0,0,1.05234136892905,0.667231457115562,0,1.3968647094557,0
Slc3a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.648383481563631,0,0,0,0,0,0,0,0,0
Slc43a3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc6a6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc9a3r2,0,0,0,0,0,0,0,0,0,0,0,0.887566461308768,0,1.20732565857715,0,0,0,0,0,0,0,0,0
Slfn5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smoc2,0,0,0,0,0,0,0,0,1.45253221957769,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snca,0,0,0,0,0,0,0,1.10918272953395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snrk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sox9,0,0,0,0,0.662759495858668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sparc,1.74021216755206,1.03843534424952,2.18027169209947,4.39596307270362,1.1973757301186,1.17670946090585,3.87751414167825,1.49422441271317,3.93044599495046,0.676090494021586,1.63511517444718,2.82446198868214,1.3626266838438,2.88090655474255,2.30093502511499,2.84865294404014,2.75823414961785,1.41204793882475,2.0323972479712,1.35487194113744,3.30872193029814,1.43222096907357,3.99085490278244
Sparcl1,0,0,0,1.58590409063258,0,0,0,0,1.07373150659496,0,0,1.30603899055541,0,1.09079579735277,0,0,1.35487194113744,0,0,0,0,0,0
Spink1,0,0,0,0,0,0,0,0,0,0,2.3825304554385,0,0,0,0,0,0,0,0,0,0,0,0
Spp1,0.493038128166666,0.375738962436274,0.662125618502517,0,4.74257731554278,0.592610603896205,0,0.846886023125366,0,0,0.898955488445508,0.415958799106893,0,0.586915741328984,0,1.91047844759994,0,0,1.42437129088687,1.09115565502318,0.39537528681828,1.04137327748858,1.37047732928361
Sptbn1,0,0,0,0.543681669515102,0,0,0,0,0,0,0,0.770185817482637,0,0,0,0,0,0,0,0,0,0,0
Srgn,0,0,0,0,0,0,0,0,0,0.871816909476373,0,0.921444675543701,0,0.951143435185766,0,0,0,0,2.63330800853035,1.01098491372439,0,1.00797216720713,0
Sst,0.107036489552961,0,0,0,0,0.885307888822398,0,0,0,0,0,0,0,0,0,1.36475817860807,0,0,0,0,0,0,1.37047732928361
Stab1,0,0,0,0,0,0,0,0,0,0,0,0,1.19764510305887,0,0,0,0,0,0,0,0,0,0
Stc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sult1a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sycn,0,0,0,0,0,0,0,0,0,0,3.49704926831636,0,0,0,0,0,0,0,0,0,0,0,0
Tagln2,0.771501778985068,0,0,0.401250203300232,0.966293150207661,0,0,0,0,0.503880023433846,0,0,0,0,0.746568222429553,0,0,0,0,0,0,0.64546514288742,1.04865864058276
Tcf4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tff2,0,0,0,0,0,0,0,0,0,0,2.33054719255297,0,0,0,0,0,0,0,0,0,0,0,0
Tgfbi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thbd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471615080874212,0,0,0,0,0,0,0,0
Thy1,0.107036489552961,0,0,0.756544448528671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tie1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timp2,0.135382876453096,0,0,0.901635567859729,0,0,1.49746987374314,0,0.876739325208809,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timp3,0,0,0,0.520331096091861,0,0,0.643571212927326,0,0,0,0,0.978487182458099,0,1.07244972514916,0.930574493248918,0,1.40666460799511,0,0,0,2.46512156406,0,0.905226001991838
Tinagl1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.671765271493683,0,0,0,0,0,0
Tm4sf1,0,0,0,0,0,0,0,0,0,0,0,1.07954676162015,0,2.30989725251856,1.69225743701474,0,1.23666741656147,0,0,0,0,0,0
Tm4sf4,0,0,0,0,0.978134221429637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmem176a,0.13209898905369,0,0,0,0.804174474335369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmem176b,0.16677369733315,0,0,0,1.17442004329598,0,0,0,0,0,0,0,1.04621839542993,0,0.595340637977403,0,0,0,0,0,0,0,0
Tmem204,0,0,0,0,0,0,0,0,0,0,0,0.173713985244356,0,0,0,0,0,0,0,0,0,0,0
Tmem27,0,0.638184034964875,0,0,0,1.5689489480628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmem88,0,0,0,0,0,0,0,0,0,0,0,0.793722608933788,0,0,0.746568222429553,0,0,0,0,0,0,0,0
Tmsb10,0.892177427405484,0,0,1.50557094766519,1.50031085806032,0.509193866336204,1.60010721483809,0,1.62897907525196,1.97311613675512,0,0,0,0,1.2258115882613,1.32344151965377,0,0.838467968001676,0.950073405775043,1.81579283409253,0.615464267807419,2.06162332342779,1.19228185902146
Tnfaip1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tnxb,0,0,0,0,0,0,1.16108369272258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tpm4,0.381560388379013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434113486434659,0,0,0,0,0,0,0,0
Tppp3,0,0,0,0,0,0,0.742247716143625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trf,0,0,0,0,0,0,0,0,0,0,0,0,1.13742744097875,0,0,0,0,0,0,0,0,0,0
Try4,0.13209898905369,0.372047676103674,0,0,0.449898744214446,0,0,0.877302204072726,0,0.201028408766181,5.3605195253802,0,0.680019363502425,0,0,1.50821665199548,0,0.968769165763568,1.37480060171481,0,0,0,0
Try5,0.37909335060742,0.24363455282089,0,0,0,0,0,0,0,0,4.73906014906339,0,0,0,0,1.39090673283568,0,0,0,0,0.460566071121666,0,0.905226001991838
Tsc22d1,0.107036489552961,0,0,0,0,0,0,0,0,0,0,0,0,1.16417419244367,0,0,0,0,0,0,0,0,0
Tspan4,0.107036489552961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tstd1,0,0,0,0,0.912496209790183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ttr,0.333454997703314,1.40460625196923,0,0,0.74778360838143,3.26190065712978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuba1a,0.414836644643924,0,0,0.701410044869365,0,0,0.773844321019472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Txnip,0,0,0,0,0,0,0,0,0.460878616357901,0,0,0.544851876543673,0,0.909300593154594,0.73935986159926,0,0.808912478387242,0,0,0,0,0,0
Tyrobp,0,0,0,0,0,0,0,0,0,1.39760383201959,0,0,1.3576808696611,0,0,0,0,0,2.06579332103501,2.30867352324667,0,0,0
Ubc,0.640193940915291,0.315120266760931,0,0.543681669515102,0.896010447476812,0,0.723650832250507,0,0.629921412800419,0.826997057844975,0,0.91006614255112,0,0,0.913719657482801,0,0,0.738410107159659,0,0.667231457115562,0,0,0
Ube2l6,0,0,0,0,0,0,0,0.671765271493683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ucn3,0,0.541146468778638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ucp2,0,0,0,0,0,0,0,0,0,0.72410298622921,0,0,0,0,0,0,0,0,0,1.12170854259297,0,0,0
Unc93b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ushbp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vim,0.877927658065724,0,0,1.14472658302469,0,0,1.11754033338194,0,0.931051870269383,0.877731594538671,0,0,0,0,0.826454444781208,0,1.01553934351269,0,0,0,0,0,1.04865864058276
Wfdc17,0,0,0,0,0,0,0,0,0,0,0,0,0.707879714790609,0,0,0,0,0,0,1.03896822743438,0,0,0
Zbtb20,0,0,0,0,0,0,0,0,0.606784880638976,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19228185902146
Zfp36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39239109252324,0,0,0,0,0,0,0,0
Zg16,0,0,0,0,0,0,0,0,0,0,3.9234744808625,0,0,0,0,0,0,0,0,0,0,0,0
