,unassigned,MammaryGland.Virgin_5,MammaryGland.Virgin_7,MammaryGland.Virgin_18,MammaryGland.Virgin_10,MammaryGland.Virgin_8,MammaryGland.Virgin_13,MammaryGland.Virgin_15,MammaryGland.Virgin_3,MammaryGland.Virgin_12,MammaryGland.Virgin_17,MammaryGland.Virgin_16,MammaryGland.Virgin_4,MammaryGland.Virgin_1,MammaryGland.Virgin_11,MammaryGland.Virgin_2,MammaryGland.Virgin_6,MammaryGland.Virgin_9,MammaryGland.Virgin_14
H2-D1,0,1.28375372540463,2.36597429606074,0.473404783244389,1.21274054679766,1.8844164354957,1.91004701137685,1.05707986291408,0.908853905776307,1.26562883321498,0.97163909560041,1.7967941442744,1.48772393460074,1.5249322018972,1.71617951830672,1.56141941215308,1.42978700824287,1.61685892723608,2.07487008262009
H2-DMa,0,0,0,0,0,1.22426808013096,0,0,0,1.23659887011508,0,0,0,0,0,0,0,0,0
H2-DMb1,0,0,0,0,0,0.937738679073927,0,0,0,0.807904698355483,0,0,0,0,0,0,0,0,0
H2-DMb2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01344098216604,0,0,0
H2-Eb1,0,0,1.43727510881608,0,0,3.63773248366025,2.86508092964737,0,0,3.81421386214184,0,1.98659626933189,0,0,0,2.76606569084155,1.93222340094937,0,0
H2-K1,0.640515564407807,1.36822926287663,2.44869607974601,1.11476808489738,1.2539567840327,1.34094188751098,1.55769945803159,1.05707986291408,0.985011561629069,1.07870950998584,1.06788679582968,2.08529332885542,1.70586692308357,1.82823210132594,1.72663221100827,1.51697912215977,1.59577571762087,1.83826568559981,2.08759139357718
H2-M2,0,0,1.33959724482547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H2-Oa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H2-Ob,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H2-Q6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H2-Q7,0,0,0.987492209835626,0.533123403816856,0,0,0,0,0,0,0,1.04342280864926,0,0,0,0,0,0,1.21383906806013
H2afz,0,1.24000767169344,1.13023827720617,0,0,0,0,0,0,0.912432894351917,0,0,0,0,0,0,0,0,0.309855287811804
H3f3a,0,0.489717716700652,0.720846244422368,0.595933084633266,0,0.444830876223705,0,0,0,0,0,0,0,0,0,1.39429337528842,0,0,0
Hcls1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hcst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hes1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hmgb2,0,0.761114828349791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hnrnpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hsd11b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hspa1a,0,0,1.57050883369419,0,0,0,1.09117968674853,0,0,1.64361789566943,0.193687156803904,1.31745198240295,1.1021745035767,0,0,0,0.843035140677619,0,0
Hspa1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hspb1,0,0,0,0,0.607333427686576,0,0,0,0,0,0.640225890217339,0,0,0,0,0,0,0,0
Hspe1,0,0.998979407807335,0,0.533123403816856,0.361499229869803,0,0,0,0,0.827041118692193,0,0.975783396184027,0.87343166484687,0,0,0,0,0,0
Htra1,0.982378340445907,0,0,0,0,0,0,0.774794512499303,1.02922327099121,0,0,0,0,0,0,0,0,0,0
Htra3,0.865286345787963,0,0,0,0,0,0,1.05707986291408,0,0,0,0,0,0,0,0,0,0,0
Hvcn1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Icos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.659998315348455,0,0,0,0
Id2,0,0,1.72841501526018,0,0,0,0,0,0,0.807204741283275,0,0,0,0,0,0,0,0,0
Id3,0.751728597388083,0,0,0,0,0,0,0.926452221817391,0.771486935828409,0,0,0,0,0,0,0,0,0,0
Ido1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ier3,0,0,0,0,0,0,1.37876484569569,0,0,0,0.96298931114707,0,0,0,0,0,0,0,0
Ifi205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ifi27l2a,1.27498529781221,0,0,0.833213731537432,0,0.820961724640444,1.44248698728502,1.4548382431254,0,0,0,0,0,0,0,0,0,1.28744527434688,0
Ifi30,0,0,0.975827893391839,0,0,0,0,0,0,0.350711276688795,0,0,0,0,0,0,0,0,0
Ifit1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ifit3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ifitm1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ifitm2,1.55861602436966,0,0,0,0.412355286801214,0,0.798252480736671,0.783465975162047,1.06048809623206,0,0,0,0,0,0,0,0,0,0
Ifitm3,2.858617198297,0,0,0.473404783244389,0.69926419812147,1.53839397787488,1.91809655376193,2.16078236949208,1.92927715509864,0,0,0,0,0,0,0,0,0,0
Igf1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igfbp4,0.648762895556994,0,0,0,0,0,0,0.579338741084534,0,0,0,0,0,0,0,0,0,0,0
Igfbp5,0,0,0,0,0,0,0,0.868525625331986,0,0,1.16454473805846,0,0,0,0,0,0,0,0
Igfbp6,2.57564380599739,0,0,0,0,0,0,2.23464297305364,1.23040100226182,0,0,0,0,0,0,0,0,0,0
Igfbp7,2.25570164427047,0,0,0,0,0,0,0,2.24753964829124,0,0,0,0,0,0,0,0,0,0
Ighd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629163353012,0,0,0
Ighm,0,0,0,0,0,0,0.81285797809924,0,0,0,0,1.53688541110233,0,0,0,2.4052245144891,1.57975154047456,0.676475145988798,0
Igkc,0,0.790771091642272,0.735575704107965,7.86857361306136,0.476092079582539,0.747721051091731,0.761223353370353,0.490563210145029,0.797543928460704,0.778023177994121,0.760997789075644,1.38472740858755,0.92398216576745,1.20357243939582,1.01792811768808,3.66643374302741,2.73991338517591,1.02551496829134,1.00506209024074
Iglc1,0,0,0,0.662479854444518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iglc2,0,0,0,2.04593587847961,0,0,0,0,0,0,0,0,0,0,0,1.24401017616317,0,0,0
Iglc3,0,0,0,0.578628181231039,0,0,0,0,0,0,0,0.892898660889842,0,0,0,1.15591394034462,0,0,0
Il11ra1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il2rg,0,0.475622268063552,0,0.595933084633266,0,0,0,0,0,0,0,0,0,0,1.22984052833195,0,0,0.83023910505638,0.600237877715815
Inmt,0.628256780396864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irf8,0,0,0,0,0,0,0,0,0,1.18826735305074,0,1.83637146611868,0,0,0,0,0,0,0
Isg15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Itgb2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Itgb7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Itm2a,0.985535230933128,0,0,0,0,0,0,0,0.845339760952591,0,0,0,0,0,0,0,0,0,0
Jun,1.02551496829134,0,0,0,0.767583926894225,0,0,0.579338741084534,0.995494107285801,0,0.780993103811525,0,0,0,0,0,0,0,0
Junb,0.731927341695675,0,0.754377296299681,0.662479854444518,0.807586535551982,1.10395529466228,1.08107946107743,0.606933608811258,1.16108506122163,0,1.15340838560381,0,1.25970749658769,1.34027046989209,1.76949673432414,1.33892546522149,1.07703794953498,1.46780157764599,1.50677252748666
Klf2,0,0,0,0,0,0,0,0,0,0,0,0,0.960520495437221,0,0,0,1.20634373011073,0,0
Klf6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klf9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klrd1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.701428141718842
Krt18,0,0,0,0,2.32521318817346,0,0,0,0,0,1.86159489216301,0,0,0,0,0,0,0,0
Krt19,0,0,0,0,2.61161818083299,0,0,0,0,0,1.54362403810587,0,0,0,0,0,0,0,0
Krt7,0,0,0,0,0.810370698300947,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Krt8,0,0,0,0,2.41840824075295,0,0,0,0,0,1.82941242585555,0,0,0,0,0,0,0,0
Laptm4a,1.25151582582356,0,0,0,0.805354131487319,0,0,1.05789500825189,1.30688778247991,0,0.38513709231998,0,0,0,0,0,0,0,0
Laptm5,0,0,0,0,0,0.968597958614983,0.547734356200069,0,0,0.455949636959082,0,0,0,0,0.909443014291326,0,0,0,0
Lat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835209015800583,0,0,0,0
Lck,0,0.542921903956914,0,0,0,0,0,0,0,0,0,0,0.683369223157461,0,0,0,0,0.774580243415637,0
Lcn2,0,0,0,0,0,0,0,0,0,0,1.67215450707009,0,0,0,0,0,0,0,0
Lcp1,0,0.508660818785847,0,0,0,0,0,0,0,0.685365329300138,0,0,0,0,0,0,0,0,0
Lgals1,2.514968151846,0.476419315609873,0,0.533123403816856,0,0,1.17562612065792,1.97750560768903,2.16283798508751,0,0,1.43235628916553,0,0,1.47272769435074,0,0,0.618625004174946,1.46945751388966
Lgals3,0,0,0,0,0.461358961745859,1.17134434989331,0,0,0,0,0,0,0,0,0,0,0,0,0
Lgals3bp,0.786327179152393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Limd2,0,0.736149178179281,0,0,0,0,0,0,0,0,0,0,1.02628013849563,1.1129513223558,0.909443014291326,0.645703659356163,1.00567886483548,1.13518038038924,0.746458946128251
Loxl1,0.887364265523674,0,0,0,0,0,0,0.903523550919703,0,0,0,0,0,0,0,0,0,0,0
Lpl,2.020101152704,0,0,0,0,0,0,0,1.94432989671911,0,0,0,0,0,0,0,0,0,0
Lrrn4cl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lsp1,0,0,2.01705367455979,0.578628181231039,0,1.17846132097267,0,0,0,1.14761597122256,0,0.851810844514084,0,0,0,0,0,0,0
Ltb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24919608514301,0,0.813769265827672,0.814023580234624,0
Ltf,0,0,0,0,0,0,0,0,0,0,0.491694010801769,0,0,0,0,0,0,0,0
Lum,2.31759461191176,0,0,0,0,0,0,0.933945039890554,2.25715652291037,0,0,0,0,0,0,0,0,0,0
Ly6a,2.80519106352915,0,0,1.31050621897208,1.76748780464467,0,0,2.65112872845364,1.08993419041808,0,0,1.14370229582996,0,0,0,0,0,0,0
Ly6c1,1.81439046171279,0,0,0,0,0,0,2.16234803430592,0,0,0,0,0,0,0,0,0,0,0
Ly6c2,0,0,0,0.473404783244389,0,0,0,0,0,0,0,2.07378102636174,1.95366729294515,0,0,0,0,0,0
Ly6d,0,0,0,1.11476808489738,2.65661203361357,0,0,0,0,0,0.829696990547561,2.6215303800113,0,0,0,1.45886303750503,0,0,0
Lyz2,0,0,0,0,0,4.06883245840538,3.65451850372689,0,0,0.655548397949375,0,0,0,0,0,0,0,0,0
Malat1,0,0,0,0.473404783244389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcksl1,0,0,1.45083838333859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meg3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mfap5,1.63631770231528,0,0,0,0,0,0,1.61383302407555,1.2251358087461,0,0,0,0,0,0,0,0,0,0
Mfge8,0,0,0,0,0,0,0,0,0,0,1.85343662351166,0,0,0,0,0,0,0,0
Mgp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mgst1,1.00934640891136,0,0,0,0,0,0,0.843799735511688,1.16108506122163,0,1.11906752849177,0,0,0,0,0,0,0,0
Mif,0,1.01417834567084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir142hg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mmp14,0,0,0,0,0,0,0,0.652665877879595,1.06944654614629,0,0,0,0,0,0,0,0,0,0
Mmp2,1.56658601432107,0,0,0,0,0,0,1.33225068886462,1.22040145154631,0,0,0,0,0,0,0,0,0,0
Mmp3,0.621346205690056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms4a4b,0,1.0951111362672,0,0,0,0,0,0,0,0,0,0,1.37529778249685,0.978201670234287,0,0,0.640185609361216,0.806273398482311,1.88923549074373
Ms4a4c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms4a6b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mt-Nd3,0,0,0,0.473404783244389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mt-Rnr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mt1,1.5047810487983,0,0.296609099887533,0,0.559375655660109,0,0.833250684309044,1.16832188458411,1.11821886583453,0,0,0,0,0,0,0,0,0,0
Mt2,0,0,0,0,0,0,0,0.752535383676971,0,0,0,0,0,0,0,0,0,0,0
Myl9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Napsa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nbl1,0,0,0,0,0,0,0,0.3823880336836,0,0,0,0,0,0,0,0,0,0,0
Nfkbia,0,0,2.04508920297536,1.01642475007182,0,0.846875310976428,1.1541799761757,0.783465975162047,0,0,0.936953284241441,0,0,0,1.45724993742723,0,0,1.06363800668811,0
Nfkbid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nid1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nkg7,0,0,0,0,0,0,0,0,0,0,0,0,1.21765132583021,0,0,0,0,0,2.07359977445326
Npm1,0,1.40091523196377,0.717360007498434,0,0.567640051641218,0,0,0,0,0.709563192581037,0.934781495864959,0,1.18051153220136,1.09774875601661,0,0,0.79822047656119,1.09248675961755,0
Nr4a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nrep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nupr1,0.966227513172204,0,0,0,0.759787706876728,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oaf,0.470272893770098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ogn,0.823868337542254,0,0,0,0,0,0,1.46616747262535,0,0,0,0,0,0,0,0,0,0,0
Olfml3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabpc1,0,1.08126498271453,0.483470228512187,0,0,0.711718654479806,0,0,0,0.67582594692308,0.665338322160966,0,1.07955992893322,1.12441512945981,0,0,0.947260159491053,1.22426808013096,1.14450372554036
Pcolce,1.28252821446357,0,0,0,0,0,0,0.675178015345609,1.11568232041532,0,0,0,0,0,0,0,0,0,0
Pcolce2,0.412606382606069,0,0,0,0,0,0,0.978201670234287,0,0,0,0,0,0,0,0,0,0,0
Peli1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Penk,0.819997527778456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pf4,0,0,0,0,0,0,2.68191644890408,0,0,0,0,0,0,0,0,0,0,0,0
Pfn1,0,1.36916722059543,1.00164188494917,0,0.416642011843353,1.25267913066245,0.8023413567165,0,0,0.549233226916392,0.399117184799851,0,1.26682021124023,1.30943920623076,1.21437125758813,1.39137172532832,0.88246511864507,1.49619959848457,1.89706373603086
Phlda1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pi16,0.661547055423211,0,0,0,0,0,0,1.88822277336322,0,0,0,0,0,0,0,0,0,0,0
Pim1,0,0,0,0.751325867194472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pla1a,0.561198288242459,0,0,0,0,0,0,0.586786117596853,0,0,0,0,0,0,0,0,0,0,0
Pla2g7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plac8,0,0,0,0,0,0,0,0,0,0,0,1.52672593483477,0,0,0,0,0,0,0
Plpp3,0.870154651688004,0,0,0,0,0,0,1.35524118509975,0.538811510704112,0,0,0,0,0,0,0,0,0,0
Pltp,0,0,0,0,0,0,1.668342018969,0,0,0,0,1.01756935706727,0,0,0,0,0,0,0
Postn,1.56800177005689,0,0,0,0,0,0,0.71534093694293,1.67577847263942,0,0,0,0,0,0,0,0,0,0
Ppia,0,2.05383684419241,1.38427020175537,0.833213731537432,1.54264825351735,1.05952924454165,1.37625251739959,0.844822371606209,0.674418078008786,1.2626607852346,1.35004999723618,1.42964078511635,1.46943963929469,1.42964078511635,1.47768984061287,1.41587702082266,1.27644886153735,1.50882253008238,1.59795729697689
Ppic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ppp1r15a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ppp1r18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prkcdbp,0,0,0,0,0,0,0,0.759054001437087,0,0,0,0,0,0,0,0,0,0,0
Prkcq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prlr,0,0,0,0,1.57179150576031,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prss23,0,0,0,0,0,0,0,1.22649062737783,0,0,0,0,0,0,0,0,0,0,0
Psmb8,0,0.873797347990365,1.31674005558689,0.578628181231039,0,0,0,0,0,1.31007905745594,0,0.255981454349941,0,0,0.785444530706413,0,0,0,0
Psme2,0,0,1.4227513592625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ptn,0,0,0,0,2.1830966495278,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ptp4a3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ptpn18,0,0,0,0.595933084633266,0,0,0.798228477340406,0,0,0,0,0,0.696215159035505,0,0,0,0,0,0.746882076020706
Ptpn6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ptprc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ptprcap,0,1.1095593648278,0,0,0,0,0,0,0,0,0,0,0.766946538552428,0.781503842020367,1.27281307079372,1.06366208275066,1.02859239803558,1.18983144908328,1.20979632953158
Rac2,0,1.145684178295,0,0.662479854444518,0,0,0,0,0,0,0,1.20850323920321,1.30624794005711,1.2614779994321,1.09074448115778,1.25442868996286,1.25736007089611,1.17743902997484,1.27949043448353
Rarres2,1.97401393663878,0,0,0,0,0,0,1.06446375820064,1.45323524506277,0,0,0,0,0,0,0,0,0,0
Rasgrp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rcn3,1.15737871896319,0,0,0,0,0,0,0,0.559681608639543,0,0,0,0,0,0,0,0,0,0
Retnla,0,0,0,0.751325867194472,0,0.734416064082536,1.20427069058368,0,0,0,0,0,0,0,0,0,0,0,0
Rgcc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rgs1,0,0,1.00019247727056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rgs10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rgs2,0,0,0,0,0,0,0,0,0,0.890205983643059,0,0,0,0,0,0,0,0,0
Rhoh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rnase4,1.81178077523658,0,0,0,0,0,0,1.41891086276012,1.52226996150292,0,0,0,0,0,0,0,0,0,0
Rpl10a-ps1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rpl13a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rpl14-ps1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rpl18-ps1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rpl22,0,1.55237089868084,1.29713838917274,1.01642475007182,1.26074096274925,1.17846132097267,0.74673814664189,1.00273456162309,0.841382941623373,1.47768984061287,1.49969614642616,0.656161064247135,1.57179087615313,1.50998158733358,1.44212044256465,1.41739218982582,1.46295995807207,1.43819530660239,1.31046575598938
Rpl24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rpl27,0,1.37057674977859,1.21111394261782,0.833213731537432,1.33161575519408,1.01642475007182,0.754890649628098,0.868525625331986,0.755338583499625,1.16631602433539,1.23825342666548,1.30273578141515,1.57369297369282,1.52715761438762,1.39502543860211,1.45845915777075,1.44223951412088,1.43819530660239,1.43359251564236
Rpl27a,0,1.58909371905816,1.52985516125477,1.31050621897208,1.45878996766436,1.28008465228097,0.952673181332448,1.05491254144787,0.995494107285801,1.52404328342183,1.72247008093676,1.30093790665922,2.03470112141765,1.79757842833399,1.57942970563917,1.52404554093774,1.74603925561369,1.77238438789298,1.43510882950655
Rpl3-ps1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rpl31-ps8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rpl35a-ps6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rpl36a-ps2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rpl37rt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rpl39,1.00164133476052,1.83156265940686,1.81167799088251,1.11476808489738,1.90216906312326,1.58039029557104,0.684615421880042,1.48941070551873,1.27085895492451,1.89108904118241,1.85230214027607,1.52672593483477,2.29701627613424,2.185155211809,1.74079253078139,1.6638019841817,2.2390673439731,1.97718759520842,1.44335393077825
Rpl39-ps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rpl7a,0,0.622030308647395,0,0,0.660462199048647,0,0,0.490563210145029,0,0,0.69745988060574,0,0,0,0.376930576124884,0,0,0,0
Rpl9,0,1.4743777189092,1.33059742456075,0.751325867194472,1.25739732422958,1.246885455666,0.909147657488987,1.17999827404553,0.955047787908902,1.44659705325898,1.32444673836595,1.15119174055862,1.9819701911644,1.87897561853964,1.52050113610341,1.50737697463886,1.68463618402065,1.52760349097568,1.49372308807108
Rps10,0,1.40303173763946,1.13329971993764,0.662479854444518,1.32552038293544,1.01642475007182,0,0.991556118397147,0.798692416968155,1.16631602433539,1.37312183724391,0.354245223992475,1.56423263916734,1.54066315200315,1.31781376286633,1.34229305589902,1.51172381642635,1.39356131197474,1.35999421084531
Rps10-ps2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rps11-ps1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rps13-ps2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rps15a-ps6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rps15a-ps7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rps16,0.808605902040986,1.95521530453872,1.57038031824079,1.35249235054456,1.78070976308546,1.5253762368342,1.12099010791606,1.45323524506277,1.22260702568699,1.81766452703726,2.04356669919911,1.49450449924928,2.48210503861854,2.31125993513346,1.96143564261014,1.79757740220227,2.31528619000469,1.93409816520523,1.78425764930168
Rps16-ps2,0,0.536349580498871,0,0,0.716441810661092,0,0,0,0,0,0.727199185075362,0,1.16983105915975,0.90588216086962,0,0,0,0,0
Rps18,0.761528368347927,1.87968299902206,1.25560007457163,1.35249235054456,1.73095698520193,1.2111098360072,0.951504978949823,1.33198517868159,1.11796400921598,1.6573684445464,1.77400388213029,1.26990267924005,2.42115767725355,2.28353955267752,1.65523641294934,1.78934431317171,2.06452562858472,2.01787651052424,1.78507686453696
Rps19-ps6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rps23-ps1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rps27rt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rps28,0,1.63888196008653,1.45538388358893,1.35800203102019,1.92540281173353,1.4860413114465,1.23661648296275,1.38955196741181,1.2022362824658,1.51873678881816,2.01454066191572,1.3849490318841,2.16430888668629,2.18766927239048,1.51347043318869,1.68677937917897,1.84028771679448,1.55489609090193,1.56800177005689
Rps29,1.3719893998708,2.80212878266779,2.62238594523943,1.60881748832473,2.21707310803747,2.53396371157579,2.56091240484491,2.25838680500342,2.12587086813464,2.85549263686871,2.34340921153318,2.50248568482699,3.33937076304742,3.41318714398032,2.8379537940071,2.95204490559034,3.26596734566267,2.82523543878457,2.66008638337381
Rps3a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rps6,0,1.50824372813215,1.22426914456003,1.11476808489738,1.18571702275356,1.08727732155113,0,0.861538490924296,0.474393153673936,1.32960067256748,1.20303903050699,0.958553456792969,1.95521530453872,1.86913126997749,1.36356009373842,1.4242544453583,1.53299873442528,1.61015160352711,1.29627654020511
Rps6-ps4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S100a11,1.02858280397085,0,0.974810141871296,0,1.67126166922436,0.729077058797947,0,1.34499431297036,1.09730841377032,0.7007235972952,1.24045339141633,0,0,0,1.11113921479219,0,0,0,0
S100a16,0,0,0,0,0,0,0,0.490563210145029,0,0,0,0,0,0,0,0,0,0,0
S100a4,0,0,1.49451503542767,0,0,1.40165522592074,0,0,0,0,0,0,0,0,2.00464678982937,0,0,0,0
S100a6,2.912732860459,0,0,0,2.73315197841117,1.32171783742567,0,2.48210503861854,2.63256789916762,0,1.25155471977673,0,0,0,1.95109351820456,0,0,0,1.09731285725033
S1pr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1pr4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saraf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Satb1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scg3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selenop,0,0,0,0,0,0,2.46480326577313,0,0,0,0,0,0,0,0,0,0,0,0
Sell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selplg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.684336661004055
Sept1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serinc3,0,0,0,0.533123403816856,0.778500093116966,0,1.00502983044325,0,0,0,0.987456331528764,0,0,0,0,0,0,0,0
Serpina3n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serpinb6a,0.930391201219478,0,0,0,0,0,0,1.05383235674667,0,0,0,0,0,0,0,0,0,0,0
Serpinf1,1.49534730661657,0,0,0,0,0,0,1.1021745035767,1.52404554093774,0,0,0,0,0,0,0,0,0,0
Serping1,1.53477868615256,0,0,0,0,0,0,1.4860413114465,1.16932845788283,0,0,0,0,0,0,0,0,0,0
