,Ovary_3,Ovary_11,Ovary_4,Ovary_6,Ovary_10,Ovary_12,Ovary_1,Ovary_13,Ovary_5,Ovary_8,unassigned,Ovary_7,Ovary_9,Ovary_2,Ovary_14
Prdx2,1.97105266189053,0,0.353816046967763,1.09290523772855,1.93658862266246,0,0.968710929082316,0,1.14720458495723,1.03162500664706,0,0,1.22886741721796,1.78328594976129,0
Prdx4,0,0,0,0.727682862030747,0,0,0,0,0,0,0,0,0,0,0
Prdx6,1.32707424826018,0,0,0,0.919050536777342,0,0,0,0,0,0,0,0,0,0
Prkar2b,0,0,0,0.738135154256371,0,0,0,0,0,0,0,0,1.44559337766235,0,0
Prkcdbp,0,1.04525817866662,0,0,0,0,0,0,0,0,0,0,0,0,0
Prlr,0.881833201196947,0,0,0,0.705486022844054,0,0,0,0,0,0,0,0,0,0
Prss23,0,0,0,0,0,0,0,0,0,0,0,0.858200214415174,0,0,0
Prss35,0.870526114146003,0,0,0,0.899488983493764,0,0,0,1.3489036395923,0,0,0,0,0,0
Psap,1.1480666441132,0,0,0,1.65449404788328,2.83432001683655,0,0,0,0,0,0,0,0,3.16537905817661
Psma2,0.988527430528055,0.32310512863188,0,1.45554216313119,0.959802425765482,0,1.50374907143241,0,0,0,0,0,0,0,0
Psma7,1.3653129213056,0.929479275796692,0.952541413944086,1.34777080636794,1.10055989805435,0.284418219701205,1.43410348009682,0,0.859041434469079,1.16352447931912,0,0.811775036908513,0.906773645988136,0,0
Psmb3,1.11326399566928,0,0,0.66497271735656,0.87720879727258,0,0,0,0,0,0,0,0,0,0
Ptma,2.38642345919593,2.54987837072762,2.03970850604272,2.41319311389383,2.50823808047039,1.51813356432689,2.40469216913493,2.56746317998411,1.2260418439727,2.10934663489859,1.89181522112921,2.04786616892984,1.87492769117307,2.07595830881121,1.03300619772895
Ptms,0.255942652690548,0,0,0,0.548211811710805,0,0,0,0,0,0,0,0,0,0
Rack1,1.49146664282462,1.51417139061303,1.42873477425774,1.38318173051436,1.36822885702816,0.966741074363066,1.41385576952974,0,1.17851512419531,1.44434491834889,1.4995626558365,1.55517063659458,1.61910950936145,1.36413899440746,0
Ramp2,0,1.15881195302908,0,0,0,0,0,0,0,0,0,0,0,0,0
Ran,1.4047347145199,1.66620321133542,1.06320563786827,1.74089573286299,0.964524854370446,0,1.50390275531374,0,0,0,0,0,0,1.31195450939207,0
Ranbp1,0.494778194935148,0.391164896158327,0,1.03208497574361,0,0,1.23554050111616,0,0,0,0,0,0,0,0
Rarres2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rbbp7,0.333639755610564,0,0,0.692957811801931,0,0,0.946504004078579,0,0,0,0,0,0,0,0
Rbp1,0,1.85591109109172,0,0,0,0,0,0,0,0,0,0,0,0,0
Rcn1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rcn3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rgcc,1.23335624211891,0,0,0,1.30318456373068,0,0,0,0,0,0,0,0,0,0
Rgs2,0.973008794825323,0,0,1.14441227454165,1.29149754496451,0,1.63971483629015,0,0,1.39118019812436,0,1.25315972693257,0,0,0
Romo1,1.18451443948859,0,0,0,0.949396392617987,0,0,0,0,0,0,0,0,0,0
Rpl10a,1.70667236192138,1.64499663880072,1.50827193744463,1.50672558674967,1.37668422345774,1.38815836666318,1.41768773167965,1.20562727598415,1.3489036395923,1.65488374076331,0,1.71266145740778,1.40299900156216,1.62213034762829,0
Rpl10a-ps1,1.07156615613479,0,0,0,0.666673557616614,0,0,0,0,0,0,0,0,0,0
Rpl12,1.57898578112009,1.66165488671733,1.41260924407573,1.27065079379319,1.29149754496451,1.02704870490161,1.24144345890462,0.888104505610535,1.19267124024965,1.68321671554943,1.21491673340079,1.27914554764445,0.96755620976647,1.58873925975462,0
Rpl15,1.72502539369054,1.75368551257762,1.5977455516868,1.6119170796296,1.43566624782692,0.763183762331654,1.63187443247273,1.23144433580275,1.36753327003102,1.5919213027069,1.4934817194508,1.73461828033056,1.72711011609037,1.716754670819,0
Rpl17,1.8726942110007,1.70694308935227,1.80638851813183,1.67512351504427,1.71154546644544,1.38815836666318,1.75469283669226,1.63187443247273,1.59891603297259,1.97833323662125,1.4934817194508,1.92046573063049,1.78235294338931,1.92491436189481,0
Rpl19,2.15780885207897,1.90993215868701,1.92622527840631,1.79988239789107,1.87834230624865,1.85400695260777,1.83255586733522,1.74824492583931,1.73830636619787,1.90645083004684,1.83057314322191,1.86663543211784,1.8437473729461,2.03768145550806,1.82701713027846
Rpl22,2.1767564061465,1.97279300268847,1.62398912708632,1.94829693959092,1.84044302400623,1.66591813237778,1.99664927043104,1.74752596498417,1.65614867191647,1.78852894185239,0,1.96955607488792,2.01371833515847,2.04479728113601,0
Rpl22l1,1.53399726691298,1.49622596021915,1.7072187004005,1.0763162395575,1.24190857177388,0.57957079890286,1.1260925854839,1.57508288586595,1.24484420228067,1.54477596951303,0,1.19894937013121,0.695723481465988,1.5674100322622,0
Rpl23,2.6902223945133,2.54135190338352,2.15819512367507,2.12094337316795,2.38243364705698,2.35207744252272,2.06859056980153,2.13314620411363,2.06440420947308,2.57179973186139,1.72849836839194,2.33935822567416,2.17655725680697,2.70062174292481,0
Rpl24,1.53292842690656,1.15881195302908,0,0,1.16388704700446,0.763183762331654,0,1.20784417998009,0,0,0,0,0,0,0
Rpl27,2.18755654068023,2.00587186994145,1.75361765563327,1.74183946144533,1.80320886067173,1.40120959947668,1.79230442962934,1.58173241942971,1.62880506605175,1.84187098765091,1.4995626558365,1.91170748293611,1.92934425150006,2.03869966120724,0
Rpl27a,2.17717668091535,1.81139952672064,1.73971799994132,1.77044950082599,1.95077444710358,1.62839843188403,1.73338686310956,1.63187443247273,1.7004719178365,1.88925899536702,0,1.93606425497629,1.86165394278802,2.07595830881121,0
Rpl28,2.10715456000146,1.93516397031599,1.70992741968911,1.79988239789107,1.81449890319523,1.554619528945,1.78365906439742,1.65539155358071,1.5228549669602,1.8575467446976,1.87743315055952,1.94712673849696,1.87350292994409,2.01273225122074,0
Rpl28-ps1,1.09178266002893,0,0,0,0.693601281009776,0,0,0,0,0,0,0,0,0,0
Rpl29,1.74061283728399,1.68190548960987,1.42378779309745,1.35705507328265,1.31561160743912,1.05084121457326,1.37621145579788,0.317462946213222,1.09733264845498,1.49550272831212,1.04561269264629,1.26710384773606,1.41455023554659,1.70925565589749,0
Rpl30,2.21248609320845,2.0876631853025,2.08126185301654,2.18007127617946,1.94497834366834,1.92613530117928,2.08552345101644,2.10743765347703,1.805236453265,2.1226122839248,1.87743315055952,2.11154406304424,1.98223307917174,2.0770180023726,1.53721358126411
Rpl31,2.07045394874901,2.0876631853025,1.90907181619906,1.81294772040571,1.75463301091933,1.66591813237778,1.91811285311047,1.84160338628267,1.74042429735272,1.86247339582982,1.72849836839194,2.05403019974484,2.0088101337496,2.03364366791267,1.6805965307021
Rpl35,1.90039322144273,2.0912408382296,1.85809724256846,1.61750335655289,1.64339577046969,1.38815836666318,1.76411192194149,1.69545481147312,1.83387973517357,1.7361941900632,0.969965531967812,1.82518456238415,1.75938748997152,1.93922229516717,1.30512372488303
Rpl35a,2.21334433109756,2.05954785720887,1.76251007732566,1.90056568661102,1.96615784050131,1.95932143387532,1.89781229623346,1.92878610440164,1.93741378433538,1.81761027438841,1.64546448923345,1.87244329287776,1.85713762698325,2.07736843543444,0
Rpl36a,1.74752596498417,1.89096227066742,1.88417006717981,1.81062654781542,1.40672604391425,1.47163607243438,1.87102817558027,1.66562383902452,1.61157644358037,1.84294245073206,1.59482757894659,1.99327926963152,1.79760452825868,1.87241798371828,0
Rpl36al,1.47236938557779,0.836386322942031,0.713534831901332,1.17307178448039,1.17092341293202,0,1.28362211626906,0,0.967142915082457,0,0,1.1794315947118,1.01022929437593,1.43134865860817,0
Rpl37rt,1.12360743158618,0,0,0,0.81488522363082,0.521893039690456,0,0,0,0,0,0,0,0,0
Rpl38,2.37458949053612,2.22877053596642,1.93726746486773,1.90993215868701,2.10043751878503,1.90949619879617,1.92756103744897,2.07894980305673,1.95962971707704,2.10934663489859,1.82859565073071,2.11209577253094,2.01521172660368,2.38414170820497,1.03300619772895
Rpl39,2.92424503257121,2.56649569060255,2.2432261531445,2.16711675774278,2.48045499393981,2.07560535863524,2.06649368274849,2.16439744278916,2.08552345101644,2.33837565055045,1.88417006717981,2.0738464651818,2.33802845377907,2.89264569859109,0
Rpl39-ps,1.20083263969153,0,0,0,0.790847994505144,0,0,0,0,0,0,0,0,0,0
Rpl5,1.55820799828787,1.55132311788053,1.35124152568361,1.40062393260312,1.39433898075339,1.01534585006764,1.55077541471812,1.59882944221182,1.2260418439727,1.3636527321939,0.992328739258186,1.58960557687327,1.40838114839229,1.36783814494859,0
Rpl6,2.1006102348656,2.06179927918175,1.86660208062962,1.87911223755347,1.76435219187309,1.41812602348828,1.94268740543022,1.28694068564068,1.7314277622475,1.96581888857258,1.03346745185971,1.99568295790687,1.87729396047844,1.98658557193819,0
Rpl7a,1.61862573950849,1.2702944709072,0,1.06587436701001,1.24423528420862,0.641612229912884,0,0.317462946213222,0.824933548172869,0,0,0,1.23722949026221,1.35766797834324,0
Rpl9,2.02793200815663,1.92716339726004,1.79797898406871,1.83334977274569,1.90598079621639,1.58041165224967,1.9551706150735,1.9387869002738,1.79335331133667,2.22378425435034,1.60243882864637,2.06440420947308,1.89609316166483,1.93292203762213,0
Rplp2,2.70054248731421,2.43957320771475,2.23462765993269,2.43440276388282,2.29816324715526,2.14212393632617,2.50684573318829,2.36241224551051,2.06649368274849,2.54958923425648,1.66250560024763,2.452944820902,2.37949621210973,2.74916124897863,1.03300619772895
Rps10,1.91488897761414,1.95103969320473,1.59018335112022,1.52973164505822,1.58806474054024,1.44406346702626,1.5513239658004,1.67270816869623,1.59891603297259,1.74752596498417,1.10896838221837,1.69248830965765,1.62305408882703,1.81294772040571,0
Rps12,2.32923204312404,2.12857125869748,2.03162825952577,1.82859565073071,1.84120600943921,1.99039323398255,1.83471438209778,1.89181565973245,1.71083405968081,1.89053612392006,1.57472506165568,2.03213470941261,1.80448738210921,2.34616813801027,0
Rps13-ps2,1.01312705294602,0,0,0,0.746911201358067,0,0,0,0,0,0,0,0,0,0
Rps15,2.17736436557034,2.0495986692313,1.97174047035742,1.94283788455043,1.96986608418124,1.90703004512544,1.96396551866144,1.84067638885298,1.87995306296056,1.98275675144851,1.88417006717981,2.07069740793045,1.89867453308006,2.06127982247226,1.38902030472112
Rps16-ps2,1.52443589769222,1.00294078577019,0,0,1.22079098633144,0.786082002479249,0,0.942559861295973,0,0,0,0,0,0,0
Rps20,1.8881254186101,1.95103969320473,1.85113839654174,1.79759873659075,1.73269798965427,1.86742981305719,1.92178980092997,1.78906109510847,1.7291948384902,1.9621000027587,1.88417006717981,2.1035141146951,2.02561719038432,2.02362189184284,0
Rps21,2.9651473426427,2.51435764386344,2.10169830835644,2.0919580901597,2.59191426529224,2.09843935368114,2.15725237887453,2.58760108256952,2.11007851504859,2.34428459630162,1.94556301920236,2.31441120499206,2.12038775396502,3.00389526128699,1.83334977274569
Rps24,2.51827477878247,2.49993960304801,2.50118035776836,2.35850030650725,2.28379821043519,2.35421367955981,2.42593031297448,1.97330760288858,2.10278638184728,2.53011775189977,2.30963442160348,2.44090259907881,2.39083016066863,2.58968168178972,1.49247344136508
Rps25,2.29165337065641,2.13206552539137,1.92524753415271,1.91693857782885,2.00392183633987,1.94981959802185,2.06284171052787,1.80755129494019,1.79759873659075,2.11264479151504,1.49449148059235,2.09519350971561,1.85795709100694,2.10825059745002,1.62880506605175
Rps27l,1.55022771155571,1.15764009628464,1.29617631635708,1.29316642763119,1.32986944395548,1.006530791221,1.49399550898282,0,1.26145495071422,0.682186611671769,0,0.243907855529243,0.939450764629016,1.43737583929506,0
Rps28,2.99596340727626,2.27356816146158,1.95839925500134,2.22752146974913,2.71865564958141,2.43905495027688,2.13348716007388,2.79665877762875,2.16828692134631,2.68797394453577,1.29464829984312,2.32865467205601,2.55031232102676,3.06697188991662,0
Rps4x,1.89632193811341,1.82073371734312,1.78965712074517,1.79962833502965,1.51748064425278,1.49981719812744,1.84697344516627,1.59628656531669,1.4653137317584,1.839732287309,1.5977455516868,1.83575652142759,1.89867097570614,1.85836620872129,0
Rps6,1.05757518739155,1.2201253339009,0,0.816057257851646,0.429690801396013,0.543017898876104,0.69816913003656,0,0,0.843901395748474,0,1.20602035827028,0.768153577999241,0,0
Rps8,2.42879284020377,2.23210955510239,2.14421242172687,2.02402047315458,1.96072479867457,1.62636861818901,2.10169830835644,2.05075176385379,2.03768145550806,2.00559302511989,1.60953595361391,2.00544444164622,2.00294900792514,2.28347825852308,0
Rtf1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S100a10,1.24463950522518,1.12360743158618,0.610173155128261,0,1.44707557390272,0,0,1.17284910363724,0,0,0,0,0,0,0
S100a11,1.08478137151542,1.11326399566928,1.32273501016203,0,1.29215727419975,0,0,1.3525200987362,0,0,0,0,0,0,0
S100a6,2.1006102348656,0,0,0,2.87413977704453,0,0,0,0,0,0,0,0,2.05301449848329,0
Scarb1,2.40593686965496,0,0,0,1.26797701851617,0,0,0,0,0,0,0,0,1.91518147096516,0
Scd2,0.931715640471423,0,0,0,0.599505468997589,0,0,0,0,0,0,0,0,0,0
Sec62,0.944011948884293,0,0,0.366675705751516,1.1474097755592,0,0,0,0,0,0,0,0,0,0
Selenoh,0,0.940204496617142,0,0.965737986053857,0,0,0,0,0,0,0,0,0,0,0
Selenop,0,0.593431216300083,0,0,0,2.26833944981944,0,0,0,0,0,0,0,0,3.43670894253859
Sem1,1.19516993005812,1.06048885117654,0,0.388505985423803,1.07306878418235,0.567024588376072,0,0.784163676619555,0,0,0,0,0,0,0
Serbp1,0.852484924989739,1.24552704219201,0,0.852794803727582,0.799151072649873,0,1.04495121619464,0,0,0.739752677031688,0,0,0,0,0
Serinc3,0.646795073334057,0.407021028879018,0,0,0.960756273567085,1.22428247631058,0,1.40906088128039,0.965938430976666,0,0,0,0,0,0
Serpina5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serpinb1a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serpine2,0,0,0,2.32224112868162,0,0,2.36882850250871,0,0,2.10715456000146,0,1.51502315273042,2.55031232102676,0,0
Serpinf1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serpinh1,1.10417717672069,1.82073371734312,2.18887761146993,1.24314057353821,1.49298202432133,0,1.14325818370479,0,0,0,0,1.14234526629956,1.64644887713748,0,0
Sfrp4,1.74752596498417,0,0,0,2.83951452538036,0,0,0,0,0,0,0,0,1.01517869391338,0
Sgk1,1.89315734474853,1.30297121587921,0,0,2.0253067186913,0,0,0,0,0,0,0,0,1.50115945410987,0
Slc18a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc25a3,1.74752596498417,1.2183295520251,0.984860706154881,1.41387609720277,1.54022449253983,0.936616744359688,1.3916153648588,0,1.69712309516481,1.23503152893529,0.575511912331976,1.18096351930512,1.63187443247273,1.63616713250515,0
Slc38a5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smap1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smoc2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snrpf,0.902178679100945,0,0,0.627384684624921,0,0,0,0,0,0,0,0,0,0,0
Snrpg,1.67376143680003,1.03429879227816,1.10736674529388,1.37452213268539,1.52075281358029,0,1.36552649093642,1.08468610946971,0.858412535667751,0,0,0,1.19613963026489,1.54749679735962,0
Socs2,0,0,0,1.16500543739905,0,0,1.10857167050546,0,0,1.19705121940221,0,0,1.34446608043593,0,0
Socs3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sod1,1.71284543846203,0.633402950625572,0,0.660714500925644,1.25085342758045,0,0,0,1.5276085325003,0,0,0,0,1.6001035520666,0
Son,0.427783969055723,0.234335428499149,0,0.762690405542161,0.491281103204165,0,0.299558290867965,0,0.930081350328069,0.929710747482738,0,0.857699431451002,0.843295530692901,0,0
Sox4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sparc,1.97518747524408,3.93194716752845,2.81257840744395,0,2.07640058910453,0,0,1.55162700602539,1.78552850711057,0,0,0,0,1.75039008185533,0
Sparcl1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spc24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sqstm1,1.11017300536483,0.413261401656896,0,0,1.1969422292932,1.45047232743146,0,1.56205445765819,1.14663063516388,0,0,0,0,0,0
Srgn,0,0,0,0,0,1.58041165224967,0,0,0,0,0,0,0,0,0
Srsf3,0.423178441701538,0.551552185917879,0,1.16500543739905,0,0,1.10750356976272,0,0,0,0,0,0,0,0
Srsf7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St3gal5,0,0,0,0,0,0,0,0,0,0.843901395748474,0,0,0,0,0
Star,0.820327617257651,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stmn1,0.227050012013384,0,0,1.47163607243438,0.388429460473441,0,0.832975629820928,0,0,0,0,0,0,0,0
Swi5,1.00959789109834,0.491726523311303,0.79606098413839,1.47949920288051,0.948141968298936,0,1.4975296976351,0,0,1.15588698318826,0,0,0.96755620976647,0,0
Tagln2,0.633065526604789,1.67668319218227,0,0,0.709964947753733,0.763183762331654,0,0,0,0,0,0,0,0,0
Tbca,0.940583810576728,0.387065267461264,0,1.27710117804878,0.990114305436019,0,1.44897173106489,0,0,0.971180464114971,0,1.17278923249469,1.1265205595553,0,0
Tceal8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tceal9,1.36075780392246,0.83489978617369,1.82780639050459,2.69792980702816,1.70818253201634,0,2.61877766271086,1.05971343777486,2.12409835160745,2.53660505294022,1.44763731277263,2.89624655662335,2.72221302859718,1.30591670153147,0
Tdrd5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tenm4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tm4sf1,0,0.857784583965954,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmem100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmem176a,0,0,0,0,0,0,0,0,0.989369548878522,0,0,0,0,0,0
Tmem176b,0.422098339390461,0,0,0,0.551000001580826,0.900325894152236,0,1.07758399200892,1.69913062501479,0,0,0,0,0,0
Tmem59,1.01668199113882,0,0,0,1.07282065680674,0,0,0,0,0,0,0,0,0,0
Tmem86a,1.13191702405898,0,0,0,0.940255781066596,0,0,0,1.28071494365016,0,0,0,0,0,0
Tmsb10,1.75193776641119,2.75735665292826,1.79610301162458,1.58155438688035,2.87797381481529,1.08697441751169,1.30328169831121,1.96738278161535,0,1.35052551831489,1.8757574723709,1.83575652142759,1.93831731414208,1.91562051749256,0
Tmsb4x,0.940204496617142,4.23335774535183,2.52038027444631,0,1.90957214719452,5.00078473619507,0,3.10925065018592,0,1.38130406392566,1.5977455516868,0,0,0,5.53546143159632
Tnfrsf12a,0.729628960517172,0,0,0,1.13754771564794,0,0,0,0,0,0,0,0,0,0
Tnni3,0,0,0,0.812786008884912,0,0,0,0,0,0,0,0,1.09626871853413,0,0
Tpi1,0.795573338257977,0,0,0.961747124683876,0.514872354593854,0,0.641371544307175,0,0,0,0,0,0,0,0
Tpm1,0,0,2.02363098522366,0,0,0,0,0,0,0,0,0,0,0,0
Tpm2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tpm4,0.417723727890341,1.52040283967708,0.989368079365542,0,0,0,0,0,0,0,0,0,0,0,0
Tpt1,2.74131759322446,2.0876631853025,1.91430475582681,2.15088955818883,3.09311419763702,2.18482759226764,1.92489187197107,2.1409666848316,2.08280755170277,2.564733751275,1.89096227066742,2.01865999162408,2.18757098249305,2.67844091830196,1.62880506605175
Tpt1-ps3,0.996802181682762,0,0,0,1.01104753841371,0,0,0,0,0,0,0,0,0,0
Tsc22d1,1.64608874791853,0.783468469633928,1.42151800185002,1.35828691267881,2.44321199886991,0,0.746380316094228,1.25119659453945,1.90818968151806,1.81139952672064,1.35296619183259,1.7933574816557,2.18622568463179,1.62293871791735,0
Tuba1a,0.641496731262989,0.626723151056704,0,0,0.981200111705248,0,0,0,0,0,0,0,0,0,0
Tuba1b,0.986512409164999,1.79154074402388,1.63739650474237,2.53106361016168,0.749376958707529,0,1.90212127250003,0,0,1.16352447931912,1.25795564112912,0,0,0,0
Tuba1c,0.813095057883708,0,0,0.562875292692314,0.806199429471067,0,0,0,0,0,0,0,0,0,0
Tubb4b,0.48386931851274,0.677411336901425,0,1.26215729738614,0,0,0,0,0,0,0,0,0,0,0
Tubb5,0.695126589808653,1.48429423927724,1.37751190309312,2.17691398669088,0.846245552052371,0,1.63801633095506,0,0,0,0,0,0,0,0
Txn1,1.33607729078513,1.40798290807525,1.03390485532995,1.41835154704401,1.62093599098271,1.02326730477331,1.33096884962789,0,0.904680792535763,0,0,0,1.06085376375405,0,0
Txnip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyrobp,0,0,0,0,0,2.54324885494656,0,0,0,0,0,0,0,0,2.08338883440029
Ubc,2.35291842913666,1.81139952672064,1.67733513203588,1.78852894185239,2.66922022851616,2.24135369508922,1.64154246887972,2.72438851273009,1.84940100482803,2.13269092153725,1.89096227066742,1.9789658593374,2.03566140290806,2.03465021330381,1.30512372488303
Ube2c,0,0,0,1.44834494109561,0,0,0,0,0,0,0,0,0,0,0
Ucp2,0,0,0,0.756578051018949,0.105210629363534,1.6119170796296,1.21211759214928,0,0,0,0,0,0,0,1.90298395400544
Uqcr10,1.27566174240154,0.633402950625572,0,0.937181346501908,1.02371541290563,0,0.872473050564275,1.02275442474321,1.13790509862234,0,0,0,0,0,0
Uqcr11,1.31348226475423,0,0,0,1.00982613250233,0,0,0.41759832945053,1.2836216759707,0,0,0,0,1.24178368988473,0
Uqcrb,1.49046132033055,1.25216906399804,0.912383099445212,0.812673687202414,1.30049195794222,0.567024588376072,0.94978355115354,0.760832321962606,1.23738505501845,0,0,0,0.305866049007875,1.25016014067174,0
Uqcrq,1.5434737857558,0.74937418147979,0,1.06244062961722,1.08721911664586,0.688128124428614,1.09122690961276,0.873492052887579,0.98101483221587,0,0,0,1.09947359936174,1.44958009858396,0
Usmg5,1.67798538836125,1.10179781099467,0,1.10364749822885,1.49323326280106,0.595211182915311,1.28144074950273,0,1.19705121940221,0.684550630962601,0,0,1.00832595468474,1.73761316227744,0
Vim,0.586851394069549,1.93516397031599,0,0,1.0483582459205,0.966741074363066,0,0,0,0,0,0,0,0,0
Wdr89,1.66122989164389,1.16725560987872,0,0,1.18128690746792,0,0,0,0,0,0,0,0,1.41103750644239,0
Wfdc10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ybx1,1.17897114258328,1.04814093612944,1.10992583940839,1.15910530774723,1.68551690676665,0.763183762331654,1.15676913525393,0,0.371496055799246,0,0.942866364911777,0,0.756174600624242,0,0
Ypel3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ywhab,1.14567539364088,1.39624818304175,0,0.467061764199108,1.03141060056262,0,0,0,0,0,0,0,0,0,0
Ywhaq,0.826383816343854,0.708718417632958,0,0.952242226568526,0.964745478921809,0,1.14297744629885,0,0,0,0,1.59718947229383,0,0,0
Zfp36,0.274902982859347,0.793228633034228,0,0,0,0.938690402201781,0,1.86171998257238,0,0,0,0,0,0,0
