,Small-Intestine_9,unassigned,Small-Intestine_16,Small-Intestine_12,Small-Intestine_5,Small-Intestine_8,Small-Intestine_10,Small-Intestine_7,Small-Intestine_1,Small-Intestine_4,Small-Intestine_24,Small-Intestine_27,Small-Intestine_23,Small-Intestine_3,Small-Intestine_26,Small-Intestine_22,Small-Intestine_25,Small-Intestine_2,Small-Intestine_18,Small-Intestine_15,Small-Intestine_20,Small-Intestine_14,Small-Intestine_11,Small-Intestine_19,Small-Intestine_21,Small-Intestine_28,Small-Intestine_6,Small-Intestine_13,Small-Intestine_17
Rplp0,0.862689332257658,1.56791836362275,1.51540698436919,2.20752722710526,1.04216212787502,1.39015449180326,2.03316652602621,0.978385509188119,0.980128046232656,1.6005713099391,1.23807490771788,1.86423633108737,1.23466768382194,2.13673840784627,1.43159337737071,1.12697218110451,1.46837978004721,1.7357426291286,1.36917178470609,0,1.93206932267921,2.18423725411446,0,1.40256288136917,1.61848361669402,1.33973219186537,1.51525827661278,1.07501027433818,0
Rplp2,0.431248464039963,1.217282541096,1.12073360276108,1.76734963696785,0.555780709063782,0.916005684713972,1.94041905754183,0,0,1.81783840434111,0,1.74108148438884,0.791976549671442,1.58774245495056,1.40675223784098,1.19296677966528,0,1.89057950989339,1.616612641641,0,1.93785069054328,2.12729458332915,0,1.30570136063653,1.85067320609542,1.94500959186386,0,0,0
Rps10,0,0,0.942595747744246,1.25078744534026,0,0,1.41266288131341,0,0,1.26017739155151,0,1.14051744382708,0,1.05518859253985,0,0,0,1.39015449180326,0,0,1.49017088790909,1.43334156124594,0,0,1.01068186106933,0.998131183957128,0,0,0
Rps12,0.955693475627516,1.4313755017916,0.898605949507215,1.58487668340167,0.62071829762929,1.16443257832466,1.60896991376537,0.563780878984687,0,1.4439284118222,1.0892969806671,1.50734187473652,0.965656050639606,1.65479999819977,1.43159337737071,1.00859268540302,1.04484109344357,1.45333178430488,1.67799250225682,0,1.61193843821911,2.08175818630697,0,1.27480207073294,1.46886008969909,1.93178655312722,1.5743333356491,0,0
Rps13,0.547834474663244,1.25299797614627,1.09937364265032,1.80376858470991,0.687208425120992,0.778211123602101,2.04615570244298,0,0,1.73075075703364,1.2877994640392,1.86423633108737,0.921662619924512,1.56263769825595,1.02735512412814,1.05364825304225,1.0868272209957,1.99624186664351,1.01698535725417,0,2.13572931867742,2.10320373479221,0,1.30570136063653,1.5788344624143,1.33973219186537,1.47185596883707,0,0
Rps15a,1.26870689930024,1.65426073137013,1.56140621480868,2.32019221090615,0.660744957467841,1.2205317354894,2.53533791589723,0.55509360474106,0,2.50458377027288,1.13420107459178,2.02660118645565,1.31403163491596,1.77877715585237,1.70056277086567,0.693737626975748,1.13330406751406,2.68113640368773,1.74049499126576,0.987575647972284,2.63988853461412,2.52340499013794,1.32702030733882,1.8969669439137,2.07472290826949,1.31658030386628,2.38566151098243,0.837029722576277,1.30802721977307
Rps16,0.320803046317681,0.947218080708464,1.13171468173414,1.77361907659838,0.450628954882478,0.569510676717277,1.83351407899355,0,0,1.55057370179922,1.06116862909476,1.50825774233882,0,1.46781704596101,1.14701090437287,0,0,1.628661087809,0,0,1.70167765205568,1.80464075366573,0,1.27480207073294,1.55892612192279,1.33973219186537,0,0,0
Rps17,0,1.01078147373127,1.00801765127206,1.5826330560481,0.30288204880393,0.546229191702831,1.40256288136917,0,0,1.2717467149967,0.813553306053463,0.910924918163317,0,1.49392837701569,1.14701090437287,0.623612402757731,1.04484109344357,0.941799553204167,0,0,1.02869215019198,1.61066130052423,0,0.845008526020759,1.38555747587038,0.900787054039048,0,0,0
Rps18,0,0,0.867309409724822,1.77677256798816,0.612309786190525,0.621179447057144,1.70439195238366,0,0,1.51464127103222,1.17063692152942,2.04397746116958,0.562157614636001,1.65903608634315,1.07528949723396,0.623612402757731,0,1.58938509207954,0,0,1.80007482413265,2.02603260934313,0,1.28199238019092,1.4586634857788,1.05543834418483,0,0,0
Rps19,0.735609084548086,1.35430511718982,1.08156752765387,2.32019221090615,0.983226447447688,1.12227181192402,1.90679619627632,0.717203938917118,0,1.31055595557452,1.24127197319425,1.74782002817224,0.921662619924512,2.2357563267377,1.35469254800131,1.53234129480171,1.4767312198366,1.49160670751128,0,0,1.57475337535089,2.45507320814569,0,1.94990520352346,1.47080581069584,1.09701560761706,0,1.05648091996771,1.20644293645334
Rps2,0.903411976675194,1.4439284118222,1.10923890456758,2.19446167585432,1.0360547317459,1.00239327135716,1.85528465005871,0.600659160083031,0,1.40131131195559,0.884080663998891,2.02660118645565,1.18942966505424,2.25935704191921,1.56971626745955,1.36131544605525,1.44259581008469,1.4526560579933,0,0,1.69270131314821,2.11884198104622,0,1.51193337286156,1.48133832630252,1.45493290087673,1.57352718699371,0,0
Rps23,0.188495664682091,0.537172229725872,1.20194260254475,1.69738638363872,0.304653726814501,0.617508926520411,1.94619667383668,0,0,1.81783840434111,0.692049795513548,2.02660118645565,0.71397098388646,1.43894887258267,1.63826728954996,0.67083987277396,0,2.00036334132729,1.39581590054452,0,2.14738441149475,2.09394977746813,0,1.32479954446384,1.71600555684957,0.419924342722309,0,0,0
Rps25,0,0.798285503593545,0.949699010847381,1.60001483232787,0,0.573898844716385,1.41841340869876,0,0,1.26467776933112,0,1.39447045609738,0.975593803181369,1.29929374954303,1.07102861719414,0,0,1.43104874173722,0,0,1.47820407388655,1.82788065067096,0,1.20734044124249,1.16541465465064,1.15652354816385,0,0,0
Rps26,0.903411976675194,1.83861806318687,1.47741964898076,2.47473807348873,1.26618571289155,1.39550232316332,2.15095389556824,1.21194896788632,0.929494083702926,1.84604706228179,1.76345646474364,2.34264035542973,1.59973675317027,2.55540493876771,1.70056277086567,1.69107304200912,1.4767312198366,1.70343345831362,1.40988787554576,0,1.97677487005824,2.48626124502179,0,2.02745474617259,1.9709331349572,1.87114236940903,1.43994385651832,1.11275110782237,1.30855426166118
Rps27,1.13290613481686,1.78951361974894,1.75615525455459,2.61156687814361,1.30974900999472,1.61960578778866,2.86662239010133,1.25820499308532,1.34507751693958,2.79699721921356,1.70407379111419,2.84031293261991,1.55683202914738,2.26768951494999,2.36545073738251,1.93443728975384,2.18085412857161,3.1217987183677,1.70441361806213,0,2.77906469909292,3.49105353016893,0,2.2281952801416,2.79869839342767,2.20904347943371,1.60644452878599,1.47603168873177,1.36406485362659
Rps27a,0.634142066797365,1.24299456633766,1.17050724640921,1.87765055119118,0.584908574944304,0.906902027893808,1.68731003515188,0,0,1.49566482324933,1.08718653715329,1.99806683767408,0.673141684844328,1.54090711226286,1.40633208854777,1.05570273549731,1.40006214663931,1.59557829011558,1.47254836009309,0,1.65207801198098,1.74782002817224,0,1.60140682559085,1.48839193736483,1.6879486779228,1.47533215762694,0,0
Rps28,0,0,0.764851123437842,1.47254264828011,0.649936504241008,0.527020063531809,1.32590893146452,0,0,1.21221344082324,1.11358201219989,1.35721665503769,0.71397098388646,1.49713024535581,1.1832927068903,0.656066426742219,0.650695576198617,1.22536362982479,0,0,1.28076975625972,1.46561868907892,0,1.09937364265032,1.56369837219864,1.32563991259001,0,0,0
Rps29,0.496057223006501,1.73174451534118,1.72975867855297,2.33731126500469,1.38282218288689,1.44928557507639,2.50340425132669,1.0634256922071,1.02123409602437,2.25645336529589,1.6415710375025,2.18198045798783,1.59973675317027,2.1448466367584,2.11758088406303,1.65127295169693,1.59392155481755,2.25341357113013,1.62090055088965,0,2.2963862385736,2.88886640067111,0,2.22671577917186,2.27044138078666,2.54123487322639,0,1.74381179884997,0.503362250486708
Rps3,0.543047014935971,1.35430511718982,1.28512111838313,2.02603260934313,0.959710469844901,1.00239327135716,1.88846057634787,0.713523763986233,0,1.67428472020354,0.692049795513548,2.04397746116958,0.921662619924512,1.93930530445969,1.62132193810183,1.30947382849029,1.44259581008469,1.73673314467653,1.3502643547272,0,2.12826966835445,2.1758026239953,0,1.78951361974894,1.65104779516629,2.00814446276922,1.34910455267044,0.973303015273258,0
Rps3a1,0.618308084851732,1.41139180929473,1.49940894171209,2.27981104233276,0.738718638476233,1.09900029898739,2.18593348268788,0.475314095101307,0.903411976675194,1.89941340888154,1.50921406666514,2.09012200402666,1.32038177231191,1.8971717624659,1.67613179809811,1.09713755904668,1.4767312198366,2.04567451511412,1.60813787700436,0,2.15451321843836,2.35271217489581,0,1.65426073137013,1.95220277364429,1.62174331795785,1.57755975129097,0.825412872123218,0
Rps4x,0,0.94042259198692,0.904918194236652,1.45198033168172,0.375025163075272,0.611413767577368,1.45333178430488,0,0,1.23149644351841,0.968534061665324,1.74108148438884,0,1.35401636915617,1.09195690193816,0,0.643423998471589,1.26921267578523,0,0,1.60477061185223,1.59723881829361,0,1.32479954446384,1.38555747587038,1.32861838764792,0,0,0
Rps5,0.355185073521492,1.30516432963912,0.799604893962777,1.76630956171521,0.784847681713223,0.889965305072657,1.59226859833048,0.650125483234568,0,1.29031642403227,0,1.78382564782628,1.03093395214878,1.88183789612156,1.21466558485762,1.01550486936054,0.643423998471589,1.390769589713,0,0,1.89010430060979,1.86111160113105,0,1.38933566099961,1.56798983467731,1.52794645943754,0,0,0
Rps6,0,0,0.839852261374367,1.22489270926913,0,0,1.31236375143264,0,0,1.15856373524746,0,1.74782002817224,0.588413341620731,0.525947426636167,0.631267195736021,0,0,1.25621567808849,0,0,1.38689638283776,1.45198033168172,0,0,1.36492016928861,0.481974568876461,0,0,0
Rps7,0.221908100021651,1.10841435347422,1.06440177404857,1.80901590117485,0.57389993594552,0.891331609584912,1.89088208768592,0,0,1.64711006784579,0.998395603838858,2.44612610255436,0.921662619924512,1.70825010090479,0.769184214602975,1.29084050388118,0.643423998471589,1.70631617223606,0,0,1.70681325943272,2.14281886565899,0,1.35955557301176,1.47747553277651,1.30721453715686,0,0,0
Rps8,0.880677815321089,1.42130774470774,1.20018648680689,2.00116839418753,0.715045347615461,1.04854838025662,1.58487668340167,0,0,1.27106986185257,1.20962842864191,1.50734187473652,0.375479635964411,1.83748111113208,1.17981578501594,1.16246934885667,1.44326177811085,1.26518013401,1.31100765264579,0,1.49975652999735,1.66877048548081,0,1.34967441133655,1.35605069847499,1.35815756729851,1.47673266204017,0,0.503362250486708
Rps9,0.793875122909003,1.61363079920347,1.26085652465292,2.39477987717394,1.16528641419659,1.31055595557452,2.24372225273685,0.886608776212153,0.980716299156223,1.87052168398099,1.67606784455504,2.4332940590651,1.36288388764089,2.33770136265615,1.57433152784221,1.70151826943953,1.50262479536244,2.10010978919187,1.73324538595026,0,2.17209157612822,2.55565235523908,0,2.22653839629271,2.40520632956435,2.03346643353548,1.57594382515298,1.7067951115305,1.09340807199231
Rpsa,1.03041178122346,1.55526226629309,1.18702309553145,2.21675864280267,0.800594314342505,1.18766940020215,2.33465770054065,0.649304293241698,0,1.49590483687342,0.40529828683923,2.00414251880388,1.12071415619862,1.90503275171538,1.40423539312223,0.825162359110314,1.46837978004721,1.73523289578438,1.68450054699177,0,2.35068942021109,2.35271217489581,1.36603243867672,1.79273107842425,1.56668073416489,1.94904550077361,1.68824962195101,0,1.93684652532557
S100a6,0,0,0,0,0,1.34165179882724,0,0,0,0,0,0,1.03421005976577,0,1.16218945668533,0,0.607748695188185,0,0,0,0,0,0,0,0,0,0,0,0
S100g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1878976978021,0,0,0,0,0,0,0,0,0
Sct,0,0,0,0,0,0,0,0,0,0,3.56121274764032,0,3.51519093232528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sec11c,0,0,1.87388328841395,0,0,0,0,0,1.41521244921009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selenom,0,0,0,0,0,0.640463164173326,0,0,0,0,0,0,0,0,0,1.10312175372911,0,0,0,0,0,0,0,0,0,0,0,0,0
Selenop,0,0,0,0,0.413046409429529,0,0,1.69486419730961,0,0,0.944027189983496,0,1.75803811578088,0,0.738059883632493,0,0.61501088270467,0,0,1.13343458139089,0,0,1.66329637422884,0,0,0,0,1.95901113719548,0
Selplg,0,0,0,0,0,0,0,0,0,0,0,0.680144651354801,0,0,0,0,0,0,0,0,0,0,0,0,0.313032395467424,0,0,0,0
Sept1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.562411747060451,0,0,0,0,0,0,0,0
Serpinb1a,0,0,0,0,1.15152063641471,0.560841301738926,0,1.51414831460726,0,0,1.11235865575525,0,1.32038177231191,0,0,1.1602341798857,0,0,0,0,0,0,0,0,0,0,0,0,0
Serping1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51393742542808,0,1.85528465005871,0,0,0,0,0,0,0,0,0,0,0,0
Sh2d2a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.504880355042916,0,0,0,0,0,0,0,0
Sh3bgrl3,0,0,0,1.1841653197021,0,0.934792004379151,1.32369214067563,0,0,1.2737818843783,0,1.46493017500665,0,0,0,0,0,1.27684854533619,1.27100558172563,0,1.4139475844196,1.29663548183306,0,1.60224330191944,0.954165517307542,1.55346027100444,0,0.942057314120538,0
Shisa5,0,0,1.00196887393114,0,0,0,1.32148326020466,0,0.846308690896377,0.940692383164951,0,0,0,0,0,0,0,1.24348040221674,0,0,1.60336546166021,1.35780057484441,0,0,0,0,0,0,0
Siglech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56785254800093,0,0,0,0
Sis,0,0,0,0,1.39005228411605,0,0,1.24445770315176,0,0,0.230747665216126,0,0.620718210760149,0,0,0,0,0,0,0,0,0,1.40131131195559,0,0,0,0,0,0
Skap1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc25a3,0,0.379248533272724,0.484100169970921,0.959990567306971,1.62822801026437,0.529513107142435,0,1.41521742425573,0,0,0,0.800400672484459,0.562157614636001,1.21294641409182,0,0,0,0,0,1.63136884581116,0,0,1.37677514649444,0,0.691393568516262,0.841996357424955,0,0,0
Slc25a5,0.850584726653317,1.72382995025508,1.03651902367979,2.07332217718048,2.95956903542058,1.65067682861429,1.52008892611647,2.84358199390172,0,1.39694970287429,2.02821987047747,1.48897828532435,1.87791577042447,2.33615263852165,0.607417716516028,2.05786480547535,0,1.377980002012,1.36917178470609,1.47184145707094,1.32335154538187,1.43334156124594,1.5275868372484,1.55213311494959,1.30197776065709,1.68880507470184,1.55136370282384,1.23722425621921,1.6202552957347
Slc27a4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc51a,0,0,0,0,0.55198112586059,0,0,1.66238843932398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc51b,0,0,0,0,0.509129777663137,0,0,1.45243066455399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc5a1,0,0,0,0,0.953098245389482,0,0,0.804878204968802,0,0,0,0,0,0,0,0,0,0,0,1.32324805076863,0,0,1.23530401119107,0,0,0,0,0,0
Slc6a19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00404339659209,0,0,0,0,0,0,0,0,0
Slpi,0,0,0,0,0,0,0,0,0.87786019124749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smim24,0,0,0,0,2.41976769213686,0.451593543217936,0,2.09729374579057,0,0,0.353496971640481,0,1.01109484940735,0.704600791318012,0,0,0,0,0,1.61917737607343,0,0,1.43993857351889,0,0,0,0,0,0.503362250486708
Snord118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sparc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75180158098747,0,2.93105156419167,0,0,0,0,0,0,0,0,0,0,0,0
Spi1,0,0,0,0,0,0,0,0,0,0,0,0.691433808343353,0,0,0,0,0,0,0,0,0,0,0,1.15606754404209,0,0.743506547392044,0,0,0
Spink1,0,0,0,0,1.99480482668162,0,0,2.35054561626286,0,0,0,0,0,0,0,0.997490500255527,0,0,0,1.3240878047588,0,0,1.25670055869115,0,0,0,0,0,0
Spink4,3.27925216349853,0.717977180269967,0.748605939872382,0,0,4.26850876059314,0.860213184570307,0,0,0.773129504466368,0,0.832648805669628,0.568737664456102,0,0,0,0,1.05605540512394,1.66696132927175,1.1623998455547,0.865910361459431,0.982485465058187,1.37918712655604,0,0.913225115666924,0.999276864071959,2.59896198920182,0,0
Srgn,0,0,1.38721807619334,0.997490500255527,0,0,1.51785518205296,0,0,1.7697818330658,0,2.74442406760483,0,0,0,0,0,1.65067897135101,2.63850348059111,0,1.47046121416366,1.27073172262642,0,1.27992920760748,1.53291692196356,2.04513788447842,0,0,0
Sst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St3gal4,0,0,0,0,1.15131503951936,0,0,1.39344664921279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03224179585946,0,0,0,0,0,0
Stk17b,0,0,0,0,0,0,0,0,0,0.508205739099246,0,0.691433808343353,0,0,0,0,0,0,0,0,0.804630803562229,0,0,0,0,0,0,0,0
Stmn1,0,0,0,0.744343913102007,0,0,0,0,0,0,0,0,0,0.618890614630211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sult1b1,0,0,0,0,0.891915011025834,0,0,0.644111566551564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tbc1d10c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tcrg-C1,0,0,0,0,0,0,0,0,0,1.29716505074167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tcrg-C2,0,0,0,0,0,0,0,0,0,1.03355310296673,0,0,0,0,0,0,0,1.06715478778756,0,0,0,0,0,0,0,0,0,0,0
Tcrg-C4,0,0,0,0,0,0,0,0,0,0.850672455615275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tesc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tff2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tff3,1.6417917762579,1.13171643693491,1.31718500020197,0,0,5.72579125008975,1.23149644351841,0,0,1.12149241623349,0.98130439284937,1.53822069389602,1.87052168398099,0,0.607417716516028,0,0,1.36902088967974,1.90679985405725,1.45265878154857,1.47046121416366,1.29875652927159,1.67613179809811,0,0.999332929196339,1.49542880472903,2.94478198837112,0,1.32813467790264
Thy1,0,0,0,0,0,0,0.58594279244025,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07033943889907,0,0,0,0,0,0,0,0
Tm4sf5,0,0,0,0,1.5321310483064,0.883277068169633,0,0.961128540837324,0,0,0.660212907710922,0,0.925300254146853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmem176a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22395543803328,1.10312175372911,2.66664813686244,0,0,0,0,0,0,0,0,0,0,1.32221878699541,0
Tmem176b,0,0,0,0,0,0,0,0,0.882093631317648,0,0.703690530026922,0,0.568737664456102,0,1.53516597527045,1.47300677115747,3.16567775363975,0,0,0,0,0,0,0,0,0.413407019605942,0,1.52049796789548,0
Tmigd1,0,0,0,0,0,0,0,0.996780201117965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmsb10,0,0,0.609339419588357,1.47953800707061,0,1.46976456255924,1.97021533756202,0,0,1.57031657413891,0,1.14051744382708,0.568737664456102,0,1.70056277086567,0,0.643423998471589,1.27378275237965,0,1.02920538034119,2.1176789907491,1.74579234261999,1.05501697907351,1.79273107842425,1.22417485066055,1.35815756729851,1.55214858425098,0,0
Tmsb4x,1.92176028121043,2.34063850280261,1.91447437239498,3.39226256747818,1.36642722857904,2.75175413185951,4.48758396989012,1.73843106613621,0.928967705865593,4.78529149343611,1.39881937859391,3.72431225176849,1.71210824942591,2.72000217294326,2.45957704345694,1.99059377613055,2.40554986567196,4.75654839526858,4.59569015393087,2.22998901719829,4.53888435328534,3.86846180657281,2.16081263359728,5.42866181659305,3.92804142918685,4.70974256550035,3.36249616762532,4.52119512066002,1.81591922973098
Tnfrsf17,0,0,0.190967867735449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tpsg1,0,0,0,0,0,0.497598838275918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trac,0,0,0,0,0,0,1.07743326271819,0,0,0,0,0,0,0,0,0,0,0,0,0,0.931257669267069,0,0,0,0,0,0,0,0
Trbc1,0,0,0,0,0,0,0.613431872140882,0,0,0.866773028936566,0,0,0,0,0,0,0,1.14578761401789,0,0,0,0,0,0,0,0,0,0,0
Trbc2,0,0,0,0,0,0,1.76891232959892,0,0,1.50387259855038,0,0,0,0,0,0,0,1.68824962195101,0,0,2.00532955023057,0,0,0,0,0,0,0,0
Trdc,0,0,0,0,0,0,0,0,0,1.24009873171429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trp53inp1,0,0,0.700316652212716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tspan8,0,0,0,0,0,1.26417604037505,0,0.705366260510733,0,0,0,0,0,0.666905382231343,0,0.868371907523265,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuba1b,0,0,0,1.48094575132657,0,0,0,0,0,0,0,0.691433808343353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tubb5,0,0,0,1.06820758778912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Txn1,0,1.36781064907051,0.894766565811029,1.25078744534026,2.02286683017889,1.57111776691678,0,1.69850257501343,0,0,1.48060091076563,0.800400672484459,1.60896991376537,1.86471166648675,0.498410219349796,1.03883325298454,0,0,0,1.17121703931347,0,0,0.976613854557135,0.998711512977984,0.954165517307542,0.413407019605942,0,0,1.3242478229629
Txndc5,0,0,1.3869971634573,0,0,0,0,0,1.36249141370349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyrobp,0,0,0,0,0,0,0,0,0,1.41393642537976,0,1.46493017500665,0,0,0,0,0,0,1.48827874904623,0,0,0,0,0.967941711141028,2.68513748996003,1.77339325492189,0,1.86242379729233,0
Ubd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ube2c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uqcr10,0,0,0,0.630790623084933,1.27429197755562,0.7118327090073,0,0.816298951455357,0,0,0.832728590912403,0,0.791976549671442,1.31381382812676,0.54801342904516,1.05570273549731,0,0,0,0,0,0,0,0,0,0,0,0,0
Uqcrb,0,0,0,0,1.52532940338629,0.750964699527941,0,1.36074158861108,0,0,1.17426167073498,0,0.751417928258336,1.25423470801135,0,1.05604596292291,0,0,0,0,0,0,0,0.455748972162465,0,0.901898911598769,0,0,0
Usmg5,0,0,0,0,1.51353311061609,0.264616033037771,0,1.29645316821868,0,0,1.14644396522266,0,1.28061614569894,1.19348528538853,0,1.16246934885667,0,0,0,0,0,0,0,0,0,0,0,0,0
Vil1,0,0,0,0,0.87345504074845,0,0,1.04635465423616,0,0,0,0,0.605001671366237,0,0,0,0,0,0,1.20617351618222,0,0,1.47953800707061,0,0,0,0,0,0
Vpreb3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wfdc18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xbp1,0,0,1.77919913539025,0,0,0.552708136258287,0,0,2.19961658951849,0,0.288034601611864,0,0.518078456763134,0,0,0,0.61501088270467,0,0,0,0,0,0,0,0.974875542459475,0,0,0,0
Xdh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09267819125808,0,0,1.12697218110451,0,0,0,0,0,0
Ypel3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp36,0,0,0.575175406619023,0,0.87334033808293,0,0,0.935598470867448,0,0,0,0,0.605001671366237,0,1.3082137558342,0,0,0,1.50070647987258,0,0,0,0,1.34852203333752,0.849309693340332,2.85428613705667,0,1.53822235871214,0
Zg16,1.04049485784322,0,0.905785026112694,0,0,5.69462344532959,0.615690130413395,0,0,0.788958115443763,0,0.680144651354801,0,0,0.607417716516028,0,0,1.1716440009107,1.70440158147706,1.17378869570096,1.19932206220946,0.614107582073567,1.45063159820083,0,0.638469898862587,1.02813719337129,2.73193388016583,0,1.31077105809994
