,Small-Intestine_9,unassigned,Small-Intestine_16,Small-Intestine_12,Small-Intestine_5,Small-Intestine_8,Small-Intestine_10,Small-Intestine_7,Small-Intestine_1,Small-Intestine_4,Small-Intestine_24,Small-Intestine_27,Small-Intestine_23,Small-Intestine_3,Small-Intestine_26,Small-Intestine_22,Small-Intestine_25,Small-Intestine_2,Small-Intestine_18,Small-Intestine_15,Small-Intestine_20,Small-Intestine_14,Small-Intestine_11,Small-Intestine_19,Small-Intestine_21,Small-Intestine_28,Small-Intestine_6,Small-Intestine_13,Small-Intestine_17
Defa30,6.56162105461496,1.42015765210282,2.52969217962142,1.67520769404435,1.15689897756543,1.88484152085243,2.70318680770328,1.12165709368412,1.58406001079633,2.62973693384947,1.4311766348823,2.81208825945759,2.01661044100588,1.24883682347787,2.23160703952871,1.99623411154926,1.6967526899517,2.99300434197451,3.83272535960276,3.01659108049006,2.74788350623586,3.01153062924482,3.44091828574048,1.80115776806512,2.63343784068164,2.8257043961677,4.98986209815321,1.88484152085243,2.98487791258647
Defa34,2.75495188234265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defa35,1.15275685137504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defa5,3.74894515186134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413407019605942,1.44260112705065,0,0
Derl3,0,0,0.904918194236652,0,0,0,0,0,0.834753214038826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dgat1,0,0,0,0,0.576471202977472,0,0,0.432120113262102,0,0,0,0,0,0,0,0,0,0,0,1.34737281280105,0,0,1.6417917762579,0,0,0,0,0,0
Dmbt1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27736213409898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dnajb1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dpep1,0,0,0,0,0,0,0,0.925823560685713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dusp1,0,0,0,0,0,0,0,0,0,0,0,0,0.786460705236413,0,0.924778775337632,0,0,0,0,0,0,0,0,0,0,1.10568060271376,0,0,0
Dusp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.591296681264706,0,0,0,0,0.841996357424955,0,0,0
Eaf2,0,0,0.643951711257192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edem1,0,0,0.971839127539298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eef1a1,0,0.688007645370335,1.38191327850835,1.66897399793329,0.487297826381281,0.70074395003853,2.11963106229568,0,0,2.10397922429311,0.814002548165724,1.50825774233882,1.05330665068925,1.28199592838263,1.51009312036831,0,0,2.08974020781425,0,0,2.40503490007995,2.29443693882313,0,1.34852203333752,1.55097191166774,1.94904550077361,0,0,0
Eef1b2,0,0,0.600487495896325,1.23339711197928,0,0,1.127759599694,0,0,0.75863080731887,0,0.910924918163317,0.533213022493103,1.17421169138313,0.603256759704446,0,0.895050463964701,0,0,0,0,1.33824471595392,0,0.778942659427284,0.929495318476533,1.12336747386414,0,0,0
Emp3,0,0,0.479405079038795,0,0,0,0,0,0,0,0,0,0,0,0.577359524048941,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Epcam,0,0,0,0,1.08838091306434,0.939075556029052,0,1.53441467982475,0,0,0.594750537682305,0,1.03421005976577,1.18865888242285,0,1.26971845227022,0,0,0,0,0,0,0,0,0,0,0,0,0
Espn,0,0,0,0,0,0,0,0.463853335483563,0,0,0,0,0,0,0,1.27684767026084,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabp1,0,0,0,0,3.60130062105768,0,0,0.423751515574619,0,0,0,0,0,0,0,2.41300524320847,0,0,0,1.51050800738485,0,0,1.29031642403227,0,0,0.323582204669735,0,0,0
Fabp2,0.178026481115222,0,0,0,3.09791319463451,1.46699782531541,0,3.15726641057901,0,0,0,0.299077234070547,0,0.921793547901308,0,0,0,0,0,1.49952882292353,0,0,1.9486053743865,0,0,0,0,0,1.28068504403147
Fabp6,0.205097370241603,0,0,0,0,0,0,4.45505094811443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fam189b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fasl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fcer1g,0,0,0,0,0,0,0,0,0,1.67946796596159,0,1.769433916578,0,0,0,0,0,0,0,0,0,0,0,0,1.40134136397373,1.71926973782074,0,2.03319580767851,0
Fcgbp,0,0,0,0,0,4.11085922417652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4908835734378,0,0
Fcgr3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39452039489755,0
Fos,0,0,0,0,0.857538653785482,0.562723666072023,0,0.761647844307629,1.02832859804451,0,0.68482135001467,0,1.59973675317027,0,2.02887919988048,0,0,0,0,0,0,0,0,0,0,1.26081343738043,0,1.3890945388122,0
Fxyd3,0,0,0,0,0,0.478827256634466,0,0,0,0,0.270647647519554,0,1.28061614569894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fxyd5,0,0,0,0,0,0,0.615690130413395,0,0,0.608743830998765,0,0.942179546193182,0,0,0,0,0,0,0,0,1.18550561705774,0,0,0,0.750043205514489,1.12336747386414,0,0,0
G0s2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68356789333451,0,0,0,0,0,0,0,0,0,0
Gadd45b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54801342904516,0,0,0,0,0,0,0,0,0,0,1.18819394907372,0,0,0
Gcg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43534024192292,0,0,0.760717722059296,0,0,0,0,0,0
Ggt1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24312967708118,0,0,1.06961615800166,0,0,0,0,0,0
Ghrl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gimap1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gimap3,0,0,0,0,0,0,0,0,0,0.625830386466147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gimap4,0,0,0,0,0,0,0.927392265491527,0,0,1.29031642403227,0,0,0,0,0,0,0,1.25868565382203,0,0,1.30534032885898,0,0,0,0,0,0,0,0
Gimap5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gimap6,0,0,0,0,0,0,0,0,0,0.550892876720648,0,0,0,0,0,0,0,0,0,0,1.06894243372207,0,0,0,0,0,0,0,0
Gimap7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gkn3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glipr1,0,0,0.843068734396138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14851,5.20128419283354,0,1.18917297708775,0.850014941842687,0,0.843496849727019,1.45333178430488,0.427703526757279,0,1.34165179882724,0,1.35721665503769,0.919768966740105,0,0.988580456679984,0.856860104429629,0,1.6524666288408,2.41867994238608,1.62610169100554,1.46290372244089,1.47115218217965,2.03030597682928,0.778942659427284,1.46701508884609,1.45195442581882,3.48332715039845,0.341186172732317,1.71700091688462
Gm15292,2.03460031112638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15293,1.07457689001215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50394793302983,0,0,2.8699560448902,0,0,0,0,0,0
Gm26917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55057370179922,0,0,0,0,0,0
Gm2a,0,0,0,0,0,0,0,0,0,0,0,1.78382564782628,0,0,0,0,0,0,0,0,0,0,0,1.26467776933112,0.718050310661192,0.413407019605942,0,0,0
Gm5547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gngt2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gpr18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gpx1,0,0,0,0.827228021070705,1.67566974607123,0.707896094301528,0,0.674238574607234,0,0,0,1.50825774233882,0.568737664456102,1.48660595910108,0.54801342904516,0.67083987277396,0,0,0,0,0,0,0,1.92807493518566,1.73015684456589,1.33973219186537,0,1.41202981351045,0
Gpx2,0.618308084851732,0.367922627037717,0,0,1.20130745688382,0,0,1.72777964133955,0,0,0.270647647519554,0,0.312215105572624,1.47187922462258,0,0,0,0,0,0,0,0,0.746351129976805,0,0,0,1.43466094703932,0,1.33155037820487
Gpx3,0,0,0,0,0,0,0,0,0,0,0,0,1.63039798917026,0,2.26688688030641,0,2.81100331910498,0,0,0,0,0,0,0,0,0,0,0,0
Gsdmd,0,0,0,0,0,0,0,0,0,0,0,0.680144651354801,0,0,0,0,0,0,0,1.1149881963809,0,0,0.764926995247325,0,0,0,0,0,0
Gsn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.30134610554078,0,0.643423998471589,0,0,0,0,0,0,0,0,0,0,0,0
Gsta1,0,0,0,0,0.797316935264177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gstm3,0,0,0,0,1.58997344040713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gsto1,0,0,0,0,1.20688735067024,0,0,1.02833030850596,0,0,1.14772541366219,0,0,1.05399020264302,0,0,0,0,0,1.25150300572722,0,0,0,0,0,0.323582204669735,0,0,0
Guca2a,0.841561418583086,0,0,0,0,2.66951682296621,0,1.59599413376562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guca2b,0.948314441144335,0,0,0,1.5193439467824,0,0,2.15629201945222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58324426217327,0,0,0,0,0,0
Gzma,2.25355861139486,0,2.0847185734753,0,0,0.952727628637208,2.61982875379061,0,0,5.41897430545411,0,2.68273140341864,1.44794225356261,0,1.07102861719414,0,0,4.68914829943189,3.55023453140226,2.8069178267711,4.1325149630616,2.56329221611747,2.92823188841671,0,2.16324000048298,2.14480364174774,4.5383984984857,0,1.67707121921725
Gzmb,0,0,0,0,0,0,0,0,0,3.25408033258176,0,1.10553463805796,0,0,0,0,0,2.82785145332612,0,0,1.74315030603493,0,0,0,0,0,0,0,0
Gzmk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23615208553675,0,0,0,0,0,0,0,0
H2-Aa,0,0,0,1.77782653313484,0.855305056033189,0,0,1.37617384984361,0,0,0,0,0,0.714585977179923,0,0,0,0,0,0,0,2.69275225492542,0,3.64068743793716,2.2638944786516,3.65250463305373,0,3.75842980413206,0
H2-Ab1,0.259148660029614,1.03196133200709,0.414953327502651,2.39280874500673,1.58641079647541,0.497598838275918,0,1.94893169854551,0,0,0,0,0,1.48680577515511,0,0,0,0,0,1.46822545705859,0,2.92471735819769,1.23244600091853,4.39759805634447,2.0171209003311,4.07045386887992,0,4.49040328953509,0
H2-Eb1,0,0,0,1.75516358000681,0.731887701279366,0,0,0.945641567302095,0,0,0,0,0,0.699713504921659,0,0,0,0,0,0,0,2.51765008504171,0,3.43032418055805,1.56369837219864,3.84831400318504,0,3.8473087753997,0
H2-Q2,0,0,0,0,0.594548957261242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3841121697018,0,0,0,0,0,0,0,0,0
H2-Q6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12400589345535,0,0,0
H2-Q7,0,0,0,0,0,0,1.06122249009619,0,0,1.01235078255532,0,0,0,0,0,0,0,1.47324216990329,0,0,1.47046121416366,0,0,0,0.962803226878284,0.419924342722309,0,0,0
H2afz,0,0,0,1.2650124906147,0,0,0,0,0,0,0,0,0,0.750402868113616,0,0,0,0,0,0,0,0,0,0,0,0.323582204669735,0,0,0
Hba-a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.743506547392044,0,0,0
Hba-a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hbb-bs,0,0,0.549899753127589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.872511833997007,0,0,0,0,0,0,0,2.16911015869069,0,0
Hbb-bt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hcst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.840250200468675,0,0,0,0,0,0,0,0
Hes1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hsp90aa1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hsp90ab1,0,0,0.150416109270608,1.26769705910598,0,0.240253446636961,0.95439356639715,0,0,0,1.02790525808882,1.14051744382708,1.02995533365151,1.32674451888173,0.924778775337632,0.656066426742219,0.650695576198617,0,0,0,0.87291321814266,0,0,0.801563677878693,0.748946954830268,0,0,0,0
Hsp90b1,0,0,1.47743508234877,0,0,0,0,0,1.04685985214942,0,0,0,0.537137448906146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hspa1a,0,0,0,0,0,0,0,0,0,0,0,0.680144651354801,0,0,0,0,0,0,0,0,0,1.1917852749865,0,0,0,0.323582204669735,0,1.03300808677307,0
Hspa1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hspe1,0,0,0,0.560841301738926,0.340391521864656,0,0,0,0,0,0,0.691433808343353,0,1.46424796222549,0,0,0,0,0,0,0,0,0,0,0.332743266907403,0,0,0,0
Id2,0,0,0,0,0,0,0,0,0,0,0,0.691433808343353,0.791976549671442,0,0,0,0,0,0,0,0.965854309201087,0,0,0.795783050986539,0,0,0,0,0
Ido1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ifi27l2a,0,0,0.771382597062195,0,0,0,0,0,0,0,0,0,0,0,1.57433152784221,0,1.59392155481755,0,0,0,0,0,0,0,0,1.21134583707281,0,0,0
Ifi27l2b,0,0,0,0,1.10406327476411,1.18155154669756,0,0.855187126017248,0,0,0,0,0,0,0,0.490343198022288,0,0,0,1.72495631321509,0,0,1.61405585763737,0,0,0,0,0,0
Ifit1bl1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ifitm3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31709780021934,2.26196263617862,0,2.30081107429882,0,0,0,0,0,0,1.3024862304951,0,1.37019565108015,0,0.693630267585414,0
Ifng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igfbp7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1441221711449,0,2.47492904634192,0,0,0,0,0,0,0,0,0,0,0,0
Ighg2b,0,0,0.726743261649435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15775311723556,0,0
Ighm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20306919865456,0,0,1.54360909058173,0,0,0,0
Ighv1-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ighv1-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ighv1-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ighv1-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ighv1-81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ighv3-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ighv9-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igkv1-110,0,0,0,0,0,0,0,0,1.02187483534526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igkv1-117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igkv1-133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igkv1-135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igkv10-94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igkv10-96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igkv12-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igkv12-44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igkv12-46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igkv12-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igkv14-111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igkv15-103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igkv17-121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igkv17-127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igkv3-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igkv3-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igkv3-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igkv3-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igkv3-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igkv4-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igkv4-57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igkv4-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igkv4-91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igkv5-48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igkv6-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igkv6-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igkv6-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igkv8-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igkv8-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igkv8-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igkv8-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igkv9-120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igkv9-124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iglc1,0.791976549671442,0.873900277394187,2.23760175446472,1.35897003303523,0,0,0,0,1.388313581001,0,0,0.691433808343353,0,0,0,0,1.03404573895894,0,1.60561630523167,0,0,1.26769705910598,0.976030697139333,0,0,0,2.40149785890072,0,1.23962718688519
Iglc2,0,0,2.41666875743551,0,0,0,0,0,1.82117194796617,0,0,0,0,0,0,0,0,0,0,0,0,0.738716250596543,0,0,0,0,0,0,0
Iglc3,0,0,1.17704351806209,0,0,0,0,0,1.063307977432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2446375146005,0,0,0,0
Iglv1,0,0,2.59755753962478,0,0,0,0,0,2.77311924085464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.895381588482403,0,0,0
Iglv2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iglv3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34679767731208,0,0,0,0,0,0,2.34638427940935,0,0,0
Il2rg,0,0,0,0,0,0,0,0,0,0.46073753152288,0,0,0,0,0,0,0,0,0,0,0.666099913566256,0,0,0,0,0,0,0,0
Isg15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.419924342722309,0,0,0
Itgae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Itgb7,0,0,0,0,0,0,0,0,0,0,0,0.832648805669628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Itln1,4.56536588329907,0,1.08054587168944,0,0,0.986043757724938,1.26467776933112,0,0,1.15773041108877,0,1.39447045609738,0.71397098388646,0,0.646913673586061,0,0.61501088270467,1.43465573106108,1.74025120736714,1.56474913421225,1.21092173998665,1.32038177231191,1.61405585763737,0,1.22494141525021,0,3.20408933723325,0,1.37505346429882
Itm2b,0,0,0.990498540279545,0,1.0409977860571,0.863141118735638,1.48850316176153,1.14361522035556,0,1.93528924012468,1.17426167073498,2.09012200402666,1.01109484940735,0.735397636034262,2.15212199092787,1.1602341798857,1.86815904162934,1.66420651177586,0.822087441889885,1.11249501655748,1.19075365728687,0,0,1.08755694133689,1.25593025983457,1.39962358357447,0,2.46719073302488,0
Jchain,1.65426073137013,2.0711187904227,6.11597040830666,2.16412263467043,1.3469658903933,1.17378275402876,1.35780057484441,1.53593213755937,6.76525365604635,1.01360996717887,1.65957089863976,1.39447045609738,0.862238032468603,1.42324497944501,1.40633208854777,2.04906843367408,2.37731925452549,1.36900092147816,1.99419298899587,1.41873507007963,1.46121014005454,1.66329637422884,1.58569428169111,1.8123129976182,1.46701508884609,1.32563991259001,3.00755552139095,2.55836909331095,2.27029132593156
Junb,0,0,0,0,0,0,1.47254264828011,0,0,0.939075556029052,0,1.50825774233882,0,0,0.924778775337632,0,0,0.798296577779018,1.53823567741667,0,1.22966483797213,0,0,0.593839343310381,0,2.13717322364876,0,1.23054843576995,0
Klk1,0,0,0,0,0,1.23244600091853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klrd1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287146111046141,0,0,0,0,0,0,0,0
Krt18,0,0,0,0,0,1.56195782013055,0,0,0,0,0,0,0.975593803181369,0.600998529417834,0,3.77313306387211,0,0,0,0,0,0,0,0,0,0,0,0,0
Krt19,0,1.11031763681076,0,0,1.63218115796489,1.38214747048494,0,1.66786036558754,0,0,0,0,1.74579234261999,1.657185401599,0,0,0,0,0,0,0,0,0,0,0,0,1.31764854416571,0,1.41842124324568
Krt20,0,0,0,0,1.52064850820371,1.07814983966958,0,1.85962372051784,0,0,0.710170748845307,0,1.03093395214878,0,0,0,0,0,0,0.928881810683611,0,0,0,0,0,0,0,0,0
Krt8,0.613431872140882,1.52382821913457,0,0,2.34442490884482,2.43725870828333,0,2.60417272076313,0,0,1.67833647320793,0.680144651354801,1.90063934230184,1.95433991601259,0,3.4435398448747,0,0,0,1.24160238899501,0,0,1.42034149769061,0,0,0.481974568876461,1.46424236209584,0,1.54438537790082
