,unassigned,Neonatal-Rib_4,Neonatal-Rib_8,Neonatal-Rib_15,Neonatal-Rib_7,Neonatal-Rib_11,Neonatal-Rib_19,Neonatal-Rib_10,Neonatal-Rib_18,Neonatal-Rib_16,Neonatal-Rib_2,Neonatal-Rib_6,Neonatal-Rib_13,Neonatal-Rib_22,Neonatal-Rib_9,Neonatal-Rib_3,Neonatal-Rib_21,Neonatal-Rib_25,Neonatal-Rib_12,Neonatal-Rib_14,Neonatal-Rib_5,Neonatal-Rib_24,Neonatal-Rib_20,Neonatal-Rib_1,Neonatal-Rib_17,Neonatal-Rib_23
1500015O10Rik,0,0.834381579965234,0.744750335599762,0,0,0,0.98340316690744,0,0,0,0,0.447529027614038,0,0,0,0.918136100132098,0,0,0,0,0,0,0,0,0,0
1520401A03Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010005H15Rik,0,0,0,0,0,0,0,1.21117624280476,0,0,3.34866270434235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3110079O15Rik,1.63051846098887,1.98005765527617,2.91355900059865,0,0.539670041190436,0,2.32281820517664,0.663782797213128,0.514558479172401,0.611631484001335,0.847925373583165,1.57836898135006,0,0.615474900938999,0.805487951256252,2.21815890596261,0.747144381722232,0,0.64894422289062,0.61858512242939,1.55294189182349,0,0,2.22619794409573,0.545978739161251,1.3625753947139
4930523C07Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acan,0,0,0.625168377441867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acod1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acta1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acta2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57381255713502,3.28389526988622,0,0,0
Actb,1.23025819686563,1.45246152696169,1.15372614119558,1.12352488664645,0,0.962640940040595,1.47633423427403,1.84960800326955,1.68621597743206,1.15940176804902,1.99249607592069,1.22864397757575,1.19283990155277,1.11033995867002,0.659771711472122,1.00914536510039,1.14302441734425,2.23945581695548,1.30605523182173,0.795599497432779,0.762277211381838,1.03728265730004,1.20394676374045,1.00375650405459,0.851608113724105,1.12165474813043
Actc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61467693688518,0,0,0,0
Actg1,1.03082025402285,1.46402059916876,1.295739085056,0.644009645014586,0,0,1.46736433730353,1.76101336374477,0.903562518740382,1.10258313358015,1.52674097052213,1.27990294775793,0.715498402125165,1.02125101376924,0.909116724040092,0.883199441663879,1.1209073537618,0.59170642740648,0,0.907736023358017,1.01775227745221,0,1.20959853117775,0,1.42496536885583,1.10175325923893
Adam8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agtr2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alox5ap,0,0,0,0,0,0,0,1.4212861905439,0,0,1.40249411802353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anxa1,0,0,0,0,0,0,0,0,0,0,0.908307705463382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anxa2,0,0.82566751929081,1.34652038479018,0,0.967188777413536,0,1.19727052263852,0.748572480485738,0,0,0,0,0,1.16417658983347,0.63833823087875,1.31070340546534,0.786578024130977,0.158227073954449,0,0,1.1812832282397,0,0.906921079154741,0,1.24554643647511,0
Anxa5,0,0.71749060715738,1.07834312265604,0,0.589108375004089,0,1.00759320835292,0,0.286512749520514,0.689244522670456,0,0.57633235272282,0,0,0.629964511659991,0.859480915275812,0.735951984063876,0,0,0,0.878132383126511,0,0,0,0.765475516986027,0
Anxa8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.506404505206226,0,0,0,0,0
Apoe,0,0,0,0,0,0,0,1.22063825241405,3.45543549531045,0,0,0,0,1.18469219802775,0,0,0,1.21612130813277,0,0,0,0,0,0,0,0
Arg2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arhgdib,0,0,0,0.73122653138242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arl4a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arpc2,0,0.447908072127241,0.592763818237453,1.04096107174265,0,0,0.755032653662231,1.31146455122087,1.28609506334821,0,1.18568818826448,0,0.990595655500129,0,0,0,0,1.46659848426538,0,0,0,0,0.740982995242869,0,0,0
Arpc3,0,0,0,0.680062837584991,0,0.354226513186302,0,0.883852196908164,0.269429910700829,0,0,0,0,0,0,0,0,1.18958350002142,0,0,0,0,0,0,0,0
Aspn,0,0,0,0,1.61469349973388,0,0,0,0,0,0,0,0,0,1.84547663109902,0,0,0,0,0,0,0,0,0,0,0
Asprv1,0,0,0,0,0,0,0,0,0,0,1.72129710171241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atf3,0,0,0,0,0,0,0,0,0,0,0,1.38605383272127,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atf4,0.663031987354004,1.28353122516281,0.929381415475622,0.404143862784548,0,0,1.25558947940157,0.862254832971737,0,0,0,1.14185751025624,0.233178188497467,0,0,1.19119812358095,0,0,0,0,1.2283751490982,0,0,0,0,0
Atp5b,0,0,0.553845258301916,0.926633631885891,0,1.4338803602961,0,0,0.441616597452758,0.723703437303558,0,0,1.13123645664182,0.743421992282574,0,0,0,1.1273453593927,0.918134561628845,0.855631950529554,0,0.69341270955802,1.2169236625214,0,0.881696155006973,0.662630860911182
Atp5g1,0,0,0,0.625293187736468,0,1.18405746528689,0,0,0.185747262660084,0,0,0,0,0,0,0,0,0.93626425371203,0,0,0,0,0,0,0.636278635048302,0.424358203328081
Atp5k,0,0,0,0.191109048900153,0,0.65800229658502,0,0,0,0,0,0,0,0,0,0,0,0.948068312595632,0,0,0,0,0,0,0.821044142219931,0.88466565359387
Atp6v1e1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.868395394179639,0,0,0,0,0,0,0,0
Atpif1,0,0,0,1.09532689135961,0,1.52263994322702,0,0,0,0,0,0,0,0,0,0,0,0.938188001583925,0,0,0,0,0.749114729580178,0,1.42422788839823,0.527712170501228
B2m,0,0,0,0.807342035607091,0.731316406277784,0.59544616128018,0,1.59037592741954,2.62619890926134,0.411622640742809,0.931787204158028,0,1.34530187761675,1.11821215050687,0.85975606958047,0,1.20327274913719,2.13837363907035,1.35839023336146,0,0,0,0,0,0,0
BC100530,1.99093858580269,0.434006871013226,0,3.27750010789969,0.942406085915486,0,0.297746975715212,1.19170146478005,0.677131115949399,0.873442901853313,5.23609812265374,0.84715735140477,0,0.922245252221769,1.1099147340342,0,1.23293831918425,0,0.906310989036945,1.09578290324076,0.73523389317148,0,0.860252172725841,2.55117662733991,0.574815703523608,0.750747020153863
BC117090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bgn,1.48113139298953,2.2450583753004,1.4429159645462,0,1.34197252262368,0,1.44519426081853,0,0,1.37457069756603,0,1.91457602019978,0,0.615474900938999,2.08045125912216,1.68657820504673,0,0,0,0,2.2507400116076,0,1.50802554794827,1.53276625636951,0,0
Bsg,0,0,0.55635519848307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.559240853721463,0,0,0,0.785715774503178,0
Btg2,0,0,0,0,0,0,0,0,0,0,0,0.67980476583655,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1qa,0,0,0,0,0,0,0,0,1.7581965429488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1qb,0,0,0,0,0,0,0,0,2.32022150881429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1qc,0,0,0,0,0,0,0,0,2.04543548174669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1qtnf3,0,0.69629999009674,1.23350066428173,0,0,0,0,0,0,0,0,0,0,0,1.19473323742867,0,0,0,0,0,0,0,0,0,0,0
Cald1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40249411802353,0,0,0
Calm1,1.03717879187225,1.12308550724448,1.27155886520851,1.16324820539862,0.773448053216459,1.1709314068933,1.1937202334906,1.74013845560125,1.86777438400106,1.12575537301662,1.35905941102154,0.967184232043517,1.35507094224871,0,0.616015805018643,1.29875515956447,1.85265534336479,1.76734785924682,1.34782826797161,0,1.44900921497203,0,1.31689093933847,0,2.27304459819804,1.35859184905395
Calm2,0,0,0.590740018552914,0,0,0.387965327625325,1.19119789894594,0,0.57987983029091,0,0,0,0,0.714151895217732,0,0,0,0,0,0.567284552670017,0,0,0.650030055885096,0,1.59981060757459,0.509193988637228
Camp,0,0,0,0,0,0,0,0,0,0,1.45054113526146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Car2,0,0,0,0,0,0.990738140347399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Car3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cav1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18998801457122,0,0,0,0,0,0.886460079602713,0,0,0
Ccl3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccl4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccl6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccl9,0,0,0,0,0,0,0,0,0.508820014816326,0,0,0,0,0,0,0,0,1.24454760139499,0,0,0,0,0,0,0,0
Ccr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd14,0,0,0,0,0,0,0,1.38420212363793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd24a,0,0,0.295791430022042,0,0,0.500396869571596,0,0,0,0,0,0,0,0,0,0,0,0,0.592047932396936,0,0,0,0,0,0.636278635048302,0
Cd300lf,0,0,0,0,0,0,0,0,0,0,1.2190622843931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd44,0,0,0,0,0,0,0,0.710679240079289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd52,0,0,0,0,0,0,0,1.37184525379311,0,0,1.10002546813572,0,0,0,0,0,0,0.561646890590821,0,0,0,0,0,0,0,0
Cd53,0,0,0,0,0,0,0,0.544231460133582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd79a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26695226135982,0,0,0,0,0,0,0
Cd9,0,0.949610283093847,1.3935109218664,0,0,0,1.1425485055984,0,0,0,1.05480929018492,0.905956339166557,0,1.09493904794436,0,1.22223661643758,0,0,0,0,1.17141896989861,0,0,0,0,0
Cdk2ap2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cdkn1a,0,1.40046484312493,0.883312167819013,0,0,0,1.23567239600732,0.874234639262127,0.464545424556161,0,0,1.32281331122955,0,0,0,1.21852208004188,0,0,0,0,1.39120909423295,0.478595977184481,0,0,0,0
Cdkn1c,0,0,1.4168981544864,0,1.83726170607026,0,1.12219235329529,0,0,0,0,0.964902405416576,0,0,1.04209899192502,0.98272968955326,0,0,0,2.07514800799241,0,3.71310905769359,0,0,0,0.3077374504695
Cebpd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cfl1,0.82967984813109,0.712882266318779,0.870029043358837,1.85393104104653,0.561354915900623,1.73823690309745,0.948356755247456,1.84803411636174,2.20958223786378,1.30605523182173,1.48880246607947,0,1.85754043004979,1.42511296394204,0,0.608700134695868,1.46850327955094,2.12196271777393,1.48596254808736,0,0.814104995418084,0.278282700070577,1.33296601590574,0,1.57890683965754,1.66828805785971
Chad,1.41398900210175,2.45637649639387,2.78111755643088,0,0,0,1.59507792338332,0,0,0,0,1.92902139929352,0,0.705534369741334,0,2.15673448893535,0.240617987277054,0,0,0,1.7104842328335,0.907267156367461,0,1.41109270652724,0,0.697648357946137
Chchd10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10860634361225,0,0,0,0,0,0,0
Chil1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chil3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clec4d,0,0,0,0,0,0,0,1.20392348975511,0,0,1.59007170353036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clec4e,0,0,0,0,0,0,0,1.10087479583907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clic1,0,0,0,0.729578857365218,0,0.606905865258737,0.938769849082846,0.883852196908164,0.921304439031652,0,0,0,0.889199728816949,0,0,0,0.7259208591202,0,0.924611350553059,0,0.811473761499497,0,0,0,0.428288079506518,0
Clu,0,0,0,0,0,0,0,0,0,0,0,1.39503874606582,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cma1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cmtm7,0,0,0,0.776088554324962,0,0,0,0,0,0,0,0,0.477375362983627,0,0,0,0,0,0,0,0,0,0,0,0,0
Cnmd,1.41398900210175,2.78111755643088,2.89843801226545,0,0,0,2.30376340718451,0,0,0,0,2.17753754796223,0,0,0,2.61857732777225,0,0,0,0,2.31892292895323,0,0,1.44443439667111,0,0
Col10a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Col11a1,0.623840366573555,1.54674555100672,1.58477358732542,0,0,0,1.00759320835292,0,0,0.415898797060207,0,1.46448802162158,0,0,0,1.35574564456601,0,0,0,0,1.01402156582556,0,0,1.10002339636207,0,0
Col11a2,0,1.07650995887792,1.31097081838315,0,0,0,0.730217398189898,0,0,0,0,1.05066273073905,0,0,0,1.16513736643615,0,0.239914818923453,0,0,0.651055815740256,0,0,0,0,0
Col12a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Col14a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Col1a1,1.21326547293957,0,0,0,2.78164315957814,0,0,0,0,4.41078392737257,0,0,0,1.07834312265604,3.5912440002026,0,0,0,0,0,0.894522803361215,0,1.03949435383083,1.58850364939067,0,0
Col1a2,1.54321807572701,0,0,0,3.35208265156463,0,0.719426303874729,0,0,4.50792746467817,0,1.00990400273175,0,1.74824539968739,3.9813934853863,0.98066553555038,0.240617987277054,0,0.666348545227269,0.907736023358017,2.0250022395512,0,1.38285453260453,2.20327069125995,0.316859153823918,0.763213757971551
Col27a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Col2a1,3.90402434884315,4.8380380234475,4.9164467847195,0.842748055007272,1.86795545850415,0.990738140347399,4.47996778569017,1.71131017590196,1.87382330776104,1.42422788839823,1.84790361181297,4.42671498463132,0.985472082134097,2.58163054328528,2.07031630159619,4.84775145571235,2.22736548958189,1.22610747372628,2.22116543689821,1.92661344457978,5.20956602321941,1.72234894895514,2.02464634613278,4.14796646430156,1.66844046798553,2.76356298165221
Col3a1,0.402891835861228,0,0,0,3.47607436056236,0,0,0,0,0,0,0,0,1.59225306395032,2.95319219694303,0,0,0,0,0.597703092434419,1.27756742508778,0,0,1.4161700599831,0,0
Col4a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Col4a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680546174302417,0,0,0,0,0,0,0,0,0
Col5a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Col5a2,0,0,0,0,0.725743809202561,0,0,0,0,0.881696155006973,0,0,0,0,0.921721490322635,0,0,0,0,0,0,0,0,0,0,0
Col6a1,0,0.61563006494885,0.776287316197626,0,1.23278974761252,0,0,0,0,0,0,0.177057664623904,0,0,1.05636532305203,0.663733472163153,0,0,0,0,1.41672164181696,0,0,0,0,0
Col6a2,0,0,0,0,1.2281075646626,0,0,0,0,0,0,0,0,0,1.1492496661392,0,0,0,0,0,1.39399367097139,0,0,0,0,0
Col6a3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Col9a1,1.60553079802184,2.75744789074248,2.50587358793599,0,0,0,2.29528073511472,0,0,0,0,2.45656749401072,0,0.705534369741334,0.534352969885757,2.32505637197346,0.777218938942374,0,0,0,2.15540977837267,0,0,1.9455541381345,0,1.15173337591013
Col9a2,1.8357234263876,2.87262637705854,2.80711202886206,0,0,0,2.34657509560708,0,0,0,0.843683453172188,2.5360514625313,0,1.18968989453882,0.737223960290853,2.68918656077709,0.777218938942374,0.817440128101915,0.840253429026411,0,2.02747620627266,1.3073406236976,0,2.11597678256482,0.205813912953894,1.38675402537411
Col9a3,1.44671745612658,2.5416775937866,2.55211307079185,0,0,0,2.02235142060837,0,0,0,0,1.94566286250909,0,0.714151895217732,0,2.32543030497533,0,0,0,0,1.37971323355076,0,0,1.54850267907673,0,1.0232652405374
Comp,1.33231102590977,1.48596445841858,2.25906210105128,0,0,0,1.5106421463714,0,0,0,0,1.58013857132148,0,0,0.420611890233915,1.5736979074738,0,0,0,0,1.42792397469785,0,0,1.57553204210838,0,0
Coro1a,0,0,0,1.06552050564357,0,0,0,1.23025819686563,0,0,0.98644564536541,0,0.907487402174603,0,0,0,0,0,0.760283495131675,0,0,0,0,0,0,0
Cotl1,0,0,0,0,0,0,0,0.686013778622877,0.573517762558843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cox5a,0,0,0,0.714976309479275,0,0.499839378207983,0,0,0,0,0,0,0.463640350892746,0,0,0,0,1.09456671361113,0,0,0,0,0,0,0.636278635048302,0
Cox6a1,0,0,1.02344283991758,0.977996342624886,0.435615350518153,1.18031065071606,0,0.733151092998016,0.672282276208077,0.723703437303558,0,0,0.679582020495875,0,0,0,0.538797810069432,1.62162001901617,0.607836474075934,0,0,0,1.07677902226059,0,1.63084862765645,1.08994724383308
Cox6b1,0,0,0.775253992981016,1.09835633439415,0.637668889527464,1.25371717125946,0,0.733151092998016,0.992708033444617,0,0,0,0.988528658557553,0,0,0,0,1.96839565594132,0.780239806845329,0.691524555793635,0,0,0.801790531730573,0,1.56799630695146,0.995230246720734
Cox6c,0,0,0.274288854722313,1.1086516864851,0.631201875474428,1.13567758021363,0,0.657381814796728,0,0.529000583793901,0,0,0.962102928344112,0.743421992282574,0,0,0,1.55447367152293,1.04796017077598,0,0,0.393708283889883,0.81984115669041,0,1.34034488895301,1.21174067577722
Cox7b,0,0,0,0.742032224524233,0,1.07117961015997,0,0,0.667485600588912,0,0,0,0,0,0,0,0,1.37573470336693,0,0,0,0,0,0,0.576504344144563,0
Cpa3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cpe,0,0,1.295739085056,0,0,0,0,0,0,0.921655682453954,0,0,0,0,0,0,0,0,0,0,0.676239215613546,0,0,0,0.881696155006973,0
Crip1,0,0,0,0,0.872770739634334,0,0,0,0,0,0,0,0.549004269938503,0.968152606201254,0.857692528953268,0,0,0.561646890590821,1.42718276826995,0,1.04152765017841,0,1.7244462240389,0,0.316859153823918,0
Crip2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597703092434419,0,0,0,0,0,0
Cryab,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04552996683518,0,0,0,0,0,0,0,1.29634587931702,0,0,0,0
Csrp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26873924129279,0,0,0
Cst3,1.04133691553609,1.52161698480246,1.14717804812653,0.787085042161053,0.943383596811198,0,0.987463993133214,1.23676130578915,1.70529251700958,0.8075325441424,0,1.20805663094921,0,1.11821215050687,1.08932963588395,1.11865311369815,0.740649826476762,1.18722218063887,0,0,0.835897134556665,0,1.28089190309131,0.931825916654393,0.643816964479334,0.424358203328081
Cstb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577525635025041,0,0,0,0,0,0,0,0
Cthrc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ctla2a,0,0,0,0,0,0,0,0,0,0,0,0,0.983405085191522,0,0,0,0,0,0,0,0,0,0,0,0,0
Ctsb,0,0,0,0,0,0,0,1.44519426081853,2.73094487389781,0,0,0,0,0,0,0,0,0.28791384148613,0,0,0,0,0,0,0,0
Ctsd,0,0,0,0,0,0,0,0.95528436467686,1.26215379242395,0,1.58618228542769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ctsg,0,0,0,1.44388356006896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ctsl,0,0.602059564531094,0,0,0.937091117988277,0,0,1.42792355904483,1.21484916142332,0.598189446510633,0,0.443069354126447,0,0,0,0,0,0,0,0,0,0,0.740982995242869,0,0.937852719527009,0
Ctss,0,0,0,0,0,0,0,1.1807258342018,1.86000026102017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ctsz,0,0,0,0,0,0,0,0,0.643599531725516,0,0,0,0,0,0,0,0,0.527828660409583,0,0,0,0,0,0,0,0
Cxcl1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cxcl14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cxcl2,0,0,0,0,0,0,0,1.54497522158341,0,0,0.408707963554125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyba,0,0,0,0.883319926326793,0,0,0,1.09917199688508,1.24286170134467,0,0.49313860645252,0,0,0,0,0,0,0.462019659874799,0,0,0,0,0,0,0,0
Cyr61,0,0,0.613931665331577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cytl1,1.07508688320486,1.43089881816677,0,0,0,0,0,0,0,0,0,1.4421586887964,0,0,0,0.701002808325065,0.753358212011843,0,0,0,1.60123784594797,0,0,1.32849125746796,0,0
Dad1,0,0,0.714501066225044,0,0,0,0,0,0,0,0,0,0,0.814778918503276,0,0,0,0.30379258592035,0,0,0.337635222271015,0,0,0,0,0
Dbi,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69064531563054,0,0,0,0,0,0,0,0,0,0,0,0
Dcn,0,0.795384912047225,0,0,2.42203351931781,0,0,0,0,0.415898797060207,0,0.796035989024559,0,0,0.731960294338761,0.859612135518394,0,0,0,0,0.898108434201788,0,0,0,0,0
Dlk1,1.49409108303545,1.98917674104533,0,0,3.16170839503364,0,1.80814968965115,0,0,0,0,2.0213896145234,0,0,1.512319260861,1.79614308102957,0,0,0,2.22956806927427,2.24454463683504,1.72429890777663,0,1.56188979639496,0,0
Dnaja1,0,0,0,0,0,0,0,0,0,0,0,0.526593630384874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.647717247935024
Dnajb1,0,0,0,0,0,0,1.20944102386281,0,0,0,0,2.20623263713313,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dpt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dusp1,0,0,0,0,0,0,0,0,0,0,0,0.557761810503937,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dusp14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dusp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dynll1,0,0.405142554882353,0.300820753244087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163235173307024,0,0.932566025047898,0,0.636278635048302,0.339979797465524
Eef1a1,1.45284516307533,1.72241459896914,1.53276625636951,1.49758767341159,1.75090664917505,1.62398787050965,1.60553079802184,1.53103930109475,1.46370511583157,1.56459703585031,0,1.83920963078705,1.97288492745129,2.14016405701518,1.87299123420991,1.54365708882576,1.53471143122368,1.3375014439415,1.68210930116479,2.27168785755545,1.6227211603185,1.85704008281123,1.51615390794945,1.43612745527903,1.17385169732986,1.47227891051335
Eef1b2,0.972741879530482,1.18761947252312,1.27678409287906,1.21182832380145,1.12826520167811,1.44320629412476,1.33231102590977,0,0.793120583408412,1.16899304158872,0,1.11382502802001,1.37505092117107,0.615474900938999,1.1909970384803,1.187549032908,0.412481757370324,1.22610747372628,1.29754693444008,1.71399221616616,1.20831647926155,1.10825422114366,0.56423144499246,1.20289580077025,0.665743025444592,1.11843828044364
Eef1g,0,0.746850015886871,0.904607034624942,0.907091431099021,0,1.25584693469245,0.488071636820193,0,0,0,0,0.654625189273722,1.161319950392,0,0,0,0,0,0.911750857313817,0.968805464725569,0.587326658060346,0,0,0,0.823092365021918,0.170156431757536
Egr1,0,0,0,0,0,0,0,0,0,0,0,1.36643046754929,0,0,0,0,0,0,0,1.02896552882505,0,0,0.670522308800417,0,0,0
Eif2s2,0,1.30099674272412,0.953068776874375,1.09036909255431,0,1.1146989841267,0.862254832971737,0,0,0.455090555615652,0,0.806645213826261,1.11339200151676,0,0,1.21156776476766,0,1.22490103317009,0.848615694805512,0,1.11470547616169,0,0,0,0,0
Eif5a,0,0.748958719527261,1.09241563040792,1.54804120523488,0,1.6755962088984,0,0.604088949486447,0.877187033290544,0,0,0,1.31865255583723,0,0,0.797356534771612,0,1.46842559501665,0.937852719527009,0,0.911608741985971,0,0,0,0.758108496604196,1.07620418149513
Elane,0,0,0,3.41216205851992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eln,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06792002114998,0,0,0
Emp1,0.686979757235815,1.59288013077801,1.31592608783074,0,0,0,1.02198053532586,0,0,0,0,0.841717080145019,0,0,0.832537466095646,1.41982188558158,0,0,0,0,1.70966006456277,0,0,0,0,0
Emp3,0,0.67736464014527,0.457271322184416,0,0,0,0.98340316690744,0.698457850305395,0.643599531725516,0,0,0,0,0,0,0,0,0.239914818923453,0,0,0.966526259788671,0,0,0,0,0
Epyc,0,1.274649914068,1.30605523182173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Errfi1,0,1.67608678764964,0.979376870414963,0,0,0,1.1937202334906,0,0,0,0,0.948992924668218,0,0,0,1.39496250177501,0,0,0,0,1.48704100681433,0,0,0,0,0
F3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabp4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20033954653182,0,0,0,0,0,1.55871519993586,0,0,0
