,unassigned,Neonatal-Rib_4,Neonatal-Rib_8,Neonatal-Rib_15,Neonatal-Rib_7,Neonatal-Rib_11,Neonatal-Rib_19,Neonatal-Rib_10,Neonatal-Rib_18,Neonatal-Rib_16,Neonatal-Rib_2,Neonatal-Rib_6,Neonatal-Rib_13,Neonatal-Rib_22,Neonatal-Rib_9,Neonatal-Rib_3,Neonatal-Rib_21,Neonatal-Rib_25,Neonatal-Rib_12,Neonatal-Rib_14,Neonatal-Rib_5,Neonatal-Rib_24,Neonatal-Rib_20,Neonatal-Rib_1,Neonatal-Rib_17,Neonatal-Rib_23
S100a10,0.480453650925177,0.822173324021277,1.07834312265604,0,1.23512895675376,0,1.10172827059889,0.686013778622877,0.586455280644027,0,0,0,0,0.801299565257933,0.886835345188781,1.0750875238135,0.959133881872792,1.12103658481793,0,1.25784467959424,1.44140527796382,0,0,0,1.512319260861,0
S100a11,0,0,0,0.857165272797139,1.06703615676439,0,0,1.85223791207558,0,0,2.30950205726869,0,0,0,0,0,0.792016702131337,0,0,0,0,0,1.20090227892069,0,0,0
S100a4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75910887081838,0,0,0,0,0,0,0,0
S100a6,1.39538888183576,0.915900759131705,1.25920193660402,0,1.29333725400635,0,1.19727052263852,1.80989773670672,0.845921089760703,0.731497933936719,1.58310422161725,0.550946124781062,0,1.16417658983347,1.13250354336416,1.14212072847266,0.930234721411029,0.775484331881922,0,0,1.63192805218789,0,0.289784684721322,1.55561075736056,1.47899514832301,0.832920477161001
S100a8,3.52394034199498,1.58570489839022,1.35440875448176,4.63070771362076,2.04626319089193,1.28000564393794,1.55382704733276,4.21613298142992,1.94820549498207,1.5960219947659,6.26531233356291,1.88201088227443,1.34051584321768,2.63196368108054,2.24386552741986,1.69856057940007,2.61460275324617,1.41910844524999,2.29455714245136,2.27877557997417,1.90387861341542,1.85838982732847,2.36096892984955,4.07687834174906,1.99561200007661,2.02104442390042
S100a9,2.41783483907955,0.793083905518273,0.274288854722313,3.61424136583917,1.23839874805063,0.710556833583625,0.944931825134955,1.7881143342865,1.25418440304504,0.9623176841053,5.88953887200895,1.1356821824878,0.75556768189645,1.71020852345869,1.37216083707696,1.01581517440295,1.46008700408636,0.969514562419931,1.44519426081853,1.3196688895028,1.15750418608028,1.14370822943169,1.3203485765484,3.17713839913978,1.12620242199376,1.47059160385976
S100b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samsn1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat1,0,0,0,0,0,0,0,0,0,0,0.927606162772878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scrg1,0,0.852888820451046,1.27620125581789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sdc4,0,1.07146093681714,0.968805464725569,0,0,0,0,0,0,0,0,0.781182098461865,0,0,0,0,0,0,0,0,0.541534401081827,0,0,0,0,0
Sec61b,0,0,0.944931825134955,1.14347440570417,0,0.526061360221418,0,0,0,0.73241541436567,0,0,0.857176026485108,0,0,0,0,0,0,0,0,0,0,0,0,0
Selenop,0,0,0,0,0,0,0,0,0.834560641428308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sephs2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serbp1,0,0,0,1.04921084102705,0,1.30235195757401,0,0,0,0,0,0,1.12449068986488,0,0,0,0,1.17056092698124,0,0,0,0,0,0,0,0.389910907476638
Serpine1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serpine2,0,0.588145120746288,0,0,0,0,0,0,0,0.73241541436567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389910907476638
Serpinf1,0,0,0,0,0,0,0,0,0,1.36958290270504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serpinh1,1.06863570234101,1.47714310926765,2.22619794409573,0,1.27801545212503,0,1.83787732329044,0,0,1.93312144309196,0,1.01008166531999,0,1.41253925291197,1.15185045661385,1.57921442670503,0.366207707182835,0,0,0,1.55293742851169,0,1.14390851330913,1.22864597037997,0,0
Sgk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sh3bgrl3,0,0,0,0.850002349047173,0,0,0,1.0513048847232,0.916991542251094,0,0,0,0,0,0,0,0,2.44770922827121,0,0,0,0,0,0,0.576504344144563,0
Slc16a3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc25a4,0,0,0.765073555677912,0,0.796824109266506,0,0,0,0,0,0,0,0,0,0,0,0.215327583375881,0,0,0,0,0.510807819457512,1.06745826983962,0,1.512319260861,0.443009569684363
Slc25a5,0,0.609287485676047,0.833014387206267,1.71022115922336,0,2.09890539975493,0,1.43015092520252,1.4747594125888,1.20084320238078,0,0,1.84743700458611,1.10515608731742,0,0,0.778689464553159,2.18142736554332,1.4154419654798,0.820997713345951,0.803823848040089,0.873801569120029,1.32337973981089,0,1.10372511646477,0
Slc29a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.530359898670673,0,0,0,0,0
Slc3a2,0,0.418484054168826,0,0,0,0,0,0.44476107689248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc7a11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slfn2,0,0,0,0,0,0,0,0.601124514952151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slfn4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slpi,0,0,0,0,0,0,0,0,0,0,0.550249757792276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sncg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64283383589516,0
Snhg3,0,0,0,0,0,0.838156292722492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snrpg,0,0,0,0.794733827526605,0,1.12222351024543,0,0,0,0,0,0,1.05965341520845,0,0,0,0,0.28791384148613,0.796035010784383,0.855631950529554,0,0.278282700070577,0,0,0,0
Sox9,0,0.655617844810117,0.517858486290119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372370102653461,0,0,0,0,0
Sparcl1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357075947608866,0,0,0,0,0,0,0,0,0
Spi1,0,0,0,0.450035993943406,0,0,0,0.339612210334333,0.475308563739609,0,0,0,0,0,0,0,0,0.714312468019552,0,0,0,0,0,0,0,0
Spp1,0,0,0,0,0,0,0,0,0,5.12770718691886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sqstm1,0,0,0,0,0,0,0,0.597217539821807,0.225155539958278,0,0,0.575072382508137,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Srgn,0.474819528394664,0,0,2.02208975661032,0,0,0,1.93919244972304,0,0,2.6225207214344,0,1.03680249690572,0,0,0,0,0,0,0,0,0,0,0,0,0
Srxn1,0,0.6206855127867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ssr2,0,0.143415025351842,0.980045541302835,0,0,0,0.697126317134393,0,0,0,0,0,0,0,0,0,0,0,0,0,0.542229674040709,0,0,0,0,0
Stfa1,1.60744755218718,0,0,3.63508547158649,0.438784881858182,0,0,2.53075053472217,0,0.411622640742809,4.84875689072093,0.477743692012054,0,1.16417658983347,0.164646801679668,0,0.600331139214418,0,0.666348545227269,1.02344283991758,0.407995297087547,0,0.85061553013858,2.26535391308028,0.674323577886355,0.527712170501228
Stfa2,1.12463937954747,0,0,0,0,0,0,0,0,0,4.10445450901387,0,0,0,0,0,0,0,0,0,0,0,0,1.51991731723152,0,0
Stfa2l1,0.523555338021633,0,0,0,0,0,0,0,0,0,3.78476601568023,0,0,0,0,0,0,0,0,0,0,0,0,1.35440875448176,0,0
Stfa3,0,0,0,0,0,0,0,0.714151895217732,0,0,3.16392932353409,0,0,0,0,0,0,0,0,0,0,0,0,0.941237228570233,0,0
Stmn1,0,0,0,0,0,0,0,0,0,0,0,0,0.93893654687194,0,0,0,0,0,0,0,0,0,0,0,1.251104748162,0
Stmn2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13405598709791,0
Tagln2,0,0,0,0.515520825081512,0,0.32485394355285,0,0,0,0,0,0,0.839767093898731,0,0,0,1.09567571919847,0.988592923003064,0,0,0,0,0,0,0,0
Taldo1,0,0,0,0.680062837584991,0,0,0,0.617285326726255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tceal9,0,0.446040147291183,0,0,0,0,0.697126317134393,0,0,0,0,0.813190303305805,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tgfbi,0,0,0.716955053105984,0,0,0,0,0.561444818246675,0,0,0,0,0,0,0,0,0,0,0,0,1.03793923399881,0,0,0,0,0
Thbs1,0,0,0,0,0,0,0,1.05519197505816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thbs4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timp1,0.398450369687837,1.47315667885779,1.51737505275674,0,0,0,1.19119789894594,0,0,0.820301926689377,0,0,0,0,0,1.36643046754929,0,0,0,0,0.641642471833998,0,0,1.311588357006,0,0
Timp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tlr2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tm4sf1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240617987277054,0,0,0,0,0,0,0,0,0
Tmem258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278282700070577,0,0,0,0
Tmsb10,0,0,0,0,1.23260154800899,0,0,1.44519426081853,0,1.21588776271664,0,0,1.06298452962288,0.798658392028947,0.831717825963189,0,1.41829324980978,0,1.44671745612658,1.11207927051628,0,0.278282700070577,1.24223756892507,1.16130673745124,2.40802897540125,0.424358203328081
Tmsb4x,1.58663620945501,0,0,3.7831527921132,2.01617332299257,0.40034293390573,0.372053640712488,3.84505675002122,4.40102006390257,1.35440875448176,3.6337093685405,0,2.51555266557099,1.8327175470472,1.46375042043371,0,3.37104963736672,3.47395926259739,2.59246570350296,1.72241439632666,0.510873191036818,2.74195201141179,2.93949219763303,2.00424644835666,3.43476928337245,2.51126644502125
Tnc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tnfaip6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tnfrsf12a,0,1.3072804358514,0.763670086551714,0,0,0,1.00476615925715,0,0,0,0,0.477780784389307,0,0,0,1.23744305209079,0,0,0,0,1.23551482397169,0,0,0,0,0
Tnmd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2694446029066,0,0,0,0,0,0,0,0,0,0,0
Tnnc2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tnnt3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tpm1,0,0,0,0,0,0,0,0,0,0.69979457929263,0,0,0,0,0,0,0,0,0,0,0,0,1.4856846035347,0,0,0
Tpm2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32564828886096,0,0,0
Tppp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07630555980571,0
Tpsb2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trem1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tsc22d1,0,1.40462611398949,1.80367214074344,0,0,0,1.30507683203625,0,0,0,0,1.18221015094895,0,0,0,1.41909217251515,0.747144381722232,0,0,0,0.967066736315533,0,0.627714960498735,0,0,0
Tspo,0,0,0,0.555868142093233,0,0,0,0.720135572469975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuba1a,0,0,0,0,0,0,0,0,0,0,0,0,0,0.736480416386164,0,0,0,0,0,0,0,0,0,0,2.79877296264848,1.42922405502199
Tuba1b,0,0,0,0.722202019097666,0,1.15450466057529,1.03007752838513,0,0,0,0,0,0.472121986737391,0,0,0,0,0,0,0,0,0,0,0,1.12620242199376,0
Tuba1c,0,0.580827596417873,0,0,0,0,0.987463993133214,0,0,0,0,0,0,0,0,0,0,0,0,0,0.503441425704071,0,0,0,0,0
Tubb2a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75847096467782,0
Tubb2b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81869549811033,0.729890704942162
Tubb4b,0,0,0,0,0,0,0.544432491524645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tubb5,0,0,0,0.372984763051329,0,0.98433084481297,1.24223653506778,0,0,0,0,0,0.900779013139536,0,0,0,0,0.239914818923453,0,0,0,0,0,0,2.18539148960941,0
Tubb6,0,0,0,0,0,0,0.872652640614204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Txn1,0,0,0,0.676646433291751,0,0.885085344226188,0,0.584558197236211,0,0,0.713110798955065,0,0.443987655801304,0,0,0,0,0.273733049104691,0.388834050368348,0,0,0,0,0,1.02785602813673,0
Tyrobp,0,0,0,0,0,0,0,1.87358685509954,1.7728729313442,0,2.16944120491875,0,0,0,0,0,0,1.61865306124399,0,0,0,0,0,0,0,0
Uap1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ubc,1.34782826797161,1.11997819737931,0.877416436038457,0,0.862940793171445,0,1.03007752838513,1.37434313288769,1.24503749563203,0.730217398189898,2.15873891982459,1.6731587778801,1.10139304830755,0,1.03719033127698,1.02601582807088,1.23096638287393,0.868395394179639,0.326183528318514,1.05675522878486,1.28030707189108,0.513558872477578,1.35862685957988,1.40462297278198,0.937852719527009,0.644112679047182
Ube2c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uchl1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07657444573524,0
Ucma,1.53103930109475,2.80640570158825,1.9416331107751,0,0,0,2.33972757292383,0.561444818246675,0.425295509123368,0.347726756650812,0.379479701748822,2.0028370114604,0,0,0,2.53998364836926,0.939525010767232,0,0.445430512817342,0,1.52502879497017,0.299704425668137,0,1.57737087532631,0,1.15232896279038
Ucp2,0,0,0,0,0,0.324655183525759,0,0.863798209799679,0.933759518171257,0,0,0,0.460176942755463,0,0,0,0,0.916955985548921,1.31468352235197,0,0,0,0,0,0,0
Ugdh,0,1.04706478441571,0.984752916351751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vasp,0,0,0,0,0,0,0,0,0,0,0.214330042977477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vim,0,0,0,0,1.57921442670503,0,0.372053640712488,1.40034456395075,0.724983551399677,0.347726756650812,0,0,0,1.46684037676969,1.49164432012993,0,1.35245530907582,1.45444913143417,0,1.39210601895727,0,0,1.50299922444846,0,0,0
Vkorc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vpreb3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38767720268628,0,0,0,0,0,0,0
Wfdc21,0,0,0,0,0,0,0,0,0,0,1.37491228765344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wif1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64314555755276,0,0,0,0,0
Zfp36,0,0,0,0,0,0,0,0.850109195156243,0,0,0.951186882246805,1.05154951465498,0,0,0,0,0,0,0,0,0,0,0,0,0,0
