,unassigned,Embryonic-Mesenchyme_6,Embryonic-Mesenchyme_9,Embryonic-Mesenchyme_15,Embryonic-Mesenchyme_21,Embryonic-Mesenchyme_3,Embryonic-Mesenchyme_2,Embryonic-Mesenchyme_11,Embryonic-Mesenchyme_8,Embryonic-Mesenchyme_17,Embryonic-Mesenchyme_1,Embryonic-Mesenchyme_23,Embryonic-Mesenchyme_13,Embryonic-Mesenchyme_5,Embryonic-Mesenchyme_10,Embryonic-Mesenchyme_22,Embryonic-Mesenchyme_4,Embryonic-Mesenchyme_25,Embryonic-Mesenchyme_24,Embryonic-Mesenchyme_16,Embryonic-Mesenchyme_7,Embryonic-Mesenchyme_14,Embryonic-Mesenchyme_12,Embryonic-Mesenchyme_20,Embryonic-Mesenchyme_19,Embryonic-Mesenchyme_18
Rps28,0,0,1.12988527442308,1.13158824307409,1.42483951574813,1.25471476421679,0.846621976640281,0.867385528438257,0.738515647058211,0.844624787586976,0.858357621544633,1.23697081824319,0,0.965907807240516,0,1.39037679258499,0,1.16236295085171,0,0,0.711575570244232,1.19897376755068,1.10499084494843,0.596606413391837,0,1.17710628499339
Rps29,0.968192031808816,0.776733339065557,1.9475351022891,2.34779312780506,2.34471197894492,2.05816278609216,2.20611890068948,1.78858608411598,1.64211187742474,2.19889596440262,1.81461983077453,1.50350730471361,1.29413347854562,1.82647378669335,1.27563682668297,1.63182807657071,1.3265509922333,2.38985172597383,0.912219117538495,1.68638779302938,1.8126610287558,2.1615707381909,1.77166844567561,1.60602038893074,1.24235573142999,1.74319387033116
Rps3,0,0.550971455960302,1.58873345586966,1.77697752180664,1.99329408604387,1.75927226080454,1.32065786586903,1.39821734153385,1.43967663212968,1.580647359645,1.31627460998758,1.52374153948341,1.15129390750892,1.26868165940007,0.973731058439707,1.62317503731055,1.17787397499536,1.75398709000433,0.820299787454575,1.40027622569183,1.23341330714403,2.00423828195296,1.20440285956868,1.01974715211971,1.12631292607189,0.932963903606886
Rps3a1,0,0.565850755601808,1.84154560356971,1.93325099089292,2.05424516165673,1.94942047208585,1.35843798827069,1.37129015800277,1.50124758893773,1.63299774525459,1.43440199798246,1.70534435836296,1.15436817929229,1.43178031599472,1.07500430495861,1.50837243596672,1.1149224325341,2.17851406960577,0.959870822386307,1.182493126473,1.38874151240302,2.09164132440175,1.34245769331979,1.17220882632112,0.896316723147313,1.41712630589676
Rps4x,0,0,1.19540652749055,1.37395716347844,1.3899675841,1.28160737186619,0.84030695071822,1.15038903760029,0.862544624983134,1.45343333949722,1.10881071183007,1.07110783914656,0,0.974338456556927,0,1.09088972078406,0,1.32407997088001,0,0,1.10176856843543,1.22281183683339,0.961747924915391,0.805060135331303,0,1.0253446344382
Rps5,0,0.740049237623572,1.77039068103161,1.77643603442741,2.30257970515396,1.91162335234054,1.20738563280568,1.37901807298359,1.34001855848456,2.02048561128558,1.39201622313372,1.72671683155083,0.895522989077765,1.29763396662507,1.0508282526993,1.65660857259598,1.0967955835545,1.55152918043841,0.716473005166191,1.36864396137413,1.31919331783201,1.89949069767578,1.35874243023574,1.17701469052115,1.22460627313335,1.32452819646854
Rps7,0,0,1.42484008033998,1.58536521044554,1.74293311926163,1.66215092970001,1.21306863168651,1.1305168129671,1.11903634758077,1.57821014482686,1.35533045432688,1.47612440438305,1.24952270856217,1.29904784728405,1.0266127133214,1.56320338680648,1.10377102351961,1.82918523080077,0,1.2183966430523,1.34762789666919,1.58349903901572,1.19717812090947,0.986107944878376,0,1.39817249077788
Rps8,0,0,1.50909280073877,1.54813836301249,2.00495496110483,1.85727874422404,1.2359543270005,1.26805492012046,1.35688231282086,1.88354482702013,1.306166853646,1.10265426916829,1.13516249243364,1.21103250228491,0.874452461743184,1.47037843468949,1.08408315304481,2.07490752379016,0.820299787454575,1.17101616839847,1.15754991655306,1.86546105089867,1.10624669728693,1.05190516606457,0,1.34843175465851
Rps9,0.977839440036541,0.745618820203781,2.12226659377646,2.29508104403248,2.75159231452511,2.40934343696179,1.86728654586926,2.06144277127025,1.70662660000093,2.37938043929524,1.96074938753423,1.91466907838928,1.52557986414724,1.84153991643013,1.41034840021818,2.20035950955265,1.40864256156764,2.4456454696859,1.46669291576504,1.52019167154707,2.00024724479134,2.29067334719088,1.87611708607884,1.43521087764679,1.76749845284374,1.92383961052527
Rtn1,0,0,0,0,0,0,0,0,0,0,0,0,1.73269633141704,0,2.09319744042122,0,1.61917149860183,0,0,1.63182807657071,0,0,1.06469879637961,1.89090145988316,1.30402242287132,0
S100a10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.842592085045064,0,0,0,0,0
S100a11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.227108942537,0,0,0,0,0,0,0.932963903606886
S100a8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57763384434372,0,0,0,0,0,0,0
S100a9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.66891572502677,0,0,0,0,0,0,0
Sec61b,0,0,0.875508453069794,0.749924495910065,0.416691044579164,0,0.683007056964597,0.300939981096492,0,0.529019093520588,0,0,0,0,0,0,0,0.254173577729826,0,0,0.589460655120791,0,0,0,0,0
Sec62,0,0,0,0,0,0,0,0,0,0,0,1.23697081824319,0,0,0,0,0,0,0,0,0,0,0,0.752400412976075,0,0
Selenoh,0,0,0,0.413956063711158,0.551005305840054,0.6044824754446,0,0,0,0.259506701485048,0,0,0,0,0,0,0,0.590086795376961,0,0.458355298293232,0,0,0,0,0,0
Selenop,0,0,0,0,0,0,1.54171088636898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selenow,0,0.789793666642814,0,0,0.266146055081858,0,0,0,0,0,0,0.633093286287281,0,0,0,0,0,0.215731441171836,0,0,0.800730646586186,0,0.929256259318771,1.23531942038632,0.794587873213568,0.410692798621968
Sem1,0,0,0,0.715108804675045,0.416691044579164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serbp1,0,0,0.818699990253891,0.897044265402247,1.73203769468348,1.32914796226751,0.765267226939935,0.671485820182439,0.73373799017797,1.10796240627647,0,0.781795635368889,0,0,0,0,0,1.12789155736412,0,0,0.832408337415396,0.976600535204046,0.269722348248761,0.805060135331303,0.794587873213568,0.464008021869947
Serf1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serpinh1,0,0,2.08506750624514,0,0,0,0,1.21423389891577,0,0,1.23978674613342,0.94367954059564,0,1.51425691155166,0,0.791552573061377,0,0,0,0,1.54547678609708,0,0,0,0,1.14537562661266
Sfrp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sh3bgrl3,0,0,0,0.884693976765967,0,0,0.67837931454431,0,0,0.759087681902461,0,0,0,0,0,0,0,0.335913217647135,0.820299787454575,0,0,0,0,0,0,0
Skp1a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296958088347948,0,0
Slc25a3,0,0,0.693104084376597,0.767392895601179,1.26021767438075,0.860745484937039,0.708750146248597,0.626944493482015,0,0.700515537852649,0,0.904635316194702,0.554458114513766,0,0.289839659340685,0.942942002525883,0,0.955422222682181,0,0.863748647935323,0,0.868811654923422,0,0.928098911120936,0,0
Slc25a4,0,0,0.999757420481293,0,0.471962047980906,1.29872376034064,0,1.11492342036151,0,0.744332391306305,1.15533718288938,0.637942535093327,1.31058687069707,1.32803307381873,1.29481602854955,0.604195281829494,1.21470275979925,0.6707485606805,0,1.12736055921369,1.17215328330612,0.967161854273957,1.06839580288876,1.60003267532633,1.06233093714338,1.29020875757806
Slc25a5,0,0,0.91249196730692,1.6953995356153,2.50794016739115,1.51032838321122,1.71977052194204,1.3967864768632,1.17386332877064,2.19092912361289,0.769048043914307,1.27532525911804,1.22430586456627,0,0.895056613893115,0.983711508403052,1.21593141729964,2.1769998959758,0,1.43090872199123,0.872274735458215,0.997940052822499,1.19480521052206,1.63605040890257,1.30402242287132,0.410692798621968
Smdt1,0,0,0,0,0,0,0,0,0,0.278426304461921,0,0,0,0,0,0,0,0,0,0,0,0.583606247406624,0,0.878867437723095,0,0
Snrpb,0,0,0,0.803493267824982,0.83860144473546,0.680289037764148,0,0,0,0.545572308208292,0,0.344038906078201,0,0,0,0,0,0.71749181112123,0,0,0,0,0,0,0,0
Snrpd1,0,0,0,0,1.00330519755876,0,0,0,0,0.259506701485048,0,0,0,0,0,0,0,0.71749181112123,0,0.530141982277809,0,0,0,0,0,0
Snrpd2,0,0,0,0,0.551005305840054,0,0,0,0,0,0,0,0,0,0,0,0,0.801163171173129,0,0,0,0,0,0,0,0
Snrpd3,0,0,0.698845468404041,0.803493267824982,1.04280556937715,1.04961217088312,0,0.45255700613168,0,0.743465303504682,0,0.279663117767615,0,0,0,0,0,0.823326166191442,0,0.702772059086576,0.589460655120791,0,0,0.664799723448724,0,0
Snrpe,0,0,0,0.558884862076591,0.702772059086576,0.709367797967591,0,0,0,1.03595550279991,0,0.293903629015126,0,0,0,0,0,0.725883157453699,0,0,0,0,0,0.406923158286434,0,0
Snrpg,0,0,0,0.755539238925748,1.04280556937715,0.94150423482662,0,0.721821141228789,0,0.620704496063992,0,1.11009822625109,0,0.620922984720299,0,0.856575971978545,0,1.15973872932114,0,0,0.548128013673107,0.747145646996859,0,0,0,0
Snx3,0,0,0,0,0.280661062963634,0,0.774550462978944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Son,0,0,0,0.615790540394633,0.551005305840054,0,0,1.01965493451097,0,0.415032015584882,0,0.950716742323778,0.555528400168397,0,0.927160714529018,0.608585582295257,0.981350734057833,0.215731441171836,0,0,0.825758519451215,0.87608594748754,0.961747924915391,0.77063554372674,1.13902116795008,0.935071128519705
Sparc,0,0,1.56164492703985,0,0,0.766244777169925,0,2.17209936507843,0,0,1.57527100343656,2.67378556095927,0,2.43398230638673,0,1.75785354768915,0,0,0,0,1.81021922425517,0.830225778379972,0,0,0,2.52246099008731
Spg21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84459715957481,0,0,0,0
Sqstm1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Srp14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Srsf11,0,0,0,0,0.515513391090856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Srsf2,0,0,0,0.321896253621402,0.60976728589478,0,0,0,0,0.609032570905608,0,0,0,0,0,0,0,0.254173577729826,0,0,0,0,0,0,0,0
Srsf3,0,0,0.833707765971293,0.723348996739395,1.26021767438075,1.02359481373882,0,1.12342447151592,0,0.90130918674148,0.841447922707029,0,0.467531099506068,0,0.787740234871896,0,1.1549692595878,1.01669421294964,0,0.99569462641966,0.990865155698919,0.966343711687193,1.09285925218557,0.951879767043295,0.794587873213568,0.968041967997288
Srsf7,0,0,0,0,0.702772059086576,0,0,0,0,0.644794677397786,0,0,0,0,0,0,0,0.254173577729826,0,0,0,0,0,0.273706717958904,0,0
Ssr2,0,0,0.992072173841212,0,0.507121351102776,0,0,0,0,0.187225065962419,0,0.728508564189106,0,0,0,0,0,0.651405081196747,0,0,0.717708132152129,0,0,0,0,0
Stmn1,0,0,0.411785668660489,0.637819593964567,0.702772059086576,0.928190892884813,0,1.16147795907649,0,0.278426304461921,0.895017310184785,0.778643841252181,1.896839784936,0,2.07711940817282,0,1.86624098845775,0.215731441171836,0.690737415364066,2.01072079938505,1.12006981059239,0,2.46427173887995,2.28357361658314,1.54239410205859,0
Stmn2,0,0,0,0,0,0,0,0,0,0,0,0,1.26733872404405,0,1.28643993959397,0,1.27681252552237,0,0,1.86938165846232,0,0,1.03793114158783,2.45019603304738,1.08796169240234,0
Stmn3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.973731058439707,0,0,0,0,0,0,0,0,1.00139945108613,0,0
Sub1,0,0,1.1085896333712,1.21797522197596,0.895450015656214,0.966724156088684,0,1.00685262355325,0,1.04974825614069,1.12526733583355,0,0,1.10377102351961,0.849178948264709,0.925228234950737,0,0.967769254959475,0.820299787454575,0.725211152060027,0.872890382656891,0.930008596248766,0.812364775677234,0.764261889161361,0,1.01137442882782
Svbp,0,0,0,0,0.280661062963634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35383968207013,0,0,0,0
Swi5,0,0,0.758967257565691,0.68303446824905,0.7174332840636,0.481600989301694,0.525501703413588,0.648465310351429,0,0.582130563134176,0,0.908254094748898,0,0.633139476326765,0,0.942942002525883,0,0.736154315862417,0,0.986084108417754,0.769048043914307,0,0.267887673595789,0.808689498319696,0,0
Tagln3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.985032190337291,0,1.11185776179382,0,0,0,0,0,0,1.06951485951075,0.794587873213568,0
Tbca,0,0,0,0,0.266146055081858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tbcb,0,0,0,0,0.280661062963634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.702772059086576,0,0.571507923065539,0,0.669525108996648,0,0
Tceal9,0,0,1.18775051821237,0,0,0,0,0,0,0,0.972794271060016,0,0.36600813863408,0.953911542907348,0,1.03529113414218,0,0,0,0,1.23277978196311,0,0,0,0,1.21107928001451
Tecr,0,0,0,0,0.416691044579164,0,0,0,0,0.198112267238604,0,0.339189657272155,0.554458114513766,0,0.908201832529776,0,0,0,0.959870822386307,0.930118330440748,0,0,1.05436217515404,1.16033180479206,0,0
Tmem14c,0,0,0,0,0.96616105782466,0,0,0,1.21593141729964,0.198112267238604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmem176b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmem256,0,0,0,0,0,0,0.381550637133286,0,0,0,0,0.279663117767615,0,0,0,0,0,0,0,0,0,0,0,0.764261889161361,0,0
Tmem258,0,0,0,0,0.516463199665095,0,0,0,0,0,0,0,0,0,0,0.889858296678493,0,0,0,0,0,0,0,0.570664806306851,0,0
Tmem50a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmsb10,0.938985131494389,0.802029611217665,1.10226870577101,1.04326385740581,0.266146055081858,1.28229503289807,0.591958509883535,1.58886687037433,0,0.567201402007571,1.57491315565554,1.78259755238658,1.98396162873294,1.75648532471018,1.8852733071567,0.942942002525883,1.39820134123506,0,0.959870822386307,2.07101383714427,1.995971138494,1.30521920653035,1.70717222715654,1.89090145988316,1.31919331783201,1.26601991726121
Tmsb4x,1.19956351865906,0.897299833219056,1.19247428882474,4.67537398149609,0.398217239019469,3.02393371200242,5.08579240158164,2.27005820733161,0.515408074698169,2.74166485574787,2.39192353366739,4.09807733477303,2.73027687960826,2.29747351428556,2.81224687068332,1.74900253725637,3.11288336781054,2.23695713943852,3.93943610887099,2.87475382034341,1.88848114571624,3.40164104967204,5.13932730827235,4.66135783777423,2.68739985186351,2.57831312314616
Tnnt1,0,0,0,0,0,0.62061664853363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44410965136303,0,0,0,0
Tpi1,0,0,0.154081631311405,0,0.660373479777038,0,0,0,0,0.73546904055102,0,0,0,0,0,0,0,0.725883157453699,0,0,0,0,0,0,0,0
Tpm1,0,0,0,0,0,0.831048497708015,0,0,0,0,0.985291922104971,0,0,1.04414347509427,0,0,0,0.215731441171836,0,0,0.970487491076534,0.976283711242333,0,0,0,1.14537562661266
Tpm2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44901270749543,0,0,0,0
Tpm4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tra2b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.754419920732399,0,0,0,0,0,0,0,0
Tsc22d1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35533045432688,0,0,0,0,0,0,0,0,0,1.11112504274067
Tshz2,0,0,0,0,0,0,0,0,0,0,0,0,1.07736576422549,0,0,0,0,0,0,0,0,0,0,0,0,0
Tspan3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ttc3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuba1a,0,0.702969728104221,0,0,0,0,0,1.34013560120341,0,0,0.913570672898915,0.700435663100699,2.48610221976342,1.182493126473,2.73655200777604,0,2.75438613313975,0,0,1.84535053899401,1.14657457197199,0,2.70103436782209,2.90223878942288,2.4602024977322,0.970882602951461
Tuba1b,0,0,0.77576226407719,1.3769826179005,1.42483951574813,1.44815768770307,1.20376191697672,1.26508204241719,0.962879503688331,0.988350530181482,0.803318980464992,1.32831300365114,0,0,0,0.925228234950737,0,1.79409203047273,0.690737415364066,1.2183966430523,1.34457307616345,1.02883760763461,0.696964288367864,0.878867437723095,0,0
Tubb2a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18496325007928,0,0,0,0,0,0,0,0,0.802855318414008,0,0
Tubb2b,0,0,0,0,0,0,0,0,0,0,0,0,1.76155707674694,0,1.98668406684616,0,1.63960569776552,0,0,0.840877038775889,0,0,1.24205198454008,1.49166290497704,1.31919331783201,0
Tubb3,0,0,0,0,0,0,0,0,0,0,0,0,1.16411407630571,0,1.31123431728856,0,1.42916896941893,0,0,0.99569462641966,0,0,1.52170335133776,2.05820637255492,1.3522381285881,0
Tubb4b,0,0,0,0.542947055548541,1.12006981059239,0,0,0,1.15644243518546,0,0,0,0,0,0,0,0,1.29313566707464,0,0,0,0,0,0,0,0
Tubb5,0,0,0.772868518616854,0.511107711545409,0.895991505018072,1.23039642126855,0.769048043914307,1.38903921195247,0.797647133789448,0.853947912873208,1.18832112786902,1.23697081824319,1.90392372974681,1.1149224325341,2.04459211577657,0.983711508403052,1.80973175343161,0,0.959870822386307,2.05816224128008,1.38874151240302,0,1.85341178059333,1.9437084249302,1.87728615834292,0.410692798621968
Txn1,0,0,0,0,0.613640196682805,0,0,0,0,0.592479356217904,0,0,0,0,0,0.608585582295257,0,0.98221824561581,0,0,0,0,0,0,0,0
Tyrobp,0,0,0,1.33602207664706,0,0,1.77334263508331,0,0,0.88830174295246,0,0,0,0,0,0,0,0,1.15588953084461,0,0,0,0,0,0,0
Ubc,0,0,0,0,0.335970340982434,0,0.648527154692177,0,0,0,0,0,0.36493785297945,0,0,0,0,0,0,0,0,0,0,0,0,0
Ube2c,0,0,0,0,0.582363200925589,0,0,0,0.480122740357295,0,0,0.279663117767615,0,0,0,0,0,0.391047814420334,0,0.721023153060988,0,0,0,0,0,0
Ube2l6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ubl5,0,0,0,0.605683691051623,0.516463199665095,0,0,0.577774888599522,0,0.73546904055102,0,0,0,0,0,0,0,0.215731441171836,0.461197997359392,0,0,0,0,0,0,0
Uchl1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99569462641966,0,0,0.639164651814388,1.29211769027546,0,0
Uqcr10,0,0,0,0,0.7174332840636,0.498850873071379,0,0,0,0.686782060151068,0,0,0,0,0,1.05406535066839,0,0.8128365025762,0.665401155328146,0,0,0,0,0,0,0
Uqcr11,0,0,0,0,0.60976728589478,0,0,0,0,0.174788019609944,0,0,0,0,0,0,0,0.316569738163383,0,0,0,0,0,0.273706717958904,0,0
Uqcrb,0,0,0,0.134651675960088,0.856279770184374,0.561338040492509,0.765267226939935,0,0,0.846981599253357,0,0,0,0,0,1.03529113414218,0,0.967769254959475,0.690737415364066,0.458355298293232,0,0.743354952649847,0,0.273706717958904,0,0.410692798621968
Uqcrh,0,0,0,0,0.613640196682805,0.798935822040342,0,0.785305459586512,0.565100913220848,0.801150582812034,0,0.954335520877974,0,0,0,0.889858296678493,0,0.651405081196747,0,0.530141982277809,0,0.865030127426246,0,0.662109486752783,0,0
Uqcrq,0,0,0,0,0.674722844422444,0,0,0,0,0.592479356217904,0,0.636059874790113,0,0,0,0,0,1.12789155736412,0,0,0,0,0,0,0,0
Usmg5,0,0,0.895021677071701,0.747948623602329,0.94875970393544,0.858359320591921,0,0.577774888599522,0,0.88830174295246,0,0.43460493517398,0,0,0.610947632193805,0.856575971978545,0,0.823326166191442,0,1.00715604418379,0.614841928259328,0.976283711242333,1.0316282463927,1.38552298908375,0,0
Vim,0,0,0,0,0,0,0,1.08947514966548,0,0.385337333201024,0,0.915291296477037,0,0,0,0,0,0,0,0,0,0,0,1.24141089097267,0,0
Ybx1,0,0,0.79977650736254,0,0.96616105782466,0.951578526067006,0.649871936106917,0.860446842730401,0,0.973247140731899,0,0.607965708649821,0,0,0.659974048012349,0.669312762873353,0,0.652482955810518,0,0.951696530744706,0.880976077396088,0.929523771302166,0,1.03503865832747,0,0
Ywhab,0,0,0.777617782757631,0.777052484873508,0.660373479777038,0.888917860632582,0.591958509883535,1.09133473032168,0,1.0761005537156,0,0.814069287098923,0,0,0.751351347937925,0,0.93364412476413,0,0,0.925923562135226,0.917650284614235,0.976283711242333,1.03486830037593,1.45383537508113,0,0
Ywhae,0,0,0,0,0.515513391090856,0.343808884926714,0,0.394354206226336,0,0,0,0,0,0,0.726097102377245,0.608585582295257,0,0,0,0,0,0.255098564817884,0.893861382055837,0.856059738347519,0.794587873213568,0
Ywhaq,0,0,0,0,0.255195231300137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.537610021844549,0.695494268817664,0,0
