,unassigned,Embryonic-Mesenchyme_6,Embryonic-Mesenchyme_9,Embryonic-Mesenchyme_15,Embryonic-Mesenchyme_21,Embryonic-Mesenchyme_3,Embryonic-Mesenchyme_2,Embryonic-Mesenchyme_11,Embryonic-Mesenchyme_8,Embryonic-Mesenchyme_17,Embryonic-Mesenchyme_1,Embryonic-Mesenchyme_23,Embryonic-Mesenchyme_13,Embryonic-Mesenchyme_5,Embryonic-Mesenchyme_10,Embryonic-Mesenchyme_22,Embryonic-Mesenchyme_4,Embryonic-Mesenchyme_25,Embryonic-Mesenchyme_24,Embryonic-Mesenchyme_16,Embryonic-Mesenchyme_7,Embryonic-Mesenchyme_14,Embryonic-Mesenchyme_12,Embryonic-Mesenchyme_20,Embryonic-Mesenchyme_19,Embryonic-Mesenchyme_18
H2afz,0,0,0,0.885424219152,0.99609929201282,0.943303587359079,0,0,0.515408074698169,0.548281799030698,0,0.773794592446136,0,0,0,1.29975602081283,0,1.32635704381393,0,1.182493126473,0,0,0,0.73861113616683,0,0
H3f3a,0,0,0,0,0,0,0,0,0.427238777322521,0,0,0,0,0,0,0.600442006369919,0.7699992307284,0,0,0,0,0,0.769612775190484,0,1.23468243085817,0
H3f3b,0,0,1.31846623792831,1.31155707663966,1.36365133331724,1.30050630440132,1.32212589411009,1.35432070479757,0.853623410274027,1.18388334562762,1.53694683946019,0.728508564189106,2.11385820354723,1.33850771916387,1.86077687482976,1.47037843468949,2.01787813971808,1.09847131289992,1.19302739607762,1.52751457404819,1.62145656359137,0.95688156675382,1.39059842126235,1.29286114470318,2.33380143625068,1.35614447973853
Hba-a2,6.29331748597086,6.38902422658126,2.28684111766349,2.05067567711068,1.74293311926163,2.09838554798112,2.2382490531966,2.57064660847124,5.58706587209856,1.88843733868294,2.77659472838175,2.63251501038658,3.15436195056678,2.75079541891998,2.77428157187131,1.91354383436801,2.88282214377469,1.01406999141906,2.6492897232833,2.47994612148459,2.59274906385387,2.16267502382854,2.52442437736988,2.30792801892741,2.93439858711712,2.88140049886299
Hba-x,3.42303190824089,6.2122027059527,2.16506829273845,1.91051095506813,1.5396652038989,1.84693154152101,1.96956787541925,2.15262199398622,1.79428736870368,1.3649679345635,2.42814048501978,2.3440488607672,2.591202116261,2.25921036460729,2.63461838325624,1.50837243596672,2.65634377085973,1.29313566707464,2.1342737629722,1.97907550076716,2.1566282606122,1.86217651948217,2.18715403549729,1.77606726788635,2.48815984575224,2.2503708288017
Hbb-bh0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hbb-bh1,0,2.72303378018307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hbb-bt,5.28134414019089,5.59202895745786,2.26412019466833,1.88897776966114,1.65421267073832,1.90725630138928,2.14214332587715,2.41902969700306,6.33788234811955,1.6138399733824,2.58546404418876,2.54528083130471,2.8897012783674,2.54760488296668,2.8108310872494,2.03587316446868,2.82499207671433,1.87162775266938,2.6691197971177,2.25109299059305,2.26206802337582,1.90848279554948,2.41748172891334,2.13413624012022,2.70862413311535,3.00193755919628
Hint1,0,0,1.21492462625717,1.04326385740581,1.31724597811239,1.11750209367243,0.935772909045268,0.822799384877389,0.756438413217229,1.00674640831049,0.936484737977592,0.637942535093327,0,1.04058365618855,1.09690885733312,1.02875387027177,1.03616931985578,1.39685396469252,0.690737415364066,1.182493126473,0.979001694051246,0,0.906120355662229,0.90558376925492,1.23088333886835,0
Hist3h2ba,0,0,0,0,0,0,0,0,0,0,0,0,1.19781830720213,0,1.14984848645667,0,0.991666684241254,0,0,0,0,0,0.739410099060875,0.78038289604843,0,0
Hjurp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hmgb1,0,0,0,0,0.393761697435728,0.801505434349694,0,0,0,0,0,0,0,0,0,0,0,0.977585217700494,0,0,0.733306786848645,0,0,0,0,0
Hmgn1,0,0,0.959860186482035,0.177876043844407,0.83727985222439,1.1227191057144,0,1.02898411994207,0,0.647723657506966,1.04414347509427,0.814069287098923,0.73094599161353,1.05043470155971,0,1.29975602081283,0.872890382656891,0.770506509187011,0,0.916967736406228,1.09285092679234,0.712639962479848,1.01468525480465,0.273706717958904,1.08796169240234,0
Hmgn2,0,0,0,0,0.490756981225112,0.486550334924282,0,0,0,0,0,0,0,0,0,0,0,0.254173577729826,0,0.530141982277809,0,0,0,0,0,0
Hmox1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hn1,0,0,0,0,0,0,0,0,0,0,0,0.293903629015126,0,0,0,0,0,0.570743315893208,0,1.08893587163607,0,0.986540534759186,0,0.853103922016406,1.22460627313335,0
Hnrnpa2b1,0,0,0,0.595520540426824,0.739610357709197,0.892992329732799,0,0,0,0.609032570905608,0,0,0.777538023508708,0,0,0,0.953172019444533,0.832795387137682,0.665401155328146,0.840877038775889,0,0,0.971257677728149,0.299648325043889,1.07546134278867,0
Hnrnpab,0,0,0,0,0.490756981225112,0,0,0,0,0,0,0,0,0,0,0,0,0.772626407894428,0,0,0,0,0.537610021844549,0.273706717958904,0,0
Hnrnpc,0,0,0,0,0.844890035894829,0.498449482749714,0,0,0,0.499750697459986,0,0,0,0,0,0,0,0.6707485606805,0,0,0,0,0,0.296958088347948,0,0
Hnrnpk,0,0,0.239879024376018,0,0.608290882268096,0.588373147730469,0,0,0,0.434294721094992,0,0,0.835984820329829,0,0.819785409375517,0.608585582295257,0,0.726961032067469,0,0.721023153060988,0,0,0.884764467390448,0,0,0
Hnrnpm,0,0,0,0,0,0,0,0,0,0.51867030043686,0,0.573566746782741,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hoxa7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hoxb8,0,0,0,0,0,0,0,0,0,0,0,0,1.33474698002552,0,0,0,0.978221272700609,0,0,0,0,0,0,0,1.08796169240234,0
Hsbp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215731441171836,0,0,0,0,0,0.688078646573798,0,0
Hsd3b6,0,0.868294842256756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hsp90aa1,0,0,0,0,1.22616917244516,0,0,0,0,0.643733069681532,0,0,0.893007951381226,0,0,0,0,0.926885459403481,0,0.721023153060988,0,0,0,0.622575573212853,0,0
Hsp90ab1,0,0,1.18423789523826,1.05357340291533,1.31724597811239,1.3991803423213,0.723110962346806,1.3616091301005,0,1.31884200546103,1.12631292607189,1.19798043113866,1.23285736024212,1.04414347509427,0.920837429801622,0.856575971978545,1.17787397499536,1.63312113146733,0.665401155328146,1.36943586233731,1.06233093714338,1.1778846359002,1.15882117560452,1.16033180479206,1.22460627313335,1.17710628499339
Hsp90b1,0,0,0.778647300961215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254173577729826,0,0,0,0,0,0,0,0
Hspa5,0,0,0.671597795661929,0.595520540426824,0.363709372859473,0,0.709555072078771,0,0,0.532236823769924,0,0,0,0,0,0,0,0.832902669620568,0,0,0.800730646586186,0,0,0.622575573212853,0,0
Hspa8,0,0,1.36629173544888,1.69602796645958,2.44637178433088,1.67729783569379,1.47408411112351,1.46485766029771,0.850107863154118,1.97243981961945,1.24235573142999,1.47608533835038,1.32864991771513,1.13902116795008,1.42455289552889,1.56320338680648,1.34153305499015,2.04685112969717,0.690737415364066,1.56850225714847,1.42397702208219,1.22055938189183,1.84260522160064,1.52072654866326,1.41711744078907,1.32909936354235
Hspe1,0,0,0.448122716757453,0.144020209776995,1.86812395045072,1.35774046998453,0,0,0,0.933884519371678,0,0.633093286287281,0,0,0,1.02401427857233,0,1.49731440640682,0,0,0.48435727302552,0.825210790319104,0,0.821181142218372,0,0
Id2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Id3,0,0,1.02917347600604,0,0,0,0,0.242737181191148,0,0,0,0.700435663100699,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idh2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ier3ip1,0,0,0,0,0.266146055081858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ifitm2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ifitm3,0,0,0,0.859415682665778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igf2,0,0,0.698845468404041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igfbp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3986179059943
Igfbp4,0,0,0,0,0,0,0,0,0,0,0,1.16988516482229,0,1.03793035989682,0,0,0,0,0,0,0,0,0,0,0,0
Igfbp5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igfbpl1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44677512153746,0,0,0,0,0,0,0,1.74967983986842,0
Il11ra1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ina,0,0,0,0,0,0,0,0,0,0,0,0,1.36497951799466,0,1.45304937359582,0,1.0967955835545,0,0,0,0,0,0,1.30267106349043,1.23468243085817,0
Itm2a,0,0,1.3288114250185,0,0,1.74945482284275,0,0,0,0,0,0,0,1.09778641410885,0,0,0,0,0,0,0,1.0304934864571,0,0,0,0
Itm2b,0,0,0,0.698841809565135,0.255195231300137,0,1.86259198371741,0,0,0.589811900467127,0,0.293903629015126,0,0,0,0,0,0.254173577729826,0.959870822386307,0,0,0.920735988781596,0,0.273706717958904,0,0.410692798621968
Krtcap2,0,0,0.913026708721007,0.169059271708775,0.416691044579164,0,0,0,0,0.71720251245535,0,0,0,0,0,0,0,0.725883157453699,0,0,0,0,0,0,0,0
Lamp1,0,0,0,0,0,0,1.05497711120134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laptm4a,0,0,0.737036495613233,0,0,0,0,0,0,0,0,0.637942535093327,0,1.04414347509427,0,0,0,0,0,0,0.614841928259328,0,0,0,0,0.930123268652713
Ldha,0,0,1.21373318191743,1.05181782196247,1.49739209975768,0.979783409169102,0.766680566614031,0,0,2.06459576062696,0,0.728508564189106,0,1.04058365618855,0,0.889858296678493,0,1.71812241004372,0,0,0,1.14051946882167,0.961747924915391,0.696386985930959,0,0
Ldhb,0,0,0,0,0,0,0,0.621208591241536,0,0,0,0,0,0,0,0.925228234950737,0,0,0,0,0,0,0,0,0,0
Lgals1,0,0.633961013848515,0.753077974875894,1.3027169618542,1.1732927292808,1.68639920244304,1.67605643679878,1.13564255785371,0.817598114194196,2.29014079719429,1.70748163585293,0.767552788590043,0,2.40463816544936,0,1.12214276023606,0,1.12946301021188,0,0,2.33733386947777,1.96720817933571,0,0,0,1.78460107324193
Lhx1os,0,0,0,0,0,0,0,0,0,0,0,0,1.55015822823533,0,0,0,0,0,0,0,0,0,0,0,0,0
Lsm6,0,0,0,0,0.363709372859473,0.766956704481311,0,0,0,0.609032570905608,0,0,0,0,0,0,0,0,0,0,0,1.8720566430854,0,0,0,0
Lum,0,0,0,0,0,0,0,0,0,0,0,0,0,0.916967736406228,0,0,0,0,0,0,0.877847988493549,0,0,0,0,0
Ly6e,0,0,0,1.47205790865313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lyz2,0,0,0,0,0,0,1.14603154951759,0,0,0,0,0,0,0,0,0,0,0,4.09522303300193,0,0,0,0,0,0,0
Maged1,0,0,0,0,0,0,0,0,0,0,0,0.279663117767615,0,0,0,0,0,0,0,0,0,0,0,0,0.896316723147313,0
Maged2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malat1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Map1lc3b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.807259098686245,1.07821403268246,1.08796169240234,0
Mapt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1749039734865,0,0,0,0,0,0,0,0,0.7977253096858,0,0
Marcksl1,0,0,0,0,0,0.622472328791357,0,1.04680658966563,0,0,0.858357621544633,0,1.26134273719119,0,1.35883050195494,0,1.41882564088021,0,0,0,0.960621163922824,0,1.05453110844287,1.24141089097267,1.29763396662507,0.975562954396062
Mdh1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.669312762873353,0,0,0,0,0,0,0,0.77063554372674,0,0
Mdk,0,0,0,0,0,0,0,0,0,0,0.944389491311804,0,0,1.10276884310658,0,0,0,0,0,0,0.960621163922824,0,0,0,0,0
Meg3,0,0,1.19130990436781,0,0,0,0,0,0,0,1.80584261780293,0,1.28575707135263,2.53835490682074,1.56483302351346,0,1.10176856843543,0,0,1.17101616839847,1.89711332258967,1.43462907037347,0,0.962327088956017,1.07546134278867,1.38804145761369
Mest,0,0,1.00469456245835,0,0,0,0,0,0,0,0.755063400481774,1.29497424763483,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mfap2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mfap4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25041430285686,0.647166455720899,0,0
Mif,0,0,1.00077768742762,0.929180916966727,1.22616917244516,1.27614969576896,0.802281590081837,0.762855158868303,0,1.12449521163582,0,0.623702023845816,0.408529985196748,0,0.277689518120192,1.36417503118787,0,1.66958651089832,0,1.20557089520597,0.872274735458215,0.926274048544653,0.267887673595789,0.77063554372674,0,0
Minos1,0,0,0,0.67260525894799,0.7174332840636,0,0,0,0,0.796317802489093,0,0.279663117767615,0,0,0,0.925228234950737,0,0.861332150416382,0,0,0.832408337415396,0,0,0,0.626814226877383,0
Mkrn1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mllt11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.966923468317201,0,0,0,0,0,0,0,0,1.12372864234667,0,0
Mmp14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morf4l2,0,0,0,0,0.363709372859473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mrfap1,0,0,0,0,0,0,0,0,0,0,0,0.344038906078201,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mt-Co1,0,0,1.16340680201231,1.43250761042772,1.3654861669636,1.45125089524322,1.4575661581535,1.37447557160188,0.972024081194649,1.60850908120093,1.31919331783201,1.67352221312058,1.36006674703768,1.29763396662507,1.69350377064413,1.61689352436609,1.38711036580065,1.34603969466687,1.18832112786902,1.52019167154707,1.10176856843543,1.55899554799489,1.43986628866839,1.63071283231301,1.19421012280873,1.21255529211323
mt-Cytb,0.978611483375928,0.626977507915299,2.320923699356,2.20289655493128,2.17655406374742,2.4389260737737,2.40701087397462,2.58009125358149,1.34001855848456,2.41530034751484,2.32852691557269,2.73542345501876,2.37572709410108,2.31460117758294,2.65161869929798,2.67669794735343,2.30257970515396,2.23198908913403,2.07580650033103,2.46170748667443,2.15008155567692,2.62992265744343,2.6972143211172,2.55023694153681,2.44084152229561,2.04551394906884
mt-Nd1,1.17672512909469,0.754379576200223,2.49836693318961,2.26134092732643,2.52463556438271,2.57226190679562,2.65343340439923,2.54373366323458,1.80004410341999,2.60230477125763,2.33128616154314,2.16567902353673,2.30943217997835,2.27069319043349,2.47817856097817,2.86649112205157,2.14286213042085,2.34033444078654,1.18832112786902,2.52063545901956,2.37155038864521,2.72847876802746,2.3874479098833,2.43081487152019,2.27069319043349,2.1212207585613
mt-Nd2,0,0,1.33362539034512,1.03859358422447,1.20859867183068,1.44811468223205,1.2781784684618,1.29203695310952,0.629328859261488,1.15354265465636,1.38224156102542,1.29252742267826,1.05636689775109,1.20376191697672,1.35147164524794,1.56320338680648,1.16649086997666,1.08053805222172,0.820299787454575,1.29904784728405,1.2700291457866,1.2450785827502,1.25046124812149,1.58767751735254,1.19421012280873,1.28551370520257
mt-Nd4,0,0,1.77665118738927,1.56805581477396,1.22616917244516,1.80907464312704,1.79047251156251,1.86423391819792,0.902872647004579,1.63299774525459,1.75876702441275,1.79103264869335,1.41888128172123,1.6388242497495,1.98060320281107,2.03459820993235,1.80366324706224,1.22009334526538,0.959870822386307,1.86938165846232,1.72723909316169,2.00927588287442,1.80730413460676,1.96777506323242,1.74967983986842,1.44421960936255
mt-Nd5,0,0,0,0,0.266146055081858,0,0,0,0,0.604151281376289,0,0,0,0,0,0.942942002525883,0,0.254173577729826,0,0,0,0,0,0.570664806306851,0,0
mt-Rnr2,0,0.770023649392408,0,0,0,0,0,0,0,0,0,0,1.05540699132246,0,1.0508282526993,0,0.932936755132264,0,0.716473005166191,0,0,0.966343711687193,0.768700947143304,0,1.22460627313335,0
Mt1,0,0,0,0,1.93970571495335,0,1.06979269529062,0,2.5708231052244,0,0,0,0,0,0,0,0,0.215731441171836,0,0,0,0,0,0,0,0
Mt2,0,0,0,0,1.31724597811239,0,0,0,1.95783002140628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mtdh,0,0,0,0,0,0,0,0,0,0,0,0.339189657272155,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myl12a,0,0,0,0,0,0,0,0,0,0,0,0.279663117767615,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myl6,0,0,0,0.346935315553182,0.335970340982434,0,0,0,0,0.174788019609944,0,0.773794592446136,0,0,0,0,0,0,0.690737415364066,0,0.614841928259328,0,0,0.823484254954395,0,0
Myl9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87920162109736,0,0,0,0
Naca,0,0,0.97138296985687,0.781437975497442,1.12006981059239,1.14310343552137,0.525282785422092,1.02167491210805,0.366230266572656,0.981152024661194,0.861943908585498,0.636059874790113,0,1.04058365618855,0,0.942942002525883,0,1.10004276574768,0.461197997359392,0.863748647935323,0.979001694051246,0.830225778379972,1.01128551476043,0.622575573212853,0,1.01137442882782
Ncl,0,0,0,0,1.11168802043667,0.206983148915647,0,0,0,0.529019093520588,0,0,0,0,0,0,0,0.987273968485436,0,0,0,0,0,0,0,0
Ndn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.530141982277809,0,0,0,0,0,0
Ndufa11,0,0,0,0,0.280661062963634,0,0,0,0,0,0,0,0,0,0,0,0,0.64522139215016,0,0,0,0,0,0,0,0
Ndufa2,0,0,0,0.43888877907468,0.255195231300137,0,0,0,0,0.372900286848548,0,0,0,0,0,0,0,0.833014916976384,0,0,0,0.698089381472705,0,0.746026758410696,0,0
Ndufa3,0,0,0,0.688412600264075,0,0,0.573862114489961,0,0,0.732824890853129,0,0,0,0,0,0.856575971978545,0,0.6707485606805,0,0,0,0,0,0.794091376259313,0,0
Ndufa4,0,0,0.933321504633853,0.735037059265306,0.894531032028918,1.06233852573745,0.982923274188263,1.07451570979923,0.636673966646956,0.849630076004452,1.00221057395765,1.04966168284835,1.19721563371116,1.11287735297012,1.22092053685934,1.12474530485105,1.02832110999984,0.832795387137682,0,1.12736055921369,0.877847988493549,0.799935203673062,1.03775680893251,1.31101857687672,1.23088333886835,1.19075882566307
Ndufa5,0,0,0,0,0.976353520168494,0,0,0,0,0,0,0,0,0,0,0.608585582295257,0,0.334835343033365,0,0,0.744244591869031,0,0,0.853103922016406,0,0
Ndufa7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600442006369919,0,0,0,0,0,0,0,0.573355043002793,0,0
Ndufb5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.716413936507459,0,0,0,0,0,0,0,0
Ndufb8,0,0,0,0,0.416691044579164,0.432723823260865,0.36112027385647,0,0,0.59569708646724,0,0,0,0,0,0,0,0.652482955810518,0,0,0,0,0,0.78038289604843,0,0
Ndufb9,0,0,0,0.177876043844407,0.895991505018072,0.619396809227733,0,0,0,0.609032570905608,0,0,1.00397200419579,0,0,0,0,0.316569738163383,0.461197997359392,0,0.872890382656891,0,0.630015877780669,0.779409382336773,0,0
Ndufc1,0,0,0,0,0.490756981225112,0,0,0,0,0.457618968723652,0,0,0,0,0,0,0,0.215731441171836,0,0,0,0,0,0.273706717958904,0,0
Ndufv3,0,0,0,0,0.393761697435728,0,0,0,0,0.770684953204428,0,0,0,0,0,0.669312762873353,0,0.707617552583717,0,0,0,0,1.07090272791887,1.24141089097267,0,0
Nedd8,0,0,0,0.334936849169078,0.471962047980906,0,0,0.300939981096492,0,0.643733069681532,0,0.293903629015126,0,0,0,0.669312762873353,0,0.893183896219637,0,0,0,0.305179942944702,0.842606503785668,0.7977253096858,0,0
Nefl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68722042045356,0,0,0,1.88114938981662,0,0
Nhp2,0,0,0,0,1.3662741480339,0,0,0,0,0.594103409779003,0,0,0,0,0,0,0,1.05217057644033,0,0,0,0,0,0,0,0
Nme1,0,0,0,0.165877577460302,1.22616917244516,0.995719221581474,0,0.577774888599522,0,1.04494362721347,0,0,0,0,0.990337913633277,0,0.86224415906009,0.893183896219637,0,1.00715604418379,0,0,1.05499029983524,1.1250005396878,0,0
Nnat,0,0.63764488916604,0,0,0,1.06885484863114,0,0.996909821235008,0,0,0.937197688540334,0.623702023845816,1.71680328133186,0.722692413637298,2.01611838517767,0,2.00799784670489,0,0,1.86938165846232,1.00964787041548,1.02360826261321,2.34631555183363,1.98242753412678,1.3522381285881,1.33141011615811
Nop10,0,0,0,0.144020209776995,1.00931488592856,0.197003296984214,0,0,0,0.529019093520588,0,0,0,0,0,0,0,1.16131018216889,0,0,0,0,0,0,0,0
Npc2,0,0,0,0.718282870188458,0.280661062963634,0,0.65088424978475,0,0,0.187225065962419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Npm1,0,0,1.29414647277816,1.40097111890545,2.54533359778118,1.60309450436543,0.709555072078771,1.03773571614576,0,1.66628280470876,1.12736055921369,0.573566746782741,0,0.974338456556927,0,1.43615556035701,0,1.4643267575242,0,0.721023153060988,1.00964787041548,1.25308437406714,0.985461015314677,0.746026758410696,0.896316723147313,0
Npy,0,0,0,0,0,0,0,0,0,0,0,0,2.16617288360623,0,0,0,0,0,0,0,0,0,0,0,0,0
Nrep,0,0,0,0,0,0,0,0,0,0,0.822474362904878,0.279663117767615,0.99007570476526,0,1.27756079949702,0,1.15533718288938,0,0,0,0.769048043914307,0,1.03310725603009,0.840909273006965,1.31482042416127,0.979904948694855
Nsg1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0266127133214,0,0,0,0,0,0,0,0,0,0,0
Nsg2,0,0,0,0,0,0,0,0,0,0,0,0,0.732241989720677,0,0,0,0,0,0,0,0,0,0,0,0,0
Nudt4,0,1.0865149577002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P4hb,0,0,1.34419238203493,0,0.551005305840054,0,0,0.328340915210816,0,0.187225065962419,0,0,0,1.04058365618855,0,0,0,0,0,0,0,0,0,0,0,1.09100821175021
Pabpc1,0,0,0,0,0.674722844422444,0.658946854378715,0,0,0.571516299734376,1.10641220871551,0,0.356396757022498,0,0,0,0,0,0.570743315893208,0.461197997359392,0,0,0,0,0,0,0
Pafah1b3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcbp1,0,0,0,0,0.613640196682805,0,0,0,0,0,0,0.633093286287281,0,0,0,0,0,0.926885459403481,0,0,0,0.799935203673062,0,0,0,0
Pclaf,0,0,0,0.648370236966496,0,0,0,0,0,0.385337333201024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcsk1n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.851943184169069,0,0,0,0,0,0,0,0,0,0,0
Pdap1,0,0,0,0,0.674722844422444,0.652927359191627,0,0,0,0,0,0,0,0,0,0.856575971978545,0,0,0,0,0,0,0,0.669525108996648,0,0
Pdia3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pdia6,0,0,0.899590246655954,0,0,0,0.569189832273865,0.242737181191148,0,0,0,0,0,1.11800488431795,0,0.600442006369919,0,0,0,0,1.03179385364982,0,0,0,0,0
Pdzk1ip1,0,0.642381500919093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pebp1,0,0,0,0,0,0,0,0,0,0.567201402007571,0,0,0,0,0.863749081224681,0.942942002525883,0,1.09847131289992,0,0.458355298293232,0,0,0,0.764261889161361,0,0
Pf4,0,0,0,0,0,0,2.53026231221534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pfn1,0,0,0,1.08361139019513,0.516463199665095,0.840453594674797,1.03969765348243,0,0,1.00541865201426,0,0.700435663100699,0,0,0,0,0,1.13294270638751,0.665401155328146,0,0,0.714719185577137,0,0,0,0
Pfn2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pgrmc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pkm,0,0,0.789052971032314,0.77539733656038,0.507121351102776,1.03837335691211,0.602457102790875,0.151617025035188,0,0.985470669477509,0,0.344038906078201,0.945706811383189,0,1.02851530652231,0,0.946569373779383,0.772626407894428,0.461197997359392,0.930118330440748,0.945114962718679,0.873471463877001,0.608072935258803,0.978356602751176,1.06233093714338,0.466115246782766
Postn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ppdpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ppia,0,0,0.897644032853709,1.13914944158416,1.17864118793593,1.04058365618855,0.836338475964816,1.05085730441966,0,1.20998696740553,0,0.915207022332432,0,0.633139476326765,0,1.05406535066839,0,1.60385292207234,0,1.2183966430523,1.15754991655306,0.989008555083779,0,0.96708429977656,0,0
Ppib,0,0,0,0,0.393761697435728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ppp1ca,0,0,0,0.759206459397993,0.672909617185941,0,0,0,0,0.626761779835844,0,1.03900570256601,0,0,0,0.600442006369919,0,0.335913217647135,0,0,0,0,0,0,0,0
Prdx1,0,0,0.76448180839841,0.835080252250308,0.582363200925589,0.933496353778772,1.25801021918674,1.03904835175967,0,0.700710057767279,0,0,0,0,0,0.925228234950737,0,0.901171107094483,0,0.646854114569146,0.932230493565532,0,0,0,0,1.11140263159154
Prdx2,1.09432691764855,1.21184598375175,0,0,1.3654861669636,0.802542826133127,0,1.12753374599937,2.12647186425522,0,0.83690304044099,0.695586414294654,1.33399700412414,0.758741519917815,1.36708709218426,1.02315741752921,1.53322616741517,0.726961032067469,0,1.30975768647884,0.877847988493549,0.96522364759362,1.57976428136862,0.889539068847431,1.44677512153746,0.464008021869947
