,unassigned,Spleen_10,Spleen_8,Spleen_11,Spleen_2,Spleen_1,Spleen_5,Spleen_4,Spleen_7,Spleen_9,Spleen_6,Spleen_3
mt-Nd4,1.27640689621187,0.953717495746812,1.12276813426347,0.773228272966962,1.27985516034979,1.35402733349027,0.88227465698247,0.958381927849566,1.40970780661141,1.44421861380449,0,1.24449345647846
mt-Nd5,0,0.289471799760513,0,0,0,0,0,0,0,0.675067062207433,0,0
mt-Rnr2,0,0,0,0.981261581769352,0,0,0,0,0,0.820054166768584,0,0
Myl12a,0,0.298013392510413,0,0.38129380178196,0,0,0,0,0,0,0,0
Myl12b,0,0,0.423795984967914,0.668057161263281,0,0,0,0,0.669512043420215,0.71295427999919,1.0067713572382,0
Myl6,0,0.557042547691178,0.492960813071508,0.981261581769352,0.957650855095131,0,0.751867493219366,0.627178562925854,0.663982621603425,0.892385141566528,0,1.15880839196653
Mzb1,0,0,2.09316884645723,0,0,0,0,0,0,0,0,0
Naca,0.976049698109823,0.888305371911219,0.732927038780501,0,0.991163924714218,0.879764106081628,0.500651015842525,1.008444117513,0,0.840797675969432,0,0.360801256335664
Napsa,0,0,0,0,0,0,0.54210894801972,0.87285092098931,0,0,0,0
Ndufa13,0,0.490112520120608,0,0,0,0,0,0,0,0.815978604307406,0,0
Ndufa2,0,0.654379238124209,0.492960813071508,0.153982101472987,0,0,0,0,0,0,0,0
Ndufa3,0,0.727601275915587,0.407825047361211,0.271643874035594,0,0,0,0,0.276944659838828,0.32086973095087,0,0
Ndufa4,0,1.02227045669178,0.477727063150814,0,0,0,0,0,0.74644506384887,0.26953407500061,0,0
Ndufa7,0,0.246081132157318,0,0.263632029219353,0,0,0,0,0,0,0,0
Ndufb9,0,0.861611383727252,0,0,0,0,0,0,0,0,0,0
Ndufs7,0,0.538991073494646,0,0,0,0,0,0,0,0,0,0
Nedd8,0,0.588936867791064,0,0,0,0,0,0,0,0,0,0
Nfkbia,0,0,0.407825047361211,0.204810575415578,0,0,0,0,0,0,0,0
Ngp,0,0,0,5.25117697571068,0,0,0,0,0,0,0,0
Nkg7,0,0,0,0,0,0,0,0,0,0,0,2.29872363498796
Nme1,0,1.09385140164168,0.552174779528805,0,0,0,0,0,0,0,0,0
Nol7,0,0.0486014305154591,0,0,0,0,0,0,0,0,0,0
Nop10,0,1.08334027037752,0,0,0,0,0,0,0,0,0,0
Npc2,0,0.255717052447816,0,0,0,0,0.754161800922934,0,0.648629401853643,0.410193807453747,0,0
Npm1,0,1.33072060824475,0,0,0,0,0,0,0,0,0,0
Npm3,0,0.508319396620593,0,0,0,0,0,0,0,0,0,0
Oaz1,0.885462701299201,1.27139886609255,1.04949217812996,0.688255083509118,1.06151124271686,0.863333834081972,0.922168413649507,1.008444117513,0,1.35794006182381,0,0
Ostf1,0,0,0,0.572648641524162,0,0,0,0,0,0,0,0
Pabpc1,0,0.659120316946865,0.407825047361211,0.476454449451172,0.792720552212731,0,0.999314803394644,0,0.653469171593713,0,0,0.785741202597897
Park7,0,0.727601275915587,0.258547872381849,0,0,0,0,0,0,0,0,0
Pcbp1,0,0.418842455639279,0.224250583800168,0,0,0,0,0,0,0,0,0
Pcbp2,0,0.42457409925593,0,0.204810575415578,0,0,0,0,0,0,0,0
Pfdn5,0,0.241127913694025,0,0.38129380178196,0,0,0,0,0,0,0,0
Pfn1,1.33709655591826,0.939781781451727,0.859699502055973,1.68231109688136,1.39137373927887,1.26855219096336,1.30599959681974,1.32730328486346,1.12424839711332,1.17615954895352,1.75190041528269,1.71801492965961
Pkm,0,0,0.38459981797769,0.733307785766109,0,0,0,0,0,0,0.88227465698247,0
Plac8,0,0,0,0,0,0,1.6108508545072,0,0,1.68067467759408,0,0
Ppdpf,0,0.0486014305154591,0,0,0,0,0,0,0,0,0,0
Ppia,1.54927522215251,2.50654565463052,1.04949217812996,1.20809031769525,1.89624300533616,1.41623974148679,1.18140144582683,1.69128086708349,1.30807279210087,2.26240417582692,0.947948431282079,1.64782069284877
Ppp1ca,0,0.521440676775595,0.347789872741667,0,0,0,0.687570865972761,0,0.318731438399108,0.389450298252899,0,0
Ppp1r18,0,0,0,0.358792676888565,0,0,0,0,0,0,0,0
Prdx1,0,0.473297250326515,0.38459981797769,0,0,0,0,0,1.18066700099768,0,0,0
Prdx5,0,0,0,1.8883333028069,0,0,0.94721217719572,0,0,0,1.17444140435944,0
Psap,0,0.227873599411607,0.258547872381849,0,0,0,2.06293584923288,0,2.19684565503287,1.81259769552793,1.09717866625364,0
Psma1,0,0.655373683735229,0,0,0,0,0,0,0,0,0,0
Psma2,0,0.729469288001048,0,0,0,0,0,0,0,0,0,0
Psma7,0,0.575462114112878,0,0,0,0,0,0,0,0,0,0
Psmb1,0,0.489507756912099,0.347789872741667,0.153982101472987,0,0,0,0,0,0.784801199772248,0,0
Psmb3,0,0.42457409925593,0,0,0,0,0,0,0,0,0,0
Psmb8,0,0,0.412379229988368,0,0,0,0.591718833848452,0.952143035615219,0,0.892385141566528,0,0
Psme1,0,0.255717052447816,0,0.524884553104896,0,0,0,0.698807866243206,0,0.710320029203768,0,0
Psme2,0,0,0,0.109649927746366,0,0,0,0.609969096803843,0,0,0,0
Ptma,0.870991007401441,1.52381617072761,0.654581579029688,0.712591486857758,0,0.814419408511049,0,1.05040347211335,0,0.865481665856118,0,1.20829685683145
Ptp4a3,0,0,0,0,0,0,0,0,0,0,0,0
Ptpn18,0,0.0637784735631905,0,0.204810575415578,0,0,0,0,0,0.32086973095087,0,0.952442451785947
Ptpn6,0,0,0,0,0,0,0,0,0,0,0,0
Ptprc,0,0,0,0,0,0,0,0,0,0,0,0
Ptprcap,1.11238347032065,0,0.61661436927547,0,1.0882629621941,1.14690246975677,0,0,0,0,0,1.24926122745297
Rabac1,0,0,0.477727063150814,0.153982101472987,0,0,0,0,0,0,0,0
Rac2,1.22632671494437,0.184204347070146,0.224250583800168,1.48167009520772,1.17156713935424,1.20130099262641,1.01349728489557,0.956126188559938,0.679498979232014,1.22574857697471,1.39427457358168,1.3786856303272
Rack1,0,1.29033979956837,0.725408299972686,0.38129380178196,0.232610398920378,0,0,0,0,0,0,0
Ran,0,1.44635031456831,0,0.153982101472987,0,0,0,0,0,0,0,0
Rap1b,0,0,0,0,0,0,0,0,0,0,0,0
Rbm39,0,0.182533233414243,0,0,0,0,0,0,0,0,0,0
Rbx1,0,0.353953385355715,0,0.109649927746366,0,0,0,0,0,0,0,0
Reep5,0,0.0751200331290125,0.224250583800168,0.271643874035594,0,0,0,0,0.878851554386192,0.26953407500061,0,0
Retnlg,0,0,0,0,0,0,0,0,0,0,1.42575926207168,0
Rhoa,0,0.0751200331290125,0,0.204810575415578,0,0,0,0,0,0,0,0
Rnf167,0,0,0,0.263632029219353,0,0,0,0,0,0,0,0
Rpl10,1.45882116416863,1.74248489788078,1.86711786038893,1.0058595378931,1.67635854330283,1.53480509966843,1.75190041528269,1.76201752668619,1.4275517822798,1.91104651379348,1.23652072002532,1.44074644215863
Rpl10-ps3,0,0.579414054678233,0.407825047361211,0,0,0,0,0,0,0,0,0
Rpl10a,1.19439037838551,1.3399842661343,0.860000713837777,0,1.16870825295805,1.15019554212119,0.876595412313999,0.959136294635533,0.939398766619102,0.994815835584349,0,0.919484062441334
Rpl10a-ps1,0,0.799967565537967,0,0,0,0,0,0,0,0.302760472545443,0,0
Rpl12,1.18844911731457,1.19420772986894,0.492960813071508,0,1.28123986832082,1.01307435914344,0,0,0.57085095034187,0,0,0.88645492620874
Rpl13a,0,0.659120316946865,0,0,0,0,0,0,0,0,0,0
Rpl14-ps1,0,0.806177309793802,0.38459981797769,0,0,0,0,0,0,0,0,0
Rpl15,1.23523665169045,1.40716944265155,0.860000713837777,0.665149592000312,1.32209503033409,1.14125933898316,0.88227465698247,1.16756728912984,0,1.00044867615064,0,0.958208847178894
Rpl17,1.08875429726461,1.07126674474159,0.860000713837777,0.448888283277744,1.10523326488899,0.980573176671222,0.871610070616035,0.68378092347998,0,0.751473599466555,0,0
Rpl18,1.27640689621187,1.58963911890879,0.68795221583822,0.38129380178196,1.32209503033409,1.19558616996376,1.1269792382506,0.958381927849566,0.680025493429927,0.865481665856118,0,1.02741490236861
Rpl21,1.40432044111789,1.52001628297609,0.950905341674315,0.635788698547339,1.38356514742955,1.36345764732548,0.986338278569195,1.12172051594772,1.09521727453279,1.11591569205108,1.0109641305557,1.20829685683145
Rpl22,1.08240294321001,1.26825774627638,0.860000713837777,0,1.16134037119332,1.07183015583129,0,1.04949217812996,0.329897963454535,0.434877797340433,0,0
Rpl22l1,0,1.02876281037594,0,0.153982101472987,0,0,0,0,0,0,0,0
Rpl23,1.4425320814769,1.61283955178459,1.12276813426347,0.398059809335154,1.60590097350862,1.44521953918652,1.06333735836545,1.36663250105759,0.99543710665456,1.31103704858602,1.2200453747755,1.234463727983
Rpl23a,1.63985531523707,1.71361324529145,0.873265347108714,0.271643874035594,1.74155189346297,1.4068612838738,1.31766218110798,1.65058182991344,1.20913104104019,1.14637876105005,0.993594162144977,1.21147223199132
Rpl24,0,0.875130127789166,0.61661436927547,0,0,0,0,0.808533165670383,0,0,0,0
Rpl27,1.25347519711971,1.64610693256485,0.627811447860025,0.244077707862166,1.26719648653451,1.22759259894333,0.96292667159842,1.04949217812996,0,0.733364341061128,0.975267487841493,1.21026753774503
Rpl27a,1.34166891361814,1.52832785200726,0.880373164868853,0,1.43453476366936,1.34166891361814,1.16642984012104,1.466189491945,0.318731438399108,1.29812627888412,0,1.19260424706835
Rpl28,1.11238347032065,1.25842552651645,0.732927038780501,0.204810575415578,0.999726218491956,0.971763741434289,0.737955226739541,0.811196385939125,0,1.01338317486188,0,0
Rpl29,0,1.19256571450602,0.552174779528805,0.28080684524273,0.80328260357458,0,0,0,0,0.623630203496313,0,0
Rpl3,1.47551427476587,1.90017831498495,1.1224686051522,0.244077707862166,1.78751194001968,1.40600994212547,1.26550532126508,1.28054671714577,0.812431983967248,1.32382489842774,0.96292667159842,1.22779043552332
Rpl3-ps1,0,0.937334916303337,0.38459981797769,0,0,0,0,0,0,0,0,0
Rpl31,1.17099371064686,1.37969569854427,0.873265347108714,0.28080684524273,1.17386530268523,1.15462634564309,1.10574079624152,0.869139241099625,0,1.79320077173416,0.890613294935676,1.16587625855196
Rpl31-ps8,0,0.473297250326515,0.347789872741667,0,0,0,0,0,0,0.799644105706646,0,0
Rpl34,1.34166891361814,1.29136437412804,0.862216257570103,0.51572158189776,1.36902458063345,1.31913743756687,1.04586344359579,1.13711490102253,1.12103339206199,1.39540331061478,0.993594162144977,1.27455512071312
Rpl34-ps1,0,0.313282082551052,0,0,0,0,0,0,0,0,0,0
Rpl35a,1.3493644266418,1.4926265179888,1.32971634533332,0.733307785766109,1.42271550968417,1.30599959681974,1.23995878638173,1.15965387967547,0.696252967982075,1.23866729591994,1.0067713572382,1.11395861328076
Rpl35a-ps6,0,0.231662835931175,0,0,0,0,0,0,0,0,0,0
Rpl36a,1.20281440399273,1.1315204445652,0.73271000905508,0,1.20342125386416,1.17907298950235,0,0.956126188559938,0.276944659838828,0.95335559778467,0,0.466722449619891
Rpl36a-ps2,0,0.235281229923095,0,0,0,0,0,0,0,0,0,0
Rpl36al,0,1.1965689560384,1.21661958972203,0,0,0,0.876595412313999,0,0,0.932896551852294,0,0
Rpl37rt,0,0.788133306338126,0.353061363454568,0,0,0,0,0.618145210653278,0,0,0,0
Rpl38,1.43188946677163,1.79594210116179,1.20281440399273,0.545082475350734,1.43453476366936,1.37585046236713,1.03690509271726,1.17617329338113,0.57085095034187,1.17522672307799,0.96292667159842,1.37706188090589
Rpl38-ps2,0,0.327686096371906,0,0,0,0,0,0,0,0,0,0
Rpl39,1.33709655591826,1.52832785200726,0.723288929047586,0.448888283277744,1.30745219697481,1.3482041919457,1.11135607627327,1.35872493576207,1.06947396920255,0.932896551852294,1.09717866625364,1.20465183343987
Rpl39-ps,0,0.550166271606621,0,0,0,0,0,0,0,0,0,0
Rpl5,0.799092312639735,1.1938663827515,0.353061363454568,0,0.990779976013732,0,0,0.684535503277119,0,0.302760472545443,0,0
Rpl6,1.31034714594947,1.64367649363336,0.862216257570103,0.775882827618817,1.33510680245094,1.29172905206385,1.15129960502896,1.05040347211335,0,0.302760472545443,0,1.19618786904018
Rpl7,1.30599959681974,1.3777079651448,0.836001672163674,0.353727635608532,1.29172905206385,1.27709844147347,1.1269792382506,1.09817875771284,0.649155916051556,1.07104245848665,1.1165130550664,1.24493996077229
Rpl7a,0,0.988426082228602,0,0.153982101472987,0,0,0,0,0,0.692210770798342,0,0
Rpl9,1.31034714594947,1.7504950306178,0.732927038780501,0.769518546484159,1.40516519162168,1.35169204777175,1.18081811919895,0.959136294635533,0,1.13936965444024,1.0067713572382,1.11703783651303
Rpl9-ps6,0,0.606465520878944,0,0,0,0,0,0,0,0,0,0
Rplp0,1.50624002404345,2.06939308622283,1.40095453067566,0,1.74644137006795,1.42663153219737,1.3493644266418,1.41281201025592,1.24591601810472,1.41556159820966,1.29172741010446,1.26552983458681
Rplp2,1.49552212336094,1.87863664297848,1.10320801444639,0.656239635404289,1.72385457630536,1.42489044085874,1.3493644266418,1.17617329338113,1.10803819514151,1.05753888559751,1.09717866625364,1.18315538656433
Rps10,1.11238347032065,1.29727735326269,0.492960813071508,0.38129380178196,1.17099489242395,1.00553509818428,0.986338278569195,0.774500632041101,0,0.733364341061128,0,0
Rps10-ps2,0,0.812633343825995,0,0,0,0,0,0,0,0,0,0
Rps12,1.24168543695944,1.51746374531663,0.873265347108714,0.685600528857262,1.27916519212144,1.31987418418254,1.09717866625364,1.06427395478024,1.01535269684858,0.26953407500061,0.947948431282079,0.993596923164293
Rps13,1.59732616634825,1.60788205634353,1.06380544116607,0.81071533672214,1.70105811256325,1.46065571052368,1.41796034683529,1.4425320814769,0.329897963454535,1.21024940785476,1.21259709404547,1.30710762907103
Rps13-ps2,0,0.727601275915587,0.423795984967914,0,0,0,0,0,0,0,0,0
Rps15,1.58844758205676,1.5375853817536,1.1224686051522,1.10542900257864,1.62521051413381,1.45516701098139,1.26550532126508,1.33205512123442,0.978704304330546,1.21631380017135,0.890613294935676,1.20039988184379
Rps15a-ps6,0,0.227873599411607,0,0,0,0,0,0,0,0,0,0
Rps15a-ps7,0,0.342275235125698,0,0,0,0,0,0,0,0,0,0
Rps16-ps2,1.01860344666205,1.23629918357896,0.723288929047586,0,1.21879727373509,0.836867459198492,0.707989859098651,0.948685871801321,0,0.656957803802006,0,0
Rps17,1.19200635965125,1.6149744624692,0.723288929047586,0.288868087257448,1.24624263257874,1.15462634564309,0.540000098160407,0.911170007970083,0.276944659838828,0.988371405806316,0,0
Rps18,1.62811614963871,2.01841020263761,1.07660858026907,0.773228272966962,1.86382963218985,1.41753104210033,1.1908181157512,1.27571969426096,0.793255445842218,1.21024940785476,1.17444140435944,1.31071353301578
Rps19-ps6,0,0.4578603767231,0,0,0,0,0,0,0,0,0,0
Rps2,1.77358065477605,2.39470676611912,1.17945938457604,0.244077707862166,1.88204906215804,1.55032044395058,0.922168413649507,1.35246919640059,1.09164217181696,1.40732613460674,1.19439037838551,1.20039988184379
Rps20,1.43188946677163,1.40135077916472,1.1224686051522,0.820935529875809,1.44432492496776,1.42184954114726,0.881639886065187,1.23012852610905,0.765621601973901,0.988371405806316,1.29172741010446,1.18211979758589
Rps21,1.42314934952012,1.65088738698101,0.750953761777963,0.51572158189776,1.54220181113269,1.42896349069098,1.18963237106423,1.32357736664242,1.10880836760482,0.926452122074261,1.23652072002532,1.25088778123688
Rps23-ps1,0,0.614765690765942,0.38459981797769,0,0.842595583808597,0,0,0.698807866243206,0,0,0,0
Rps24-ps3,0,0,0,0,0,0,0,0,0,0,0,0
Rps25,1.42488814320651,1.6353116226267,0.862216257570103,0.448888283277744,1.42926978827526,1.36982327225276,1.16642984012104,1.35246919640059,0.849361985220961,1.26726572803083,0,1.14967172641433
Rps26-ps1,0,0.680947404120193,0,0,0,0,0,0,0,0,0,0
Rps27a,1.36822588901413,1.54170690214485,1.01746412001023,0.689637279086834,1.40095669759267,1.35872493576207,1.34014107767615,1.466189491945,0.669512043420215,0.98628190665232,1.29172741010446,1.21825006721963
Rps27l,0,1.21515037140611,0.73271000905508,0,0,0,0,0,0,0,0,0
Rps27rt,1.04136417312816,0.397098525459053,0.353061363454568,0,1.26618124908418,1.19618533210371,0.871610070616035,0.704768339377338,0,0.302760472545443,0,0
Rps28,1.71443689033068,1.60746978267142,1.21630916428077,0.773228272966962,1.92106040402617,1.45607930794684,1.3493644266418,1.52079381321243,0.74644506384887,1.42110193015839,0,1.2589136918512
Rps3a2,0,0.398084346200336,0,0,0,0,0,0,0,0,0,0
Rps4x,1.12909725812505,1.39491904405527,0.68795221583822,0.524884553104896,1.15629802755294,1.13711516910545,0.54210894801972,0.87285092098931,0,1.01338317486188,0,0
Rps5,1.26957012471783,1.71962226776636,0.859699502055973,0.153982101472987,1.31071094515231,1.21755187330963,0.876595412313999,1.08046425080871,0.612637728902149,1.21631380017135,0.890613294935676,1.13897528815164
Rps6,1.45213699643977,1.73917636367033,0.859699502055973,0.153982101472987,1.9189521384448,1.40095453067566,1.06333735836545,1.4425320814769,0.896172367214308,1.63639068725825,0,1.27428943479453
Rps6-ps4,0.686429396465024,1.06982650337376,0.492960813071508,0,1.12883211380792,0,0.591718833848452,0.808533165670383,0,0.875493364580143,0,0
Rps7,1.8372078322864,1.72017482541103,1.2472701149233,0,2.04682850205417,1.7734400741655,1.20524439630526,1.53021623836092,0.688688581545246,1.68781317170191,1.1165130550664,1.3356258241037
Rps8,1.3493644266418,1.84809622502597,0.950905341674315,0.387250316020551,1.3714246668019,1.30096662531991,1.0194596866938,1.1269792382506,0.878851554386192,1.18789591210617,1.1165130550664,1.20160457609008
Rsrp1,0,0.153848842853841,0.347789872741667,0.109649927746366,0,0,0,0,0,0,0,0
S100a10,0,0.0751200331290125,0,0,0,0,0,0,0,0,0,1.07135576498698
S100a11,0,0,0,1.82714243438323,0,0,0,1.22254971579522,0,0,2.61207314491328,0
S100a4,0,0,0,0,0,0,1.26957012471783,1.12067494803513,0,0,0,0
S100a6,0,0,0,0,0,0,1.24689614454341,0,0,1.0121615014225,1.43718946883696,0
S100a8,1.42837953601158,0.775467528050098,0.667957512887632,6.81151099632942,1.19738747239512,1.35559126068791,1.15129960502896,1.14964392872469,1.09497663357958,0.892385141566528,5.54115823535016,1.33333406293716
S100a9,0.983148649467655,0.283040404138116,0,6.47756426412679,0,0.828683201917865,0,0,0,0.302760472545443,4.70228890680333,1.06663365340669
Samhd1,0,0,0,0,0,0,0.591718833848452,0,0,0,0,0
Saraf,0,0,0,0,0,0,0,0,0,0,0,0
Sec11c,0,0.292505481900965,1.43683481576367,0.448888283277744,0,0,0,0,0,0,0,0
Sec61b,0,0.188028109209135,1.24064883494426,0.28080684524273,0,0,0,0,0,0.799644105706646,0,0
Sec61g,0,0.517163986321319,0.950905341674315,0,0,0,0,0,0,0,0,0
Selenow,0,0.292505481900965,0.61661436927547,0,0,0,0,0,0,0,0,0
Sell,0,0,0,0,0,0,0,0,0,0.675067062207433,0,0.855570827435112
Selplg,0,0,0,0,0,0,0,0,0,0.925558227803763,0,0
Sem1,0,0.627350709427817,0,1.00732124862784,0,0,1.04586344359579,0.653205212860762,0,0,0,0
Sept1,0,0,0,0,0,0,0,0,0,0,0,0
Serbp1,0,0.750582032216031,0,0,0,0,0,0,0,0,0,0
Serf2,0,0.479929688943445,0.507555803116047,0.398059809335154,0,0,1.09717866625364,0.948685871801321,0.668985529222302,0.865481665856118,0,0.996879850483349
Serinc3,0,0.579414054678233,0.742162429893298,0.204810575415578,0,0,0.523051123420433,0,0.36635500452754,1.0056714324893,0,0
Serp1,0,0.207042053859618,1.21630916428077,0.628673469230861,0,0,0.687570865972761,0,0,1.02423877176683,0,0
Serpinb1a,0,0,0,0.832658603507336,0,0,0,0,0,0,0,0
Sh3bgrl3,1.31326272669809,0.256057830573181,0.507555803116047,1.32629714582209,1.17013578222057,1.33785675958526,1.20524439630526,1.52079381321243,1.18894439579287,1.0510488166643,1.34166891361814,1.44750150570206
Shisa5,1.31034714594947,0.138898506692203,0.589294496112812,0.204810575415578,1.43277045005782,1.33333406293716,0.999314803394644,0.677804738233318,0.688688581545246,0.679727882454357,1.09717866625364,1.54143375152089
Siglecg,0,0,0,0.38129380178196,0,0,0,0,0,0,0,0
Slc25a3,0,0.531959395106636,0,0,0,0,0,0,0,0,0,0
Slc25a5,0.64978991219047,1.32074687639397,0.418287714686644,0.204810575415578,0,0.649960944143401,1.06333735836545,0.698807866243206,1.05725796658058,0,0,1.0614727448222
Slfn2,0,0,0,0,0,0,0,0,0,0,0,0
Slpi,0,0,0.723288929047586,0,0,0,0,0,2.17903459695448,0,1.43718946883696,0
Smdt1,0,0,0,0,0,0,0,0,0,0,0,0
Smim14,0,0,0,0.353727635608532,0,0,0,0,0,0.26953407500061,0,0
Snrpb,0,1.06308919213042,0,0,0,0,0,0,0,0,0,0
Snrpd3,0,0.557042547691178,0,0,0,0,0,0,0,0,0,0
Snrpe,0,0.803869688324229,0,0,0,0,0,0,0,0,0,0
Snrpf,0,0.519441153270692,0,0,0,0,0,0,0,0,0,0
Snrpg,0,1.34985822458,0,0.51572158189776,0,0,0,0,0,0.865481665856118,0,0
Snx3,0,0.462534694527848,0,0,0,0,0,0,0,0,0,0
Son,0,0.259335446439736,0.423795984967914,0,0,0,0,0,0,0,0,0
Sp100,0,0,0,0,0,0,0,0,0,0,0,0
Spib,0,0,0,0,0,0,0,0,0,0,0,0
Srgn,0,0.390827012583005,0.99467855432378,0.153982101472987,0,0.732950750627123,0,0.722023363745001,0,0.963318311638257,1.71313191165489,0
Sri,0,0.249870368676887,0,0.398059809335154,0,0,0,0,0,0,0,0
Srp14,0,0.286508501235879,0,0.153982101472987,0,0,0,0,0,0,0,0
Srsf3,0,0.83856537693494,0,0.153982101472987,0,0,0,0,0,0,0,0
Srsf5,0,0.122373153842972,0,0,0,0,0,0,0,0,0,0
Ssr4,0,0.340841707327682,1.12276813426347,0,0,0,0,0,0.688688581545246,0,0,0
Stk17b,0,0,0,0,0,0,0,0,0,0,0,0
Sub1,0,0.661226327552972,1.50232330323648,0.518126925984732,0,0.468840402299156,0.827005398526644,0.959136294635533,0,0.896659070391276,0,0.956210286391814
Swi5,0,0.799967565537967,0,0,0,0,0,0,0,0,0,0
Tagln2,0,0.334425807833573,0,0,0,0,0,0,0,0.751473599466555,0,0
Taldo1,0,0.724495928278879,0,0.572648641524162,0,0,0.885462701299201,0.627178562925854,0.967472302325857,0,1.23652072002532,0
Tbc1d10c,0,0,0,0,0,0,0,0,0,0,0,0
Thy1,0,0,0,0,0.880057187581076,0,0,0,0,0,0,0
Tma7,0,0.580656736624269,0,0,0,0,0,0,0,0.26953407500061,0,0
Tmbim6,0,0,0.492960813071508,0.398059809335154,0,0,0,0,0.819022939962034,0,0,0
Tmem123,0,0,0,0,0,0,0,0,0,0,0,0
Tmem258,0,0.647586764194839,0.862216257570103,0,0,0,0,0,0.668332454176586,0,0,0
Tmem50a,0,0.207042053859618,0,0.775882827618817,0,0,0,0,0,0,0,0
Tomm22,0,0.44263724538358,0,0,0,0,0,0,0,0,0,0
Tonsl,0,0.11237990407865,0,0.204810575415578,0,0,0,0,0,0,0,0
Tpm3,0,0,0,0.358792676888565,0,0,0,0,0,0,0,0
Tpt1,1.25479986707259,0.905663790516285,0.860000713837777,0.271643874035594,1.34781776390481,1.11677279109205,1.1908181157512,0.869139241099625,0.688688581545246,0.994815835584349,0.947948431282079,1.19618786904018
Tpt1-ps3,0,0.212082325725776,0,0,0,0,0,0,0,0.26953407500061,0,0
Trac,0,0,0,0,0.835202128629348,0,0,0,0,0,0,0
Trbc1,0,0,0.224250583800168,0,0.743501293538631,0,0,0,0,0,0,0
Trbc2,1.08728168355695,0.0900703692906509,0.258547872381849,0,1.43541809399471,0,0,0,0,0,0,0
Trmt112,0,0.385339083233638,0,0,0,0,0,0,0,0,0,0
Tspo,0,0.231662835931175,0,1.05997229868064,0,0,0.751867493219366,0,0,0,0,0
Tuba1b,0,1.78625729050332,0,0.288868087257448,0,0,0,0,0,0,0,0
Tubb5,0,0.860366543588319,0,0,0,0,0,0,0,0,0,0
Txn1,0,0.531959395106636,0.412379229988368,0.688255083509118,0,0,0,0,0.802301279783011,0,1.36504309244452,0
Tyrobp,0,0.231662835931175,0,1.33068186466787,0,0,2.22138733284225,1.27571969426096,1.98791307753156,2.74764851259126,2.4677748289954,1.84879316970697
Uba52,1.17099371064686,1.01878112661256,0.88227465698247,0.81071533672214,1.2390973698827,1.06709411834398,0.737955226739541,1.06286970575982,0,0,0,0
Ubc,0,0.414391268078767,0.423795984967914,0.271643874035594,0,0,0,0,0.755108151964189,0,0,0
Ube2b,0,0,0,0,0,0,0,0,0,0,0,0
Ube2d3,0,0.290297737755447,0.258547872381849,0.358792676888565,0,0,0,0,0,0,0,0
Ubl5,0,0.833700312858165,0.38459981797769,0.364144824511744,0,0,0,0,0,0.572294547546053,0,0
Ucp2,0.64978991219047,0.865850407290656,0.627811447860025,0.524884553104896,0,0,1.26957012471783,1.10119052881633,1.16542538995555,1.00747402237389,0,0.891945615709774
Unc93b1,0,0,0,0.109649927746366,0,0,0,0,0.349601015777479,0,0,0
Uqcr10,0,0.727711023738904,0.492960813071508,0,0,0,0,0,0,0,0,0
Uqcrb,0,0.746125951643431,0.492960813071508,0.244077707862166,0,0,0,0,0,0,0,0
Uqcrh,0,0.62555795762241,0.412514727297459,0,0,0,0,0,0,0.675067062207433,0,0
Uqcrq,0,0.486559942763027,0,0,0,0,0,0,0,0,0,0
Usmg5,0,0.757199269892546,0.347789872741667,0,0,0,0,0,0,0,0,0
Vasp,0,0,0,0.560511961293042,0,0,0,0,0,0,0,0
Wdr89,0,1.04882135850775,0.589294496112812,0,0.915950402812381,0,0,0,0,0,0,0
Ybx1,0,0.62555795762241,0,0,0,0,0,0,0,0.572294547546053,0,0
Ypel3,0,0,0,0.153982101472987,0,0,0,0,0,0,0,0
Ywhab,0,0.231662835931175,0,0.593443087013845,0,0,0,0,0,0.820054166768584,0,0
Zfp36,0,0,0,0,0,0,0,0,0,0,0.901102238213882,0
Zfp706,0,0.212888737630547,0.407825047361211,0,0,0,0,0,0,0,0,0
