,unassigned,Neonatal-Calvaria_1,Neonatal-Calvaria_4,Neonatal-Calvaria_5,Neonatal-Calvaria_3,Neonatal-Calvaria_6,Neonatal-Calvaria_9,Neonatal-Calvaria_13,Neonatal-Calvaria_2,Neonatal-Calvaria_8,Neonatal-Calvaria_7,Neonatal-Calvaria_10,Neonatal-Calvaria_11,Neonatal-Calvaria_14,Neonatal-Calvaria_12
Fibin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fkbp10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fkbp9,0,0,0,0,0,0,0,0,0,0,0.456650522234585,0,0,0,0
Fmod,0.801833869262002,1.35534186747343,0,0.831300608283147,1.20138697962846,0,0,0,1.32860613519482,0,1.25887803105404,1.16879032838675,0,0,0
Fn1,0.842176189740569,1.38325886456834,1.00471199457643,0,1.13652767681467,0,0,0,1.12162968839199,0,1.10625851598409,1.20263121999816,1.32713696341788,0.885265005264885,0
Fos,0,0,0,1.1162752630698,2.24340190653046,0,0.400052517646438,0,1.96766875072918,0.89655635533972,0.958730866023201,0.940864599984858,0.740315800828955,0,1.14264550234925
Fosb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fosl1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fscn1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fstl1,0,0,1.15261113834396,0,0,0,0.616251883430536,0,0,0,0.69723368050586,0,2.43153138519524,1.24464110670001,0
Fth1,1.8980701127537,2.18775563317824,1.61319205089005,4.05152040402602,2.3262815322472,1.8408418821442,1.74185765228642,2.14980195309482,2.40191233416203,3.72328656724577,1.80159842365839,2.07626456606835,1.63408018255106,1.37038353251518,1.25820810658344
Ftl1,1.10003735281002,0.626080571133859,1.054113367645,2.41547703477641,0,1.22133814231011,1.40085181296392,1.84090315152455,1.09693702988596,2.37865879123575,0.69723368050586,1.21905807238669,1.17085589406157,1.47818785522266,1.07915606374302
Fxyd1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabarap,0,0,0,0,0,0,0.717041315177984,0,0,0.526064040180125,0.476245256335702,0,0,0,0
Gadd45b,0,0.675758547281779,0,0,1.55355502106515,0,0,0,0,0,0.883245695358557,0,0,1.38584832570988,0.998777047615923
Gadd45g,0,0,0,1.10992540714767,1.92617628354721,0,0.743616902674006,0,0.808025023072448,0,1.11262123861684,0,0,0,0
Gal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gapdh,0,0,0,0.595030089332968,0,1.0842635874032,0.477046247718085,0.982995887151094,0,0.988337473932124,0,0,0,0.931119570354229,0.913145490897171
Gas5,0,1.11947887277424,1.20263121999816,1.01945912939275,1.24864247892685,0.861132675470684,0.804360549699111,1.14357574521746,1.30593457183451,0.558916689838907,0.983425639804954,0.937151857480767,0,0.8451080625756,1.56228658123639
Gfpt2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm10736,0,0,0,0,0,0,0.477046247718085,1.0124635635952,0.835072461620742,0,0.767450464158488,0,0,0,1.15071963372759
Gm15427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771268050547353
Gm23935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm42418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5483,0,0,0,3.16565677762208,0,0,0,0,0,0,0,0,0,0,0
Gng5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gpx1,0,0,0,0,0,0,0.26151840837961,1.08326191485094,0,0.799665160825777,0,0,0,0,0
Gpx3,0,0,0,0.871944840583698,0,0,0,0,0,0,0,0,0,0,0
Grb10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H19,1.48720032608386,1.9893312395051,2.01026702661846,1.26713706188353,1.93469998732698,0.429582728739881,1.39285425355251,0,1.99310024278751,0.999531516204118,1.55743541850244,2.01800707776066,2.34374705035658,0,1.2400371953551
H2afz,0,0,0,0,0,0,0,0,0,0,0.78353626539437,0,0,0,0
H3f3b,0.970511406277606,1.31490332743458,1.28982629265476,1.33999947484579,1.48601651526573,2.03402627356469,1.40637323583331,1.63340607127054,1.17587182184892,1.41950374310236,1.73296830721098,1.15033823057758,1.05460366233048,1.72683395576984,1.32487555010589
Hapln1,0,1.21841748933102,0,0,1.25066907780996,0,0,0,1.30076327794788,0,1.42664379491046,0.714583057582766,0,0,0
Hba-a1,1.14081728684886,0,0,0,0,0.468681548534354,0,0,0,0,0,5.6573688251254,0,0.787027099094331,0
Hba-a2,1.06751767467838,0,0,0,0,0,0,0,0,0,0,5.13073581546569,0,0.787027099094331,0
Hbb-bs,1.85379344884615,1.06945221762036,1.11097844924379,0.920456394704863,0.83361752919734,1.14470743196605,0.821786956615029,0.706623906817365,1.05553206276967,0.695067886532158,0.871308610243932,6.59680423073221,0.962611257642617,1.39748422747509,0.89745998158466
Hbb-bt,0,0,0,0,0,0,0,0,0,0,0,3.98560550317923,0,0,0
Hbegf,0,1.26436044718677,0,0,1.02924410013476,0,0.398092020961912,0,0,0,0.873381700618093,0,0,0,0
Herpud1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hes1,0,0,0,0,0,0,0.976120165698799,0,0,0,0,0,0.338068436645292,1.18555096451742,1.33276807733673
Hilpda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hint1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.787027099094331,0
Hk2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hmgcs1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hmox1,0.276129288655574,1.25679101726208,0,2.25974696678863,1.11947887277424,0,0.754443842708372,0,0,1.73471335557146,0,0.940864599984858,0,0,0
Hnrnpa2b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hnrnpab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hnrnpc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hnrnpdl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.713147752274654
Hnrnpk,0,0,0,0,0,0,0,0.668281518493959,0,0,0,0,0,0,0
Hsp90aa1,0,0.821599514595351,0,0.926915623651707,0.892838596568471,0.860231235674163,0.94741567014111,1.1469465004002,0.932370529043858,0.827029743544482,0.928833468069807,0,0,0.844810627258645,1.72287870177084
Hsp90b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hspa1a,0,0,0,0,0,0,0.763526704836278,0,1.17291054438518,0.744230773561839,0,0,0,0,1.78109613090255
Hspa1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hspa5,0,0.770403295487933,0,0.838291423651215,0,0,0.263901263713341,0,0,0,0.542312670392106,0,0,0,0
Hspb1,0,0,0,0,0,0,0.722530345279143,0,0,0,0,0,0,1.09085641210328,1.24736039736693
Hspe1,0,0,0,0,0.71120964715745,0,0,0.970904903323092,0.7203519961578,0,0,0,0,0,1.08367207032825
Hspg2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hsph1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Htra1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Icam1,0,0,0,0,0,0,0.931055329309953,0,0,0,0,0,0,0,0
Id1,0,0,0,0,0.928363760849193,0,0,0,0,0,0.516976142360248,0,0,0,0
Id2,0,0,0,0,0,0,0.237542875516779,0,0,0,0,0,0,0,0
Id3,0,0,0.902992474345499,0,1.35054027354608,0,1.27520181322818,0,1.10887445663476,0,0.81606653572318,0,0,1.40054704570814,1.12381972303415
Ier2,0,0,0,0,1.66041265155693,0,0,0,0.916554831201366,0,0.6655891986256,0,0.286148250690558,0,0
Ier3,1.06848818958749,1.55535680060521,0,1.75951578874582,1.43295070059993,0,2.00612338604571,0.790701943617778,1.33869473959995,1.55393167586288,1.40172725424433,1.21141781708931,0,1.47508458460197,0.783922913111885
Ier3ip1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ier5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ifitm2,0,0,0,0,0,0,0,0,0,0.837254508291648,0,0,0,0,0
Ifitm3,0,0,0,0,0,0,1.56985980815844,0,0,0,0,0,0,1.53725294431574,0
Ifrd1,0.996693667128111,1.38831433353475,0,1.24260429234145,1.94297127952212,0,0.868434701252276,0.710790254105822,0,1.28936392051842,1.3463724651782,1.19153014335145,0,0.934685457267999,0
Igf2,0.855389578407112,1.16879032838675,1.17350128969747,0.807203976482004,1.14413608980355,0,0.263901263713341,0,1.30890960978756,0,0.853865010387248,0.717134623656256,1.35646559252631,0,0
Igfbp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igfbp4,0,0,0,0,0,0,0,0,0,0,0,0,0.449451223842196,0,0
Igfbp7,0,0,0,0,0,0,1.54798542440859,0,0,0,0.431060033748647,0,0,2.17722630520248,0
Il11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Itga10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Itga5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Itm2a,0,0.739143954947292,0,0,0,0,0,0,0,0,0.873381700618093,0,1.78383738929849,0,1.70270632053546
Itm2b,0,0,0,0,0,0,1.29172655873074,0,0,0,0,0,0,1.02481500952927,0
Itm2c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivns1abp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jun,0,0,0,0,0.918323946209849,0,0,0,0,0,0,0,0,0,0
Junb,0,0,0,0,1.93646560826976,0,1.02034065948976,0,0.743029438332502,0,0,0,0,1.12380773909643,0.983030395493318
Jund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kcnq1ot1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klf10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klf2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klf4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klf6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klf9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.463457811825853,0
Klhl21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Krt16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Krtcap2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laptm4a,0,0,0,0,0.540230155378765,0,0.49906128389639,0,0.745325281068657,0,0.790962704858332,0,0,0,0
Lcn2,0,0,0,2.02909114642499,0,0,0,0,0,0,0,0,0,0,0
Ldha,0,0.791223466098886,0,0.987096018270534,0.935675237104717,0.80694806838815,0.619586609462882,0.939375854781418,0,0.834326635632882,0.625115155636106,0,0,1.03140880275417,0
Ldlr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lgals1,0,0,1.81652315731461,0,0,0,0,0,0,0,0,0,1.25537260140852,1.1825870269657,1.13194288279162
Lgals3,0,0,0,1.12486134151765,0,0,0,0,0,1.96363682295051,0.689873511117647,0,0,0,0
Lmna,0,0,0,0,0,0,0,0,0,0,0,0,0.872752092978763,0.901350472392477,0
Loxl3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lum,0,0,0.878365070597976,0,0,0,0,0,0,0,0,0,1.08386581215845,0,0
Lyz2,0,0,0,1.70019587513009,0,0,0,0,0,2.94460857742406,0,0,0,0,0
Maff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maged1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maged2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malat1,0,0,0,0,0,0.754919080437843,0,0,0,0,0.360801484636419,0,0,0.41768197456103,0
Map1lc3a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Map1lc3b,0,0,0,0,0,0,0.987752666025294,0,0,0,0,0,0,0,0
Map2k3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcksl1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mat2a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matn1,2.19944197071095,3.28285829272092,1.28982629265476,2.07005652528148,3.58930090834337,1.1282898303213,1.30998499523428,0.706623906817365,3.41606201111397,1.28050898610072,3.52173659318212,2.76412987962214,1.15115344206424,1.22388609190641,1.17320952826068
Matn3,0,0,0,0,0,0,0,0,0,0,1.02035337194852,0,0,0,0
Matn4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mcl1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meg3,1.35695054708105,1.99121368311338,1.28550634548217,1.08426261887838,2.00068794601557,1.32977152912706,0.804016439548321,0,1.90694947731261,0.72980103387814,1.78580748979942,1.81245807351992,2.31428870627946,2.29574253231729,2.80794445244065
Meltf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mfge8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mgp,2.41563900846586,3.39583153198016,2.08775965439473,2.95942880293879,3.06168955035194,1.08152883365275,1.83210927263249,1.56224551973117,3.53511583986888,2.27579813094377,2.96168956191743,2.85128947053254,1.26644209862022,1.97887053064253,0.859401491777438
Mia,0,0.947624868456305,0,0,0,0,0,0,1.2051278939909,0,0.956031149605968,0.767450143619957,0,0,0
Mif,0,0,0,0,0,0.92364233662759,0,0.593283495361731,0,0,0,0,0,0,0
Minos1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mmp14,0,0,0,0,0,0,0,0,0,0,0,0,0.728301426309868,0,0
Mmp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morf4l2,0,0,0,0,0,0,0,0,0,0,0.574387487512375,0,0,0,0
Msmo1,0,0,0,0,0.641000891185065,0,0,0,0,0,0.223687654479931,0,0,0,0
mt-Nd3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mt-Nd5,0,1.07828724662813,1.04847904849555,0,1.02924410013476,1.16412395699268,1.00413048558514,0.754442627501226,1.00857706608998,0.762346991274621,0.969291075584403,0.767450143619957,1.00483973580426,0.997160972928239,0.916812011609152
Mt1,0,1.3732657316447,0,1.36996906456433,2.54559514145953,0,0,1.14357574521746,1.20669466592923,1.17499944162714,1.26995781949136,0.985451710109586,1.05211683748552,1.36183448231975,0.431246857440403
Mt2,0,0,0,0,1.00814183921776,0,0,0,0,0,0,0,1.06284084471683,0.369345124533301,0
Mtdh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mustn1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mxra8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myl12a,0,0,0,0,0.74279420867334,0,0.878847074417117,0,0,0,0.380384634861957,0,0,0.854236436385226,1.03897372870095
Myl6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.861193529703192,0
Naca,0,0,0,0,0,0,0.773406824620732,0.842425507644889,0,0,0.461302198854724,0,0,0,1.08202764078168
Nars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nbl1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ncl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ncmap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ndufa2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ndufa6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neat1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nfkbia,0,0,0,0,0,0,1.29506335934328,0.663511091644517,0,0.707645499504113,0,0,0,1.04892809681246,1.41332183971162
Ngp,0,0,0,2.89419262807235,0,0,0,0,0,0,0,0,0,0,0
Nop58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Npc2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Npm1,0,0.937151857480767,0.561706817098904,0,0.809658357538509,0,0.795692316808312,1.67684182300589,0.67925808888521,0.62966845978035,0.838028285921066,0.714583057582766,0,0.861193529703192,1.19484748574098
Npy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nr4a1,0,0,0,0,0.929089585906211,0,0,0,0,0,0,0,0,0,0
Nr4a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oaf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oaz1,0,0,0,0,0,0.94102317017497,0.630922803105235,0.911288935557724,0,0.675764557891563,0.821601103848692,0,0,0.369345124533301,0.859401491777438
Ogn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P4hb,0,1.03104425532432,0.752553838293576,0,0.943856794872762,0,0,0,0.994985172290077,0,1.12757328812214,0,0.757642491236574,0,0
Pabpc1,0,0.952187899990157,0,0.871944840583698,0,0,0.961429521395525,1.17884923230716,0,0,0.811463625403382,0.632789153828183,0,0.839191732683107,0.919904234712521
Papss2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcolce,0,0,0,0,0,0,0,0,0,0,0,0,0.68973169760562,0,0
Pcolce2,0,0,0,0,0.452855239301186,0,0,0,0,0,0,0,0,0,0
Pde4b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pdia6,0,0,0,0,0,0,0,0,0,0,0.733514975827714,0,0,0,0
Pdpn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pdrg1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peg3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Penk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pfdn5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pfn1,0,0,0,0,0,0,0,0.593283495361731,0,0,0,0,0,0,0
Phlda1,0,0.987920311680517,0,1.281217108899,1.10261231456568,0,0.239503372201306,0,0,0,0.984252082176322,0,0,0.910196623207737,0
Phldb1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pim1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pkm,0,0,0,0,0,0.927399438920102,0,0,0,0.803744969100759,0,0,0,0,0
Plagl1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plod3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pmepa1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pmp22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pnrc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68274028672618
Postn,0,0,1.30223600856247,0,0,0,0,0,0,0,0,0,1.03736127634664,0,0
Ppa1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ppia,0,0,0,0,0,0.256555935195989,0.572160982886348,1.1232409027165,0,0,0,0,0,0.868828227815283,0
Ppib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ppic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ppp1r15a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prdx1,0,0,0,0,0,0,0.477046247718085,0,0,0,0,0,0,0,0
Prdx6,0,0,0,1.14920531064738,0,0,0,0,0,0,0,0,0,0,0
Prelp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prnp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psma7,0,0,0,0,0,0,0,0.831878596964296,0,0,0,0,0,0,0
Ptma,0,0,0,0,0,1.00343374562524,0.763108940392438,1.33687150224494,0,0,0.757298982207339,0,0,1.11590946613908,0.780228595647645
Ptms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ptn,0,0,0.975704070611032,0,0,0,0,0,0,0,0,0,0,0,0
Ptpre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rabac1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ran,0,0,0,0,0,0,0,0.706623906817365,0,0,0,0,0,0,0
Rap1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rbm25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rbm39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rbp4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rcan1,0.888231175817444,1.39511715909451,0,0,1.36996906456433,0,0,0,0,0,1.04378635501943,0.82499676541839,0,0,0
Rcn1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rcn2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rcn3,0,0,0,0,0,0,0,0,0,0,0,0,0.402247364183663,0,0
Reep5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Retnlg,0,0,0,2.50698162150548,0,0,0,0,0,0,0,0,0,0,0
Rgcc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rgs2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rheb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rn7sk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rpl12,0,0,0.828422998788481,0,0.305714234168474,0,0,0.754442627501226,0.603323159458536,0,0.515517051912985,0,0,0,1.39427695298636
Rpl15,0,0.574735170766751,1.0115961366522,0,0.546791676559965,0.976961440553219,1.16355288703509,1.16295738448493,1.00599552759748,0,0.841981880594685,0,0,0,1.25036585242943
Rpl22,0,0.498203592029804,0.918323946209849,0,0.64168081111821,0.758254386126002,0.845250410503656,1.36668935062103,0.893173391433345,0.686519353701397,0,0,0,0.787027099094331,1.10818105367803
Rpl22l1,0,0.832457412129015,0.8255657813977,0.629334905903792,0.892838596568471,0.574599430364806,0.878847074417117,1.07499726693352,1.0913260724315,0,0.989161053592525,0,0,0,0.869461254125619
Rpl23a,0.743643030779416,1.1162752630698,1.39340973221241,0.941610805969241,1.21777761862313,1.21545167060704,1.19828858872485,1.62820053677342,1.35054027354608,1.25679141248873,1.11795201854307,0.632789153828183,1.04387349103946,1.03690727149735,2.00366915863288
Rpl24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rpl27,0,0.708700834538752,0.940119617290488,0,0.773878182637266,0.7499892611235,0.825355111485989,1.35213674718908,0.910246714332946,0.687304848919243,0.670151093476283,0,0,0.894393379074512,1.11521591358166
Rpl27a,0,0,1.05981128454414,0,0,0.82529032356335,0.871131530428957,1.14357574521746,0.731749814594847,0,0.771158971112321,0,0.286148250690558,0.840982843697597,1.24757622412858
Rpl29,0,0,0.725338722448134,0,0,0,0.742205738797606,1.10157582459688,0,0,0,0,0,0,1.11362051241424
Rpl35a,0,0.978391613931657,1.09745020532818,0.919033626775865,1.00130633440327,0.835137719361927,1.09616814554542,1.07499726693352,1.2101542811499,0.949342057395607,0.887864852368751,0.723595657030173,0.930180674736176,0.903239529889772,1.25218013547349
Rpl36a,0,1.09642385444375,1.26021969369586,1.09233848130527,1.18064332728426,0.783760620441197,1.07123989448753,1.54603716869086,1.31943724967122,0.859438138484756,1.03543358064655,0.787070920853394,1.18696116706719,0.910196623207737,1.76002414116603
Rpl39,0.992984288991223,1.29223966213177,1.61007113325676,1.17587182184892,1.39340973221241,1.09873907665617,1.15237273846541,2.00450689133718,1.61202389471696,1.38243379623506,1.30743654460531,1.08027136670789,1.18264467157704,1.03690727149735,1.96608096821389
Rpl9,0,1.03785370498365,1.25066907780996,0.809932012269127,1.05035015697883,0.759698334381899,1.2131257581133,1.58896932106312,1.15776262446134,1.0062795589508,0.924761415775107,0.723595657030173,1.03745049056207,1.08526623141655,1.28475353331409
Rpph1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rps10,0,0.597081010269165,0.914089534564257,0,0.771888613425855,0.920668827956695,0.868434701252276,1.28982629265476,0.902308136859164,0,0.747185952565354,0,0,0.41768197456103,1.45060022255411
Rps16,0,1.02924410013476,1.56006292229977,1.09437717405845,1.05790484342256,1.17947858444034,1.13523957840636,1.94356519096014,1.25338366887134,1.29133552146067,1.02499612665888,0.93789197795434,1.07313564086742,1.2294420183264,1.85964014328546
Rps18,0.723167399762665,1.37991048870986,1.61085011474284,1.30593457183451,1.50960864699336,1.23596743621893,1.45748009756722,2.32673494564153,1.8303962240095,1.40351392911106,1.26818418558157,1.15833499869057,1.4482667608324,0.901350472392477,1.7590512435435
Rps19,1.20450578327733,1.64433599518949,2.07834358198871,1.42484969553778,1.71080968429506,1.2720311851473,1.92757062880146,2.45293411150078,2.01267853760393,1.95797602662121,1.61819516107379,1.40545714361878,1.37163442147314,1.38928583489471,2.69808782748184
Rps23,0.834158128951147,1.27132639195861,1.42843789428314,1.25474330848818,1.28838287644947,1.25679457431303,1.7134909368054,1.95975988177565,1.56471785726945,1.6730281729295,1.36019883754854,0.93789197795434,1.16224177647931,1.23076486801197,2.11996380713652
Rps26,1.6006417885058,2.1625079108258,2.46226263961889,1.8934015742806,2.26994801767504,2.13197664292595,2.09535602940072,2.66057312319491,2.54018117968949,2.12389459758943,2.07680948982489,1.84927118718305,2.23950970675205,2.09674863520549,2.91036599754121
Rps27,1.92258871545341,2.51189280332021,2.73712851461198,2.37515755944346,2.60711543842669,2.23680905512422,2.87050626490928,2.72146925752747,2.90286532887811,2.40265041333796,2.35562197511073,2.23142951605381,2.4226789763563,2.15085100395946,3.13134533263428
Rps28,0,1.25474330848818,1.4159637611006,1.00642387716388,1.31792223410837,0.992494324713319,1.33283122976518,1.8265186226132,1.5091108664656,1.25953595202028,1.25962195737617,0.857538844549315,0.974944679479993,0.868828227815283,2.01037448368833
