,Lung_18,Lung_12,Lung_1,Lung_3,Lung_28,Lung_31,unassigned,Lung_2,Lung_14,Lung_11,Lung_19,Lung_8,Lung_6,Lung_5,Lung_24,Lung_17,Lung_10,Lung_22,Lung_25,Lung_9,Lung_16,Lung_32,Lung_7,Lung_20,Lung_15,Lung_29,Lung_26,Lung_21,Lung_4,Lung_30,Lung_23,Lung_13,Lung_27
Mgl2,0,0,0,0,0,0,0,0,0,0,0,0.836091222504866,0,0,0,0,0,0,0,0,0,0.958153666904211,0,0,1.58730711155594,0,0,0,0,0,0,0,0
Mgp,0,0,0,0,0,0,0,0,0,4.87927172820697,0,0,0,0,0,0,4.34624768095002,0,0,0,0,0,0,1.32107134945156,0,0,0,0,0,0,2.88275848686393,0,0
Mgst1,0.976692580788057,1.99895064226281,0.77160673136271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257986743737109
Mid1ip1,0,0,0.725920699135526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mpeg1,0,0,0,0.423257844332417,0,0,0,0,0,0,0,0,0,0,0,0,0,0.599520500742813,0,0.452127428629901,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms4a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms4a4b,0,0,0,0,0,0,0,0,0,0,0,0,1.11306247970755,0,0.944825813506402,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19287939632011,0,0,0,0
Ms4a4c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms4a6b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.710726779379523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms4a6c,0,0,0,0,0,0.572289271633881,0,0,0,0,0,0,0,1.42945668795368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Msn,0,0,0,0,0,0,0,0,0.909802465616942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Msrb1,0,0,0,0.925164955891768,0,0,0,0,0,0,0,0,0,1.10954017721509,0,0,0,0,0,0,0,0,1.55648017209437,0,0,0,0.915344659934813,0.933936133975069,0,0,0,1.11129840079228,0
mt-Nd2,2.57419567034857,3.012870637226,2.78809794714185,2.31691376878973,1.50158709289006,1.33512351705941,2.23673131235784,1.94799104048702,2.14435462016836,1.9892784613807,2.01006507441407,1.50082106275428,1.59937641573314,1.26348944817099,1.45866958341153,2.02706868621457,1.7361273332752,1.04445921229847,2.24767345201491,1.18984406684964,1.64803686012037,1.03128183157538,1.50753310853012,1.80730459371852,1.37396500754635,1.16691286702217,2.01653915888688,0.981088734572182,2.06647483875471,1.39394603094376,1.96318039269359,1.45945583140973,2.09087617123947
mt-Nd3,0.361074113452447,0.684464895242266,0.564478234852879,0,0,0.572289271633881,0,0,0,0,0,0,0,0,0,0,0,0,0.41690300297537,0,0,0,0,0,0,0,0.25807810026376,0,0,0,0,0,0
mt-Nd5,1.45600051580749,1.82536879768144,1.40473084724452,1.26175994851987,0.58368953647987,0.68124026924261,1.20319565945586,1.05818071856769,0.424609434998066,0.763823641973765,0,0.51791022164659,0,0,0.674253863800797,0.861496124717327,0.716725784049977,0.567008319256592,0.971106576332342,0,0,0.513351883439924,0,0,0,0,1.0362831136517,0,0,0,0.903271469698806,0,1.17731851207972
mt-Rnr1,0.798468991028851,1.07830835738138,0.896645454538384,1.43550120087732,0,0.68124026924261,0.751078773705781,0,0,0,0,0,0,0.910965460724844,0,0,0.413916873671554,0.623471772336617,0.678845117854934,0,0,0.617298270020517,1.52289603867024,0,0,0.606026477094721,1.36372531576871,1.58794725033564,0,0,0.841200536643104,0,0.649983005494723
Mt1,1.11962004831082,0,0,1.466573638798,0.246142685630155,0,0,0,0,0,0,0.726943648928613,0,0,0,0,0.797726913728789,0,0,0,0,0.801090062081667,0,0,1.18829820035696,0,1.6656706465846,0,0,0,0,0,0
Mt2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mxd1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253588954075741,0,0,0,0,0
Naaa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20423662285829,0,1.13332152855358,0,0,0,0,0,0,0,0,0,0,0,0,0
Napsa,0,0,1.85398995538594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.973022591845008,0,0,0.489977709575298,0,0,0.868824787493502,0,0,0,0,0,0,0.937352446031748,1.71067131697434
Nbl1,0,0,0,0,0,0,0,0,0,1.40610842611547,0,0,0,0,0,0,0.882236362030203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ncf2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neat1,0,0,0.775140191842653,0,0,0.781671157607498,0,0,1.81358729581444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20605474746108,0,0,0
Nfkbia,0,0,0,0,0.439984922931291,0,0,0,0,0,0,1.38618242911238,0,0,0,0,0,0.766672000292001,0,0,0,2.4234973622408,1.24417854515854,1.07039822513015,2.16899357037965,1.12377164592228,0,0,0,3.57408480482849,0,0.910965460724844,0
Ngp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.38583871575568,0,0,0,0,0
Ninj1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nkg7,0,0,0,0,0,0,0,0,0,0,0,0,2.2082382255694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Npc2,1.1601376230341,1.65664053356537,2.71254579247805,1.18931302996961,0.948795621894887,1.11616379945273,2.22237606355146,1.36573131726557,1.20632618940655,1.11483244458475,1.46821254326302,1.42720457484015,1.33317829748641,1.62811850902246,0.834381118679542,1.30532881018323,1.00294191963724,0.743707004649746,1.69274781246903,0.969665129055657,1.31029959328856,1.03462032631725,1.37465599717217,1.04728060847378,1.10910153264964,1.35024132677445,0.89189658883592,0.695258292246823,1.32802588285158,1.53892361601971,0,1.40436868282204,2.49216636955658
Npm1,0,0,0,0,0,0.943571695115798,0,0,0,0,0,0,0,0,0.400658502258274,0,0,0.685438356060191,0.58314200678042,0,0,0.617298270020517,0,0,0,0,0,0,0,0,0,0,0
Nr4a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54087645693381,0,0,0,0,0.775182209176512,0,0,1.13654258523273,0,0,0,0,1.30843113550586,1.27576209298789,1.23420644444126,0
Nupr1,0.424793389270194,0.746403748731106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ogn,0,0,0,0,0,0,0,0,0,1.11217970642385,0,0,0,0,0,0,0.837306952578842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Osm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16452050170553,0,0,0
Pabpc1,0,0,0,0.571015764836678,0.490471824161507,1.55017229675432,0,0,0,0,0,0,0,1.01590721548216,1.18931302996961,0,0,1.00081441942832,0.523291053180135,0.976591755339589,0,0.645858433620102,0,0,0.713184506178863,1.02623523914283,0.782506078116486,0,1.28585212790123,0,0,0.76626376161238,0
Pcolce2,0,0,0,0,0,0,0,0,0,1.2775091686109,0,0,0,0,0,0,0.993790020088513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pde4b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pf4,0,0,0,0,0,0,0,0,0,0,0,1.01113346905177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pfn1,0,0,0,0.98140086432002,0,0.781671157607498,0,0,0,0,0,0.706073536969687,1.40581814631179,0.89049024495244,1.54096221618213,0,0,1.11839015583464,0.861963633744449,0.988589713394929,1.18174611011909,0.776434914896619,0,0,0.997992307039042,1.80348102143586,0.87535877202288,1.23664252663648,0,0,0,1.09739403499954,0.183603298178477
Pglyrp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14873287700445,0,0,0,0,0
Phlda1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93699861646552
Pim1,0,0,0,0,0.513994290974812,0,0,0,0,0,0,0,0,0,0,0,0,0.540274390959836,0,0,0,1.11561831146326,1.31783206026365,0,1.24139140598804,0,0,0,0,1.11053833027193,0,0,0
Pkm,0,0,0,0,0,0.816792522825858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.827705483108971,0,0,0,0,0
Plac8,0,0,0,0,0,1.96080143338426,0,0,0,0,0,0,0,2.02379553045464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552150167783151,0,1.73153076860125,0
Plaur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00223170852665,0,0,0,0.512512694376042,1.06148313189308,0,0,0,0,0
Plbd1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14820596759372,0,1.19239648301066,0,0.771108309658261,0,0,0.713184506178863,0,0,0,0,0,0,0,0
Pld4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399673946213593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10386602304348,0,0,0,0,0,0,0,0,0,0
Plet1,0,0,0,0.936426869067411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plin2,0,0,0,0.840747199280217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.656661271612057,0,0,0,0,0,0
Pltp,0.525213000347958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35962458577383,0,0,0,0,0,0,0,0.978929305644092,0,0,0,0,0,0,0,0,0
Plvap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52983427375618,0,0,0,0,0,0,0,1.59889759572195,0,0,0,0,0,0,0,0,0
Pmp22,0,0,0,0,0,0,0,0,1.35692940827825,0.59853213632895,1.32999008287401,0,0,0,0,0,0.759791918895679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pnrc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ppia,1.07237511088049,0.581522647750212,0.890212638940898,0.819124742953461,0.484477088355846,2.38532716677114,0,0,0,0.702088466507887,0,1.11130498807343,1.10083583287565,0.475601534975867,1.85132182505021,1.10517003638984,0.850738643054598,1.85132182505021,1.96582029098391,0.983279762227954,1.32930599600295,1.38561077605873,0,1.27252689434994,1.0674023171387,1.16691286702217,1.35027646500025,0,1.1407127928201,0,1.11814739438599,0,0.74087090347224
Ppp1r18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prdx5,0.863242720284863,0,0,0,0,1.00152254258733,0,0,0,0,0,0,0,0.850233271895587,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58042037061743,0,0,0,0,0
Prdx6,1.11484427831346,1.60178242381834,0.548525594066436,0,0,0.816792522825858,0,0,2.41495681425686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384977004004766,0,1.25085583566451,0,0,0.718029268938566
Prr13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.612677347754326,0,0,0,0,0,0,0
Psap,0,0,0,1.21902653129846,0,0.816792522825858,0,0,0,0,0,1.41828053235837,0,2.08933956475238,0,0,0.858394086495688,1.92900840359315,0,2.0750967970952,0,1.51662176523808,0,0,1.63750456498292,0,1.12587345847707,0,0,0,0,1.43156600049709,0
Psmb8,0,0,0,0,0,0.547589917893855,0,0,0,0,0,0,0,0,0.944825813506402,0,0,1.05738517623313,0,0.678320263764407,0,0.67874905730252,0,0,0,1.29429031456902,0,0,0,0,0,0,0
Ptma,1.42041057598244,0.762609535539164,0.886412411540776,0.580593474504305,0,2.09928027542355,0,1.1351614610319,0,0.810334233136338,0,0.987402501495168,1.03678447740576,0.802631508624471,2.08116693398296,0.789398514687284,0.791354882270254,2.48137541089865,2.49676291628719,1.17826041911898,1.00866152411108,2.13995775254668,0,1.10780588745987,0.960149172183523,0,1.80876666738914,0,0,1.07012568409596,1.3034754390559,0,1.17329234949758
Ptpn18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ptprc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ptprcap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628333783429825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ptprf,0,0,0.699201049564848,0,0,0,0,0,0.828592033024286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.629106095850532
Rac2,0,0,0,0,0,0.405543029630114,0,0,0,0,0,0,1.12829794695719,0,1.04368640857971,0,0,0,0,0,0,0.285957056916146,0,0,0,0,0,1.13885707622788,0,0,0,0,0
Rack1,0,0.447893391212271,0,0.667719754841235,0,1.12738962530414,0,0,0,0,0,0,0,0,0.944825813506402,0,0,0.585505498086829,0.213171133878263,0.872045583465372,0,0.531850841664028,0,0,0.573041085115682,0,1.08924487513946,0,1.19134842127838,0,0,0,0
Ramp2,0,0,0,0,0,0,0,0,0,0,1.56926860502959,0,0,0,0,1.53860480864865,0,0,0,0,0,0,0,1.46419314947965,0,0,0,0,0,0,0,0,0
Rarres2,0,0,0,0,0,0,0,0,0,0.974655557207765,0,0,0,0,0,0,1.17181347368401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rbm39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.567008319256592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Retnla,0,0.762609535539164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Retnlg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57854117854209,0,0,0,0,3.38056338245663,0,0,0,0,0
Rgcc,0,0,0,0,0,0,0,0,1.12197178401904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.703568408780388
Rgs1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03148174726361,0,0,0,0.596951255986573,0,0,0
Rgs2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.653904579677934,0.536140679600733,0,0
Rhog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rn7sk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rnase4,0,0,1.58134779393226,0,0,0,0,0,1.42272199564922,0.75899079340973,0,0,0,0,0,0,1.13011921094237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.809006193392132
Rpl10a,0,0,0,0,0.516235376456173,0.816792522825858,0,0.737659755915438,0,0,0,0,0,0,1.12077523497071,0,0,0.664958711088122,0.465373792765651,1.05426552474677,0,0.618147741352988,0,0,0.628061651868753,0.787667824241656,0.230809918367358,0,1.27810313901275,0,0,0,0.514340175353
Rpl12,0,0,0,0,0,1.11616379945273,0,0.968683362201748,0,0,0,0,0,0,0.985494787696848,0,0.413799812004896,0.573945907170459,0,0,0.895519504385052,0.513351883439924,0,0,0,0.680599053928013,0,0,1.61054708289799,0,0,0,0
Rpl15,0,0,0,0,0.466312866782436,1.00152254258733,0,0.940767713066007,0,0,0,0,0,0.893277060118768,1.04368640857971,0,0,0.743707004649746,0.715684090885748,0.908353884876555,0,0.745634008663997,0,0,0.926368937572458,0.952423641136391,0,0,1.38934179693078,0,0,0,0.514340175353
Rpl17,0.437695436695106,0.772849452655471,0.698355064313842,0.998696282836287,0.694251554199955,1.46024299866961,0,1.38230686876613,0,0.435873388477409,0,0.73990934759479,0.647707759764406,1.07803286570487,1.36368896466537,0,0.726103352243906,0.983443401716302,0.584022741295306,1.47618974062502,1.2870411989273,0.874462743180151,0,0.786687635377913,1.02772855876967,1.16691286702217,0.95182149490105,0,1.77149388055259,0,0,1.07391808795144,0.827905471598183
Rpl22,0,0.641968235819741,0.729408085382274,0.980044059364041,0.860593492289103,1.63683016796928,0,1.28824337047447,0,0,0,0.728711918113697,0,1.04912123032149,1.22765197481004,0,0.899471868587082,1.13654258523273,0.923930102575954,1.46876853515792,0.764635246318702,0.928111338422897,0,1.13910339830738,1.20215469605342,1.1411779148062,0.907560096196592,0,1.59650031317035,0,0,0.902888386456481,0.732759339828565
Rpl23a,0.568917609114061,0.922169110689675,0.974990655962722,1.11749849561679,0.704803007107507,1.79972380706441,0,1.46498540395448,0,1.09653710587845,0,1.21423111185535,1.38722285612649,1.39288785117968,1.58479166245979,0.449823493599968,1.23861748191548,1.34802764162903,1.05995783877977,1.64530388588684,1.58228495541301,1.24818447087428,0,1.07887638666214,1.41901001771828,1.35962458577383,1.16593878247854,0,2.20857385914923,0.653904579677934,1.13932617080584,1.20528044840207,1.22796341964966
Rpl27,0.630216154082052,0.750291108131475,0.70880784062849,0.982421030655604,0.699359700094806,1.55950372832498,0,1.24866570498075,0,0.588112241242267,0,0,1.06056922814846,1.09397470977217,1.22765197481004,0,0.803080449967944,1.00081441942832,0.827798484615069,1.17329410090144,1.19801358611583,1.05422291892207,0,0,0.983443401716302,0.763418500550256,1.14983210749149,0,1.56467401207973,0,0,1.0460084075332,0.490118700801693
Rpl27a,0,0.737617166484708,0.796179286014782,0.832926067660106,0.848173181182205,1.79972380706441,0,1.40147939682333,0,0.677094227705923,0,1.03678681068429,1.14397824959817,1.18174611011909,1.33382602964862,0,0.898338952064528,1.00081441942832,0.69778184671007,1.29674567147327,1.37052122325916,1.12766268587228,0,0.973745115542944,1.22332314887585,1.12377164592228,0.879608007720789,0,1.58793734558533,0.552150167783151,0.410970761379997,1.0863622132459,0.739250330265057
Rpl35a,0.402162626416824,0.645974976443265,0.778707758684449,1.08762325135855,0.776175047581676,1.48266405639002,0,1.30781041994628,0,0.795517810597729,0,1.08056032643225,0,1.23310888466437,1.32780659137714,0,0.942945927686674,1.26464525110802,0.99930908188005,1.34461184527645,1.27104258407948,0.903250226571119,0,1.24585748092962,1.29307608877011,1.26003547392341,1.20706301991856,0,1.68769514720743,0.416221104418024,0.418653476289421,0.984810005519405,0.821473170000433
Rpl36a,0,0.683332744833216,0.612677347754326,0.667719754841235,0.710199849370203,1.73785808710953,0,1.16886791612072,0,0,0,0,0,0.802631508624471,1.15916109199211,0,0.826680632595256,0.743707004649746,0.668383449117722,1.11176104021522,1.04756240578195,0.909485773248855,0,1.10256594466303,0.930608517792103,0,0.901133511236923,0,1.57760887585755,0,1.23062058771833,0,0
Rpl39,0,0.730146646772395,0.687559170402403,1.18779147099205,0.826618464909193,2.08116693398296,0,1.37327476388848,0,0.884421932775771,0,1.05548006220026,1.13746648162176,1.18375400139407,1.37052122325916,0,1.15246670079162,1.31029959328856,0.712197777081398,1.41351078927268,1.31783206026365,1.17509228826928,0,0.901408986787046,1.29429031456902,1.53332935032608,0.931827623067821,0,1.94277264674062,1.48352146680545,0,0,0
Rpl9,0.412868393946319,0.48283800812384,0.793759538484694,0.733489165398767,0.707196612402738,1.36323607946008,0,1.35895007424311,0,0.821470678782886,0,0.67887405538714,0.707245564767578,1.06017012660992,1.22765197481004,0,0.931217451282545,1.18174611011909,0.809833780343328,1.19288309740409,1.23640779106128,0.684051296803287,0,1.07887638666214,1.13654258523273,1.16691286702217,0.755589247214747,0,1.79671328074223,0.654526555827923,0.430229775263107,1.12467385278407,0.780002524068988
Rplp0,0.524424396782756,0.937352446031748,1.00525764983674,1.27045816447672,1.44487420214987,2.19826978730825,1.0522589613765,1.45475252658606,0,1.07775752124509,0,1.20685002041551,1.28225631817594,1.60807550906536,2.13628736115341,0,1.17775181152165,1.58604829115762,1.45241753772274,1.85935357863072,1.62181673219174,1.64886245349712,0,1.19595431607975,1.84880990396095,1.83418871291983,1.31218969435761,0,2.2844158726895,1.23061487192228,1.11381648835938,1.48756627909894,1.08752367091924
Rplp2,0.702299799667825,0.937352446031748,0.996587445911844,1.50416485689151,1.25131834997356,1.79972380706441,0.839896013760097,1.53157963425446,0,1.09911211042359,0,1.34659369606213,1.39288785117968,1.51091783687109,1.9033552809435,1.15341805474837,1.22873925861992,1.64394211183529,1.26383542224605,1.75127867401041,1.78364405741537,1.780223503357,0,1.3698350593588,1.51035256574193,1.48674679632517,1.34165480253785,0,2.40592140897556,1.35097048141777,1.1503761247292,1.32418019609333,0.780002524068988
Rps10,0,0,0.559377656463242,0.713537026461073,0.487542810981097,0.943571695115798,0,0,0,0,0,0,0,0,1.0863622132459,0,0.641399964777414,0.953062512269023,0.725464219863028,0.922799124540588,0.96471603746121,0.606799043124641,0,0,0.760594776401867,0.869617626364036,0.656531890118037,0,1.43398489745523,0.596951255986573,0,0,0.577267108204806
Rps12,0,0.823830454792307,0.991355751491946,1.19801358611583,0.754241990806548,2.23949077008342,0.961460836481482,1.38055980527231,0,0.992397418261593,0,1.08531406496157,1.03869211410641,1.18375400139407,1.49747726861705,0,1.33642370938573,1.10169982083016,1.16703879003402,1.23616662784815,1.42795414309662,1.11561831146326,0,1.11767536251204,1.27104258407948,1.29429031456902,1.03831937927631,0,1.91283247178836,1.14910142376972,0,1.19595431607975,0.795435636488453
Rps13,0.511449358725426,0.699707972344986,0.711777971632245,1.11749849561679,0.729839009953803,1.36323607946008,0,1.45709983830115,0,0.731628361590142,0,1.01738912747985,1.28225631817594,1.18074485753952,1.36368896466537,0,0.896081931959216,1.24046530118946,0.750997586216931,1.36618761027658,1.35024132677445,0.871866243373765,0,1.00365790323195,1.24979286945039,0.952423641136391,1.08412122343098,0,2.06048991103645,1.37490862972897,0,1.10778777857245,0.892725556676115
Rps16,0.158515743506779,0.746403748731106,0.762306639397457,1.11749849561679,0.92276247899215,1.58699220064475,0,1.53333153692082,0,1.13746648162176,0,1.15369967793835,1.39860288958082,1.45553374958597,1.66779960246625,0,1.07556005064078,1.49803209498239,1.13862758931088,1.75480802403145,1.53684191975502,1.5375502702782,0,1.04988398682436,1.51035256574193,1.29429031456902,1.18513679693113,0,2.2173027207894,0,0.418653476289421,1.40799839943478,1.1874564363228
Rps16-ps2,0,0,0,0,0.199836973106796,0.954984465395589,0,0,0,0,0,0,0,0,0.622936261448217,0,0,0,0,0,0,0.645858433620102,0,0,0,0,0,0,1.10083867095141,0,0,0,0
Rps18,0.416826311772022,0.904319857468741,0.768822704916886,1.15341805474837,0.852630705123196,1.75243262805225,0,1.54748601489985,0,0.926368937572458,0,0.848856232268507,1.27632822146613,1.41018595671096,1.81054202129994,0.752446855633043,0.92576654193947,1.10343206849589,0.856826243844519,1.58108064591168,1.53684191975502,1.24612893380294,0,1.00401248620161,1.51773724745207,1.46976134273493,1.11104946045314,0,2.31365879068881,0,1.23586318328992,1.21795736514725,1.03251940497416
Rps23,0.459093482734902,1.02326212075123,1.07024293058442,1.34450187766963,1.19089044165243,2.01647550573403,0.512801670892697,1.64701388207212,0,1.1620552612356,0,1.3767428441466,1.55829276294741,1.72924266711026,1.87154791280411,1.27279928029273,1.44930568615883,1.4941576779758,1.30108194121166,1.87668669628946,1.92438939053454,1.34690447498389,0,1.43807298157655,1.75833943342777,1.83418871291983,1.16688060917309,0,2.46970319013073,2.19920636271146,1.22395346152603,1.64360189831156,1.19051933098942
Rps24,0.614787688066499,1.04445921229847,1.03488427717354,1.36641307411655,1.43857706712337,2.18710040332275,1.29307730185189,1.97073250831337,0,1.07885978287722,0,1.2514879451745,1.5804106324515,1.47941536053742,1.85132182505021,1.30070511199424,1.35157328301811,1.72128720255307,0.846933361918881,1.88323670134432,2.03145204209012,1.55332623442434,0,1.33188619197333,1.58888372860975,1.74832423443897,1.62340270713047,0,2.7440438385334,1.44324820159762,1.31096222869021,1.37742744118857,1.10069766637815
Rps26,0.855712418763287,1.31154861244287,1.09259224593954,1.68485468552799,1.38062881901494,2.48965062418826,1.14632475403447,1.78493012496676,0.750291108131475,1.03374740696304,0,1.46976887975531,1.41605545174858,1.5655896269547,2.19893102702221,1.14773459814765,1.36368896466537,1.82279291278931,1.26532551691898,1.98506622089679,1.59745732758082,1.77821719524872,0,1.41103866579822,1.85666682268488,2.20690289924477,1.82769517410418,0,2.38720059436307,1.39076115144375,1.20790057511525,1.41458314119696,1.12007365012013
Rps28,0,1.05778209035555,1.27006886891865,1.33447443580026,1.07397108451656,1.93193877881737,0,1.47216248050748,0,1.03072882570896,0,1.23696177987745,1.18476065024405,1.44775767565656,1.37052122325916,0,1.35157328301811,1.4941576779758,1.26607456655101,1.74744935109105,1.57357961676848,1.35639676840534,0,1.1792518967573,1.51431917249512,1.44775767565656,1.47533665880421,0,2.33997624073283,1.11266503000787,0.978077926596865,1.22656672794322,0.826493766062357
Rps29,1.17567959434197,1.52497028729784,1.73543641769729,2.11794000068737,2.04592208392446,3.21605390790468,1.4737676595538,2.68330246867272,1.17050240690018,1.70524939802417,1.34561023595247,2.42999791151122,2.13876197825464,2.58396451585183,2.76296651831912,1.59937641573314,2.27229675395791,2.72480847798835,1.9885867593689,2.87324650240503,2.49806814502907,2.58400846916523,1.16788952918231,2.17535517534022,2.65747586592194,2.70151848611161,2.0592550690701,1.11887864434965,3.56431752166489,1.42109676866926,1.94203566051605,2.50151410067236,1.73609827119847
Rps4x,0.162699473587836,0,0.6104868102553,0.904033188459167,0.85467964357261,1.26773841415623,0,1.25660150766153,0,0.926368937572458,0,0.762499551775561,0,1.01736937787733,1.22765197481004,0,0.959176383317014,1.18703223192375,0,1.21565265744088,1.16691286702217,1.1962141757599,0,0.852577060706332,1.18576910803871,1.12377164592228,0.809159469831621,0,1.49831017989014,0,0,1.015177773666,0.489220302942249
Rps5,0,0.54289318530625,0.737617955749367,1.12107412098008,1.03626979504995,1.75243262805225,0,1.45553374958597,0,0.922169110689675,0,0.796443157462606,1.11839015583464,1.29429031456902,1.65993608016881,0.888826748510671,0.951466996519797,1.55241867522041,0.87079318130951,1.61350229166461,1.33968608335345,1.45617668350717,0,1.14446869490968,1.21582497784239,1.26003547392341,1.18272993202587,0,1.8593568908468,0,0.274621450400733,0.995186689802825,0.802573891794383
