,Lung_18,Lung_12,Lung_1,Lung_3,Lung_28,Lung_31,unassigned,Lung_2,Lung_14,Lung_11,Lung_19,Lung_8,Lung_6,Lung_5,Lung_24,Lung_17,Lung_10,Lung_22,Lung_25,Lung_9,Lung_16,Lung_32,Lung_7,Lung_20,Lung_15,Lung_29,Lung_26,Lung_21,Lung_4,Lung_30,Lung_23,Lung_13,Lung_27
Atp1b1,0,0.81819021593755,0.863316411447791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255455033756447
AW112010,0,0,0,0,0,0,0,0,0,0,0,0,2.26186289218773,0,0.772434453459523,0,0,0,0,0,0,0,0,0,0,0.668954390530188,0,0,0,0,0,0,0
B2m,0.321215217094615,0.54289318530625,0.805784953852749,2.12036491957025,3.32169026004263,2.20025492357544,1.20685002041551,2.10770623949873,1.88623954613627,1.88809449036686,2.50609785071227,2.53515540594232,2.63664420015427,2.95238515393083,2.82417642831244,2.80875078829801,1.89890881882393,2.39241971036593,1.86716742113966,2.0948489968268,2.78358277326838,2.40821678161563,1.99698741185091,2.62032284565866,2.10352593121457,3.76917293395204,2.20392691912829,1.58064652104133,2.56108884945036,0.678464704139126,1.38456205641999,3.4094254036089,1.12382135927267
Bcl2a1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.822884875536259,1.20215469605342,0,0,0,0,0,0,0
Bcl2a1d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443813159063251,0,0,0,0,0,0,0.858394086495688,1.35024132677445,0,0,0,0,0,0,0
Bex2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bgn,0,0,0,0,0,0,0,0,0,1.7326773583644,0,0,0,0,0,0,1.47779680368244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bin2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Btg1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Btg2,0,0,0,0,0,0,0,0,0,0.41147249888543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22893951188467,0,0
C1qa,0,0,0,0,0,0,0,0,0,0,0,2.37361721421966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1qb,0,0,0,0,0,0,0,0,0,0,0,2.65748431493957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1qc,0,0,0,0,0,0,0,0,0,0,0,2.47132039460663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calm1,2.69591480870835,1.12377164592228,1.20947592972736,1.71677777775218,1.21734392813592,1.28584141542953,1.30594826920997,1.43740418752946,2.20025492357544,1.16788952918231,1.50248686942561,1.60371441833541,1.75597136429742,1.53070641065573,2.08116693398296,1.39288785117968,1.04990245976695,2.29205328492332,1.73393288253483,2.18693728050481,1.56742556503832,1.96935889792195,1.20842344003102,1.51608965971994,1.54510674443131,2.96103003182402,1.40547251612841,1.34635134141252,1.33447983668645,0,1.24979395088301,2.38234406973024,1.80807603149005
Camp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.63632452581907,0,0,0,0,0
Capg,0,0,0,0.597547071746108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62816475616869,0,0,0,0,0,0
Capzb,0,0,0,0,0,1.00152254258733,0,0,0,0,0,0,0,0.727935530488115,0,0,0,0.664958711088122,0,0.56810333539556,0,0.489977709575298,0,0,0.397072113873794,0.680599053928013,0,0,0,0,0,0.992397418261593,0
Car4,0,0,0,0,0,0,0,0,0,0,1.93537175093549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Card19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cav1,0,0,0,0,0,0,0,0,1.21017705089737,0,0.743745068556209,0,0,0,0,1.38581434459162,0,0,0,0,0,0,0,1.74863213353401,0,0,0,0,0,0,0,0,0
Cbr2,4.2021247495356,4.51323510785549,3.17932184501538,0.725008558295348,0.996184821177618,0.405543029630114,2.08466032885015,1.24642212506965,1.14867774462791,0.858394086495688,1.29409890267463,1.085013627421,1.14491490992129,0,0.507530976866037,1.14491490992129,0.726103352243906,0,1.03583690721256,0,0.84223050491509,0.244083924827416,1.20842344003102,0,0,0.869617626364036,0.253148701871548,0.795516543610653,1.05981660622429,0,1.21971753703546,0.90690835168137,2.37067866728356
Ccl17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.679382929569508,0,0,1.00938125061362,0,0,0,0,0,0,0,0
Ccl3,0,0,0,0,0,0.60805724009363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428939657141835,0,0,0,0,0,0,0,4.70959473946607,0,0,0
Ccl4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.592474546103647,0,0,0,0,0,0,0,5.54708541141391,0,0,0
Ccl5,0,0,0,0,0,0,0.852766635699301,0,0,0,0,0,4.02410346976436,0,0.811556290871063,0,0,0,0,0,0,0,0,0,0,2.58044193746904,0,0,0,0,0,0,0
Ccl6,0,0,0,2.79071394053568,0,0,0,0,0,0,0,0.711662922860272,0,1.47136084030234,0,0,0,0.399673946213593,0,0,0,0.563914382504063,1.88670289304076,0,0,0,2.42740289093651,0,0,3.31076870191129,0,1.1411779148062,0
Ccl9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.928180998887022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42421080038283,0,0,0
Ccnd2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccr7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1072574182643,0,0,0,0,0,0,0
Ccrl2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324579491342642,0,0,0.926368937572458,0,0,0,0,0,0,0,0
Cd14,0,0,0,0,0,0,0,0,0,0,0,0.87559251195644,0,0,0,0,0,0,0,0,0,0,1.35558611274701,0,0,0,0,0.882509730896119,0,0,0,0,0
Cd19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd209a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.871652322062349,0,0,1.24139140598804,0,0,0,0,0,0,0,0
Cd24a,1.40232504816788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.712304758297589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd300ld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd36,0,0,0.880062242965529,0,0,0,0,0,0,0,1.51916736626145,0,0,0,0,1.33609840722701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.812923209158679
Cd37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd3d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.588231288803496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd3g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd44,0,0,0,0.880604477902882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.860587807025188,0,0,0,0,0,0
Cd47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.883230923269921,0,0,0,0,0,0
Cd52,0,0,0,0,0.779593414004743,0,0,1.42274260818353,0,0,0,1.04026610589635,1.59173033260944,1.75361043037033,1.65401451098868,0,0,1.76071467336094,0,2.17199337148207,1.48756627909894,1.37738576363725,1.49914309116324,0,2.01211283294028,1.44775767565656,0.253148701871548,1.48917012375469,1.28585212790123,0.416221104418024,0,1.37742744118857,0
Cd53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd63,0,0.447893391212271,0.874406902877483,0,0,0,0,0,0,1.09142482571345,0,0,0,0,0,0,1.30285848099503,0,0,0,0,0,0,0,0,1.44775767565656,0,0,0,1.44013416988405,1.13333089808755,0,1.34180985254465
Cd68,0,0,0,0.821470678782886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564416774140923,0,0,0,0,0,0
Cd69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd74,0.938199366061801,0.917417250194154,2.67873004502044,1.08301435990474,2.77840420963529,0,2.79753257172356,4.3729350402365,1.24306209730851,0.75899079340973,1.72797493339794,5.16603048155529,1.55829276294741,1.57667657317301,0.811556290871063,1.45709983830115,0.560022864868413,4.85419536389849,2.427438794091,5.14052569223683,1.41018595671096,5.4323332597122,2.17091662619521,1.22494898229482,5.76512676558479,4.2301488572486,0.975455971911211,0.883880080539702,1.35963034259366,1.35034850526778,1.22184070263261,2.0742209772631,3.45752333684122
Cd79a,0,0,0,0,0,0,0,1.47618400103871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd79b,0,0,0,0,0,0,0,1.32290665379184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd83,0,0,0,0,0,0,0,0,0,0,0,1.11794432572572,0,0,0,0,0,0.972984237454521,0,0,0,1.45013895548833,0,0,1.93169419152729,1.74773908071638,0,0,0,0,0,0,0
Cd8b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd9,0.470201631483633,0,0,2.28659130242674,0,0,0,0,1.35692940827825,0,0,0,0,0,0,1.00294191963724,0,0.399673946213593,0,0,0,0.649595938754248,0,1.2211860772713,0,0,2.2340781218084,1.00940050205811,0,0,0,0,0.809006193392132
Cdc42,0,0,0,0.588588724841196,0.490471824161507,0.216974663561187,0,0,0,0,0,0.656977567091806,0.860459550526214,0.951785656765669,0.951148557249632,0,0,1.18703223192375,0.633032065170587,1.00196982669242,0,0.772361015378368,0,0,0.920381211605012,1.04834121330449,0.727303263383487,0,0,0,0,0.946083388871397,0
Cdh5,0,0,0,0,0,0,0,0,0,0,1.3563005730823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cdk2ap2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256353431615891
Cdkn1a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644676232262604,0,0,0.884421932775771,0,1.08412122343098,0,0,0,0,0,0
Cebpb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230809918367358,0,0,0,0,0,0
Cebpd,0,0,0,0,0,0,0,0,0,0.694328149849853,0,0,0,0,0,0,0.656515445795359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cfl1,0.808305640238069,0.48283800812384,0,1.49747726861705,0.564169953755798,2.18710040332275,0,1.24473783427747,1.1430431998662,0.66587647344902,0.938956747886029,1.46816749076646,1.55467219292482,1.63078809507571,2.28768119616272,1.31154861244287,0.791354882270254,1.83994729893827,1.29125959855358,1.71783352220999,1.46340089500481,1.64248081942528,1.33447443580026,1.1004442319662,1.58888372860975,2.20324062040391,1.35417250401149,1.55238491224423,1.43854423428988,1.39790514399036,1.22340468163758,1.51773724745207,1.13975314926846
Cfp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193243120226816,0,0,0,0,0,0,0,0,0,0,0
Chchd10,2.23468745367605,0.754220094285226,1.08155683108,0,0,0,0,0,0.502806054558056,0,0,0,0,0,0,0,0,0,0.732568295147876,0,0,0,0,0,0,0,0,0,0,0,0,0,0.814334914694504
Chia1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chil1,0,0.587161616491791,2.3277687481644,0,0,0,1.41238126760189,0,0,0,0,0,0,0,0,0,0,0,1.05519500514356,0,0,0,0,0,0,0,0,0.754520242792679,0,0,0,0,1.39582796184296
Chil3,0,0,0,4.02702706285169,0,0.663434814673817,0.8334151404579,0,0,0,0,0,0,1.28944793762652,0,0,0,0,0,0,0,0,0,0,0,0,3.98268479192544,2.19542155488712,0,0,0,0,0
Cldn3,1.20216324133134,0.438356500367537,0.739890669508799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13601912986659
Cldn5,0,0,0,0,0,0,0,0,0,0,2.42872233550507,0,0,0,0,1.53684191975502,0,0,0,0,0,0,0,0.654284790087849,0,0,0,0,0,0,0,0,0
Clec2d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clec3b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57574608231466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clec4d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10591229730196,0,0,0,0,0.860208378323341,0,0,0,0,0
Clec4e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clec7a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clic1,0.480812694107467,0,0,0,0,0.857159699872363,0,0,0,0,0,0,0.858394086495688,0.832684066016944,1.09227340274692,0,0,1.13654258523273,0.990476374046852,1.00022412970782,0.835354058832418,1.4604267011706,0,0,0.920381211605012,0.787667824241656,0.782506078116486,0,0,0,0,0,0.41736856736428
Clk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40646212885775
Cmtm7,0,0,0,0,0,1.00152254258733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cnn2,0,0,0,0,0,0,0,0,1.11571964388981,0,0,0,0,0,0.617895111051103,0,0,0,0,0,0,0.193243120226816,0,0,0,1.04834121330449,0,0.6319355409939,0,0,0,0,0
Col1a1,0,0,0,0,0,0,0,0,0,1.25092219678528,0,0,0,0,0,0,2.11104736872191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Col1a2,0,0,0,0,0,0,0,0,0,1.97922087974577,0,0,0,0,0,0,2.76037983949222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Col3a1,0,0,0,0,0,0,0,0,0,1.60130058500791,0,0,0,0,0,0,2.49341024207349,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17579235860145,0,0
Coro1a,0,0,0,0.337452016072056,0,0.923964205824396,0,1.21635758021985,0,0,0,0,1.18074485753952,1.41654695711446,1.52462415104076,0,0,1.13654258523273,0,0.910686042101985,1.22332314887585,1.04808800155706,0,0,0.957559600930702,0.499363003637683,0,1.2446943627639,1.14730936725346,1.24859409337299,0,1.46816561365852,0
Coro1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801735168579589,0,0,0,0,0,0,0
Cotl1,0,0,0,0.671126223095071,0,0,0,0,0,0,0,0.803839503557109,0,0.794198359133583,1.0050788480197,0,0,0.932437794853096,0,0.71148432873384,0,0.978385220187123,0,0,1.0698360228121,1.19083871135294,0,0.994141987079178,0,1.0131723604046,0,0,0
Crem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crip1,0.926079896363876,0,0,0,0.685018416391503,0.572289271633881,0,0,0,0.542286570907028,0,1.44007098990662,1.14491490992129,2.19233978365161,2.04696869635048,0,1.21795736514725,2.89544840689104,1.25946993162222,2.482515417887,1.15724006564657,2.45924700581474,0,0.919735282420813,2.20025492357544,3.88383147737639,0.230809918367358,0,0,0,1.82619277369221,1.16886791612072,0
Crip2,1.28204873107669,0,0,0,0,0,0,0,1.53332935032608,0,0.976448233271777,0,0,0,0,0,0,0,0.573531135623271,0,0,0,0,1.32780751315247,0,0,0,0,0,0,0,0,0.95628566653911
Csf1r,0,0,0,0,0,0,0,0,0,0,0,0.846555799490252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Csf2ra,0,0,0,0.580593474504305,0,0.216974663561187,0,0,0,0,0,0,0,0,0,0,0,0.611129414618243,0,0,0,0,0,0,0,0.499363003637683,0,0,0,0,0,0,0
Cst3,0.392703098681277,0.455289723193906,0.708634042235344,1.17576532391119,0.670574556243537,1.25394436046919,1.41384863545864,0,0.869353181177535,2.39851515994006,1.28478760117897,2.74518555969129,0,2.02379553045464,0.400658502258274,1.39146693833591,1.97457874680022,4.60793145747817,0.750997586216931,4.99824105141082,0,3.50760560286489,1.42049229710875,1.72698228045874,3.9023192116462,5.06376754383732,0.947029827500592,0,0,0.552150167783151,1.46105369419198,2.66911241477956,0.70132250752497
Ctla2a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35773137022616,0,0,0,0,0,0,0,0,0
Ctsa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.678265337819341,0,0,0,0,0,0
Ctsb,0,0.59485502274831,0,0.98140086432002,0,0,0,0,0,0.836817849760739,0,1.52040151962008,0,1.09057762830212,0,0,1.0413751385363,0,0,0,0,0,0,0,0,0,0.994675702333042,0,0,0,0,1.56742556503832,0.41736856736428
Ctsc,0,0,0.816096122950014,0.757792340209217,0,0,0,0,0,0,0,1.19657147973159,0,0,0,0,0,0,0.213171133878263,0,0,0.244083924827416,0,0,0,0,1.09213246439378,0,0,0,0,0,0.947895544462158
Ctsd,0,0,0,1.92803387171601,0,0.547589917893855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.90066837714796,0,0,1.37490862972897,0,0,0
Ctsh,0,0,0.926368937572458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.697088057213974,0,0,0.598039192606753,0.606026477094721,0,0,0,0,0,0,1.76241008770075
Ctsl,0,0,0,0,0,0,0,0,0,0.863577006563971,0,0,0,0,0,0,1.64598666891006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ctss,0,0,0,2.16899357037965,0,0,0,0,0,0,0,1.69626909300747,0,1.75361043037033,0,0,0,0.399673946213593,0,0.730446363579793,0,1.15726418333482,0,0,1.51431917249512,1.12422255927612,1.89232054608195,0,0,0,0,1.51602610924588,0
Ctsw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ctsz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.489977709575298,0,0,0,1.04834121330449,0,0,0,0,0,0,0
Cxcl15,0,0.850738643054598,2.80875078829801,0,0,0,1.33707482270214,0,0,0,0,0,0,0,0,0,0,0,1.20441100438465,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84134834982087
Cxcl2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29322830980065,0,0,0,0,0.88496349756827,0,0,0,0,0
Cyba,0,0,0,1.33447443580026,0.575445216840803,0.572289271633881,0,0,0,0,0,0.882515984915988,0.860459550526214,1.1827491563815,0,0,0,0.685438356060191,0,0.52891039122367,0,0.513351883439924,0,0,0.658605747683818,1.20215469605342,0.999467369733499,1.21174854905518,0,0,0,1.26696361576564,0.28708628260442
Cybb,0,0,0,0.589304919760483,0,0,0,0,0,0,0,0.544391154655619,0,1.19083871135294,0,0,0,0,0,0,0,0,0,0,0,0,1.03851161422314,0,0,0,0,1.16399318150277,0
Cyp2f2,2.69696110083266,3.9733478506177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyp4b1,0.746204392163901,0,0,0,0,0,0,0,1.20737385142447,0,1.79239718251363,0,0,0,0,0.619213680826725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyp4f18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyr61,0,0,0,0,0,0,0,0,0,0.922169110689675,0,0,0,0,0,0,0.951466996519797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cytip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.499363003637683,0,0,0,0,0,0,0
Dbi,0.429324563509996,0,0.737051513348722,0,0,0.816792522825858,0,0,0,0,0,0,0,0,0,0,0,0.585505498086829,0.810379042010315,0,0,0.460701218918857,0,0,0,0,0.306338673877163,0,0,0,0,0,0
Dcn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98000981042955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dnaja1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.457284778228226,0,0,0.540274390959836,0,0,0,0,0,0,0,0,0,0,0,1.46030483208159,0,0,0
Dnajb1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08257975361794,0,0,0
Dpt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30162705381178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dusp1,0,0,0,0.517806522305834,0,0.663434814673817,0,0,0,1.07228135920147,0,1.31993283583178,0,1.15724006564657,0,0,0.997757877653273,0,0,0,0,0.359971881066566,2.270391114672,1.23647454910322,1.36504956041458,0,0.259363992504494,0,0,1.2514778118145,0,1.26464525110802,0
Dusp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dynll1,1.1692439213578,0,0,0,0,0.555108746935253,0,0,0,0,0,0,0,0,0,0,0.594611510288986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ear1,0,0,0,0.99728936217964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249767012364249,0,0,0,0,0,0
Ear2,0,0,0,1.87496787710985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37606421506885,0,0,0,0,0,0
Ebf1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eef1a1,0.541383475851399,0.791137017427578,0.984297097922108,0.796399944872696,0.764084102938163,2.08116693398296,0,1.35090730489628,0,0.926368937572458,0,1.06822833938616,1.22009768688095,1.23201339233208,1.22009768688095,0.696671410787724,1.17082988354512,1.30203725348354,0.928650786311217,1.45207313070841,1.46816561365852,1.00945797614347,0,1.3722520286122,1.26233588891937,1.39288785117968,0.879608007720789,0,1.93611054166889,1.37278192999303,0.872167022259239,1.22656672794322,1.18770889074936
Eef1b2,0,0,0,0,0,0.97398631481559,0,0,0,0,0,0,0,0,0.457284778228226,0,0,0.600263949694407,0.394164967013996,1.02258912354518,0,0.245893784747883,0,0,0,0,0,0,1.21000363075225,0,0,0,0.439956729794368
Egfl7,0,0,0,0,0,0,0,0,0,0,1.35827699702604,0,0,0,0,1.54214388440365,0,0,0,0,0,0,0,1.26705533813621,0,0,0,0,0,0,0,0,0
Egr1,0,0,0,0,0,0,0,0,0,1.02474643354532,0,0,0,0,0,0,0.993790020088513,0,0,0,0,0,0,0,0,0,0,0,0,0.696443925589842,1.08785671384868,0,0
Eln,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elovl1,0,0,1.17304546923985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.732720469392783
Emp2,0,0,0,0,0,0,0,0,2.28913633099642,0,1.90679396987831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.819355510756428
Emp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354162162573904,0,0,0.56502588415251,0.743707004649746,0,0,0,0,0,0,0.692664204035912,0,0,0,0,0,0,0,0
Ets1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabp5,0,0,0.893277060118768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fam107b,0,0,0,0,0,0.216974663561187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fasn,0,0,0.76585685550096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fcer1g,0,0,0,1.55738588986911,0,0.663434814673817,0,0,0,0,0,1.52040151962008,1.54748601489985,1.84336938519483,0,0,0,0,0,0,0,0.997416158356368,1.47618208785643,0,1.1496225236783,0.787667824241656,1.23638692864539,1.32738183762292,0,0,0,2.20623595511461,0
Fcgr3,0,0,0,0,0,0,0,0,0,0,0,0.86389700804294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fcmr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fos,0.573965503245089,0,0,1.11483244458475,0,0.68124026924261,0,0,0,1.48592829433006,0,1.41645397618009,0,1.22548351199453,0,0,1.95399526626858,0.738372817861729,0,0,0,0,1.08930941130737,0.921134870933776,0,0,1.28177461434315,1.57345043159424,0,1.44324820159762,1.90925419344093,0.902888386456481,0
