,unassigned,Neonatal-Skin_5,Neonatal-Skin_1,Neonatal-Skin_3,Neonatal-Skin_18,Neonatal-Skin_12,Neonatal-Skin_19,Neonatal-Skin_22,Neonatal-Skin_11,Neonatal-Skin_4,Neonatal-Skin_7,Neonatal-Skin_23,Neonatal-Skin_10,Neonatal-Skin_16,Neonatal-Skin_2,Neonatal-Skin_9,Neonatal-Skin_13,Neonatal-Skin_6,Neonatal-Skin_17,Neonatal-Skin_20,Neonatal-Skin_8,Neonatal-Skin_21,Neonatal-Skin_24,Neonatal-Skin_14,Neonatal-Skin_15
Ebf1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08867403693308,0,0,0,0,0,0,0,0,0
Ech1,0,1.2542966934952,0,0,0.845725978765378,0,0,0.480283285296991,0,0,0,0.439652693636081,0,0,0,0,0,0,0,0,0,0,0,0,0
Eci1,0,1.24062898392436,0,0.662446864280082,0.82297309898309,0,0,0.371433389921468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eef1a1,1.38387983588678,0.993738861084011,1.84182628924109,1.06991192016259,0.634902364733567,1.96287361463467,1.33575225189659,0,1.34040314438203,1.61916894069066,1.75753181870613,1.77195565683621,1.68977169319543,1.30428013717464,1.68262869624932,1.48564737798969,1.52066038310657,0,1.78174127185607,1.81356517021018,1.59691372764507,1.86631919775279,0,1.49285539122175,1.91320571122336
Eef1b2,0,0.495859868363879,1.01374434434071,0.553217982495686,0.59737464604355,1.36882207371262,0.43143135774819,0.197727755231367,0.569713786229517,0.95399687903562,0.679566478168582,0.831781412729482,1.09995992971579,0,1.05221487460842,0,0.7224028066392,0,0,1.07115633450089,0.881343450710916,0.724249141247406,0,0,1.2358416635648
Eef1d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eef1g,0,0,0,0,0,0,0,0,0,0,0,0.556875401728065,0,0,0,0,0,0,0,0,0,0,0,0,0
Eef2,1.16621181330636,0.69974122868549,1.29353866049047,0.892788013145923,0.764551782663402,1.21490984556443,0,0,0.630125720363878,1.18539382810558,1.31238941273301,0.831781412729482,1.24374757500695,0.445684212484552,1.25119257118795,1.05703074413076,1.22363104359641,1.29477602649783,0.90544510064812,0.787587135251545,1.09414089964801,0,0,1.08525077102045,1.2960159193085
Egfl6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997384212497942,0,0,0,0,0,0,0,0.585097779489005,0.366433960298374,1.08439759634187
Eif2s2,0.611727294429621,0.393511634240946,0.961891781937223,0.80167392014664,0.525909927531205,0.393399699508411,0,0,0,0,0.665982461004417,0,1.25407151138505,0,0,0.945594174886852,0,0,0,0,0.295470271554392,0,0,0,0
Eif3e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eif3f,0,0,0,0,0.47927465830652,0.661777355234696,0,0,0,0,0,0.501806348179184,0,0,0,0,0,0,0,0,0,1.02270641399231,0,0,0
Eif3h,0,0,0,0,0,0.397643010359752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eif3k,0,0.261824549788983,0,0,0,0.879074722025015,0,0,0,0,0,0.238520966121365,0,0,0,0,0,0,0,0,0,0,0.380015022330869,0,0.845217600740772
Eif4a1,0,0,0,0.693013627659667,0,0.763313130452673,0,0,0,0,0.778980064895883,0.509856004018319,0.487589677722747,0,0,0,0,0,0,0.915552685945257,0.31243638858595,1.05061215688046,0.465238653906827,0,0
Eif4ebp1,0,0.584888622379437,0,0,0.764551782663402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eif5,0,0,0,0.525234720124654,0,0,0,0,0.555535003726939,0,0,0.230471310282229,0,0,0,0,0,0,0,0.925093971750137,0,0,0,0,0
Eif5a,0,0.370928456449175,0,0.576157916262485,0,0,0,0,0,0,0,0.763643276625039,0,0,0,0,0,0,0,0.790524731759697,0,1.233602367711,0,0,0
Eln,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elob,0,0.479602404533137,0,0,0.486101223030336,0,0,0,0,0,0,0.209181383353852,0.724990375822469,0.818519924843918,0,0,0,0,0,0,0.844582657798313,0,0,0,0
Emp1,0,0,0,0,0,0,0,0,0,0,1.04628140632292,0.209181383353852,0.487589677722747,0,0,0,0,0,0,0,0,0,0,0,0
Emp3,0,0,0,0,0,0,0.617024391864297,0,0,0,0,0,0,0,0,0,0.810660152150472,0,0,0.913563489864808,0.967997373728037,0.941132810293715,0,0,0
Etfb,0,1.32244471017407,0,0.574296342630982,1.42363992913411,0,0,1.14150670054193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eva1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabp4,1.31877561386928,3.12949966610506,0,3.74369609419154,2.79978369459471,0,0,2.51526889363877,0,0.965221457631681,3.30062947189856,0,0,0,1.38174439416534,0,0,1.54471936287856,0,0,0,0,1.16377379058515,1.4940989978873,0
Fam195b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fbn1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3774841194046,0,0,0,0,0,0,0,0
Fcer1g,0,0,0,0,0,0,1.70427225263657,0,1.42363992913411,0,0,0,0,0,0,0,0,0,0,0.454948698538116,0,1.21599279259524,1.30979614282307,0,0
Fkbp1a,0,0,0,0,0,0,0,0,0,0,0.656931830757163,0.994225626472735,0,0,0,0,0,0,0,0,0,0,0,0,0
Fkbp9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fn1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87047349063599,0,0,0,0,0,0,0,0
Fos,0.974673064135297,0,1.06271458879547,0,0.525909927531205,1.08015616921392,1.02979187117645,0,0,1.14671394657984,0.829941700084783,1.226845932289,1.07931204598487,0.930308595032672,1.45472471885496,1.50250509490911,0.766625370393984,1.20313071815067,0,0.452011102029964,0.797895831437765,0,0,1.41990750998215,1.36142433459926
Fstl1,1.1978560112244,0,1.65733146379966,0,0,0,0,0.849740164384051,0,1.41459267634243,0,0.624477746005311,1.35456643635527,0.417342475848617,1.36211460080318,1.28861430164653,2.72104912344083,1.20525438039164,0,0,2.10219232415914,0,0,0,0.831724990218679
Ftl1,1.68536499539735,1.34397102858528,1.63440402852304,2.62234881861741,1.14194616253265,1.27767917389511,3.38383966693464,1.04225157100699,2.72072410273868,1.43899986360171,1.62322591444565,1.64791169431669,1.31620466277664,1.4316916637762,1.67159177399219,1.75428127549449,1.97536463797473,1.57812656457429,1.5985632555033,2.92807527934439,1.58770018805852,2.62261038252261,3.36767962329813,1.34922623252901,1.33840566482199
Fxyd1,0,0,0,0.687073117102601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabarap,0,0.76172832503278,0.915252936273576,0.559544642137041,0.617291692542407,0,0.906362854776077,0.831059549194751,0.79601492265596,0,0.698210570776174,0.82233061824251,0.503527159249842,1.1830173398633,0.518099730855321,0,0.930477307813653,1.19996001734252,0.958538048326531,0.603957550633371,0.66564888189545,0,0.991830544129073,0,0
Gabarapl1,0,0.500589495673795,0,0,0.495001082467733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gadd45b,0,0,0,0,0,0,0.606779840785753,0,0,0,0,0,0,0,0,0,0,0,0,1.08092460143482,0,0,0,1.64829946909661,0
Gadd45g,0,0.579306659904384,0,0,0,0,0,0.78963822646741,0,0,0.744259112661246,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gapdh,0,0.62687406909234,0,0,0.511440103502665,0.92616193295518,1.09039451844675,0.197727755231367,0,0,0,0.720469334980451,0.487589677722747,0,0,0,0,0,0,0,0.31243638858595,1.20419155923265,0,0.351180721476305,1.16621181330636
Gas1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gas5,1.19733122743985,0.481367750218549,1.50080060257907,0.864990133442949,0.838415495841412,0.987811947742726,0,0.197727755231367,0.751148712949011,1.39905471643558,1.19717100648053,0.992884907770702,1.17597273681997,0.949600704974628,1.51803752316397,1.13863344305144,0.66580680743116,0.881283873137558,0.971557331421281,0.521743893373306,1.25694319728914,1.05061215688046,0,0.869936883063015,1.34576111458765
Gltscr2,0,0,0,0,0,0,0,0,0,0,0,0.238520966121365,0,0,0,0,0,0,0,0,0,0,0,0,0
Glul,0,0.973484852179373,0,0.911231425068759,0.511440103502665,0,0,0.632928354266066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm10736,0,0.405500371686354,1.11599785340355,0.526593850273214,0.59737464604355,0.880730512961458,0.760848104447805,0,0.717283815800546,1.02573056389169,0.704196890989713,0.894427785564559,1.01226653484723,0,1.08399304145897,0,0.970598959624148,0,0.656395435954255,0.47699843951781,1.04903591169539,0,0,0,0.873601459903364
Gm15427,0,0,0,0,0,0,0,0,0,0,0,0.501806348179184,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm1673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm4149,0,0.467859964585936,0.984318806738021,0,0.350641106876168,1.00749446361291,0.43143135774819,0.197727755231367,0.630125720363878,0.695475802952754,0.976040988014156,0.798870757552627,0.743256922983605,0,1.01597176430855,0.870351077426244,0,0,1.25950238639937,1.02522909928567,0.9962380809447,1.07427614547151,0,0,0
Gm42418,0,0,0,0,0,1.05541843142237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gnas,1.47245413077092,1.82441208797805,1.50764396609626,0.944637283333666,1.41160442619694,0.967007078787989,0,1.38337701638796,0.810660152150472,2.10576029121804,1.90352154694774,2.75468202606374,1.48731462570695,0.965238733916813,1.58002910446848,1.94954482073716,1.83223157616492,1.2622280225084,1.50850470532431,0,1.6568041578351,0,0,2.16986205386567,2.02722184389899
Gpc3,0,0,1.19159050526521,0,0,0,0,0,0,1.12881537883209,0,0,0.743256922983605,0,1.27707775784275,0,1.25484349461423,0,0,0,0,0,0,0,0
Gpx1,0,0,0,0.918407425651705,0,0.872786521453574,0.952044089309081,0,0.810660152150472,0,0,0.434636573144454,0,0,0,0,0,0,0,0,1.06484728844694,0,0,0,0
Gpx3,1.9044817950061,3.47566136437232,1.30476661360911,1.8344892327887,3.14772942643092,0.98362325492591,1.19996001734252,2.64000671945802,0.826839360771808,1.67175706627045,1.20288807286122,0.798870757552627,1.2313716579719,1.39833055231525,1.4635307318353,1.50250509490911,1.36073519331209,2.78639764346146,1.32955499744678,0,1.14913921796936,1.65205835248355,1.63360768086171,1.32721446006842,1.58768992396299
Gpx4,0,1.16440099992688,0,0,0.82297309898309,0,0,0.775500520930928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gpx7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gpx8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gsn,0,0,0,1.21115170065397,0,0,0,0,0,1.38817926111818,0,0,0,0,1.19109083288624,0,1.40198591370358,0,0,0,0,0,0,0.884081994541659,0
Gstm1,0,0,0,0.533373045364716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H19,0,0,0,0,0,0,0,0,0,1.57244899424543,0.176784533442203,1.32861741283767,0,0,0,0,2.6452328265908,0,0,0,0,0,0.380015022330869,0,1.25291542631125
H3f3a,0,0,0,0,0,0,0.430010334332436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380015022330869,0,0
H3f3b,1.29107147624257,0.720932643219239,1.41160442619694,1.36769132656797,0.849045830607373,1.92202147559141,1.02270641399231,0.707167997719188,1.69420409360038,1.20313071815067,1.63466106223748,1.1114645317953,1.88165512337972,2.17043344830044,1.23081771262091,2.19382901082328,0.750351831419677,1.25291542631125,1.56103900051301,1.47309005836537,1.39856067698038,1.56370571163288,2.0623361911457,1.77355340486425,1.251761602717
Hba-a1,1.25522986496591,0,0.985015380889675,0,0.778024755546738,0.574527332997013,0.782769121799175,0,0.79601492265596,1.01226653484723,0.688212992216747,0.230471310282229,0.704629310617338,0.48462438254812,0.804874641116418,1.08781592604447,0.596625006551973,2.56655223844767,0,0,0.687713861462138,1.05061215688046,0.380015022330869,1.24114280097336,0
Hba-a2,0.732867920596748,0,0,0,0,0,0,0.533462363029088,0,0,0,0.230471310282229,0,0,0,0,0,2.03224588835213,0,0,0,0.932339515745204,0,0,0
Hbb-bs,2.13430586255148,0.804993790290766,1.63645934193313,1.09864978048152,1.0322191703643,1.25755340591165,1.09039451844675,1.48649427095615,1.20525438039164,1.52681902475649,1.31526413919721,0.624477746005311,1.47901880044271,2.04968759178371,1.46676605752281,1.48731462570695,1.23472093911015,3.43902980721165,1.44977182718767,1.48419720333341,1.51196919528182,1.3410703906139,1.84187406709829,1.72041343168121,1.53930125407651
Hbb-bt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32135732239251,0,0,0,0,0,0,0
Hdc,0,0,0,0,0,0,0,0,2.63134974026708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hes1,0,0,0,0,0,0,0,0,0,0,1.53039879420592,1.24606141584759,0,0,0,1.07762793338408,0,0,0,0,1.03242326774424,0,0,0,0
Hint1,1.17723661622304,1.39432211223767,0.901694001419021,1.14188533937488,1.18676498039806,0,0.906362854776077,1.02333525814651,0,1.04348778674661,0.581173617454093,1.08199295626526,1.05783883129109,0.949600704974628,1.01597176430855,1.03568908159304,0.66580680743116,1.33047905997195,0.978107887200848,0.893574959923358,0.897213168542638,1.02270641399231,1.19049153289434,1.19708732055557,1.06271458879547
Hmgn1,0,0,0,0,0,0.64206207012883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hmgn3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hmox1,0,0,0,0,0,0,1.03260351882507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25007667966929,0,0
Hnrnpk,0,0,0,0,0,0,0,0,0.555535003726939,0,0.534195826677642,0.480516421250806,0.649387844718621,0,0,0,0,0,0,0,0,0,0,0,0
Hp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hsd17b10,0,0.914207115603774,0,1.44448343482545,0.486101223030336,0,0,0,0,0,0,0.303003038567485,0,0,0,0,0,0,0,0,0,0,0,0,0
Hsp90aa1,0,0,0,0,0,0,0,0,0.931717923545765,0,1.04982121899404,0,0,0,0,0,0,0,0,0.335576033221581,0,0.932339515745204,0,0,0
Hsp90ab1,1.22363104359641,1.16053635726584,1.11059763627297,0.982929231967382,1.01857840112109,1.25930206916993,1.02979187117645,0.987340534653215,1.05541843142237,1.11962872408032,1.53840284583589,1.32821610444895,0.955303357157455,1.15199757846876,1.0223310007925,1.07511204650477,0.944954157324429,0,0.954753776868441,1.46555111212179,1.28069957915585,0,0,1.22920144126484,1.1372198836069
Hspa1a,0,0,0,0,0,0.762901158461955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hspa5,0,0,0,0,0,0,0,0,1.00276896243716,0,0.724863374335627,0,0,0,0,0,0,0,0,0.335576033221581,0,1.07427614547151,0,0,0
Hspa8,1.53571219930811,1.06887590816744,1.49910031452391,1.56242210537406,0.82297309898309,1.69087737410063,1.61515899145005,0.831059549194751,1.98697679937597,1.41011540107251,2.41605643096132,1.39186362221496,1.60129481251278,1.49952826809626,1.66003643070418,1.54290869758691,1.36073519331209,1.55752544742587,1.59070196771587,2.1223089425322,1.60171965656516,2.11862378696258,1.17882368608944,2.13638020544666,1.88165512337972
Hspb1,0,0.518488991059983,0,0,0,1.03375835642748,0,0.688487382529888,0,0,1.18796961804929,0,0,0,0,0,0,0,0,0,0.993183355969669,0,0,1.1474225257671,0
Hspe1,0,0.807062767359066,0,0.893927722874116,0,0,0,0.911921571185769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Htra1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Htra3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.973991583741346,0,0,0,0,0,0,0,0
Icam1,0,0,0,0,0,0,0,0,0,0,1.24246556231139,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Id1,0,0,0,0,0,0,0,0,0,0,1.42592174488941,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Id2,0,0,0,0,0,0,0,0,0.955630556306187,0,0,0,0,0,0,0,0,0,0,0,0,0.932339515745204,0,0,0
Id3,0,0,0,0,0,0,0,0,0,0,1.45156537126391,0,0,0,0,0,0,0,0,0,0,0,0,1.35462982572576,0
Idh2,0,0.572689887910164,0,0,0.350641106876168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idh3b,0,1.29944263710477,0,0,0.885736699116953,0,0,0,0,0,0,0.209181383353852,0,0,0,0,0,0,0,0,0,0,0,0,0
Idh3g,0,0.837799778233035,0,0,0.617291692542407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ier2,0,0,0,0,0,0.682765016195897,0,0,0,0,1.03068846224937,0.516011674113339,0,0,0.873874240217431,1.2291494824082,0,0,0,0,0.921266371898255,0,0,0,0.873601459903364
Ier3,0,0,1.21979925675979,0,0,0.501411825746429,0.928622778546057,0,1.32525021264683,0,2.77036543911176,0.88134296779073,0.503527159249842,0.639619076391582,1.02234718100592,1.05703074413076,0,1.12054032022637,0,0.812574472739391,0,1.3767774041418,1.20629094357909,0.992769449767784,0
Ifitm1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998452504518955,0.906362854776077,0,0,0,0,1.0185785438716,0,0,0,0
Ifitm2,1.06846267532834,0,1.17723661622304,0,0.47927465830652,0.762901158461955,0.767458032300646,0,0,1.07931204598487,0.774620556044847,0.82233061824251,0.791993179955266,0,1.13253454514385,1.08781592604447,0.934834489601585,1.4358992685809,0,0,1.28434582157175,1.05061215688046,0.465238653906827,0,1.19159050526521
Ifitm3,0,0,0,0,0,0,0.817242818282767,0,0,1.32655329967874,2.25428127280978,1.36149331013259,0,0,1.27708499348482,0,0.967902461489409,1.25061003360515,0,0,0.666537350682727,1.25407151138505,0.585097779489005,1.39758757542136,1.08439759634187
Ifrd1,0,0,0,0.203091223604828,0,0,0,0,0.555535003726939,0,0,0,0,0,0,0,0,0,0,1.34505281077149,0,1.22804157883076,0,0,0
Ift20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igf2,0,0,0,0,0,0,0,0,0,0.70761761889769,0,0.88134296779073,0,0,0,0,1.66906467746933,0,0,0,0,0,0,0,0
Igfbp4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.280093308504,0,0,0,0
Igfbp6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03646347870084,0,0,0,0,0,0,0,0
Igfbp7,0,0,0,0,0,0,0,0,0,1.3278591304288,1.9230832040274,0,0,0,0.935773779500329,0,0,0,0,0,1.26694702853348,0,0,2.16023094230219,0
Impdh1,0,1.20077316131649,0,0,0.838415495841412,0,0,1.00281687567568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Itih5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Itm2a,0,0,0,0,0,0,0,0,0,1.35320373749732,0,0,0,0,0,0,2.5310628788666,0,0,0,0,0,0,0,1.45631563024171
Itm2b,0,1.02972848826316,0,0.979650634222421,0.880730512961458,0.607555612038569,1.7427546744389,0,1.47572853930482,1.22253364790528,1.3635056786557,1.22539271088775,0.892503647724855,1.18153817516087,1.01411463944456,0,1.21925393198017,0,1.01455313487351,0.723330215949906,0.626470053830273,0,0.578676011096141,1.18646804792344,0
Ivns1abp,0,0.909837219818847,0,1.16176961541918,0.634902364733567,0,0,0.478306774462583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jun,0,0,0,0.669729001725241,0,1.08015616921392,0,0,0,0,0.560225680088817,0.854646673780636,0,0,0,0,0,0,0,0,0,0,0,0.74200831677288,0
Junb,0,0,0,0,0,0.661777355234696,0.617024391864297,0,0,0,1.22363208806804,0,0,0,0,0,0,0,0,0.918490282453409,0,1.05061215688046,0,1.3327848586548,0
Jund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klf9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Krtcap2,0,0,0,0,0,0,0,0,0,0,0,0.603187819076934,0,0,0,0,0.788012871446164,0,0,0,0,0,0,0,0
Laptm4a,0,0,0,0,0,0,0.833695895053106,0,0,0,0,0.957607046453555,0,0,0,0,0.881837950630202,0,0,0,0,0,0,0,0
Ldha,0,0.392272800864784,0,0,0,0,0,0,0.96992337490472,0,0,0,0,0,0,0,0,0,0.892385884234168,0,0,0,0,0,0
Ldhb,0,1.08760166375394,0,0,0.634902364733567,0,0,1.11834965859533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lgals1,2.23982878532184,1.35600452879235,3.05103619902246,0.883041410788151,1.49402450934987,0.92616193295518,2.33137914388385,1.11834965859533,1.85262151519246,2.01068081065918,1.07389973510162,1.08305853431775,3.34205041643256,1.5555794746774,1.89584937408423,2.41381042306099,1.79242914811269,2.52238029557826,1.89776574484221,1.28575830671802,3.07999337617373,1.233602367711,1.25307289010139,1.99685308683242,2.10758671791827
Lgals3,0,0,0,0,0,0,1.7427546744389,0,1.02648951495684,0,0,0,0,0,0,0,0,0,0,2.92486788510284,0,1.20419155923265,0,0,0
Lhfp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lmna,0,0,0,0,0,0,0.928622778546057,0,1.2426115938666,0,0.94408975854792,0.765147610395009,0.921280476115108,0.914670566090487,0,0,0,0,0,0.799117617136874,1.03609438476337,0,0,0,0
Lmo4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lpl,1.15055844388689,1.25061203139838,0,2.95196358612193,0.995588280786998,0,1.2291494824082,0.33573460779772,0,1.55200876597589,0,0,0,0,1.52300166720515,0,0.641483259155821,1.47737168057895,0,0,0,0,1.04391466500297,0,0
Lum,0,0,1.27767917389511,0,0,0,0,0,0,0,0,0,0,0,0,0,0.944315036248272,0,0,0,0,0,0,0,0
Lxn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ly6a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04035364952182,0,2.03504953037004,0,0,0,0,0,0,0,0
Ly6c1,0,0,0,0,0,0,0,0,0,0,1.52242827396023,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ly6e,0,0,0,0,0,0,0,0,0,0,0.736878137224705,0,0,0,0,0,0,0,0,0,0,1.56370571163288,0,0,0
Lyz2,0,0,0,0,0,0,1.61515899145005,0,0,0,0,0,0,0,0,0,0,0,0,1.01572475108735,0,3.36254579039255,2.8455993652384,0,0
Malat1,0,0,0,0,0,0,0,0,0,0,0,0.209181383353852,0,0,0,0,0,0,0,0,0,0,0.465238653906827,0,0
Map1lc3a,0,0.474443083063114,0,0,0.537974484328093,0,0,0.197727755231367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74200831677288,0
