,Bone_Marrow_Mesenchyme_9,Bone_Marrow_Mesenchyme_5,Bone_Marrow_Mesenchyme_1,Bone_Marrow_Mesenchyme_4,Bone_Marrow_Mesenchyme_6,Bone_Marrow_Mesenchyme_18,Bone_Marrow_Mesenchyme_15,Bone_Marrow_Mesenchyme_10,Bone_Marrow_Mesenchyme_14,Bone_Marrow_Mesenchyme_7,Bone_Marrow_Mesenchyme_2,Bone_Marrow_Mesenchyme_11,Bone_Marrow_Mesenchyme_19,Bone_Marrow_Mesenchyme_13,Bone_Marrow_Mesenchyme_12,Bone_Marrow_Mesenchyme_8,Bone_Marrow_Mesenchyme_17,Bone_Marrow_Mesenchyme_3,Bone_Marrow_Mesenchyme_16,unassigned
Gas5,1.26349233100337,1.27185044099868,1.93423640567342,1.99347932522529,1.16230805776854,1.47074120276439,1.08707971406853,1.55656360417136,1.21499628847399,1.46967238099206,1.0912885280791,1.1323155524227,1.29170729136941,1.22800577754813,1.38070914292967,1.16675277442525,1.35214518719423,1.61291525887344,1.21095427942026,0
Gja1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glrx5,0,0,0.517073134710283,0.924884645700593,0,0,0,0,0,0,0,0,0,0,0,0,0,0.950740443418873,0,0
Gm10269,0,0,0,1.00676325250738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm11361,0,0,0.748938556319369,1.59647043892663,0,0,0,0,0,0,0,0,0.66526408836241,0,0,0,0,0.589787623017807,0,0
Gm12481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15427,0,0.874448405936393,0.753289069131923,1.6382958019205,0,0,0,0,0,0,0,0,1.01723983459814,0,0,0,0,0.705149675924407,0,0
Gm1821,0,1.38545121278283,0,0.890525538045285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm2000,1.15664877202665,1.9347176134418,1.22004957852368,2.74923790890152,0,0.993350756124197,0.297021573854455,0.931128473469868,0.894826715160396,0.985248197046425,0,0.701834277271313,1.2228486022246,0.742228202192845,0,0.896374569086881,0.710061145399731,1.13757801502109,0.811351055142743,0
Gm5805,0,0,0,0.796928885592384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8797,0,1.09212198174419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gmfg,0,0,0,0,0,0,0,0,0,0,0,0,0.605291408513387,0,0,0,0,0,0,0
Gnas,0,0,0.44456874164065,0,0,0.526484187011237,0,1.07918195014467,0.600807729490257,0,1.23226197782498,0.868040373724118,0,0,0,1.28071615296559,0.804471272555883,0,0.997949079319286,0
Gng11,0,0,0,0,0,0.571011992949447,0,0,0,0,0,1.73393657114758,0,0.305097220715252,0,0,0,0,0,0
Gpx1,2.12862757306613,1.04497031835758,2.27850286793221,2.08926360242639,1.85143690036523,1.41753155020448,1.21770896345862,1.20911870699443,1.8333618198473,1.66320588923949,1.06535919398251,1.45164823909647,3.04913572086079,1.72603126971953,2.24115502665291,1.01526428933835,1.47920005380947,2.82822539639667,1.03968280138475,2.04442762626714
Gpx3,0,1.62322673458715,0,0,0,0,1.62453910994647,1.40339902910206,1.72237416362865,0,1.76688363372695,0,0,0,0,1.91977345747857,0,0,1.39719763388044,1.62192585436843
Gpx7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gpx8,0,0.754587463404335,0,0,0,0,0,0,0,0,1.02878944317573,0,0,0,0,1.0337113298896,0,0,0.791762071238448,0
Grina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gsn,0,0,0,0,0,0,0,0,2.3643240439372,0,0,0,0,0,0,0,0,0,0,0
Gypa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.934408289722981,0,0
H1f0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H2-D1,0.993162220638913,0,0.506966132244747,0,1.10703403084451,0.757805641076309,1.71397387767083,0,0,0.698906534204947,0.497472958653098,1.25526231969981,0.741380770965529,1.3065148589509,0,0.666286385856793,0,0,0,0
H2-K1,0,0,0.54595589191774,0,0,0,1.46104755848979,0,0,0,0,0,0.52049989716231,0.794585712495471,0,0,0,0,0,0
H2afv,0,0,0,0,0,0,0,0,0,1.23633098497758,0,0,0.204697367383526,0,0,0,0,0,0,0
H2afz,1.70210203298607,1.23802191259967,1.60781569520886,2.61097129903398,0.448986860968478,1.29758785871134,1.02471750819953,0.522526089508572,0,1.77507367825097,0,0,1.64562399943471,0.904414252202796,1.15135291967344,0,0.934087239144125,1.72995484137029,0,0
Hapln1,0,0,0,0,0,0,0,2.32161717739298,0,0,0,0,0,0,0,0,0,0,2.68865688239732,0
Hba-a1,0.869115254532902,1.03870286476428,0.82321867791009,1.4541922534156,1.14733602481025,1.05535798189027,0.950286924880758,0.793066606818084,1.08097358217506,1.10475556834855,0.763203125877922,0.529086860928349,0,1.02481901979509,1.10406144075699,0,0.963631837816408,3.78466917515559,0.383203182541395,1.71711001473734
Hba-a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96054026255727,0,0
Hbb-bs,1.10646842212809,0,0.773526812564096,0.992464407381744,1.49159653644461,0.897743363825743,1.08341871348285,0.804590176886101,1.28229616757038,1.18030464823015,1.02878944317573,1.10023557126237,0.77994344927584,1.3818033262259,1.15166217871278,0.937628102186177,1.30430433765967,3.6488491612615,0.886190170868906,1.23729254349529
Hbb-bt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26637808652611,0,0
Hebp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13067150459153,0,0
Herpud1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hes1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hist1h1c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hist1h2bc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hmbs,0,0,0.475120316569292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4613721017063,0,0
Hmgb2,0,0,0.660426226679676,1.05596447073944,0,0,0,0,0,1.18423785120911,0,0,0.791483767226834,0,0,0,0,0.957651104132763,0,0
Hmgn2,0,0,0,0,0,0,0,0,0,0,0,0,1.17484690838256,0,0,0,0,0,0,0
Hnrnpa2b1,0,0,0.928631406095089,0.983461140025668,0,0,0,0,0,0.889256542757239,0,0,0.723539663164251,0,0.349122152050448,0,0,0.919421302899867,0,0
Hp,0,0,0,0,0,0,1.38731547843145,0,0,0,0,0,1.12152464570794,0,0,0,0,0,0,0
Hpgd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hsp90aa1,0,0,0.919360614798683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.562354501241112,0,0
Hsp90ab1,0.610573955113618,0,1.46715518043448,0.6791636099402,0,0.727031038010255,0,0,0,1.07870118779298,0,1.1152441479352,1.04251722652716,0.305097220715252,1.43090740815184,0,0,1.12444204507767,0.627262739998111,0
Hspa5,1.322370661562,0,0,0,0,0,0.751446984648376,1.23916127812629,0,0,0,0,1.26483855511193,0,1.00630639322698,0,0,0,0.903424138868335,0
Hspb1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.892406063049737,0,0,0
Hspe1,0,0,1.86874855752837,1.52171153761657,0.732031462090021,1.20407170759046,0.928156115571924,0.968568228323214,0,1.02903437728343,0,0,0.897750989933596,1.16255704977711,0.841021003787223,0,0,1.37271289306935,0,0
Ibsp,0,3.29964311997991,0,1.058037202589,0,0,1.6750070958414,0,0,0,2.59466250483702,0,0,0.245832948885908,0,2.85429435567692,0,0,1.6798181967983,0
Id1,0,0,0,0,0,0,0,0.434397440527181,0,0,0,0,0,0,0,0,0,0,0,0
Id2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Id3,0,1.24358236688694,0,0,0,0,1.43521234258979,1.218825208207,0.808929215146696,0,1.67174316435576,1.77154790225438,0,1.50565665192608,0,2.51499060696939,1.34292876926692,0,0,0
Ier2,0.727446784644025,0,0,0,0,0,0,1.45574011022595,0,0,0,0,0,0,0,1.396574055793,0,0,1.49900306545332,0
Ier3,0.737675923224777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.651589533714424,0,0,0,0
Ier3ip1,0,0.786974793333277,0,0,0,0,0,1.03059942627323,0,0,0.885471838189601,0,0.754178553836259,0,0,1.03768433287324,0,0,0.980793139944038,0
Ifitm1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ifitm2,0.833639749652649,0.268823690436001,0,0,0,0.967689601603847,0,0,0.527745227379523,0,0,0,0.635756360610585,0,0,0,0,0,0,0
Ifitm3,0,0,0,0,1.15852659373312,1.43894494821713,1.52098539538006,0,1.4570850085991,0,0,2.15098807357839,0,1.68756426202041,0,0,0,0,0,0
Ifitm5,0,1.95124238654351,0,0,0,0,0,0,0,0,1.6991929455032,0,0,0,0,1.826293683707,0,0,0,0
Ifitm6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ift20,0.907747248861155,1.42891615667098,0.487002002246028,0,0,0.140700947012414,0,1.08524075559129,0.647415449013279,0,1.4962840925358,0,0.723539663164251,0,0,1.54460244418174,0,0,0.932407499746746,0
Igfbp4,0,0,0,0,0,0,2.56918685842903,0,0,0,0,0,0,1.0672221722873,0,0,0,0,0,0
Igfbp5,0,0,0,0,0,0,1.57918439205148,0,1.0870441490151,0,0,0,0,0,0,0,0,0,0,0
Igfbp7,0,0,0,0,0,0,1.33951816320541,0,0.92977497700318,0,0,2.10148404113585,0,1.69005863233621,0,0,2.14366417722231,0,0,0
Ighm,0,0,0,0,0,0,0,0,0,2.00803373232287,0,0,0,0,0,0,0,0,0,0
Igkc,0,0,0,0,0,0,0,0,0,1.3028636356095,0,0,0,0,0,0,0,0,0,0
Il1b,0,0,0,0,0.976379709573274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il1r2,0,0,0,0,0.446655251475733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isg20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.994970417893912,0,0
Itm2b,1.82531852204366,1.89632103491684,0.662153179354058,0,1.38729176520306,1.20757810288996,1.59528951872622,1.18130152430979,2.01647179234753,0,2.03789421329331,2.18252642642477,1.67725729162148,2.19206289671946,0.938610218667424,2.20565134917309,1.45436674090412,0.659934015604254,1.45623582763831,1.69967171741227
Itm2c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jun,0.793629493782743,0,0,0,0,0,0,1.17575075179441,0,0,0,0.556739582226977,0,0,0,1.1139289518242,0,0,0,0
Junb,0,0,0,0,0.816480663277863,0,0,1.49051157264919,0.900979373778363,0,0,1.03153507606014,0,0,0,1.35934082851327,0,0,1.52374136111237,0
Jund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazald1,0,1.01211989746675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90831387167513,0,0,0,0
Kdelr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kdelr2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kdelr3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714037521258964,0,0,0,0
Klf1,0,0,0.747032112833354,0.876241583782979,0,0,0,0,0,0,0,0,0,0,0,0,0,0.948253020945243,0,0
Klf2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Krtcap2,1.15555181597299,1.05133272564124,0.609359053932813,0,0,0,0,1.32084984823612,0,0,1.40409679933104,0.803514893495245,1.31174514986189,0.835723613743164,0,1.4995481511957,0,0,1.03321693321245,0
Laptm4a,0,1.44134853848355,0,0,0,0,1.15197178812868,1.3288026271709,1.04120309505844,0,1.4823165493324,1.27226445929344,0,0.675184360442175,0,1.56266935944027,0,0,1.32209314835926,0
Lcn2,0,0,0,0,1.95517159497957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lcp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ldha,1.00620700824504,0,1.23606758630433,0,0,1.4894441784003,0,1.48037340019672,0,0,0,0,0.771074173681214,0.30934763969097,0.863283627480507,0,0,0,1.21812481288644,0
Lgals1,1.79514852147905,2.16289688620443,0,0,0,0,0.583324738535225,0,2.04162622623099,0.741879229144939,2.32603473345672,0,0.938883938052345,0,1.46934370719299,2.35898204427874,1.57390867561562,0,0,0
Lgals3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23693177321916,0
Lgals9,0,0,0.840897539736482,0,0,0,0,0,0,0.780245652536072,0,0,0,0,0,0,0,0,0,0
Lilr4b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lipc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lmo4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lockd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lox,0,0,0,0,0,0,0,0,0,0,1.06535919398251,0,0,0,0,1.16547920399784,0,0,0,0
Loxl2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lrg1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8190397336401,0,0,0,0,0,0
Lsm7,0,0,0.821523756060312,1.44206002127113,0,0,0,0,0,0,0,0,0.605291408513387,0,0,0,0,0.606197679879883,0,0
Lsp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ltf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lum,0,2.07557629191243,0,0,0,0,0,0.795392168622663,1.44805161860325,0,2.11966393671807,0,0,0,0,2.06993071929189,0,0,1.1064634918374,0
Ly6a,0,0,0,0,0,0,0,0,1.30644894185483,0,0,1.3058022704227,0,0,0,0,0,0,0,0
Ly6c1,0,0,0,0,0,0,0,0,1.1631493030723,0,0,1.62426975801309,0,0,0,0,0,0,0,0
Ly6c2,0,0,0,0,0,0,0,0,0,0,0,0,2.502827995309,0,0,0,0,0,0,0
Ly6e,2.55592857838582,0,1.06181579136838,0,0,0,0,0,0,1.51722186985878,0,2.31938613951768,1.26516705165876,1.89689946392584,1.16618087997751,0,0,0.949080662492793,0,0
Lyz2,0,0,0,0,2.94198835998944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maged1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Map1lc3b,0,0,0,0.72221074768757,0,0,0,0.792777855699795,0,0,0,0,0,0,0,0,0,0,1.85989567945938,0
Matn3,0,0,0,0,0,0,0,2.04313265654597,0,0,0,0,0,0,0,0,0,0,1.62712482472482,0
Mcpt8,4.48831343933444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metap2,0,0,0.946088125413708,0.964666708753106,0,0.543045233967837,0,0,0,0,0,0,0,0,0,0,0,1.23405362241922,0,0
Mfge8,0,0,0,0,0,0,0,1.94886976644909,0,0,0,0,0,0,0,0,0,0,1.56705856670309,0
Mgp,0,0,0,0,0,0,0,2.58866722090224,0,0,0,0,0,0,0,0,0,0,1.86903542197881,0
Mgst1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mgst3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833225922483298,0,0
Mia,0,0,0,0,0,0,0,3.15303676360204,0,0,0,0,0,0,0,0,0,0,3.06891635925667,0
Mif,0,0,1.40900279085305,1.02440130976788,0,1.32119575261609,0,0.882084424415751,0,0,0,0,1.0356667723468,0,0,0,0,0.761356416094462,0.898218687500325,0
Mlip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mmp13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mmp14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mmp2,0,0,0,0,0,0,0,0,0,0,0.992010177739018,0,0,0,0,0.977259094533405,0,0,0,0
Mmp23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mmp8,0,0,0,0,1.59522071615279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mpo,1.67125114118875,0,0,0,0,0,0,0,0,0,0,0,3.96321310888719,0,0,0,0,0,0,0
Mrpl52,0,0,1.38944581170113,0.694079705649995,0,0.753344417189627,0,0.63869353050945,0.814931815964901,0,0,0,0,0.883499073008653,0,0.679580717676229,0,1.16547920399784,0,0
Ms4a3,0.699908739919924,0,0,0,0,0,0,0,0,0,0,0,2.43808073774935,0,0,0,0,0,0,0
Msrb1,0,0,0,0,1.1610446835813,0,0,0,0,0,0,0,0.941278138793759,0,0,0,0,0,0,0
mt-Rnr1,0,0,0,0,0,0,0.264988239273271,0,1.25670827540181,0,1.06325641285845,0.97389964880943,0,1.00171282089877,0,0,0.629992614441141,0,0,0
mt-Rnr2,1.56856265525392,2.37328981242829,0.982347696057016,1.0841364136254,2.08926360242639,1.80793623555101,1.6468301317095,1.24012753828756,2.49403320302061,1.76250862292285,2.66841578059005,2.56720538537681,0.811446843611805,2.59014197237173,1.52171517405889,2.80652261550175,2.11736659477989,0.919615273252002,1.72523673251746,2.85801912361776
Mt1,0,0,1.83973284148481,1.50888110781256,0,0.689610697602048,0.632808658212959,0,1.35402648315382,0,0,0,1.46939476966243,0,0,0.939246636389542,1.34292876926692,0.802165317689831,0,0
Mt2,0,0,1.27165906371468,0,0,0,0,0,1.173530478174,0,0,0,0,0,0,0,0,0,0,0
Myl12b,0.532818797778218,0,0,0,0,0,0,0,0,0,0,0,0.703336785005878,0,0,0,0,0,0,0
Myl9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94072791292592,0,0,0
Ncl,0,0,1.11993977162826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ndufa12,0,0,0.900443418163295,1.34927660142032,0,0,0,0,0,0,0,0,0.204697367383526,0,0,0,0.861946680247344,0.713576177006562,0,0
Ndufb9,0.748919325394592,0.701572421244766,1.37587525978047,1.41747407883128,0.735202564855495,0.940657320508002,1.15509794424611,0.836091797063272,0,1.09741797918,0.783859867692902,0.974489130856244,0.939080822243725,0,0,0.667089194084305,1.28827043408679,1.55161740174326,0.862082214891608,0
Nfkbia,1.27869108745422,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05595319817436,0,0,0,0,0
Ngp,0,0,0,0,1.22232976503739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nhp2,0,0,1.30256182601417,1.30649953373048,0,0.770874694219811,0,0,0,0,0,0,0.61861114112793,0.249403525518345,0,0,0,0.906803526177574,0,0
Nkg7,0,0,0,0,0,0,0,0,0,0,0,0,2.27004398335044,0,0,0,0,0,0,0
Nme1,0.90945151531207,1.29490279950327,1.50211647305622,1.74860904315104,0.498472850918027,1.27672094398126,0,1.00937021327645,0,0.59627432796959,1.12918173159771,0,1.19892038621101,0.921792907283649,0.735681478843532,1.14365620257339,0,1.30366974554063,0.980793139944038,0
Nop10,0.236212998798742,0,1.47322675380995,1.3060944757028,0,0.984958510280938,0,0.798819533346312,0,0,0,0,1.049153638783,0,0,0,0,0.828504081077205,0.686752253778818,0
Npm1,1.09580632265633,0,2.4797625658841,1.93567996758525,0,1.34787191839309,0.896656032750966,1.23325980742864,0,1.56227167632734,0.643270203609227,1.0541527921739,1.29170729136941,0,1.25714167319778,0.793190396200192,0,1.64561490816281,1.07870118779298,0
Nr4a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nrp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nupr1,0.944380790809707,3.59617040444097,0.351764159601115,1.81734083830179,1.21987314799829,1.2852579729768,1.57979968580223,1.69806314778957,1.5962547858037,0.855344757955863,2.67538604239186,1.1323155524227,0.736993887430013,1.50015612811342,1.08822129583999,3.25275667557429,1.21787824390939,0,1.73495252470173,1.69967171741227
Olfml3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Osm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ost4,0,1.01310819888646,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714037521258964,0,0,0.791762071238448,0
Ostc,0,0,0,0,0,0,0,0.970719801084158,0,0,0,0,0,0,0,0.935211095749834,0,0,0.898218687500325,0
P3h4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P4hb,0.439402803169701,0,0,0,0,0,0,1.48632071946605,0,0,1.09573916789966,0,1.0556267177148,0,1.28173661343662,1.1139289518242,0,0,1.36199283096296,0
Pabpc1,0.898445417188543,0,1.20398611096562,0.559808950571264,0,0.839327052412977,0,0,0,1.08195545918411,0,0,1.47421736263082,0,1.31951838174092,0,0,1.03943255390482,0,0
Pclaf,0,0,0,0,0,0,0,0,0,1.12032895681539,0,0,0,0,0,0,0,0.518032579612487,0,0
Pcna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.953659578702396,0,0
Pcolce,0,0.705092541640836,0,0,0,0,0,0,1.25433585632657,0,1.40979644432924,0,0,0,0,1.45190064547428,0,0,0,0
Pcolce2,0,0,0,0,0,0,0,1.18130152430979,0,0,0,0,0,0,0,0,0,0,1.9318349295913,0
Pf4,0,0,0,0,0,4.84755593991079,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pfn1,1.23532706984662,1.19620573805136,0.944206294655829,1.69181016709072,1.15852659373312,1.74495955282844,0,0,0,0.866348910279221,0,0.831517685054419,1.10081397078841,0,0,0,0.861946680247344,0.791192216447155,0,1.23729254349529
Pglyrp1,0,0,0,0,0.711736866281654,0,0,0,0,0,0,0,0.789657855377811,0,0,0,0,0,0,0
Phb2,0,0,0.951295061956589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.778038437406495,0,0
Phlda1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pkm,0,0,0,0,0,0.443825639803728,0,0.727359237427495,0,0,0,0,1.17141682066199,0,0,0,0,0,0.791762071238448,0
Plac8,2.28359452772759,0,0,0,0,0,0,0,0,0,0,0,2.54805501193169,0,1.50474094097724,0,0,0,0,0
Plod2,0,0,0,0,0,0,0,0.739732664515305,0,0,0,0,0,0,0,0,0,0,0,0
Plvap,0,0,0,0,0,0,0,0,0,0,0,1.78223079176409,0,1.67844043622237,0,0,0,0,0,0
Ppa1,0,0,0,0,0,0,0,2.92423945220942,0,0,0,0,0,0,0,0,0,0,1.56705856670309,0
Ppia,1.4314046123585,0,1.72387633104278,1.9280073395281,0,1.68263713360334,0,1.32002366270504,0.900912320346187,1.70110983685543,0,1.43042925164697,1.86668983849116,1.16681450448769,0,0,1.30528997710248,1.31753844298819,1.22444379362239,0
Ppib,0,0,0,0,0,0,0,1.35736095788592,0,0,0.878353995785253,0,0,0,0,0.964880967213094,0,0,1.27607414585256,0
Ppic,0,0.648046109891378,0,0,0,0,0,1.48019609909368,0,0,1.17704797337831,0,0,0,0,1.24455512728247,0,0,1.32209314835926,0
Prdx2,0.908146294016409,1.20398611096562,1.65774905433815,1.75206087459302,0.98839183282539,0.845190134561386,1.4312197835833,0,0.986233454876801,1.10418748822989,0.999791335288457,1.11181318626747,0.615785067444621,0.933550284884197,0,0.901930521751235,1.13829020339515,2.43890636815379,0,1.23729254349529
Prdx5,0,0,0,0,1.07654302632428,0,0,0,0,0,0,0,1.31331875065989,0,0,0,0,0,0,0
Prdx6,0.221513834342035,0,1.30724284082193,0.92527745465491,0,0.587671137111309,0,0,0,0,0,0,0.736693918211576,0,0,0,0,0.685687960272688,0,0
Prelp,0,0,0,0,0,0,0,1.38653909683251,0,0,0,0,0,0,0,0,0,0,0,0
Prg2,0,0,0,0,0,0,0,0,0,0,0,0,0.204697367383526,0,6.68515619920677,0,0,0,0,0
Prg3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12979984646905,0,0,0,0,0
Prr13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prss34,5.38778460458559,1.08199010475995,0,0.917100237960313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prss35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ptgis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pth1r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4611143553125,0
Ptma,2.29315930602823,1.41602783290698,2.51188218467034,2.23259866346069,1.56346539171582,2.06275821414007,1.71397387767083,1.48364731078246,1.56598057542213,2.94679231201716,1.43955998367754,1.88023895415972,2.23182483224175,1.72774989185975,2.38045177859445,1.57066989999981,1.95415667144021,2.2968121151607,1.16547920399784,1.62192585436843
Ptprcap,0,0,0,0,0,0,0,0,0,1.17059115048165,0,0,0,0,0,0,0,0,0,0
Rabac1,0,0,0,0,0,0,0.667113190092565,0.650300660457603,0.611629735948461,0,0.97418841610914,0,0,0,0,1.01526428933835,0,0,0,0
Rac2,0.780834368631387,0,0,0,0.709451285841682,0,0,0,0,0,0,0,1.25433994981539,0,0,0,0,0,0,0
Rack1,1.47228744505096,0,2.06069841806656,1.33937076736746,1.18390902779621,1.30921526136459,1.2794291173247,1.11657224730366,0.229047075000509,1.54810122794968,1.1763989119051,1.20774681155663,1.28463688660785,1.42135329143781,1.85990538258235,1.14549300475107,1.22743693422806,1.76798119712561,1.17575060502662,0
Ramp1,0,0,0,0,0,0,0,0,0,0,0,0,1.07547326501536,0,0,0,0,0,0,0
Ran,0,0,1.35713942786593,1.36022359723979,0,0,0,0,0,1.16994957325144,0,0,0.736693918211576,0,0,0,0,1.32919885967355,0,0
Ranbp1,0,0,1.1990121264271,1.70906819837044,0,0.832121081417883,0,0,0,0.807769794153179,0,0,0.788655806723295,0,0,0,0,1.03395871323037,0,0
Rcn1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rcn3,0,1.54150700660584,0,0,0,0,0.540841742665338,1.63128396400076,0,0,1.66594926863804,0,0,0.715014948599764,0,1.73495252470173,0,0,1.21812481288644,0
Retnlg,0,0,0,0,3.93672422973965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rgcc,0,0,0,0,0,0,0,0,0,0,0,0,1.34442561478601,0,0,0,0,0,1.07870118779298,0
Rgs2,0.536811775538857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9956561597999,0,0
Rhoc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rpl10,2.48942501294283,1.3475463082697,2.63521552943699,1.6482943721434,1.89249080655639,2.15710472337812,1.96311604036345,2.22237224569839,2.17125390505344,2.30815174527405,2.32282563955389,1.86618644816843,2.31480168444817,1.91006890338909,2.17754569136795,2.35795925887412,2.03899049706007,2.49924710953095,2.21907184796698,1.91099559989629
