,Stomach_4,unassigned,Stomach_7,Stomach_2,Stomach_3,Stomach_9,Stomach_10,Stomach_6,Stomach_8,Stomach_16,Stomach_17,Stomach_14,Stomach_1,Stomach_12,Stomach_13,Stomach_11,Stomach_5,Stomach_15
Rpl15,1.53083081866236,0,1.23340150398728,1.71432422832502,1.35948376290278,0,1.22086008788855,1.04726923065296,1.81225020272756,1.55689804916487,1.33664492811687,1.9282581775926,1.31643922920801,0.934199705199892,1.50957590183349,1.76323111649242,0,0
Rpl17,1.69591244847258,1.1543022481224,1.5746969224627,1.82605278083608,1.54832198014247,1.46110038803339,1.24372689484296,1.21268416821933,2.03466185816012,1.54096553417856,1.77227241733592,2.22254295937315,1.66142075786728,1.26415581617588,1.41674595886162,1.99536595097252,0,1.55656590715354
Rpl18,2.18690735165239,1.54104473759217,1.90102645329092,2.10472403239295,1.86811909268828,1.61700935754162,1.59766379023052,1.56082636555316,2.33967404670611,2.04033215762271,1.99573822842945,2.40170775352383,1.85440579046935,1.50957590183349,1.69307758265573,2.56956729787961,0,1.91716746466927
Rpl18a,2.78712116617591,2.56059549406646,2.83414146967741,3.01482432802925,2.75788177122555,2.14955368169175,2.26991503184179,2.4331585220182,3.09369129357468,2.82056735486936,2.94848914528017,3.31075508972091,2.77774546494262,2.01189947884148,3.04635644028897,3.30450730908569,3.02810641425749,3.16560878885737
Rpl19,1.65521399051592,1.19907095965141,1.63317551208093,1.68830329278969,1.60810433264316,0,1.24942963392874,1.47327857413547,1.83345645174569,1.56351658806899,1.4852930233319,1.79815530848581,1.62305933821138,1.24015593540059,1.69513291420913,2.04909967886029,0,0
Rpl21,1.89788073688991,1.39471545119444,1.68220870633264,1.87922343685209,1.64766437844306,0,1.57427062572422,1.38148530506548,2.10074888515932,1.96755523818973,1.43810486211879,2.06206813589458,1.61793688489946,1.59599481988638,2.156665546737,2.25845688115211,1.88519215778398,1.88781031959516
Rpl22,1.49187732242964,0,1.28071250779864,1.5842382328712,1.30236240360984,0,1.21764717507486,1.00001330319994,1.83306292895582,1.29458117473514,1.78506819275664,1.98572766928195,1.37422226353635,0,0,2.09125421184499,0,1.88781031959516
Rpl22l1,1.22954966367801,0,0.800588834471012,1.12342404186878,0.866154237952712,0,0.559193970525161,0.640702134431293,1.3932698514781,0,0.870063356121737,1.42174020993659,0.762883596027366,0.876597286822737,0,1.37650353618837,0,0
Rpl23,2.14192046919449,1.65978316172282,1.7628566400478,2.03044874556584,1.86528510363233,0,1.96385066153845,1.48684967034169,2.24278745947059,1.95228502923407,1.95714717979672,2.56340541240802,1.77835803255728,1.50957590183349,2.23097967014386,2.35433779909569,2.10801341203473,1.90169280373997
Rpl23a,1.82162948362914,0,1.50086102802696,1.81154466827696,1.47384907392055,0,1.40129935108486,1.18441873941404,1.93779038757772,1.57387621708114,1.69650622248722,1.8378388271527,1.45408173138467,1.33145551684783,1.62633775960996,2.10407484108359,0,2.21088811788342
Rpl26,2.38848983799444,1.91445995128331,1.96035704844928,2.32158527796395,1.98085073427774,1.99387844310623,1.90320517418579,1.67598848121788,2.59888046979981,2.43667069405456,2.20147096789817,2.62806368986664,2.14690095882504,1.75614642377965,2.11757964975636,2.5056207924926,1.85189163302603,1.91716746466927
Rpl27,1.41796329161399,0,1.32721414007661,1.53185502230899,1.21710350149868,0,1.23600489303773,0.963320944281563,1.80921575221219,1.23227627915806,1.35226695827609,1.69605887195458,1.38803317410244,1.15711603237657,0,1.79846512652753,0,1.61654603340846
Rpl27a,1.68263074231351,0,1.23885091852166,1.66371374350306,1.34943939582602,0,1.32939753954138,1.02165821144268,1.91133497400087,1.29467675471086,1.57688630432607,2.07094069780395,1.34725874532877,1.24015593540059,1.44134188961739,1.79846512652753,0,1.91310291617372
Rpl28,1.48352279611732,0.664013871131585,1.26524542296113,1.58515829111669,1.24198839541593,0.818981702787212,1.20822212286,0.916254112895233,1.63551690132157,1.45885660748059,1.15262071677241,2.0289505496218,1.18298903884785,0.943832560927873,0.875711834586449,1.59083469048487,0,1.493032885778
Rpl29,1.26770441930852,0,0.884521191805935,1.25295706295415,1.06791903798101,0,1.11516099344151,0.766623755879794,1.55419026509559,0.98035362532423,0.668697901836318,1.41586432301216,1.02866652602269,0,0,1.51117228739421,0,0
Rpl3,2.03816661016257,0.723308809811709,1.48069081516948,1.81984586498057,1.45733575244269,0,1.26693082735662,1.24186751758538,2.02032649981137,1.15008520622132,1.42215255928909,2.1511193315457,1.41518459885406,1.16713694385804,1.69513291420913,1.79846512652753,0,1.493032885778
Rpl30,2.10900475220139,1.48452393889051,1.77931315454764,1.88156419662206,1.7310194706496,0,1.46043677129947,1.41271911085136,2.24399650397346,1.98457244365476,1.43810486211879,2.66685968255566,1.69153971782177,1.32330151041496,2.14778434230602,2.2704825829873,0,1.25283419824013
Rpl31,1.79561105724306,1.50244461292562,1.73505270466507,1.95759821397433,1.61468441659222,1.71917514491184,1.45363240019681,1.42136706489299,2.07156640518051,1.8359188276482,1.57688630432607,2.47590101812643,1.79377971673647,1.26852626141685,1.6376899702529,2.31698457937334,0,1.493032885778
Rpl32,3.0098964082506,2.4161301561053,2.34819344288455,3.02393645462674,2.4907386206472,2.36029977655457,2.24554727509826,2.07583296166578,3.18292171195002,2.52381732056253,1.98119068670008,3.3187842702059,2.65788472253416,2.23097967014386,2.59958283393922,3.35784445928936,2.47306990600267,2.93360911553469
Rpl34,1.96621441149182,1.26717971702396,1.55358842275702,1.91035966459003,1.59235063068385,0,1.47802142899378,1.46042008816134,2.13101793873327,1.65737988441575,1.65871919708989,2.075434243498,1.72610827938819,0.934199705199892,1.82960675896166,2.17287227191556,0,2.17469081802138
Rpl35,1.95906778394166,1.44423251297625,1.69533875274577,1.96645699513028,1.64286001937462,0,1.69714081113669,1.29062103992706,2.03185865225375,1.97042785708814,1.5533762224264,2.43749699980704,1.8038875566934,1.30584953460711,1.58084408170057,2.17287227191556,1.94899875330775,0
Rpl35a,1.86372026524841,0.983714977686873,1.25819845549072,1.81572142726867,1.40090195887718,0,1.48910647811535,1.14853906181668,1.92113901669792,1.40611439170624,1.4852930233319,2.04279712535538,1.62165875996918,0.934199705199892,1.4082898924934,2.35433779909569,0,2.17469081802138
Rpl36,2.12190823092956,1.89076625709835,1.79261265445256,2.04153230786317,1.76417186636912,1.7439917584977,2.04889068215858,1.49531260063259,2.1917109619274,1.6700614137218,1.66092883990775,2.34169602357486,1.87286785515078,1.8626305658358,1.93431799907054,2.74614453811281,1.79494849092487,2.31804408511502
Rpl36a,1.73325723775103,0,1.20468280192732,1.52576559765696,1.19890011030538,0,1.23301935778358,0.806268427267326,1.78565357450108,1.12555708337109,0.91345857978574,1.82175864035643,1.25927717003517,0.876597286822737,1.4082898924934,1.78526074842473,0,1.21911500047829
Rpl36al,1.25900730716405,0,1.33537629517078,1.47748601751433,1.37017036099063,0,1.43603735423336,1.25784419001023,1.52384427692308,1.44641222253111,1.35226695827609,1.69880635072074,1.23340150398728,1.26852626141685,0,1.59960625141113,0,0
Rpl37,2.4580376351526,2.1216510298635,2.01038334179747,2.36128506933351,2.0721587253615,1.6235267909934,2.18385087360601,1.75339568110301,2.60042903722954,2.33068569120642,2.13300644949124,3.10388192276449,2.08422546998929,1.87738701552198,1.80930728222115,2.81878324140029,2.19122137774097,2.35698305093554
Rpl37a,2.40524926711458,1.90089334292655,2.13027764708026,2.43698438834085,1.99374058474011,1.7439917584977,1.79559288714431,1.60555461588418,2.56258679390371,2.12445659552684,1.96441636525896,2.98608717257302,2.14513675723352,1.87738701552198,1.86965499080634,2.66634309200483,1.96465575074247,2.37480430213627
Rpl38,2.26191494800169,1.90894629114424,1.92185858923876,2.21455006428857,1.89925259140716,1.77988678131989,1.9601172529637,1.69998861686219,2.33553498325545,2.21203688194657,1.96178754478392,2.3506784327354,1.99165197447866,1.55231617194413,1.77416914247119,2.62375935583439,2.08793967771846,1.90169280373997
Rpl39,1.90637521438268,1.25687487375802,1.72428897617143,1.86422478755898,1.57703579475314,0.818981702787212,1.82291991132584,1.37383900073203,2.04538707739789,2.01157189011372,1.35226695827609,1.84123476563127,1.70341008597191,1.33145551684783,1.80930728222115,2.31698457937334,0,2.27452534263288
Rpl4,2.05856303908745,1.78855605780257,1.62665075279165,2.1511786091964,1.83705628754509,1.60688336349984,1.49400657025821,1.40458541338457,2.18788273680508,1.77845852259436,1.93085983292395,2.23505740068713,1.83419928776385,1.68694470196356,2.17469081802138,2.56956729787961,2.2426573830217,2.27452534263288
Rpl5,1.30526654734146,0,0.957001113995379,1.19301003667439,0.801111776745866,0,0.959453434834193,0.668731945802691,1.38956400056036,0.97724708576299,0.817882242358512,1.49770116427451,0.706554274514674,0,0,1.38141950042562,0,0
Rpl6,1.64866942440251,0.674970088199851,1.38571065229665,1.81999655007867,1.44631841131837,0,1.33457427693208,1.11888345238433,2.04913981790373,1.96065109002393,1.50322692876664,1.93428746061308,1.43918212265749,1.37033035149929,1.44134188961739,1.89703950681938,0,1.64728488792332
Rpl7,1.93120508298087,1.52653129764968,1.68220870633264,2.0814706138958,1.72011583876357,0,1.3956121812352,1.4772607371466,2.2243171418705,1.71158790812983,1.77227241733592,2.17721850013709,1.86167732893068,1.67683216879004,2.14778434230602,2.30331644992519,1.89703950681938,1.6708289695124
Rpl8,1.91423365573912,1.53279942571902,1.72471666225546,1.99569691972119,1.63665137109468,1.82716802358454,1.5206414739804,1.26105109860551,2.18814236040082,1.85761853463437,1.65871919708989,2.29123227723148,1.75032174695898,1.57411421353432,1.69307758265573,2.23485610124595,2.02412458143803,1.25283419824013
Rpl9,1.66142479553275,0,1.28071250779864,1.60638124493806,1.21760749935974,0,1.10538044468364,0.921808494257527,1.6930819070597,1.44641222253111,1.26688358333049,1.75990619491733,1.28746526182654,0.876597286822737,1.44134188961739,1.81364564076442,0,0
Rplp0,2.55683552225722,1.9596429980009,2.24933980194878,2.57595866026455,2.1220376214482,1.92535610765884,2.01688544959738,1.7569005720836,2.75756080972647,2.07715356226651,2.09815934678713,2.8943455910631,2.20491284478399,1.78333729100741,2.27452534263288,2.74568293673451,2.05227206550472,2.67235500358671
Rplp1,3.03027057743313,2.35698305093554,2.4568154475474,2.73592217534645,2.42581150039424,1.990911092763,2.49741573772621,2.27055383253072,2.9296632896027,2.34869205264252,2.6221908954546,3.226878156403,2.63679014014246,1.90302710476247,2.53687193599274,3.03275786048789,2.24855116640509,2.67235500358671
Rplp2,2.13334719535554,1.64020701408419,1.7679271761152,2.18502389504826,1.83809967033163,0,1.82976358699452,1.60494028294818,2.40648034621109,1.87654062809568,1.80042552809318,2.48755662532561,1.95679127298314,1.44062118855419,1.77416914247119,2.46663507017578,0,2.71229116651885
Rps10,1.34104606307733,0,1.09493396870477,1.43197398257995,1.10182064565232,0,0.984670307436797,0.852960972248153,1.58123424143039,1.19226677583067,0.954276657980168,1.77139005653722,1.1733772449956,0.965890685207339,0,1.59960625141113,0,0
Rps11,2.20178354916987,1.96870150702134,2.03418508884679,2.29423376780648,1.9079667009559,1.6235267909934,2.12628873467231,1.78023154171176,2.53156685746022,2.20579716915896,1.96178754478392,2.58828793000586,2.04909967886029,1.26415581617588,1.82960675896166,2.51463665255331,1.92535610765884,2.2867579653055
Rps12,1.88868499705476,1.52049091668435,1.51652025795164,1.87954818058093,1.59713999335581,1.91445557613268,1.26408039134892,1.29109034241088,2.08367653988003,1.78934485152887,1.65871919708989,2.28784463147047,1.65212915936145,1.12982483651565,2.11757964975636,2.31698457937334,0,1.88781031959516
Rps13,1.68721808327035,1.16278969124452,1.44026113030497,1.74591328211303,1.41282079449957,0,1.49959545807144,1.27308891347715,2.00854667999435,1.95280533789984,1.81548356077044,2.27563943614033,1.60096517976952,1.16713694385804,1.54221964917357,2.09672632326524,0,1.55656590715354
Rps14,2.55018217760601,2.18936995396481,2.17105731747515,2.47015305418127,2.15311828319772,1.7407094445933,2.04734424138095,1.88740285649092,2.58456637158275,2.17759467132319,2.26726075029993,2.8935173249073,2.29431162018872,2.1142376446291,2.39524981837042,2.76689006017487,2.30540658892423,2.34819344288455
Rps15,2.04620263910252,1.64632042745177,1.63010247638238,2.02233137935024,1.65627489745507,1.80436081450571,1.64778551349323,1.39062019612457,2.09435409587471,1.57215473274208,1.46931961929372,2.33619314195717,1.72521592881155,1.55231617194413,1.97166173169811,2.31592624115549,1.91852670508974,1.88258224858614
Rps15a,2.19680821299112,1.82889547445155,1.85377652563869,2.1596079340676,1.74153683099406,1.369253463005,1.73143084441442,1.28891097627424,2.38089640067833,1.55279588843926,1.69650622248722,2.59067393429836,1.86199495149023,1.67683216879004,1.54221964917357,2.31931703626154,2.156665546737,3.13079362474765
Rps16,2.22160011107766,1.62364579082071,1.83746043738661,2.21444456345363,1.91852780777401,0,1.65310243554231,1.5699601733389,2.47738374785471,1.71158790812983,1.8862384297642,2.57680065511884,2.08340218563541,1.50957590183349,2.23097967014386,2.33731739517927,1.8722242786144,1.88258224858614
Rps17,1.99906120541425,1.30584953460711,1.52693224490563,1.94561669175795,1.56946964978415,0,1.93811486490542,1.22817555610277,2.2892683138095,1.40611439170624,1.4852930233319,2.25497815823014,1.61793688489946,1.33145551684783,1.50957590183349,2.07704738673569,0,1.87029656130944
Rps18,2.11923398215058,1.01773398616524,1.55259869718393,1.98530291230936,1.57004851898608,0,1.76613286337274,1.27602881368088,2.26279887191628,1.51425831269719,1.74783867769042,2.59571864199915,1.65212915936145,1.17734256008893,1.26962389974852,2.23485610124595,0,1.87029656130944
Rps19,2.37144100829074,1.44704480246544,1.93779038757772,2.39118078118141,1.82307167385064,1.08301348278544,1.630650800249,1.46675775611144,2.59022899541318,2.12557629225284,1.95714717979672,2.67027196228127,1.9722309069722,1.50322692876664,2.14778434230602,2.75681674829113,0,1.91716746466927
Rps2,2.53858221509494,2.07317481618648,2.17287227191556,2.76771701019192,2.26809174219802,0,2.31377005159577,1.84160333262903,3.07478362341947,2.06835522766079,1.99573822842945,3.05991154922545,2.24855116640509,1.92741579206361,2.29458742944603,3.22690099749602,2.09291609811321,2.34819344288455
Rps20,2.10183213221906,1.58150992541984,1.51937145476593,1.98532613370422,1.52680132997387,1.7439917584977,1.22805119166413,1.22813301657724,2.15730778860297,1.69419177085226,1.77348579646605,2.27488955701093,1.68187155093825,1.23885091852166,1.71599614546837,2.25250096653114,1.89571475773236,2.2867579653055
Rps21,2.36147205095291,1.89307262355915,1.7065372847305,2.13115165790112,1.76042797047776,1.68491136559452,1.91270592013044,1.58891510478898,2.28154745074713,1.70368378802143,1.68207382615807,2.44414457682462,1.85945740974829,1.84191176589939,2.21944585613146,2.25250096653114,1.81748607487671,2.34819344288455
Rps23,2.07739090474384,1.08678236791559,1.63010247638238,1.99137673219467,1.73848480932466,0,1.55659096282827,1.38049985053546,2.23732355685062,1.69305138062521,1.77492910974373,2.17759735414308,1.7844908058783,1.60414591834,2.150439640428,2.48342723380495,0,2.28778448951296
Rps24,2.26511460301883,1.71805111892345,1.87954772728194,2.15923501721043,1.86720690149755,1.95182414073899,1.54330264069734,1.62131683223561,2.38895866607359,1.95618573255003,1.66092883990775,2.47796488629564,1.95679127298314,1.53930182077908,2.10716797860322,2.33948284326082,1.83450638388175,2.21088811788342
Rps25,1.69384876490579,0.823870725222504,1.2160990706989,1.66522819500643,1.3803512208903,0,1.43780264969981,1.0871591936641,1.8133895476737,1.12017076141604,1.12384839134842,1.97880832501261,1.36485715495931,1.26415581617588,1.4082898924934,1.93402102892817,0,1.25283419824013
Rps26,2.86852548637458,2.30566821331139,2.6829592511008,2.85115903113636,2.47629267006366,2.1407411524765,2.248409257236,2.20983875694965,3.05250625079043,2.71591854108896,2.36140787113546,3.22143625790263,2.47406355941333,2.01189947884148,2.34310273674876,3.28985064414258,2.19122137774097,2.39639828341907
Rps27,3.32005839484438,2.44233257291333,2.72093583776449,2.98680492584758,2.6898667156912,1.92535610765884,2.80426373136701,2.47789791337241,3.06116792662174,3.13461533152882,2.41261922392089,3.6239475725892,2.8331400026403,2.55690276828642,3.25116823581658,3.24238335356967,2.22519496578208,3.25243726763512
Rps27a,2.43377904133827,1.79377971673647,1.89783537004875,2.21073071509108,1.86486064831982,0,1.6585692654689,1.74929132094542,2.41324016349344,2.01157189011372,1.93918334716963,2.75984028332256,2.07350027778395,1.81149343228912,1.77530936764907,2.5851586301553,2.09125421184499,1.91310291617372
Rps27l,1.21789650638672,0.738398335232747,1.18583377124246,1.3525604299767,1.16358954634351,0,1.46288306725007,1.11491835140071,1.5379367454757,0,1.31466155564329,1.58560828562931,1.21911500047829,1.24015593540059,0,1.58793428585334,0,1.74949317991981
Rps28,2.10326047553961,1.11586654837433,1.51759480933455,1.8921928451193,1.62981754736596,0,1.90223324038525,1.51117643210226,2.11474066650046,1.53705097177004,1.50322692876664,2.3472133739923,1.79436388958334,1.50322692876664,1.8079191911128,2.23485610124595,0,1.6708289695124
Rps29,3.32834416969945,2.66260331477722,3.1338909018245,3.3378027445349,3.07491797659744,1.91581042366123,3.05992534593213,2.88123379310841,3.47348273975981,3.2182988320668,2.82833330113171,3.66430546299863,3.21782680742011,2.41730324712575,3.13767281720471,3.61314507617616,2.18752223312199,3.55451252688899
Rps3,2.15134198883682,1.71423577330309,1.89175313128824,2.272417680778,1.93890384726334,1.7583767926793,1.72584455412073,1.70636893120109,2.39756725450111,2.15869524145172,1.77492910974373,2.53309954676867,2.01038334179747,1.64728488792332,1.81989568558663,2.36696735132518,0,2.36362785425691
Rps3a1,2.1930767242518,1.36077998525887,1.88323395457163,2.1586012545525,1.8853876524441,0.724420399055108,1.65318291627592,1.57092118077298,2.42699243782317,2.22217610208904,1.93918334716963,2.68255519973383,1.82838647202801,1.93293303138628,1.93431799907054,2.72647384154647,0,2.71229116651885
Rps4x,1.63327633993514,0,1.28071250779864,1.54609118028558,1.35294981300739,0,0.951956995119374,0.784315355157742,1.89664212439372,1.3502158515143,0.954276657980168,1.79374421129552,1.33236815997554,1.12982483651565,1.44134188961739,2.07704738673569,0,0
Rps5,1.93825763776875,1.25043615733374,1.59779829051774,1.96987951764923,1.57266540241795,1.369253463005,1.35037625197181,1.30092338336401,2.27528558742663,1.94879439106438,1.74158337632072,2.18428855750077,1.71388408549963,1.26415581617588,1.89373158332917,2.47034242817889,0,2.03548329816048
Rps6,1.27835074538842,0,0.922511233626424,1.25048061981452,0.913186575983985,0,0.866711624507374,0.508171522590055,1.37298336599986,0.437288050456412,0.688481969101673,1.54086322553889,0.907842235894672,0,0,1.76323111649242,0,0
Rps7,2.16298121189075,1.31190846423843,1.6879634170893,2.20835695768024,1.83289967156252,0,1.88781389273425,1.32126162033163,2.37446268938862,1.93738366805887,1.78506819275664,2.65124747585802,1.93825445254653,1.30584953460711,2.17833873377318,2.60286797226144,0,2.22327465945608
Rps8,1.82511005131929,1.28704378880679,1.51759480933455,1.94548048037552,1.57513427976045,1.87093863234519,1.42058745250579,1.29177325309044,2.27766066630191,1.60381512276721,1.38847650931505,2.31576856742397,1.62189200447253,1.26415581617588,1.50957590183349,2.46392504334717,1.86581604274567,0
Rps9,2.45074923694319,1.88291118212225,2.055854689745,2.38588491230751,2.00643137649569,1.95182414073899,1.82586599655563,1.72973624565566,2.49071204537943,2.3239043041196,2.03782492869064,2.72682302500461,2.10857747615908,1.97987364396627,2.17833873377318,2.5056207924926,1.86199495149023,2.35698305093554
Rpsa,2.03883634998419,1.75949515706711,1.74005463927398,2.06133629084353,1.82564759855432,2.33300100958357,1.40132352840242,1.54142095956322,2.37422400552068,1.93796987310506,1.50322692876664,2.37352308502073,1.80121103756244,1.37357196283249,1.84439529616522,2.46478652844666,1.96897619478383,1.88781031959516
S100a10,0,0,0.553945954430252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S100a11,0.77982650698909,0,1.62665075279165,1.27082095926126,1.27715617793253,0,0,1.10775690641197,1.22189494139037,0.570359664262972,1.4852930233319,1.16254277415479,1.08854238531083,0,0,1.48895855262845,0,0
S100a6,0,2.24762098979589,4.1464326697685,1.51491236404174,2.65638148659054,1.81989568558663,0.515872564313284,2.85395901649018,1.62015576470486,1.89100963423812,2.6765838915068,1.1209958588381,1.96537430994063,0,3.44319676773701,2.94208755631874,2.76689006017487,0
Scg5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75558982179573,0,0,0,0
Selenop,1.80653410956975,0,0.748506227076782,1.53723726410311,1.46086055604057,0,0.545299844878428,1.49596136784363,1.26368145509855,1.35540790100594,1.21743753151787,1.29115485352169,1.45961667920563,0,0,0,0,0
Serping1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54750612790804,0,0,0
Serpinh1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17833873377318,0,0,0
Sfn,0,0,0.532665541352749,0,0.91057306181805,0,0,0,0,0,0,0,0,0,0,0,0,0
Sh2d6,0,0,0,0,0,0,0,0,0,1.63225920391478,0,0,0,0,0,0,0,0
Slc25a3,1.21789650638672,0.768226188056291,1.16324362222127,1.251101273067,1.15886706115536,0,3.03298301105766,1.15063738246431,1.39973022849113,0.87202588194083,1.28774827358847,1.16090760403464,1.03434341823599,0,0,1.1175182765571,0,1.24382555087194
Slc25a4,0,0,0,0,0,0,1.90772651007802,0,0,0,0,0,0,0,0,0,0,0
Slc25a5,2.73044758142911,2.94170244789172,3.34349003797281,3.07923450710635,3.26675331944118,1.91716746466927,4.49673496194255,3.21575959671241,3.24579533959368,2.77573049626337,3.26745246714021,3.02048674544564,3.05203163370692,2.06669050826668,1.82960675896166,3.20589124911397,2.98507451194236,2.39639828341907
Slc4a2,0,0,0,0,0,0,0.665576685041348,0,0,0,0,0,0,0,0,0,0,0
Smim24,0,0,1.65212915936145,0,0.670448793894472,0,0,1.04528349094349,0,0,0.580930053827354,0,0,0,0,0,0,0
Smim6,1.00073289097231,0,1.22638426127992,1.3350804208652,1.23549015116656,0,0.442926872596004,1.35897322641937,1.06405535918998,0.968625327000783,1.46838056654022,0,1.19108681071212,0,0,1.07021063136558,0,0
Snora30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snord118,0,0,0.758342093377746,0,1.33725837103145,2.08628701057844,0,0.967365418524446,0,0,1.05566800932816,1.20139960267022,0,0,0,0,0,0
Snord13,0,0,0,0,0.677333671324327,0,0,0,0,0,0.569255803356542,0,0,0,0,0,0,0
Snrpg,0.621887918760455,0,0,0.657378051329631,0,0,0,0,1.16503757550422,0.285153498219395,0.554641847401116,1.23299005854497,0,0,0,0.866092106872485,0,0
Snx6,0,0,0,0,0,0,1.33972590403798,0,0,0,0,0,0,0,0,0,0,0
Sox4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sparc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05887668323011,0,0,0
Sparcl1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spink4,0,0,1.57820314420425,0.750689187012634,0.799383254548146,0,0.511516264975131,0.969634430102399,0.646167291988372,0,1.42215255928909,0,0.96651007678024,0,0,1.0893370572644,0,0
Spp1,0,0,0,0,0,0,0,0,0,0,0,2.8261349234774,0,0,0,0,0,0
Sprr1a,0,0,0,0,1.33147900360955,0,0,0,0,0,0,0,0,0,0,0,0,0
Sprr2a3,0,0,1.15531348282998,0.850470841249522,1.13986255108198,0,0,0.937904434789836,0.913466340025972,0,1.02532648528502,0,0,0,0,0,0,0
Sptssb,0,1.3041822411353,3.07938373620882,2.03402730437984,2.48214641718341,0,0,2.75741248587777,1.39548353183356,1.24968832276571,2.50793149330937,0,2.47016557570746,0,0,1.9368630211571,1.86199495149023,0
Sqstm1,0,0,0,0,0.914986285172749,0,0,0,0,0,0,0,0,0.876597286822737,0,0,0,1.6708289695124
Srgn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87029656130944
Sri,0,0,1.38141950042562,1.1718685403188,1.14575786226635,0,0.771371556354023,1.22115889192881,1.14046379308881,0.96153300350692,1.38670499417172,0,1.06222678536557,0,0,0.860204730966417,0,0
Srrm2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stmn1,0,0,0,0,0,0,0,0,0.785404717025876,0,0,0,0,0,0,0,0,0
Sult1c2,1.69926028134272,1.38021546637787,1.55358842275702,2.02278163804427,1.86252821607259,1.38141950042562,0.934067279013824,1.75580502994458,1.98670600790193,1.55090729370501,1.79870012080231,0.730565888222042,1.91852670508974,0,0,1.70289012650499,1.74949317991981,0
Tagln2,1.43765671633721,2.27290625549959,3.00638442749984,2.68940678058815,2.79233110387757,1.87609329801878,1.2652909099767,2.86103730731549,2.52411396577202,1.90492568407579,2.66022994414908,1.48678182604683,2.57825095461059,1.67683216879004,1.54221964917357,2.3406879695547,2.26045057010593,0
Tceal9,1.05637320344383,0,0,0,0,0,0.547170421557915,0,0.624273945909212,0,0,0.521766895171359,0,1.24015593540059,0,0,0,0
Tesc,0,0,0.862402814866264,1.16852068870856,1.17900531971796,0,0.619622020553134,1.30207559652738,0.963268066510533,0,1.26688358333049,0.21886766969195,1.08379972454815,0,0,0,0,0
Tff2,3.57319016694122,3.75485471077175,4.53107294471142,4.31112994943888,2.9126227795148,3.86127540778467,1.50177893869165,2.12866468699244,4.9294795448981,3.12912129466294,2.70138979839027,6.50630790051855,3.21724001477223,2.22327465945608,2.25250096653114,5.68896460594626,4.48552454963137,2.27452534263288
Tgfbi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24015593540059,0,0,0
Tm4sf1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmed6,0.578515744594856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmem176a,0,0,0,0,0,0,0,0,0,0.284680372996965,0,0,0,0,1.35752648686777,0,0,0
Tmem176b,0,0,0,0,0,0,0,0,0,0.242323181132795,0,0,0,0,2.34310273674876,0,0,0
Tmsb10,1.07852392951252,1.85693647181087,2.80702104059731,2.03808750169091,2.23012081033855,0,0.369405100379442,2.37902873993287,1.94221191696326,1.86471083449084,2.20278363273565,1.55037618080504,2.17651296791369,1.26144050743523,1.89373158332917,2.09291609811321,2.156665546737,1.87029656130944
Tnfaip6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tnni3,0,0,0,0,0,0,1.53771804840725,0,0,0,0,0,0,0,0,0,0,0
Tpm1,0,0,1.32721414007661,0.798807900201251,1.08675914316686,0,1.25528600988238,1.21920726193993,0.549593343043392,0.716001861550996,1.12384839134842,0,0.877357715986925,0,0,0.587901583291664,0,0
Tppp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tpsb2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tpt1,1.90838577865726,1.38149068668455,1.83993038682713,1.75143027043057,1.7417111678971,1.6429518300725,1.65559737775552,1.62093514522492,1.91823687878762,2.0132126821936,1.4852930233319,2.08237473985604,1.72521592881155,1.26415581617588,1.93431799907054,1.9294805269495,0,2.28778448951296
Try4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tspan1,1.13859035571171,0,1.07470056485991,1.19483610675292,1.16771277659495,0,1.37459755518642,1.27308891347715,1.02405116647062,0.285153498219395,0.954276657980168,1.24767821995174,1.05362411055822,0,0,1.00440638157034,0,0
Tspan8,1.66714563770446,1.4608041862476,1.98023928673809,1.77530936764907,1.89870007104443,1.77759476401024,0.954971664207135,1.90180392136811,1.81881913064721,1.95602843262014,1.77348579646605,1.76095786965796,1.55827294598222,0,0,1.98549732598606,0,0
