,Fetal_Intestine_10,Fetal_Intestine_7,Fetal_Intestine_15,unassigned,Fetal_Intestine_18,Fetal_Intestine_17,Fetal_Intestine_3,Fetal_Intestine_12,Fetal_Intestine_8,Fetal_Intestine_9,Fetal_Intestine_11,Fetal_Intestine_14,Fetal_Intestine_1,Fetal_Intestine_20,Fetal_Intestine_2,Fetal_Intestine_16,Fetal_Intestine_4,Fetal_Intestine_6,Fetal_Intestine_13,Fetal_Intestine_5,Fetal_Intestine_19
Rps14,1.70725868646448,2.31281423493806,1.7962000194913,0.911579588500909,2.04980589992348,2.50094558675982,2.13227068174336,2.23538188951108,2.09406250992046,1.83086842778548,2.2478185336943,2.05581310610785,2.24613950866004,1.94149678331636,2.26157548179614,2.19622108887936,2.29302959327624,2.25810655215748,2.08928936789191,2.17258792765692,2.38941846538507
Rps15,0.827587029677465,1.29773488846666,0.985900104211777,0,1.28899916711652,1.62854064649507,1.25126629988966,1.3322432330294,1.27593560283183,1.16657972194135,1.21496751385721,1.19547753011951,1.29188730934782,1.04447063971338,1.25733822617924,1.0580476467056,1.3508952428752,1.23989916166192,1.19070628002857,1.2628615503957,1.07335791207815
Rps15a,1.33751303627619,1.8425367687445,1.58302081461283,0,1.64220828363578,1.83283406011852,1.82616641519134,1.93046243442977,1.8138463143826,1.67248780030817,1.55377716375595,1.74106362530127,1.94307048145067,1.07545234047528,1.92163521931928,1.89199055365789,1.8749552196137,1.82616523792688,1.74120026593832,1.91802871782902,1.49234209466106
Rps16,0.878026560032475,1.37443735786624,0.922936408099116,0,1.31014984628521,1.54943889893964,1.22239167436273,1.181686977554,1.30100746149548,1.15117189942933,1.16632089425337,0.963391231261365,1.26408977977218,0.963373387599784,1.23753400036836,1.4030150075718,1.28802025466213,1.08189850640483,1.19543925159188,1.23753519405045,0.732879222371499
Rps17,0.920068502899532,1.5368331224237,0.971088753994918,0,1.32962644963308,1.82448795083007,1.28100270939747,1.44084337467647,1.26904886743311,1.12160500090407,1.34111765252712,1.13571199525145,1.37333001497051,1.10798351462774,1.31764046297578,1.5155607863686,1.41446385173586,1.23989916166192,1.20316940495386,1.33508300251677,1.49234209466106
Rps18,0.799509714883407,1.45405128952353,0.746155021537722,0,1.69860352323865,1.58153473108247,1.18781434318949,1.4561365701204,1.31427731616514,1.07923776739239,1.16217318744669,1.15472884979145,1.2143977460594,1.39982705431627,1.1921583575644,1.43191737523231,1.27782763355989,1.16242863271978,1.15523860462042,1.16815651008672,1.2826096940013
Rps19,1.40196238653619,2.02949571831296,1.46371524730803,0,2.01952586813707,2.00607369898658,1.8748333627382,1.90248191021005,1.90464326572721,1.66169036301448,1.95887260342726,1.7275918427908,2.00226412188548,1.63155094586845,2.01426367275996,2.11306519831781,1.85233273427532,1.84901239101579,1.87593137362118,1.91802871782902,1.87934174799794
Rps20,1.14113570804076,1.62708294965292,1.13989552645931,0,1.49660808099743,1.82836716328552,1.44057072251727,1.6184172458878,1.66740718591463,1.31831485762595,1.39662822411998,1.26780521974955,1.50600612081462,1.12115666915702,1.53493946001701,1.59509807190091,1.54962724716822,1.31831485762595,1.30628094142511,1.39917512278314,1.87934174799794
Rps21,0.981860330928257,1.56953716013285,0.978762420209256,0,1.3508952428752,1.61719120657648,1.21872295000119,1.36965963541943,1.2681158885676,1.12448973712484,1.2778289631955,1.11969816408743,1.26904886743311,1.08326647405434,1.25187037843027,1.39544947625738,1.34451705942254,1.1867322585616,1.20205863242163,1.29253733598804,0.953849004334044
Rps23,0.878026560032475,1.58396123119249,1.1534925900286,0,1.45477727700155,1.70708858670061,1.25005937955818,1.57002543975255,1.54343050923286,1.17181274087538,1.22787980117931,1.2765868204713,1.33058822289383,0.949314650927102,1.35875887423289,1.44784168002638,1.4371753297822,1.26285643914399,1.23439529620939,1.34804983442553,1.20793785045329
Rps24,1.20539747483103,1.94121957092753,1.34897003124104,0,1.47976400402228,1.83248402618632,1.69549178709366,1.7773404369723,1.66012862965176,1.50690636433815,1.64982559029241,1.47380283573061,1.66180204000884,1.47558828102722,1.66853346194152,1.85120057807772,1.84054523411978,1.4599098487384,1.73749163855967,1.73257418208464,1.80037823529697
Rps25,0.842135151450181,1.38812571414409,0.834536353371825,0,1.16029117341573,1.48273703193713,1.10834900403369,1.24886231327447,1.3089348331155,1.10461748058711,1.13723021987233,1.01673701362644,1.21780963642877,0.320794090649317,1.20539747483103,1.21908876442456,1.32154241524448,1.13421913679969,1.11873575990215,1.22354146127625,1.09749892097594
Rps26,1.95547191410001,2.68090637090627,1.95319969583144,0,2.11850683844944,2.77014416676292,2.36009581878769,2.52055651149445,2.43624115972636,2.10254078946221,2.45915503307351,2.24693271216925,2.53585035416774,2.11738661069625,2.50879325440878,2.43223028196984,2.59176604394328,2.35633546068973,2.43624115972636,2.50530429111629,2.31028693944847
Rps27,1.67248780030817,2.26452907263902,1.69490497392335,0,1.87666500836749,1.9156131290808,2.00767123468578,2.24799943744897,2.01253780566554,1.85709118426343,2.28250636897532,1.99717717987317,2.1481750392015,1.99719189112741,2.27175457894922,2.37826520199106,2.20720048981843,2.13424168946471,2.00396797655251,2.24036031119305,2.07818931808825
Rps27a,1.34498510263437,1.84960748791985,1.33791268186399,0,1.56678670044481,1.890532439411,1.60021380351049,1.812150238173,1.82478713851672,1.64098616521536,1.82962821235275,1.59577457901496,1.78450698774663,1.29496449509762,1.81046471755451,1.79148881462533,1.8435950704514,1.66392706844895,1.49884611435113,1.77766309868239,1.63125357935729
Rps27l,0.633796923323813,1.18191388368107,0.629651101346703,0,1.14993186948174,1.55411250088108,1.00875602761973,0.998115816576815,0.962994876622299,0.908476462671885,0.680712649642205,0.818574433849162,0.962994876622299,0.666855838966552,0.928722950484828,0.988475387836692,1.02516737461077,0.907241313182135,0.79057965222052,0.79550130551438,0.996426680420818
Rps28,0.827587029677465,1.35732161483233,0.870215638348744,0,0.903507241046156,1.5515449071564,1.08323422307551,1.30299708339906,1.26780521974955,0.992883164441457,1.20156488800867,1.20822818924052,1.17444785978216,1.06923021994685,1.17603594649055,1.50495344264513,1.2437631503314,1.12160500090407,0.980047848966199,1.22124188744921,1.10035026464919
Rps29,1.5900082124728,2.22756507648506,1.6551924422809,0,2.03730491882985,2.09643550762457,1.94439534822497,2.21001937324771,2.27022728203044,2.29807871459939,1.93202454924772,1.86912757625381,2.06458026381882,1.29158687811217,2.03169546113722,2.17700265928603,2.06641169582622,2.0560920467106,1.88972824683963,1.91648948968426,1.96757702807132
Rps3,1.1613957186015,1.80510091654927,1.21223337888985,0,1.57661525229457,1.91469715159002,1.6850539000226,1.87271259222701,1.70252980289947,1.57002543975255,1.55035261185122,1.69844312501793,1.67097885544597,1.23205551163429,1.64578133015552,1.90123567181286,1.88700026738244,1.60055347134882,1.50062915979274,1.58070067584065,1.44610257926937
Rps3a1,1.30694333682998,1.79472542321908,1.3128395792301,0,1.65540855416665,2.03333380899955,1.69744213711851,1.82863204469874,1.7048905925275,1.36746146162911,1.59663819588632,1.48200953229388,1.80753223075994,1.42938495575883,1.77410182982908,1.87410297737582,1.89867037634598,1.6793156574686,1.65126643297749,1.60450470495458,1.76303748863708
Rps4x,0.755539973315199,1.13032035241059,0.79314364360817,0,0.939574781753072,1.39088656856061,1.07571809286725,1.14215388646633,1.0851692261945,0.826058868013221,1.18350258262854,0.982590769916254,1.14213103820851,0.696391830035323,1.12982108681984,1.15181027839968,1.16346737091529,1.08012315771511,0.988811727908581,1.04178192677693,1.00493486933735
Rps5,1.11714838462288,1.86020418398072,1.27625355161022,0,1.38284170386296,1.83960979409467,1.55684684877039,1.77798708990527,1.64069659012751,1.40273325445395,1.3368639671121,1.42230660896564,1.5981588517118,1.2807732539271,1.72444724476002,1.77778633352665,1.67117016177083,1.5223920459976,1.34451547896087,1.54491975883162,1.72345101264728
Rps6,0,0.575559906664952,0,0,0.28135679886349,0.694464939558028,0,0,0,0,0,0,0,0,0,0.537783627710207,0,0,0,0,0
Rps7,1.10461748058711,1.74389044228396,1.02596440333223,0,1.52389975335967,1.86587782362019,1.52562364716696,1.71802997822278,1.50152241549252,1.16657972194135,1.70614787240986,1.57897397667751,1.68390206943501,1.30969846501283,1.62671549777881,1.60296582368196,1.69433206339807,1.57645912554895,1.47064608159213,1.50781307170582,1.2394392272025
Rps8,1.20205863242163,1.89267211923204,1.06358234615478,0,1.55569267316091,2.04143734710587,1.64925026313425,1.669287103249,1.65016601584363,1.54867036107345,1.5482119255012,1.47095033126261,1.66180204000884,1.25016709853495,1.56806011503572,1.88780849757743,1.85304349653901,1.53728771410867,1.60743898193989,1.64470821174313,1.68195862464007
Rps9,1.76638506477433,2.3236173915995,1.71725967536243,0,2.12322817629942,2.35340889277961,2.0955760116815,2.18295123786877,2.24762709846693,1.95265572512272,2.20346382804749,2.00826304156355,2.21831459452804,1.88674247964963,2.29139018558863,2.30490132326779,2.25944518925302,2.10317672207791,2.12246673990965,2.20770007753151,1.89802053209116
Rtn1,0,0,0,0,0,0,0,0,0,0,0,1.25247818332731,0,0,0,0,0,0,0,0,0
S100a11,0,0.6039315975346,0,0,0,0,0,0.849687463154224,0,0,0.655465333027302,0,0,0,0,0,0,0,0,0,0
S100a6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sec61b,0,0.627788900209406,0.260893648896274,0,0,0.997891979066614,0.747478152725485,0,0.700293369941163,0,0,0,0.834795953837301,1.06141608636779,0,0.784711205297809,0,0,0,0.689233603506988,0.971470141436747
Sec62,0,0,0,0,0,0.424436649965035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selenoh,0,0.750733814340095,0,0,0,0.795724598704187,0.979327013110737,0.773430290141721,0,0,0,0,0,0,0,0,1.03197011774794,0,1.1111592200192,0,0.449345705865654
Selenop,0,0,0,0,0,0,0,0,0,1.32783972747234,0,0,0,0,0,0,0,0,0,0,0
Selenow,0,0,0.857219514816348,0,0.503030507656121,0,0,0,0,0,0.787374375324634,0.790178166065832,0.730977982676825,0.707123608534952,0.770972775785613,0,0,0.776888262411151,0,0.800700221321757,0.330973042520417
Sem1,0.582207926536618,0.656021240176077,0,0,0,0.849017009074641,0.775992748726633,0.591691999815981,0.802372876667447,0.620189831868869,0,0.906625038195795,0.74965906752592,0.331458732053861,0,0.234790560103207,0.851502270723269,0.84853235065432,0,0,0.872273076576228
Sept7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serbp1,0,0.96915803452279,0,0,0.873290941468835,1.03078483396228,0.937876705092618,0.941427265122112,0.620473164826396,0.625618491135444,0.890295790229222,0.632372991687316,0.936557541170886,0,0.866653298436481,0.898401826235205,1.07047329487939,0.787801952283982,0.878603381989597,0.624979378382774,0
Serf1,0,0.0884538339706533,0,0,0,0.606353534614265,0,0.658663887623728,0,0,0,0,0,0,0,0,0,0,0,0,0
Serf2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.831615947660387
Serp1,0,0,0,0,0,0.628096535649061,0,0,0.564345951560415,0,0,0,0,0,0,0,0,0,0,0,0
Serpinh1,0.72625998507426,0,0.646443089340117,0,0,0,1.08323422307551,0,0,0,1.07879583085107,0,1.24585424811867,0,0.999622548976633,0,0,0.930668508370098,0.76758961093919,1.2659449230166,1.05260818323441
Sfr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sfrp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sh3bgrl3,0,0,0,0,0,0,0,0,1.16866700691239,0.937876705092618,0,0,0,0,0,1.02597807216526,0,0,0,0,0
Siva1,0,0,0,0,0,0.206392697562394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc25a3,0,0.990288230379616,0.236660354459731,0,0.272466396846027,0.856945011010039,0.636706805982399,0.873729852542752,0.379523507631947,0.687133771648861,0.851774259907602,0.707173651886242,0,0.944077633561525,0,0.629705374108734,0.757026501397175,0.930668508370098,0.536990209252955,0,0.971470141436747
Slc25a39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc25a4,0.826058868013221,0.97536787711943,0.800708960370243,0,0,0.58425273198,1.14113570804076,0.991405669164599,0,0,1.22469469172188,1.25006184905363,1.21553279233999,0.972527024193021,1.2316627432179,0.809333543919083,1.30960046727544,1.36309525956731,1.157283323863,1.22498343136019,1.14442567161083
Slc25a5,0.623321020026804,1.47065206593974,0.589027489820214,0,1.45681936190001,1.37419662743513,0.973223434873167,1.01183923701486,1.70017628069139,1.45404921881979,0,1.22586872903143,1.09632435426914,1.33510228941692,0.978243540733612,1.67129983474607,1.50774445690218,0.901117219936455,0,0.822767733624276,1.63016682414971
Slirp,0,0,0,0,0,0.503927428043079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smdt1,0,0,0,0,0.540223311458597,0.174996375580952,0,0.191297209328746,0.758943059796953,0,0,0,0,0,0,0.554566427603682,0,0,0,0,0
Snai2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snca,0.622749327181058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snrpb,0,0.630120842627957,0,0,0,0.721049126348995,0.852323214118289,0.505906161237755,0.660011990161078,0,0,0,0,0.335397106912691,0,0.545442692441236,0.862742370205704,0.586980561365274,0.756812466528426,0,0.31454856718393
Snrpd1,0,0.822017028123547,0,0,0.507645523814414,0.718344832456297,0.731195693437719,0.711548546245674,0,0,0,0,0,0,0,0,0.868903913677795,0,0.545805715122046,0,0
Snrpd2,0,0,0,0,0,0.541117583009522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snrpd3,0.660977598096716,1.00176224837744,0.544964616263589,0,0.82180978918389,1.15193921912519,1.06786429833402,1.07178188524802,0.872300978075165,0.631438144688054,0.845932699155589,0.995513272554175,1.04876003735974,0,1.03866771010958,0.940156670534846,1.19325092997521,1.02476622110677,0.995492270570694,0.833761194247537,1.08230324211495
Snrpe,0,0.715111596215524,0,0,0.217991247343801,0.709924559778049,0.6444841138873,0.541900470931225,0,0,0,0,0,0,0,0.730814318003362,0.654752379793464,0,0,0,0
Snrpf,0,0.633957624360855,0,0,0,0.789174092267337,0,0.482419498980925,0,0,0,0,0,0,0,0,0.624210697872168,0,0,0,0
Snrpg,0,1.19163469293175,0.746155021537722,0,0.782080519475497,1.13724553676245,0.99849691634322,1.21383134349542,0.884609949235913,0.542115207944992,0.943369090286808,0.921986401718822,1.05168481532986,0.320794090649317,1.09427146465684,1.13128179006868,1.20205971542935,0.8689024044843,1.03600883908869,0.861684481239634,0.903893376338838
Son,0.707993556357721,0,0.657308952902237,0,0.718747320167817,0.174996375580952,0.949248901244449,0.650203329882491,0,0.88617380394567,1.07310090576929,1.10230087348759,0.902335200899014,0.894748622530888,1.0299543875617,0.862743476802616,0.921381088752662,1.03845151900394,1.06013597872914,1.03930128453144,1.00493486933735
Sparc,1.14914982537732,0,1.14839492747421,0,0,0,1.76894858684836,0.600114820764181,0,0,2.4707151729917,0,1.9073032710792,0,1.28417778523505,0,1.06656971915113,1.26285643914399,1.22009552964424,2.32515058440068,2.12307482571532
Sparcl1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spc24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sqstm1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Srsf2,0,0,0,0,0,0.478003500847167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Srsf3,0.759798737194855,1.01767767819495,0.839215626605338,0,0.82657050918479,1.12133598696988,1.25309222047821,1.10105232909982,0.827076997516348,0.70947988434265,0.953328910857367,1.17656522419071,1.11778276707935,0,1.1192131099227,0.958409261454536,1.20178296888753,1.0216005740185,1.26285643914399,1.05169109001462,1.03486491030535
Srsf6,0,0,0,0,0.241768095181814,0.618500602874388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Srsf7,0,0.624324085144721,0,0,0.553823195709517,0.610852943547588,0.729624219135541,0.768490968368994,0,0,0,0,0,0,0,0.548706267022043,0.683149242627219,0,0.756812466528426,0,0
Ssr2,0,0,0,0,0,0.901294743534598,0,0,0,0,0,0,0,0.781700167721963,0,0,0,0,0,0.28584588647947,0
Stmn1,0.732167280686707,1.07813434401076,0.860527386071083,0,0.926355231991318,1.03866268911411,1.3287552168284,1.13275402087905,0.679715857011869,0.765844207470516,1.14717591513229,1.75673652516786,1.06959772540403,0,1.02199659470696,0.791409302626224,1.51507121487938,1.06269906777871,1.46412747047114,0.815775799286844,0.970209293052071
Stmn2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stub1,0,0,0,0,0,0.485911417761935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub1,0.83066084591642,1.16763123007721,0.91724273558463,0,0.553823195709517,1.22532789032813,1.36710911831754,1.14563119974391,1.11304324449601,0.897483555459765,1.18350258262854,1.17251599168948,1.26408977977218,0.99828138945174,1.27909230962069,1.27876300485768,1.18511484046511,1.12160500090407,1.23283226541415,1.20354062827432,1.06136862186398
Swi5,0.699568915698077,0.94794425199347,0.827078288234627,0,0.533585671915553,0.928075623908128,1.08838611396876,1.00915422905519,0.572894765344827,0.662917464107722,0.881851703981747,1.12405663338046,1.06013597872914,1.06923021994685,1.05547054111572,0.927433984229946,1.07177446923547,1.03600883908869,0.973580026439196,0.963345049221373,0
Taldo1,0,0,0,0,0,0.419663477971984,0,0,0.933276369922031,0,0,0,0,0,0,0,0,0,0,0,0
Tbca,0,0,0,0,0,0.48021440503764,0,0,0,0,0,0,0,0.819702309395371,0,0,0,0,0,0,0
Tceal9,0.757663233843052,1.06312768932555,0.812546164162689,0,0,1.28771290933985,1.05928519695258,1.5734909311465,0,0,1.41105665636401,0.79823314003284,1.15117189942933,1.27557092293904,1.18592342039039,0,0.678537753559657,1.03845151900394,1.25066222134905,1.20763538922103,0.769096237657115
Tcf21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tead2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tecr,0,0.660977758041301,0,0,0.755961196415379,0.673211183516682,0,0.693405904574101,0,0,0.185050607470472,0.901727484194652,0,0.953231270154762,0,0.554566427603682,0.672633349155643,0,0.536990209252955,0,0
Tgfb1i1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tgfbi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timm8b,0,0,0,0,0.217991247343801,0.638133870028011,0,0,0,0,0,0.822313202929183,0,0.320794090649317,0,0,0,0,0,0,0
Tmem176b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmem256,0,0,0,0,0,0.607034451989142,0.61109026932459,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmsb10,1.13421913679969,1.46455188093443,1.17103214224609,0,0,1.11280868561454,1.5100701654494,1.6850539000226,1.3196666027525,0.669137551305836,1.88367378933459,1.8198792311223,1.63492871460524,1.00374521564695,1.44370966260659,1.49605886876901,1.47650962096824,1.46582192840245,1.40660133972779,1.66404931864948,1.86956167723227
Tmsb4x,1.83031369004975,2.28035624897589,1.98255428541323,0.979324799776887,1.01252477337342,0.887140711168972,2.05956844090806,2.36035533656227,4.94223372060322,4.96782252649212,3.1173290656841,3.09743335329828,2.03876484298,2.56528523583964,2.50554010650625,3.82141589771128,2.71288876459433,3.18178727703689,2.44168436983334,2.67319082018596,3.48924747096167
Tpi1,0,1.04049644914155,0,0,0.241768095181814,0.838278666928121,0,0.750499401237163,0,0,0.711652650016634,0,0,0,0,0,0,0,0,0,0
Tpm1,0.549547424119945,0.816299481221043,0.286930429330987,0,0,0,0.880338938022079,0.73262827618199,0,0,0.565167727023926,0,0,0,1.03115924024752,0,0,2.3043800240474,1.02397289497264,1.07177298604746,0
Tpm2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39050788735068,0,0,0
Tpm4,0,0,0,0,0,0,0.779597190131452,0,0,0,0,0,0,0,0,0,0,0.843725134427234,0,0,0
Tsc22d1,0,0,0,0,0,0,0.512676658479931,0,0,0,0.840294811385293,0,0,0,0.764324195400596,0,0,0,0.940858934083533,0.723407547524456,0
Tshz2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tspan3,0,0,0,0,0,0,0,0,0,0,0.711293838283326,0,0,0.736659599603724,0,0,0,0,0,0,0
Ttr,0,0.496287818978546,0,0,0,1.3717653685708,0,0,0,0,0,0,0,0.767521523943181,0,0,0,0,0,0,0
Tuba1a,0,0,0.612227644926201,0,0,0,0.758659610545224,0,0,0,0,2.08368038282192,0,0,0,0,1.3089348331155,0,0,0.689233603506988,0
Tuba1b,0.733360538086154,1.06056387522717,0.813934217879228,0,1.00223912089998,1.0349956222039,1.53075417513748,1.11778617196001,1.00990856228153,1.03804357189253,1.01737869748186,0.920722991404062,1.07220892611991,0,0.995119979888275,0.861361863184663,1.2437631503314,0.709852461557564,1.76809315220151,0.888830747464477,1.04489782059253
Tuba1c,0,0,0,0,0,0,0.340072085723961,0,0,0,0,0,0,0,0,0,0,0,0.93197055179958,0,0
Tubb3,0,0,0,0,0,0,0,0,0,0,0,1.29449163053122,0,0,0,0,0,0,0,0,0
Tubb4b,0,0,0,0,0.758929237150572,0.637105143724481,0.882666685419361,0,0,0,0,0,0,0,0,0,0,0,0.921021814827956,0,0
Tubb5,0.706144554705402,1.09710064962117,0.807568943386549,0,0.942965366756709,1.13724553676245,1.5123331438972,1.19079751579361,0.499813848981731,0.826058868013221,1.06873688979577,1.59025046206986,1.157283323863,0.963373387599784,1.08412649217214,0.69779170593908,1.54867100714939,1.04172717437283,1.52147151659003,1.11636176624945,0.737475937894505
Tubb6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Txn1,0.379838886886087,0.982965164717939,0,0,0.241768095181814,0.827085064578772,0.806465293951318,0.873729852542752,0.702475941168482,0,0,0,0.856670868624549,0,0,0,0.754065802730396,0,0.91911722862599,0,1.00140018240475
Tyms,0,0,0,0,0,0.367908513153604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyrobp,0,0,0,0,0,0,0,0,1.99211084333206,1.69782998927968,0,0,0,0,0,0.940861974198013,0,0,0,0,0
Ubc,0,0,0,0,0,0.206392697562394,0.669468882786276,0.160474757234962,0.718342293691726,1.02397289497264,0,0.797609656666978,0,0.949314650927102,0,0.593404965055125,0,0,0.740604371637927,0.559597717115252,0
Ube2c,0,0,0,0,0,0,1.22758816018587,0,0,0,0,0,0,0,0,0,0,0,1.25066222134905,0,0
Ube2l6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ubl5,0,0.505331214224385,0,0,0.653798867875652,0.636544718960038,0,0,0,0,0,0.753498385689207,0,1.06923021994685,0,0.860249964261263,0,0,0,0,0
Ucp2,0,0,0,0,0.689557101652615,0,0,0,0.810600619023401,0,0,0,0,0,0,0,0,0,0,0,0
Upk3b,0,0,0,0,0,0,0,0,0,0,1.19324987319684,0,0,0,0,0,0,0,0,0,0
Uqcr10,0,0.823272956214171,0,0,0.825297039038244,0.856227346758151,0.600259468074888,0.612840119064224,0.632910286089046,0,0,0,0,0.949314650927102,0,0.61681550807165,0.646210528080816,0.53783755800864,0.47119967794073,0,0
Uqcr11,0,0.697534831090912,0,0,0,0.689496582839103,0,0,0,0,0,0,0,0.696391830035323,0,0,0,0,0,0,0
Uqcrb,0.591061587037231,1.0331756243055,0.649444776136351,0,0.903507241046156,1.07597614515665,0.883831747391786,1.03283623126841,0.852852992146804,0.876300768156483,0.98240826345065,0.738857178618229,0.990288230379616,1.0725576025896,0.889715040986615,0.624421875539274,0.811214735069122,0.966496639452814,0.669468217141287,0.706459042797098,1.03566273658
Usmg5,0.660977598096716,1.03357876867683,0.535522184575247,0,0.829379277186227,1.12723819137449,0.842664460680156,0.957794497054508,0.759798737194855,0.550880454349701,0.867829711113239,1.06805193178235,0.882663115689342,1.00374521564695,0.874600828232582,0.955321722675299,0.916590855355837,1.00913898754107,0.788725627142748,0.922938694819805,0.917931589519646
Vcp,0,0,0,0,0,0.538046810367487,0,0,0,0,0,0,0,0.782191677301639,0,0,0,0,0,0,0
Vim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.975411257659602
Xist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ybx1,0,0.730394035267269,0,0,0,0.702885212236276,0.841342553485173,0,0.660977598096716,0.698124581837827,0,0.66898793645232,0.730187307077933,0,0,0.553907754333865,1.01011800258662,0.636770697833657,0,0.739506938620765,0.753900413230991
Ypel3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.736659599603724,0,0,0,0,0,0,0
Ywhab,0.512767685370207,0.564028886958199,0.515254765589936,0,0,0,0.910957651262705,0.636063249433216,0.59442003530287,0,0,0.869343332183259,0.841606525499588,0.890832003303228,0.767399086891509,0.545442692441236,0.870599793051493,0.742642573917604,0.874581953248011,0.738577795169358,0.971470141436747
Ywhae,0,0.743771378775245,0,0,0,0.82555205136637,0.832981732153699,0.827848841604218,0,0,0,0.956070184330271,0.73696426948048,1.00956263786143,0.617652127078439,0,1.01109113526183,0.788725627142748,0.921021814827956,0,0
Ywhah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ywhaq,0,0.633212412671265,0,0,0,0.599580623302881,0.68487742570864,0.768490968368994,0,0,0,0,0,0.890832003303228,0,0,0,0,0,0,0
Zfas1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp36,0,0,0,0,0,0,0,0,0.736160316796924,1.14014220043421,0,0,0,0,0,0,0,0,0,0,0
