,Trophoblast-Stem-Cell_4,Trophoblast-Stem-Cell_2,unassigned,Trophoblast-Stem-Cell_1,Trophoblast-Stem-Cell_3,Trophoblast-Stem-Cell_5
Ppia,1.50622092205838,1.52363741388961,1.13478092880708,1.03443954439759,1.54578775830607,1.00033844250059
Ppp1ca,0.578085368278946,0.472554161668323,0,0,0.57944958026689,1.2037110864002
Prdx2,0.453686411516988,0,0,0,0.660195651471653,0
Prdx6,0.361132384855191,0.88702977229151,0.887112124785915,0.967097253516601,0.760094180775556,0
Prelid1,0.427489379549824,0.357157748191227,0,0,0.6691907691664,0
Psma1,0.93390035637511,0.750862169305258,0,0.650152878933411,0.631269258710286,0
Psma2,1.01723705912896,0.877317144383663,0,0,0.860724106243305,1.10126705672415
Psma3,0.667822910310232,0.334828738934517,0,0,0,0
Psma6,0.63118332362187,0.676032058315419,0,0.442545102215243,0.593669685348518,0
Psma7,0.906082659687843,0.716493284703599,0,0,0.733565627014018,0
Psmb1,0.910037231143389,0.7627628220325,0,0,0.76924037367697,0
Psmb2,0.62734789574171,0.437013685825196,0,0,0,0
Psmb3,0.877620419536223,0.901718107210528,0,0,0.618647473531715,0
Psmb4,0.759325735696311,0.628582511491861,0,0,0.456675244517408,0
Psmb6,0.964517149304916,0.839087400316072,0,0,0.69381079318713,0
Psmc3,0.382956403857036,0,0,0,0,0
Psmc5,0,0,0,0,0,0
Psmd12,0.436903623069867,0,0,0,0,0
Psmd14,0.402176219497315,0,0,0,0,0
Psmd8,0.470976343509437,0,0,0,0.482054425732868,0
Psmg4,0,0,0,0,0,0
Ptma,0.843540530332,0.932657675492623,0.991320824927861,0.867357421671827,1.14876042175001,1.10126705672415
Pttg1,0,0.486142853710012,0,0,0,0
Rab11a,0.411590463017358,0,0,0,0,0
Raly,0.416705982208296,0,0,0,0,0
Ran,1.00850910000688,1.32865312299332,1.00287103008222,0.737236575359026,1.01284932152687,0
Ranbp1,0.702611574020729,0.774606943717961,0,0,0.671959886676794,0
Rbm8a,0,0,0,0,0,0
Rbx1,0.934983096012962,0.73237910355703,0,0,0.686308194127787,0
Rhoa,0.191024581215902,0,0,0,0.416332657923935,0
Rhoc,0.404124685169773,0,0,0,0.664446269004535,0
Rpl10a,0.877309416507864,1.27633818660583,1.33825360530835,1.39761952750672,1.13396783266821,1.07192137739718
Rpl10a-ps1,0,0,0,0,0,1.07192137739718
Rpl13a,0,0.703010940282403,0,0,0.495485716066945,0
Rpl15,1.1803508679199,1.38237634758429,1.36364396058284,1.34520258114651,1.23226553744239,1.10126705672415
Rpl17,1.3678565933217,1.69036015442887,1.35719549815726,1.33240720660884,1.56728347491866,1.1114269780797
Rpl21,1.3025737275992,1.23877454543171,1.22335000733384,1.30332134613129,1.14800991575534,1.1114269780797
Rpl22,0.949469216127466,1.18927944821147,0.968851280581851,0.880370293809594,1.3626489555846,1.07192137739718
Rpl22l1,1.68446138676437,1.93047787980723,1.37599779313717,1.3059392020031,1.47280509946318,1.21260534898698
Rpl23a,1.95163586286737,2.25032845924224,1.8727899932368,1.77408348891292,1.96057332320103,1.10126705672415
Rpl26,1.62730557655195,1.8603361753905,1.49204818417403,1.53377218197728,1.76918859704721,1.1114269780797
Rpl27,1.8918851104274,2.17774392904043,1.37162153444187,1.34660166593147,1.52150698339085,1.68008238663135
Rpl27a,1.06909650526457,1.40184330050639,1.28975952323835,1.2496207367171,1.20953236987106,1.37379046520457
Rpl3,1.59568995817193,1.77600744424779,1.40987131679394,1.29296091252271,1.54814782472535,1.39761952750672
Rpl34,0.758086971829668,0.777488919277483,0,0,0.699767399114714,0
Rpl35,1.05500816907849,1.2851994806158,1.36257145445045,1.42710108473049,1.27774512562836,1.47308829041064
Rpl35a,0.630287034536143,0.687950565016029,0,0,0.638772641933115,0
Rpl36,1.86051951359953,1.91922876541986,1.52976455791978,1.78180649648783,1.63674284307218,1.71846494771733
Rpl36a,1.74746506329706,2.05046398157039,1.53442117649458,1.69324017395102,1.59445155022907,1.37379046520457
Rpl36al,0.96825215087775,0.948464077588993,0,0,0.816074936660587,0
Rpl39,1.93522214553082,2.05165340064209,1.44887997700907,1.52059507940119,2.08346153345418,1.47308829041064
Rpl5,1.05806538223966,1.40193243239818,1.43508610727032,1.38311779235225,1.1498428331305,1.37379046520457
Rpl6,1.52809799667488,1.68406297131345,1.49117541797448,1.53532053928094,1.54233111225411,1.68008238663135
Rpl7a,0.849958670069713,1.37306361979096,0,0,0.920275873106839,1.1114269780797
Rpl9,1.54965082006796,1.80310821517838,1.22227252923365,1.19713037278394,1.56913594465907,1.1114269780797
Rpn2,0,0,0,0,0,0
Rps10,1.44486327806397,1.76770482076443,1.31656004258391,1.30725234411274,1.49922258170637,1.10126705672415
Rps16,1.88583216611003,2.04755665231053,1.77879600684044,1.59377762504085,1.69208733239551,1.47308829041064
Rps17,1.70769751742549,2.10510503196311,1.80266990951976,1.80944367734794,1.87305549168948,1.73169806241448
Rps18,0.942311585477708,1.19197437182646,0,0,1.0215672505642,0
Rps19,1.94671710781192,2.11399594135081,1.7532990567322,1.74763410386764,1.90267446523732,2.00050763398227
Rps23,1.7182829665629,1.91544445681192,1.40487985979837,1.42235711208941,1.6936247778175,1.47308829041064
Rps25,1.96876961522939,2.19302962386038,1.74085422956419,1.78960549469551,1.89500384424881,1.47308829041064
Rps27l,1.78194187048397,1.90488682905767,1.46800780982014,1.7042835229935,1.830988329727,1.43669238171735
Rps28,1.50604610879561,1.80664352455076,1.11705293263656,1.05827360962474,1.45409268714377,1.1114269780797
Rps29,2.01807569512384,2.38625757087789,1.57611114171351,1.47649653973519,2.13254123869531,1.71846494771733
Rps3a1,1.89022228361937,2.04099757000153,1.51334959010152,1.67218397428719,0.941346538632423,1.22277920628509
Rps3a3,0,0,0,0,1.13340280384471,0
Rps4l,0.872311489120369,0.814607594721569,0,0,0,0
Rps4x,1.63545424349654,1.96020327200427,1.56301108275674,1.62015990141132,1.64587208964759,1.58541373974749
Rps6,0.40387318143365,0.695663314745951,0,0,0.567415787069878,0
