,Trophoblast-Stem-Cell_4,Trophoblast-Stem-Cell_2,unassigned,Trophoblast-Stem-Cell_1,Trophoblast-Stem-Cell_3,Trophoblast-Stem-Cell_5
Rps7,1.83090115533071,1.97506741063735,1.42790701112837,1.48336469074436,1.74228747024912,1.58541373974749
Rrm2,0,0,0,0,0,0
Rsl1d1,0,0,0,0,0,0
Ruvbl2,0,0.281967885587955,0,0,0,0
S100a10,0.715688808160315,0.697797582813791,0,0,1.2565279158104,0
S100a11,1.13113810699257,0,0,0,1.62787872532996,0
S100a4,0,0,0,0,0.801952698542172,0
Sec13,0.404124685169773,0,0,0,0,0
Selenof,0.453686411516988,0,0,0,0.775713360914504,0
Selenoh,0.373580901527145,0.852712541826847,0,0,0.68847051794072,0
Selenow,0,0,0,0,0.534641837039778,0
Sem1,0.704468662882731,0.39723895893607,0,0,0.606668111897095,0
Serbp1,0.815094584313132,0.927990516774994,0,0,0.839087400316072,0
Serpinb6a,0,0,0,0,0,0
Sf3b5,0,0,0,0,0,0
Sfn,0.427489379549824,0,0,0,0,0
Sh3bgrl3,0.470976343509437,0,0,0,0.591685425800383,0
Sin3b,2.03767138393225,0.350818536690741,0,0,0,0
Siva1,0.416705982208296,0,0,0,0,0
Skp1a,0.431562311093513,0.473446346986969,0,0,0,0
Slc16a3,0,0,0,0,0,0
Slc25a3,1.05806538223966,1.10701577085506,0.862942398930948,1.08727683781053,1.06441361156774,0
Slc25a39,0,0,0,0,0,0
Slc25a4,1.17699358753066,0.932334174103391,0.963629864036498,0.785813032096743,1.01400218121717,1.07192137739718
Slc25a5,1.31235550432422,1.69082032967363,1.46800780982014,1.43187937453498,1.45519554670676,2.06454180374024
Slc3a2,0,0,0,0,0,0
Slirp,0.592357778512768,0.503360850417814,0,0,0.472676302528738,0
Snhg3,0.352664123950531,0.300137054203199,0,0,0,0
Snrpa1,0.170107803639288,0,0,0,0,1.10126705672415
Snrpb,0.504341186236456,0.688123704749068,0,0,0.579634188724661,0
Snrpd1,0.640580462875925,0.779832649939629,0,0.80065055421791,0.539156755078547,0
Snrpd2,0.79360530003753,0.814603968485048,0,0,0.573217410228892,1.00033844250059
Snrpd3,0.433031830709699,0.931203716358238,0,0.941976114909014,0.65971759866936,0
Snrpe,0.667822910310232,1.03624865763559,0,0,0.708304354582086,0
Snrpf,0.450092426029571,0.596510373116905,0,0,0,0
Snrpg,0.842222680879919,1.2037110864002,1.13484246371268,1.07105761823503,0.802664703487116,1.1114269780797
Snu13,0.452151318114112,0.456599951171589,0,0,0,0
Snx3,0.540791096140643,0,0,0,0.428244409134581,0
Sod1,0,0.507815377719707,0,0,0,0
Sord,0,0,0,0,0,0
Sparc,0.264240317814773,0,0.943944686046733,0,1.37324308901566,1.22277920628509
Spp1,0,0,0,0,0.733581172794384,0
Srp14,0.508773632483343,0.581716158297159,0,0,0.562076180455768,0
Srsf2,0.623931414906659,0.514937153010396,0,0,0,0
Srsf3,0.770581669428006,1.06919114347384,0.242468414240203,1.06080484628408,0.770467580780755,0
Srsf6,0,0,0,0,0,0
Srsf7,0.423617587189655,0.600820320285474,0,0,0,0
Ssr2,0.427489379549824,0,0,0,0,0
Ssr4,0.397213080188413,0,0,0,0.468867567889115,0
St13,0,0,0,0,0,0
Sub1,1.36570651160564,1.20274665527947,0,0.744291141011846,0.654194856163607,1.00033844250059
Sugt1,0,0,0,0,0,0
Swi5,0.758086971829668,0.514937153010396,0,0,0.782763398207674,0
Tagln2,1.4886847276654,0.852309850299532,1.30530088462453,1.25321435064863,1.45052141266551,1.39761952750672
Taldo1,0,0.356921820244185,0,0,0,0
Tbca,0.614534275652604,0.572976724243055,0,0,0.570359455399387,0
Tbrg1,0.504341186236456,0,0,0,0,0
Tceal9,1.20424807904252,1.55277233376804,0.890741180257056,1.1114269780797,0.664055662124997,1.1114269780797
Tcp1,0.39540492052899,0,0,0,0,0
Tecr,0,0,0,0,0,0
Tex19.1,0.758086971829668,1.20592169222906,0,0,0,0
Timm13,0.541821955320435,0.305862142206617,0,0,0,0
Timm17a,0.542334563721056,0.420770157352767,0,0,0,0
Timm8b,0.205871421449697,0,0,0,0,0
Timp1,0,0,1.06547863643361,1.06419957392296,1.67744189593091,0
Tma7,0.191024581215902,0,0,0,0,0
Tmem167,0.460869749908583,0,0,0,0.319323012873484,0
Tmem258,0.220248804278642,0.517258605595562,0,0,0.620962536167314,0
Tmsb10,1.96620516218337,0.874663405694714,1.31624997931001,1.44316443356007,1.76421900980101,1.39761952750672
Tmsb4x,1.50333015010766,1.14996869226884,1.75713489512692,1.77025010105174,3.42811504895332,1.37379046520457
Tomm40,0,0,0,0,0,0
Tomm7,0.438962515154408,0.595731851719915,0,0,0,0
Tpi1,0.981611625852281,0.796186592078479,0.797588871714928,1.16225169579915,0.832975081927559,1.00033844250059
Tpm1,0.87068492103154,0,0,0,1.25411687688627,0
Tpm2,0,0,0,0,0.895946373756976,0
Tpt1,1.33345336415084,1.57260369077418,1.42235899669774,1.35364414695265,1.6418458464772,1.37379046520457
Trap1a,0.212783026431057,0.531491890145635,0,0,0,0
Tuba1a,0.382366239954619,0,0,0,0.834301529507301,0
Tuba1b,1.01103415719916,1.1711159252775,0.968851280581851,1.05491818561916,1.13942678096771,0
Tuba1c,0.879724931932135,0.899309991187221,1.03190896504428,1.04416479791842,0.658446954557136,0
Tubb4b,0.826798864085116,1.09716680466629,1.00978802475815,1.18419431372401,0.760094180775556,1.47308829041064
Tubb5,0.849649951432964,1.03645003221013,1.29232226605819,1.28784624829209,1.18277561299436,1.39761952750672
Tubb6,0.361132384855191,0,0,0,0.533915736691088,0
Txn1,1.40866287864368,1.41116093117886,0.780249342585718,0.99217520220076,1.65635679376088,0
Txn2,0.433031830709699,0,0,0,0,0
Txnl1,0.639585873426723,0,0,0,0,0
Txnl4a,0,0,0,0,0,0
Txnrd1,0,0,0,0,0,0
U2af1,0.401859141974501,0,0,0,0,0
Ubb,0.883729840637187,0.665497477754674,0,0,0.685532451105693,1.1114269780797
Ube2a,0.497677925053119,0.36910519152504,0,0,0,0
Ube2c,0,0.604129088100029,0,0,0,0
Ube2d3,0.716203201309547,0,0,0,0.534434205245613,0
Ubl5,0.744694109091676,0.563111306843427,0,0,0.607745718006545,1.2037110864002
Ubxn1,0.457787540549734,0,0,0,0,0
Uqcc2,0,0,0,0,0,0
Uqcr10,0.679188708721828,0.691100652483399,0.461751934886615,0,0.595087583480067,0
Uqcr11,0.474548865674146,0.546214684509099,0,0,0.496557553716334,0
Uqcrb,0.877930874027199,0.855320769901385,0,0,0.894314504441739,1.00033844250059
Uqcrc1,0.431496737306823,0,0,0,0,0
Uqcrfs1,0,0.495396300029491,0,0,0,0
Uqcrh,0.678674315572596,0.751173193234664,0,0,0.768376266400284,0
Uqcrq,0.951044634751545,0.887905059247286,0.90970960097522,0.979111560934514,0.887467366906785,0
Usmg5,1.0071601934783,0.937538459866451,0,0.842484230068415,0.863206673489724,0
Utf1,0,0.698243961696482,0,0,0,0
Vapa,0,0,0,0,0,0
Vdac2,0.600867111976362,0.562420238095284,0,0,0.39009820533463,0
Vim,0,0,0,0,1.95910746475104,0
Ywhab,0.689350299706003,0.552804064917658,0,0,0.660514091989361,0
Ywhae,0.56357283983806,0.449388606916196,0,0,0.407435400076875,0
Zfp706,0.572820754407557,0.648457948827128,0,0,0,0
