,unassigned,Uterus_19,Uterus_8,Uterus_5,Uterus_3,Uterus_7,Uterus_6,Uterus_11,Uterus_13,Uterus_9,Uterus_18,Uterus_12,Uterus_1,Uterus_16,Uterus_10,Uterus_17,Uterus_4,Uterus_14,Uterus_2,Uterus_15
1810058I24Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410006H16Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2m,0,0,0,0,0.361441718453555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abca1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ackr3,0,0,0,0,0.804853196319169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acta2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16549877881112,0,0,0,0,0,2.98247894368837
Actg1,0,0.439761142792078,1.99928879911881,1.50816787066287,1.70471076396642,0,0,1.11048214697748,1.15618312410605,1.71445545205828,1.14455905482982,1.67517041896143,1.54375404263298,1.09092206464733,1.72116564583711,0,0,0,0,0
Actn1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04958598746329,0,0,0,0,0,0
Adamts1,0,0,0,1.61678674323287,0.643341105555547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adgre1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adh1,0,0.644417314783321,0.500196639190583,2.76935510192168,0.828512805961992,0,0,1.481467015737,0,0,0,0,0,0,0,0,0,0,1.49637569189949,0
Adm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aebp1,0,0.245545336703552,0,1.23848300002575,1.49869142789337,0,0,0.981747340563344,1.45260528017258,0,1.97880621526977,0,1.44487111042726,0,0,0,1.46412255026147,0,2.65193566894279,0
Aif1,0,0,0,0,0,0,0.711265566476099,0,0,0,0,0.93608241166429,0,0,0,0,0,0,0,0
Aldh1a2,0,0,0,0,1.65079367446335,0,0,0,0,0,0,0,1.62819833223934,0,0,0,0,0,0,0
Alox5ap,0,0,0,0,0,0,0,0,0,0,0,0.91572693928647,0,0,1.07973624666341,0,0,0,0,0
Angptl2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anxa1,0,0,1.58724169810591,0.843612060466516,0.888242407385509,0,0,0,0,0,0,0,0.822840292636009,0,0,0,0,0,0,0
Anxa2,0,0.721302652877402,1.94174118841309,1.7202718422975,1.56890662629706,0,0,1.44314889587216,0,1.41846750010404,0.788685957511816,0.899706202576631,1.49769801514917,0,0,0,0,0,0,0
Anxa5,0,0.488524844824869,0.571086717572973,1.04042409387934,1.21560855795804,0,0.454105511912321,0.973282456744754,0,0,0,0,1.24778964146921,0,0,0,0,0,0,0
Apod,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apoe,1.01387300956157,0.576224105809253,0.418732584129747,0.858535859907661,0.66374057016733,1.60014421215396,5.22848438719004,0,1.48404795704487,0,2.07614747305181,2.8206935978627,0,0,0,1.55899993194812,1.68774113440622,0,2.31837512396126,0
Aprt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aqp1,0,0,0,0,0,1.47301961000291,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arpc1b,0,0.579520949084362,1.14307099581382,0.836396903189296,0.623110853585649,0,1.06287518050695,0.904592779541542,0,1.14422793866435,0,1.50799497584989,0,0,1.31993453573782,0,0,0,0,0
Arpc3,0,0,0.698141118672065,0,0,0,0,0,0,0.76313568890023,0,1.05529129346955,0,0,1.03798208014986,0,0,0,0,0
Atf3,0,0,0,0.584855653463729,0.593335973155324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atox1,0,0.52985103546563,0.661689679253644,0,0,0,0,0,0,0,0,1.08677251156324,0,0,1.03798208014986,0,0,0.572754906450137,0,0
Atp1b3,0,0,0.377822680198533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atp5j,0,0,1.22434623946413,0.614302056287115,0.53690438321663,0.420392363306187,0,0,0,0,0,0,0,0.33174930883714,0,1.06929466580381,0,1.80059245271916,0,0
AW112010,0,0.579321434785626,0,0,0,0,0,0,0,2.21388969383155,0,0,0,0,0,0,0,0,0,0
Basp1,0,0,0,0,0,0,0,0,1.2724516899557,0,0,0,0,0,0,0,0,0,0,0
Bcl2a1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bdh2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bgn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bst2,0,0.814159730047506,0,0.543379622922472,0.802705974597543,0,0.586290611466286,0.256860335690658,0,0,0,0,0.710987007921205,0,0,0,0,0,0,0
Btg2,0,0,0,0.684909609702855,0.704641024913594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1qa,0,0,0,0,0,0,2.58875025453621,0,0,0,0,0,0,0,0,0,0,0,0,0
C1qb,0,0,0,0,0,0,2.99474090152923,0,0,0,0,0,0,0,0,0,0,0,0,0
C1qc,0,0,0,0,0,0,2.75660020059872,0,0,0,0,0,0,0,0,0,0,0,0,0
C1qtnf3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1s1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3,0,0,0.486017589043867,0,0,0,0,0,0,0,2.14315399170231,0,0,0,0,0,0,0,0,0
Cald1,0,0,0,0,0.684468836680702,0,0,0,0,0,0,0,0,1.63937484056282,0,0,0,0,0,1.30598258017527
Calm1,0,0.991676410189127,1.39026053090057,1.21862267329935,1.03828573746036,2.29947451497891,1.88952660854667,1.15233727059533,1.47502690298723,1.79563425187764,1.67016091618485,2.49169677867113,0.973258104397633,1.57657285375749,1.77900339292328,1.97855958774875,1.22156138497065,1.24628482948814,0,1.55133598921576
Calr,0,0.492878645701443,1.05527727499825,0.771447001892811,0.697604973484661,0,0,0.779200175983038,0,0,0,0,0,0,0,0,0,0,0,0
Car2,0,0,1.78191303776625,0,0,0,0,0,0,0.847816623858271,0,0,0,0,0,0,0,0,0,0
Cbr2,0,0,1.47223486098485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccl11,0,0,0,0,1.34303811333088,0,0,0,0,0,0,0,1.10749401381778,0,0,0,0,0,0,0
Ccl12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccl2,0,0,0,1.79099351730036,0.762098372984421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccl3,0,0,0,0,0,0,1.54422553895311,0,1.18706764169273,0,0,0,0,0,0,0,0,0,0,0
Ccl4,0,0,0,0,0,0,1.57016341637388,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccl5,0,0,0,0,0,0,0,0,0,1.54019562856022,0,0,0,0,0,0,0,0,0,0
Ccl6,0,0,0,0,0,0,0.711265566476099,0,1.77824918187598,0,0,1.34972581298832,0,0,0,0,0,0,0,0
Ccl7,0,0.55346485030846,0.313139648394718,0.988250790543281,1.23409090854455,0,0,0.256860335690658,0,0,0,0,1.32195372730742,0,0,0,0,0,0,0
Ccl8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccl9,0,0,0,0,0,0,0,0,0,0,0,0.33715859849514,0,0,0,0,0,0,0,0
Ccr2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd14,0,0,0,0,0,0,0,0,0,0,0,1.5870357239449,0,0,0,0,0,0,0,0
Cd164,0,0,0.395768685975174,0.525743822891863,1.3541190798458,0,0,0,0,0,0,0,1.2249908094751,0,0,0,0,0,0,0
Cd200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd24a,0,0,1.67034778996463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19448555469033,0,0
Cd34,0,0,0,1.34148160425976,1.32550325218012,0,0,1.04620655341697,0,0,0,0,1.15928424045117,0,0,0,0,0,0,0
Cd52,0,1.12036014304075,0,0,0,0,1.21560855795804,0,0,2.04368936755059,0,1.6990841306963,0,0,1.75798747286106,0,0,0,0,0
Cd53,0,0,0,0,0,0,0,0,0,0,0,1.14489725993151,0,0,0,0,0,0,0,0
Cd63,0.720655285582649,1.00927415572258,0.684365779228143,2.16440100541154,2.2825156996196,0,1.54422553895311,2.62419991506296,1.99863561358509,0,1.74490076673045,1.04778915649983,2.35562139171949,1.6446153534427,0,1.8065832642662,2.79361132286638,1.19675971699741,2.39702108848535,1.71045211857122
Cd63-ps,0,0,0,1.19139708867122,1.31341743914439,0,0,1.37208086453963,0,0,0,0,1.26779730361612,0,0,0,0,0,0,0
Cd68,0,0,0,0,0,0,1.19402508487933,0,0,0,0,0.8384863891068,0,0,0,0,0,0,0,0
Cd7,0,0,0,0,0,0,0,0,0,1.76209356834918,0,0,0,0,0,0,0,0,0,0
Cd74,0,2.74279728767087,0,0,0,0,4.32771372201898,0,0,0,0,3.81242282561484,0,0,5.73003089875359,0,0,0,0,0
Cd83,0,0,0,0,0,0,0,0,0,0,0,1.2319112414672,0,0,1.5643172073681,0,0,0,0,0
Cd9,0,0,0.902768115510532,0.591726232619129,0,0,0,0,1.35080289079348,0,0,0,0,0,0,1.60627474806444,0,0.829421248604878,0,0
Cdh5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cdkn1a,0,0,0,0,0,0,0,0,0,0,0,1.71807240969018,0,0,0,0,0,0,0,0
Cdkn1c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cebpd,0,0,0,0,0,0.826478346653216,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cfh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chchd10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39087504873767,1.21730308964829,1.36377531100867,0
Cldn5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79168964364662,0,0,0,0
Cldn7,0,0,1.45380712941127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clec2d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clec4e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clec7a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clic1,0,0.2776546964749,1.04593786455231,0.483459883929355,0.546847014097811,0.806210209853095,0,0,0,1.0598938828425,0,1.22395522193031,0,0,0.957080192840601,0.667391527834608,0,0,0,0
Clmp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89133563316397,0,0
Cmtm3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Col1a1,0,1.16792579873079,0.503285212809582,3.55521732679102,3.32064003936251,0,0,3.34595907972383,1.49068465912568,0,1.38019954449217,0,3.24846850742231,0,0,0,1.40392351791443,0,2.06428360643684,0
Col1a2,0,0.492878645701443,0.335859166752053,3.76735695728369,3.01388650579394,0,0,3.01578759667636,1.75893123009767,0,1.74490076673045,0,2.69971554921983,0.604440029452768,0,0,1.51784287001505,0,2.81609809988891,0
Col3a1,0,0.578923207792631,0,3.64857618631363,2.52425492879354,0,0,2.60573879058427,1.48009522571614,0,1.64915672734564,0,2.28805214032602,0,0,0,1.40277389153588,0,1.80059245271916,0
Col4a1,0,0,0,0.755106443744417,0.834073151765113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Col4a2,0,0,0,0,0.587138406540068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Col5a1,0,0,0,1.02225458470383,0.790410950190331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Col6a1,0,0.869386444532862,0.376279039434606,2.55425160844923,2.65527974507237,0,0,2.05327450984166,0,0,0.837757919046121,0,2.58094862681363,0,0,0,0,0,0,0
Col6a2,0,1.26980715985028,0.823592014429066,2.63482984337752,2.77412726124183,0,0,2.58029626643897,0.544860477689675,0,1.04841146528367,0.943735035083698,2.77513339532073,0,0,0,0,0,0,0
Col6a3,0,0,0,2.11069729871055,2.06782320826511,0,0,1.80712986331797,0,0,0,0,1.86152830579269,0,0,0,0,0,0,0
Col6a4,0,0.245545336703552,0,1.10395106124543,1.84601774161371,0,0,1.28101950006805,0,0,0,0,1.78385875246945,0,0,0,0,0,0,0
Coro1a,0,0,0,0,0,0,0,0,0,0.946865755778405,0,0.971278457421252,0,0,0,0,0,0,0,0
Cotl1,0,0,0,0,0,0,0.749170468306643,0,0,1.09478629993486,0,0.917394857645001,0,0,0,0,0,0,0,0
Cox5a,0,0.240682306710713,1.2956264914197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32569105594659,0,0
Cox6c,0,1.02776684737407,1.37743254563556,0.950587406054321,0.911257856370563,0.868641619126706,0,1.14617430658042,1.09618519729788,1.04566374992215,1.37467744407055,0,0.854863936089259,2.24387480794341,0,1.40912207414141,2.10036868054829,1.93727578671286,0,1.40277389153588
Cox7c,0,0.55346485030846,1.65643348298214,0.955859412195442,0.756051105737246,0,0,1.12560178578489,0,0,0,0,0.798093729747234,1.71255842122933,0,0,1.44425921317322,1.68505226323876,0,1.34776321663799
Cpe,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491457469948304,0,0,0,0,0,0
Creg1,0,0,0,0,0,0,0,0,0,0,0.788685957511816,0,0,0,0,0,0,0,0,0
Crem,0,0,0,0,0,0,0,0,0,1.21734316395387,0,0,0,0,0,0,0,0,0,0
Crip1,0,0.342750576472595,1.60370801787243,0.907737252347379,0.619302930265922,0,0,1.07968038094812,0,1.19716972797499,3.87176979826811,1.50757303337002,0,0,2.19955927594802,0,0,0,0,3.44155899459364
Crip2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1693248588324,0,0,0,0
Crispld2,0,0,0,0,1.16660362548072,0,0,0,0,0,0,0,1.27337296165237,0,0,0,0,0,0,0
Cryab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Csf1r,0,0,0,0,0,0,0.725773591277243,0,0,0,0,0,0,0,0,0,0,0,0,0
Csf2rb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cst3,0,0.488833315119079,0.234323041505897,0.551215859444834,0.664225014250018,1.35309917801129,2.27034571828027,0,1.35080289079348,0,1.37467744407055,1.82792661880054,0,0,3.10901758925572,1.24156336122496,1.34776321663799,0,1.77225613081261,1.55133598921576
Cstb,0,0,0.632403008212397,0.683582326713881,0.725483314392272,0,0.735487635019515,0.840954991658189,0,0,0,1.41268592368294,0,0,0,0,0,0,0,0
Ctla2a,0,0.4331101405049,0,0,0.533774631027618,1.98749746755122,0,0,0,1.23627876968692,0,0,0,1.32598564712098,0,0,1.42259795582999,0,1.5171781759209,0
Ctsa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ctsb,0,0.859532774713621,1.5970765741084,1.51359746444424,1.45411740410695,0,3.22142778458955,1.32559526760293,1.00659656939093,0,1.05120890362864,2.6316533824127,1.39933715103626,0,1.00340404980027,1.18593771829704,1.02009525563337,1.09525313333348,1.34935704428756,0
Ctsc,0,0,0,0,0,0,1.3331784681378,0,0,0,0,1.12987405623935,0,0,0,0,0,0,0,0
Ctsd,0,0,0.73828342248383,0,0,0,1.80358225207216,0,0,0.720063777400779,0,0.94240106097807,0,0,0,0,0,0,0,0
Ctsl,0,0,0.638606610606202,1.05074218432818,0.876108945594041,0.915922148878584,0,0.817921817758499,1.49815773597729,0,0.682926287078118,0,0.892216413587484,0,0,1.24422367537097,1.64264469250814,0,2.31570099460258,0
Ctss,0,0,0,0,0,0,2.3736577521518,0,0,0,0,2.32517951421277,0,0,1.4768410687946,0,0,0,0,0
Ctsz,0,0,0,0,0,0,1.3331784681378,0,0,0,0,1.06572796636677,0,0,0,0,0,0,0,0
Cxcl1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cxcl10,0,0,0,0.792944067808957,0.552459295486479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cxcl12,0,0,0,0.36044268421199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44672032399336,0
Cxcl14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cxcl16,0,0,0,0.453042099843579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cxcl2,0,0,0,0,0,0,1.15319514137403,0,2.38703969987216,0,0,1.46246851967699,0,0,0,0,0,0,0,0
Cxcr4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyba,0,0.951837370311894,0.874403422842235,0,0,0,1.35305530903387,0,0.261851614385778,0.987302528849219,0,1.39143645729522,0,0,1.14195761937296,0,0,0,0,0
Cybb,0,0,0,0,0,0,0,0,0,0,0,0.733522764316503,0,0,0,0,0,0,0,0
Cygb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyr61,0,0,0.467989486966724,1.87537232117661,2.00075465790867,0,0,1.69567856573845,0,0,0,0,1.82894002497333,0,0,0,0,0,0,0
Cytip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dbi,0,0.518337003185614,1.42425752679582,0.770127319472046,0.721444185815615,0,0,0.31049474521321,0,0,0.682926287078118,0,0,0,0,0,0,0.631791003277274,0,0
Dcn,1.3862363381092,1.41540748257716,0.779166782415873,3.62014344199109,3.71613528340064,0,0,3.38489830404657,2.54289451128333,0.888572283976974,3.90518386023608,0.727971342098833,3.72562485739912,0,0,0,2.38127249748351,0,4.10682019144089,1.30696869938331
Ddit4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ddit4l,0,0,0,0,0.930674190173005,0,0,0,0,0,0,0,0.96016774910335,0,0,0,0,0,0,0
Des,0,0,0,0,0.599569223241984,0,0,0,0,0,0,0,0,1.51594824975917,0,0,0,0,0,0
Dio2,0,0,0,0,0.533774631027618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dkk3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dnaja1,0,0,0.674442199904061,0.617731086285572,0.603732505218923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dnajb1,0,0.518337003185614,0.639727436223012,0.785093058627694,0.753220736279284,0,0,0.816194159377263,0,0,0,0,0,0,0,0,0,0,0,0
Dpep1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dpt,0,0,0,1.49034740682466,0.772840233646429,0,0,1.11656257501388,0,0,0,0,0.710987007921205,0,0,0,0,0,1.63941697361428,0
Dusp1,0,0.637208537409265,0.32425673123311,1.25476122627444,1.50769714001616,1.54919569919961,0.87868012561195,0.881787216577474,1.72431883188885,0,1.34671011711726,1.39451729934718,1.32397953449779,0,1.23365432115911,2.08547861050113,0,0,0,0
Dusp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12194216773861,0,0,0,0
Ecscr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20016751899306,0,0,0,0
Eef1a1,0.599672335545278,1.14484087539357,1.85974275152563,2.10724649248005,2.55132755087945,1.29236086058971,1.07776223086713,1.93989731243846,0,2.3056302556451,1.6528449238584,1.47247061694074,2.52609483019765,1.50301413529671,1.47812613096782,1.40912207414141,0.949955289321229,1.09927612598116,0,1.30696869938331
Egfl7,0,0,0,0,0,1.20264699803519,0,0,0,0,0,0,0,0,0,1.7636636838004,0,0,0,0
Egr1,0,0.133170508893861,0,1.21324803995204,1.50101497887058,1.28327217488639,0,1.20375330697793,0,0,1.2957233720078,0,1.48329076547135,0,0,0,0,0,1.3055140886665,1.61091774191418
Eln,0,0,0,0,0.538008585676676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emcn,0,0,0,0,0,1.05080175931071,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emp1,0,0,0.221651962006078,0.950207927032903,0.761136969774493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Errfi1,0,0,0.706010739211663,1.36885957022433,1.12158506634023,0,0,0,0,0,0,0,0.998899060512225,0,0,0,0,0,0,0
Esam,0,0,0,0,0,1.12158697494103,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F3,0,0,0.875788638010447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fam213a,0,0,2.11801043513721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fbln2,0,0.52985103546563,0,0,1.62226143798335,0,0,0,0,0,0,0,1.55924076708027,0,0,0,0,0,0,0
Fcer1g,0,0.320735312695209,0,0,0,0,2.06564074502224,0,0,1.66298367692277,0,1.91201510510029,0,0,1.27994423700201,0,0,0,0,0
Fcgr3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fgl2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75987498733427,0,0,0,0
Fn1,0,0,0,0.601384449022582,0.728689458897542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fos,1.59297823982174,1.26980715985028,1.32805113428744,1.79994715451214,2.49299114561136,1.55420028186432,1.21560855795804,2.64158413405837,1.59857930922765,0.604950516959165,1.67016091618485,1.37257589018695,2.42105473840439,1.52676564205104,1.03798208014986,1.71222737153995,0,0.572754906450137,0,1.73203010113715
Fosb,0,0,0.445301874462268,1.66303237036907,1.70222153191258,0,0,0.980143095446437,0,0,0,0,1.62423508803083,0,0,0,0,0,0,0
Fstl1,0,0,0,1.55064474402336,1.4768410687946,0,0,1.08128020247119,0,0,0,0,1.32601199188213,0,0,0,0,0,0,0
Ftl1,0,2.10266070594605,2.25773771588404,2.70187728314305,2.81512376608823,1.65073316896714,3.50565325524168,2.36414866998755,2.44558240846256,1.70431184069275,1.83307229585123,3.84940252955441,2.87026304328596,1.42976631231317,2.32196227134624,1.7636636838004,2.20061268619439,1.1795493962908,2.4012278485171,1.62344499247949
Ftl1-ps1,0,0.603532990920187,1.23278212811823,1.51242159363489,1.692922415976,0,0,1.27225018337068,0,0,0,2.42744560175199,1.5963152875379,0,0,0,0,0,0,0
Fxyd1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fxyd5,0,0.492878645701443,0,0.505044680982436,0,0,0,0,0,1.07909253278163,0,1.11174892171227,0,0,1.26965007686268,0,0,0,0,0
Fxyd6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20016751899306,0,0,0,0
G0s2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gadd45a,0,0,0.429488652823164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gadd45b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43427678219555
Gadd45g,0,0.813186100685813,0.639278626491274,2.5807443611881,2.92150852334626,1.58799506517337,0,2.91991089535189,0,0,0,0.362162286794143,2.93975378545035,0,0,1.20016751899306,0,0,0,1.62819833223934
Galnt15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gapdh,0,0.301866252609461,1.50747335724939,1.11726486726222,1.12039644998159,0,0,0.970615258243904,0,0.952114283212002,0,1.09994764532964,1.04655512221134,0,0,0,0,0.690120291908495,0,0
Gas1,0,0,0,0,0,0,0,0,0,0,0.978598562095473,0,0,0,0,0,0,0,0,0
Gas5,1.13823724823488,0.439761142792078,0.908026196181836,1.11254843066486,1.42536623260781,1.30894651461629,0,1.88436782452296,0,1.12734495791333,1.34671011711726,0,1.47300039542626,1.52676564205104,0,0.667391527834608,1.1867412466333,0.948582237934129,1.31894792363769,0
Gas6,0,0,0,0.759540270585179,0.698141118672065,0,0,0.912758016841922,0,0,1.05120890362864,0,0,0,0,0,0,0,0,0
Gimap6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm10076,0,0.989768502562086,1.25363085909597,1.17856004008291,1.24200590840621,0,0,1.20476359386834,0,0.932172624245915,0,0,1.1867412466333,0,0,0,0,0,0,0
Gm10736,0,1.08852833655506,2.04570423164471,1.99116164325327,2.06455152508222,0,0,1.8999746390329,0,1.68948193242754,1.38019954449217,0.759803455895893,2.02742600816451,0,1.27994423700201,0,0,0.897346173611155,0,0
Gm11361,0,0.722503215921178,1.16660362548072,1.07167541206096,1.27947246630053,0,0,1.0684935237849,0,1.44182167993228,0.837757919046121,0,1.31291896997627,0,0,0,0,0,0,0
Gm14303,0,0.240682306710713,1.25498709155899,1.02306029113701,1.11203269845862,0,0,1.12702022348404,0,1.21223689877825,0,0,1.1116821838593,0,0,0,0,0,0,0
Gm15427,0,0.973259139002052,1.49549555355368,1.73388471495347,2.03669327825725,0,0,1.58950573753035,0,1.99774277914061,0.682926287078118,1.36512294033572,2.05033382236681,0,1.27994423700201,0,0,0,0,0
Gm1821,0,0.892479528047229,0.571086717572973,1.38605085449996,1.42259795582999,0,0,1.27954031922046,0,0,0,1.08841352063006,1.28945809351135,0,0,0,0,0,0,0
Gm2000,0,0.690896135029548,1.66443709556897,1.50187421621612,1.55924076708027,0,0,1.58724208900542,0,1.58051205394207,0.978598562095473,0.947995957683071,1.59783865993652,0,1.11873682289363,0,0,0.737946476814556,0,0
Gm23935,0,0,0,0,0,0,0,1.96564962020936,0,0,0,0,0,0,0,0,0,0,0,0
Gm42418,0,0,0,0,0,0,0,2.08250757968931,0,0,0,0,0,0,0,0,0,0.611230997755746,0,0
Gm5805,0,0.763587054083048,1.10472023426324,0.897824688868417,1.16621596711519,0,0,1.02742745856863,0,1.02215321837009,0,0.907692770248942,1.1151977966698,0,0,0,0,0,0,0
Gm8797,0,0.336286048264824,0.438189266301389,1.3139253125745,1.43394205964701,0,0,1.12560178578489,0,0,0,0,1.25453466785305,0,0,0,0,0,0,0
Gnai2,0,0,0,0,0,0.999791770481829,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gnas,0,0.38536684788459,0.639727436223012,1.47365373463047,0.95477799635162,0.974130280404111,0,1.10184484671831,0,0,0.945432724992825,0,0.921097054102512,1.1644189582098,0,2.1792539900061,0,0.750584863295069,1.49045684490346,1.62819833223934
Gng11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33938749313631,0,0,0,0
Gng12,0,0,1.37207104315594,0.83061658436292,1.19199233927136,0,0,0,0,0,0,0,1.18835175722029,0,0,0,0,0.440932907715725,0,0
Gpnmb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gpx1,0,0.973259139002052,2.18938803587735,1.37275643731414,1.60576067847062,1.52606736078868,1.73568573196483,1.71983407856444,1.52418114906906,0,1.60166112586197,1.58678262582858,1.65079367446335,2.68670740212684,1.77129625734699,1.64264469250814,1.67072167672843,0.966144980748862,1.63458414464202,0
Gpx3,0.130554134051131,0.637208537409265,0.467989486966724,1.70596599964353,0.903678043330803,1.38932694666914,0.900727678346448,1.40835370853355,2.02463386172906,0,1.55996376183284,0,0.92157106903628,1.51383152758858,0.994435923895022,1.48329076547135,2.85664647268877,0.942322388159915,3.67448051811349,1.70339192615104
Grina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
