,unassigned,Uterus_19,Uterus_8,Uterus_5,Uterus_3,Uterus_7,Uterus_6,Uterus_11,Uterus_13,Uterus_9,Uterus_18,Uterus_12,Uterus_1,Uterus_16,Uterus_10,Uterus_17,Uterus_4,Uterus_14,Uterus_2,Uterus_15
Tmem176b,0,0.814878736160842,0.555646656888607,0,0,1.00171270509097,1.07776223086713,0,0,0,0,0,0,0,0,0,0,1.74958722363474,0,0
Tmem252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tnfaip6,0,0,0,0.894265391073271,0.786626123281468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tnrc6a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tpm1,0,0,0,0.669971641404957,0.597216249420382,0,0,0,0,0,0,0,0,2.56556177926362,0,0,0,0,0,1.69465738247605
Tpm2,0,0,0,0.595658042752455,0.637266877067224,0,0,0,0,0,0,0,0,2.53524214649921,0,0,0,0,0,0
Tpm4,0,0,0,0.760178044958726,0.905961170867803,0,0,0,0,0,0,0,0.768571796150716,0,0,1.48329076547135,0,0,0,0
Trf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tsc22d1,0,0,0,0,0.672572096529649,1.46682793131988,0,0,0,0,0,0,0,0,0,0,1.06160093478624,0,0,0
Tshz2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tspan13,0,0.434439020211591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuba1a,0,0,0,1.02593175893414,1.24200590840621,0,0,1.56276244218982,0,0,0,0,1.24333556076553,0,0,0,0,0,0,0
Txnip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyrobp,0,0,0,0,0,0,1.71222737153995,0,1.30014906323277,2.03310248738041,0,1.84626591494359,0,0,1.42735070888654,0,0,0,0,0
Uba52,0,0.542349045021438,1.09299567927986,0.858126086958907,0.981832143061829,0,0,0.985971362342821,0,0.95558492743037,0,0,1.00340404980027,0,0,0,0,0,0,0
Ubc,1.68391486098371,2.0821566768937,2.01423285028706,2.54690979366735,2.85981817014048,2.07984797925545,1.81666851981255,2.25561771568003,1.73684118065873,1.64102732088608,2.05078025991791,2.30115212629523,2.77419909673423,1.58360269723484,2.06836966431102,1.71222737153995,0,0.960943910270078,1.19326968447745,1.51241335933744
Ucp2,0,0,0,0,0,0,0.798976474239039,0,0,0,0,1.01261746038551,0,0,0,0,0,0,0,0
Unc93b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vcam1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vim,0,0,0,1.47540825345151,1.41592307250247,1.29635963965648,0,0.904592779541542,0,0,0,1.17064481777023,1.31291896997627,0,0,1.48329076547135,0,0,0,1.51241335933744
Vps37b,0,0,0,0,0,0,0,0,0,1.70310862688224,0,0,0,0,0,0,0,0,0,0
Wfdc17,0,0,0,0,0,0,1.3573211835791,0,0,0,0,0,0,0,0,0,0,0,0,0
Wfdc2,0,0,1.36161601681972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.860708066769934,0,0
Wnt4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xcl1,0,0,0,0,0,0,0,0,0,1.60936679500633,0,0,0,0,0,0,0,0,0,0
Ybx1,0,0.187564803801348,1.57592326605314,0.832724171482195,0.683182886677196,0,0,0,0,0,0,0.899706202576631,0,0,0,0,0,0.941449934481172,0,0
Ypel3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zbtb20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfas1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp36,0,1.1560310329656,0,0.814744726957274,0.770864170120528,1.76770191058381,1.24778964146921,0,1.2724516899557,0,0,1.20041854985634,0,0,1.24067926986653,0,0,0,0,0
Zfp36l1,0,0,0,0.772183995829017,0.672323546826727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
