,Bone-Marrow_17,Bone-Marrow_1,unassigned,Bone-Marrow_10,Bone-Marrow_6,Bone-Marrow_13,Bone-Marrow_5,Bone-Marrow_4,Bone-Marrow_9,Bone-Marrow_8,Bone-Marrow_2,Bone-Marrow_7,Bone-Marrow_3,Bone-Marrow_11,Bone-Marrow_12,Bone-Marrow_16,Bone-Marrow_15,Bone-Marrow_14,Bone-Marrow_c-kit_8,Bone-Marrow_c-kit_10,Bone-Marrow_c-kit_3,Bone-Marrow_c-kit_16,Bone-Marrow_c-kit_6,Bone-Marrow_c-kit_12,Bone-Marrow_c-kit_5,Bone-Marrow_c-kit_9,Bone-Marrow_c-kit_19,Bone-Marrow_c-kit_11,Bone-Marrow_c-kit_1,Bone-Marrow_c-kit_7,Bone-Marrow_c-kit_17,Bone-Marrow_c-kit_2,Bone-Marrow_c-kit_15,Bone-Marrow_c-kit_18,Bone-Marrow_c-kit_14,Bone-Marrow_c-kit_13,Bone-Marrow_c-kit_4
1600010M07Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700047M11Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A530064D06Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA467197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abi3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acta2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acvrl1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adgre1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adgre4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adpgk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.676178712687548,0,0,0,0.537038670944085,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ahnak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aif1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56928645926626,0,0,0,0,0,0
Alas2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alox15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ankrd22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ankrd33b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anxa1,0.498521125118974,1.60928952282227,1.57709322848864,1.27453575523798,1.9680275810942,0,0,0,0,0,2.05233194941233,0,1.47421951151429,0,0,0.822953940416784,0.990594267830784,0,2.01009344819674,0,0,0,1.67040377145739,0.855988735125539,0,0,0,0,0,0.489790738590827,0,0,0,0,2.04603857076529,0,1.61651458698625
Anxa2,0,0,0,0,0,0,0.972376753677834,0,0,0,0,0,1.38324992624741,0,1.0843125868343,0,0,0,0.493783543506695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apoe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.90549314532244,0,0,0,0,0,0,0,0.773585148736265,0,0,0,0.633434357457329,0,0,3.14026329451015,0,0,0,0,0,0
Aqp1,0,0,0,0,0,0,0,0,1.07643629265649,0,0,0,0,0,0,0,0,0,0,0.8979848418152,0,1.1661462239996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arg2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arl5c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asprv1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atf3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atp1b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atp5g1,1.19876649335871,0,0,0,0,0,0,0.985239317189068,1.29973601061306,0.943758901207973,0,0,0,0,0,0,0,0,0,1.63692183019228,1.02257717505718,1.58644712929925,0,0,1.20737414369304,0.909107826681708,0,1.00230430527632,0,1.27157266905956,0,0,0,0.866870206592123,0,0.571597189848622,0
Atpif1,1.42918599487583,0,0,0.630864409930128,0,0,0.854184785847604,1.30371667939285,2.57540196707786,1.24424525394756,0,0,0,0,0,0,0,0,0.602180057392784,2.24521582989814,1.28281848479401,2.24939165218443,0.877819593031611,1.0655111724793,1.33562248276636,1.23649120707392,0,1.5101344238153,1.42950419887772,1.44169441179621,0.9933297539003,0,0.937474529255017,1.1185101526927,0,0.703070317033985,0
AW112010,0,0,0,0,0,1.23266380194613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Axl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52008370451661,0,0,0,0,0,0
Bach2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bfsp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blnk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blvrb,0,0,0,0,0,0,0,0,2.22080697303476,0,0,0,0,0,0,0,0,0,0,1.29178076837474,0,1.93385889003054,0,0,0,0,0,0,0,0,0.532341418653409,0,0,0,0,0,0
Bmx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bst1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Btg1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Btg2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1qa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19738432108101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57720800485255,0,0,0,0,0,0
C1qb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30864293230132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62147341892879,0,0,0,0,0,0
C1qc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5589851991894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98473131535698,0,0,0,0,0,0
C5ar1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calr,1.65577842578939,0,0,0,0,0,0,1.17942097138859,0,0,0,0,0,0,0,0,1.24186196748176,0,0,0.407102926009416,1.37674953140073,0,0,1.29358525335821,1.16667591260593,0.805339156277283,0,0.396228055179237,0,1.37524220875048,0.570371206694474,0,0,1.74367128061307,0,0,0
Camp,1.38831652691866,6.12557430470464,5.30812774965447,5.99474243164892,5.91046509522632,3.29948215693473,2.06155755213226,2.30641397437505,1.72205104950236,1.86211565042607,5.40748374215333,2.51928379544993,3.64011298750412,3.55009904194124,2.74314645221231,4.63055036196833,2.52899882578862,2.97172370450107,6.1984069834859,2.01618355806714,2.19999270492448,2.00063143638547,6.05096460947062,2.18358064174023,2.10527915266763,2.42744939702656,2.39693883105637,2.56460143693743,4.98014018061279,2.00262884416358,2.82751197131319,4.65386416955322,2.76327871835007,2.59068133877575,5.57349866335591,2.96722417684846,6.19272257809748
Capg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Car1,0,0,0,0,0,0,0,0,2.07177724791161,0,0,0,0,0,0,0,0,0,0,2.55334573216694,0,1.83571100641335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Car2,0,0,0,0,0,0,0,0,2.51287513020875,0,0,0,0,0,0,0,0,0,0,1.81148969984178,0,2.39536023663759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccl3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52521782406935,0,0,0,0,0,0,1.0189016915072,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccl4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17519072050956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccl5,0,0,0,0,0,1.51281821822202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccl6,0,0,0,0,0,0,0,0,0,0,0,0,1.75368181456589,0,1.86141685117856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccl9,0.157179081037998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccr2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccr3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccr7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccr9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd177,0,1.20156498492626,0,0.836730180453049,1.36871598009226,0,0,0,0,0,1.44129873196015,0,0,0,0,0,0,0,1.25299437724608,0,0,0,0.773501219998942,0,0,0,0,0,0,0,0,0,0,0,1.01835338842328,0,1.09547990900573
Cd19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd200r3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd209a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd300lb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd300ld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd300lf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd3d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd3g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd52,0.63429713867025,1.5774549957785,1.7482053339356,1.47297109501706,1.85933001917248,2.23486224107182,1.66548904515601,0.587810819158717,0,0,2.27245832284662,0.618588716495506,2.43169724973397,2.01196966995816,2.27245685567287,1.48089107464996,1.23778080538226,1.46676326775195,1.88049607756037,0,0,0,1.51145240727059,0,0.892313555667452,0,1.59097999194646,0,0,0.562012971302176,0,0,1.89047495639115,0,2.20985633958484,0.811357998111003,1.51542271406708
Cd63,1.98491048108077,1.13833723882652,0,1.788323514007,1.21710053194375,0,0,2.13541777873974,0,0,0,0,0,0,0,1.46511159072748,2.78107964177492,0,1.09448448978604,0,1.80900701164123,0,1.61042550591028,2.32259615559523,0,0,0,0.52722124922758,1.51277290054549,1.77146807844814,1.2243958226633,1.49451161954365,0,2.42973575954238,1.15663095200008,0,1.20887047589075
Cd68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15901481157218,0,0,0,0,0,0
Cd7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd74,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88180511912471,0,0,0,1.84893940319729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35078852281028,0,0,0,0
Cd79a,0,0,0,0,0,0,0,0,0,0,0,1.33857558395229,0,1.23476970085165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00701591231054,0
Cd79b,0,0,0,0,0,0,0,0,0,0,0,1.13084077859865,0,1.31762099376625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287199921098741,0
Cd83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cdc42ep2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ceacam10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cebpe,0.573464132888676,0.689499985138645,0,0.951119407479465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00506984736733,0,0,0,0.878029203523912,0,0,0,0,0,0,0.296542299238242,0,0,0,0,0,0,0
Cfp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83870833124244,0,0,0,0,0,0
Chchd10,0,0,0,0,0,0,0,0,0,0,0,1.64099291026082,0,0,0,0,0,0,0,0,0,0.0971860682040468,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49839521006213,0
Chil1,0,0,0,0,0,0,0,0,0,0,0.793053906964706,0,0,0,0,0,0,0,0.856568853698313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.626315532530925,0,0
Chil3,0.660478785323186,4.5125069568142,3.42518341581801,3.99808248612661,4.01555451172109,2.43697573372216,1.64455678077803,1.48846358275718,1.09681587514605,1.35139074674662,3.14310206624498,1.66345080186953,2.2658091565362,2.41803429657819,2.2510206003872,2.98881340080523,1.7897617182161,1.89237644192218,4.60459220499483,0.987238554529727,1.06019197374892,1.09581168010643,4.31413031572589,0.815478022449024,1.09547990900573,1.26366815338434,1.58766669568142,1.43892216545771,3.64514092673926,0.99682042055999,1.52275770856866,3.87471023284961,1.51497932105939,1.56299402651859,3.26380109916219,1.69675844989696,4.50207981291487
Chil5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ckb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cldn13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80542536999541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clec4a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clec4a3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clec4b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clec4d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clec4e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clec7a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cmah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cnp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cox6a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30644016393207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cpa3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85637655389931,0,0,0,0,0,0,2.38188331684489,0,0,0,0,0,0,0,0,0,0,0,0,0
Cplx2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crip1,0.305178337235788,0,0,0,0,0.951062206775302,2.39126318307131,0,0,0,0,1.7048709766802,0,0,2.29268395335974,0,1.569186738943,0,0,0.391779224420817,0,0,0,1.47238237356808,0,0.35678856786759,1.84072582589553,0.62778717900964,0,0,0,0,1.72933519072527,0,0,1.89857937409392,0
Crispld2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Csrp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cst7,1.28938024357473,0,0,0,0,0,0,1.05234821194919,0,0,0,0,0,0,0,0,0,0,0,0,0.97706083294632,0,0,0,0.392107777379628,0,0,0,0,1.1412216200553,0,0,0,0,0,0,0
Ctla2a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.781833687740232,0,0,0,0,0,0,0,0,0
Ctse,0,0,0,0,0,0,0,0,1.05128313010697,0,0,0,0,0,0,0,0,0,0,0,0,0.983247300041578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ctsg,2.98681440537866,0,0,0,0,0,0,2.89685795537386,0,1.26817188257147,0,0,0,0,0,0,1.98859411595989,0,0.629162848067003,0,2.88859048371833,0.33559326049257,0.793574544375629,1.9402776296519,2.2745439555039,1.15774853055495,0.668891579204575,0,2.04710163010927,3.21792954883401,0.860771157254147,1.73200301761529,0.748651490372986,1.8502450495445,0.655095023118963,0.611192960612581,0
Ctss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7409626183617,0,0,0,0,0,0,0,0,0,0,0,0.881185789104572,0,0,0,1.51410727538862,0,1.2538764828313,0,0,0,0
Ctsw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cxcl10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cxcl2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cxcr2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cybb,0.350489940555267,1.52141814188422,0,1.18253144703366,1.59989027141686,0,0,0,0,0,1.51941328597273,0,0,0,1.67700703248849,1.04808793992558,0,1.0941532445058,1.49644521132461,0,0,0,1.32205198165415,0,0,0,0,0,0,0,0,0,0,0,1.34674723599607,0,1.35035584432242
Cyp11a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyp4f18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dntt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dusp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ear1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.654833805447391,0,0,0
Ear2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ebf1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eef1a1,1.90938911904688,0,0,0.801141380105528,0,1.63823260686041,1.70458388911983,1.54627819382534,1.81855804391346,1.86351503733205,0,1.66141829956486,0,1.11234650240771,1.42833631019896,0.863834820561746,1.36560996628484,1.1967457185463,0,1.66712372052481,1.26187522288407,1.57641076033555,0.679634996287998,1.41334008948197,1.65100208853808,1.7369191673201,1.25608752978827,1.60138600811085,0,1.49451161954365,0,0,1.19355587761328,1.10044969177834,0,1.44998599093634,0
Eef1b2,1.32115362527057,0,0,0,0,0,0.891878901364585,1.06580286143384,1.35868384095883,1.40992630987194,0,0.983123631558178,0,0,0,0,0,0,0,1.54975225515254,1.24121360971171,1.52425217073603,0,1.04015328304681,1.43494246764451,1.43862641673212,0.884578708536501,1.33101026938828,0,1.34162727089918,0,0,1.10249790879746,1.30146390003239,0,0.886743668635256,0
Eef1g,0.89532113597406,0,0,0,0,0,0,0,1.24577186230347,1.12413093239222,0,0,0,0,0,0,0,0,0,1.42804466009114,0.778216845443526,1.30692260093192,0,0.464524673271434,1.06065835116416,1.18723031902513,0,1.09481594522734,0,0.909556508455336,0,0,0,0.655513695993377,0,0.684401390321867,0
Egr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elane,4.72339978466446,1.1496072615397,1.68870338229583,2.965186695345,1.31713139976543,1.40222112679095,1.80933447390721,5.17793744157273,0,1.6687619583859,1.34367036983496,1.13977847278237,1.51808012696194,1.37890902081865,1.46306573424874,1.28100592182072,1.26055490384696,1.53972198539586,1.76011984174409,1.3681837512925,4.87346128179083,1.30703876488753,2.4199746319674,1.97689024052655,3.55966423579695,2.00947095908842,1.99032907421015,1.78355251632636,3.83538113705823,4.68167603931151,2.33904817298001,3.95867635087881,2.19332733668365,2.6482555751513,2.05693836505742,1.97882165521957,2.06754039216842
Emb,0.364292232332764,0,0,0,0,0,0.928914691943903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0184026626924,0,0,0,0,0,0,0,0,0,0,0,0
Emilin2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evi2a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F13a1,0,0,0,0,0,0,0.90373243154195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.514564626330994,0,0,0,0,0,0,0,0,0,0,0,0
Fabp4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fam129c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fam132a,0,0,0,0,0,0,0,0,0.822918500329796,0,0,0,0,0,0,0,0,0,0,0.771727803881718,0,1.27750289887088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fcer1a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50402815701898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fcgr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fcgrt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fcmr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
