,Liver_15,Liver_16,unassigned,Liver_6,Liver_1,Liver_2,Liver_19,Liver_9,Liver_7,Liver_3,Liver_5,Liver_14,Liver_10,Liver_4,Liver_13,Liver_17,Liver_12,Liver_8,Liver_20,Liver_11,Liver_18
1810011O10Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010107E04Rik,0,0,0,0,0,0,0,0.373176076796212,0,0,0,0,0,0,0,0.222442570998037,0,1.30427032499155,0,0.658597623659347,0
Acod1,0,0,0,0.772927187466894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actg1,0,0,0,0,0,0,1.68420661609618,0,0.68884025743423,1.16169253845879,0.455520431969667,0,0,0,0,0,0,0,1.24216961383715,0,0
Actr3,0,0.15995485232088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adamts1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adgre1,0,0,0,0,0,0.905457450968299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adgrf5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adgrl4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adh1,0,1.79302094874461,0,0,0,0,0,2.51296760143545,0,0,0,0,0,0,0,0,0,2.56892960927303,0,0,0
Ahsg,0,3.23966841163448,0,0,0,0,0,1.49833154649681,0,0,0,0,0,0,0,0,0,1.41382132142526,0,0.719127745844537,0
Aif1,0,0,0,0,0,0.773161675436966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akr1a1,0,0.180705688060477,0,0,0,0.851231427030658,0,0.892619072557246,0.734009825577802,0,0,0,0,0,0,0,0,0.987694093024921,0,0.807751627037344,0
Akr1c6,0,0.7937441422704,0,0,0,0,0,1.53816800947349,0,0,0,0,0,0,0,0,0,1.81998718359359,0,0,0
Alb,0,5.34164743852509,1.04946835077092,1.14837098425036,0.992114525582321,0.861052644843209,0,2.7234883098592,0,0,0,0.480875959590058,0.985289691546223,1.3629564366525,0.850948357111946,0,0.999027139749047,1.94435860701061,0,2.28602908253902,2.33216180621349
Aldh2,0,1.03349830258017,0,0,0,0.757783808356795,0,1.7558761187842,0,0,0,0,0,0,0,0,0,1.40365945801975,0,0,0
Aldob,0,1.95987074454925,0,0,0,0,0,2.66686181042839,0,0,0,0,0,0,0,0,0,3.15659714442668,0,0.981337152636445,0
Ambp,0,1.8614449450303,0,0,0,0,1.24680098369171,0,0,0,0,0,0,0,0,0,0,0,0,1.73153539165795,0
Anxa2,0,0,0,0,0,0,1.84034248702574,0,0,0,0,0,0,0,0,0.888207002387945,0,0,0,0,0
Anxa5,0,0,0,0,0,0,1.29430279195454,0,0,0,0,0,0,0,0,0,0,0,0,2.54316078002501,0
Apoa1,0,3.87527259651301,0,0,0,0,0,1.48681449712346,0,0,0,0,0,0,0,0,0,1.99058765853353,0,0,0.555821565748642
Apoa2,0,3.54079379958535,0,0,0,0,0,2.85944783855528,0,0,0,0,0,0,0,0.798484613231532,0,3.50321936707204,0,0,0
Apoc1,0,3.05197867257063,1.10452422597021,0.891000374949578,0,1.50906156114258,0,2.96578581619576,0,0,0,0,0,1.34074134353928,0,1.36296427479646,0,3.67096222332922,0,2.37707214332479,0.557877236424277
Apoc3,0,3.14440877345628,0,0,0,0,0,2.47952911068407,0,0,0,0,0,0,0,0,0,3.04560453214974,0,0,0
Apoc4,0,1.04038323866629,0,0,0,0,0,0.91185104115253,0,0,0,0,0,0,0,0,0,1.31586443291094,0,0,0
App,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aqp1,0,0,1.17917976987233,1.28449789946609,2.00439922083034,0,0,0,0,0,0.615690951731395,1.18540175030344,1.11113366983363,1.31294531119643,0.655141914732147,1.15547517669058,1.11472364877518,0,0.42385752837399,0,0.557877236424277
Arg1,0,1.08375025639732,0,0,0,0,0,1.28449629809042,0,0,0,0,0,0,0,0,0,1.28449629809042,0,0,0
Arpc1b,0,0,0,0,0,0.895222335363145,0,0,1.13519247764791,0.864985287460884,0.70444937394332,0,0,0,0.636062064365513,0,0.485808726902137,0,0.850870889266997,0,0
Arpc2,0,0,0.930543101599115,1.05265614287488,0,1.16986899035654,0,0,1.1219816866285,1.44438998654495,1.20285400898222,0,1.13039909766764,0,0.99130778595411,0,0,0,1.03694841222528,0,0
Arpc3,0,0,0,0.964347757010545,0,0.475179097111202,0,0,0.696946087751578,0.851230172169213,0,0,0.751133037063726,0,0.436656041070226,0,0,0,0.42385752837399,0,0
Ass1,0,1.28567076221912,0,0,0,0,0,1.77910877107159,0,0,0,0,0,0,0,0,0,1.45611102744783,0,0,0
Atf3,0,0,0,0,0.673428005781429,0.701666143450719,0,0,0.696946087751578,0,0,0,0,0,0,0,0,0,0,0.978975146719375,0.552767677145669
Atf4,0,0,0,0,0,0,0.718295921844267,0,0,0,0,0,0,0,0,0,0,0,0.939224471210502,0,0
Atox1,0,0.364680195540272,0,0,0,0,0.344251358552082,0.512380163671347,0,0.781211580498425,0,0,0,0,0,0,0,0.956736110602537,0,0,0
Atp1b3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atp5a1,0,0.563682959445527,0,0,0,0,0.718295921844267,1.10351503474406,0,0,0,0,0,0,0,0,0,1.06001626300718,0,0,0
Atp5b,0,0.989568560637814,0,0,0,0,0.698904793596699,1.14983262960181,0,0,0,0,0,0,0,0,0,1.10756344556952,0,0,0
Atp5c1,0,0.673091716405385,0,0,0,0,1.14545354987415,0.973509425900488,0,0,0,0,0,0,0,0,0,1.22044888474148,0,0,0
Atp5d,0,0.483248821144195,0,0,0,0,1.07506575775642,0.840774451016795,0,0,0,0,0,0,0,0,0,0.867424426774266,0,0,0
Atp5e,0,0.151402645589002,0,0,0,0,0,0.771952632768928,0,0,0,0,0,0,0,0.222442570998037,0,0.863165182408163,0,0,0
Atp5f1,0,0,0,0,0,0,0.522192142382414,0.907802102274128,0,0,0,0,0,0,0,0,0,1.19803911074003,0,0,0
Atp5g1,0,0.15995485232088,0,0,0,0,0,0.761509873890762,0,0,0,0,0,0,0,0,0,1.44528379710664,0,0,0
Atp5h,0,0.673829740414732,0,0,0,0,0,0.965047193054242,0,0,0,0,0,0,0,0,0,1.10654842553911,0,0,0
Atp5j,0,0.878468583955419,0,0,0,0,1.18092117839986,1.05174269402814,0,0,0,0,0,0,0,1.08897462715771,0,1.45611102744783,0,0.912529494766357,0
Atp5j2,0,0,0,0,0,0,0.62197832357585,0.61417697115228,0,0,0,0,0,0,0,0,0,1.27211800813866,0,0,0
Atpif1,0,0,0,0,0,0,1.29430279195454,0,0,0,0,0,0,0,0,0,0,0,0,0.934805075057284,0
AW112010,0,0.498891500508399,0.767645362265776,0,0,1.25468094329772,0,0.620895655583081,0,0,0.982522599082853,0,1.21329718948255,0.997391607752087,0,0.392214921692342,0,0,0,0,0
Basp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bcl2a1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhmt,0,1.39947773190482,0,0,0,0,0,1.96007947125649,0,0,0,0,0,0,0,0,0,2.15261428884905,0,0,0
Blvrb,0,0,0,0,0,0.735751060917948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bmp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bst2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39536377024924,0,0,0,0,0,0
Btg2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1qa,0,0.448721967050749,1.32470564087779,1.05678286964392,0.837920476211321,2.22559707072274,0,0,0.925621321106539,0,0,0,1.03651544710194,1.41382132142526,0,0,1.00812322616192,0,0.869196136828735,0,0
C1qb,0,0.488344390139498,1.45975927841977,1.33448331745648,1.15038498542473,2.46372370973685,0,0.829462754019445,1.13465777091749,0.676747187714292,0.986096851477447,1.16625032644293,1.082286283001,1.89560704674878,1.21707498070363,0,1.07221003236957,0,0,0,1.25094873396807
C1qc,0,0,1.21137931823919,1.03826150131696,0,2.20680518638336,0,0,0.734009825577802,0,0,0.760847206873552,0,1.34277509230511,0,0,0,0,0,0,0
C3,0,1.72831728455517,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72557258107817,0,0,0,0,0
Calm2,0,0,0,0,1.08470177989129,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348473043875789,0,0
Calr,0.856558393904808,0.582546566232678,0,0,0,0.592212896847845,0,0,0,0.492581600393928,0,0,0,0,0,0.599339782870348,0,0,0,0,0
Car3,0,1.30283679304042,0,0,0,0,0,2.52687438721983,0,0,0,0,0,0,0,0,0,2.72733910220806,0,0,0
Cat,0,0.974114314021807,0,0,0,0,0,1.42587942117509,0,0,0,0,0,0,0,0,0,1.0915537433903,0,0,0
Ccl24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccl3,0,0,0,0,0,0.766815067025104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccl4,0,0,0,0.911175706742912,0,0.837917292933513,0,0,0,0,0,0,1.32481944111056,0.826129964837086,1.40748242966249,0,0,0,0,0,0
Ccl5,0,0,0,0,0,0,0,0,0,0,1.12722706596132,0,2.83491833312985,0.874827621690653,0,0,0,0,0,0,0.552767677145669
Ccl6,0,0,0,1.15702458818517,0,1.22441024916805,0,0,1.23902679345542,0,0,0,0,0.74102470973225,0,0,0,0,0,0,0
Ccnl1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccr7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.831139530870516,0,0,0,0
Ccrl2,0,0,0,0,0,0,0,0,0.712527684975336,0,0,0,0,0,0,0,0,0,0,0,0
Cd14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42385752837399,0,0
Cd24a,0,0,0,0,0,0,1.4671155743549,0,0,0,0,0,0,0,0,0,0,0,0,0.693835328550904,0
Cd300lg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd44,0,0,0,0,0,0.508847369773528,0,0,0.650349749377687,0,0,0,0,0,0,0,0,0,0,0,0
Cd47,0.31749656854883,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235086497370652,0,0,0,0,0,0
Cd52,0.536722976519193,0,0.633180356859712,0.843122678047191,0,0.822551190329833,0,0,1.15424709523308,1.12829167948809,1.17303172565767,0,1.08276757825534,0,0,0,0,0,1.17976234628891,0,0
Cd53,0,0,0,0.828354898333363,0,0,0,0,0,0,0.696946087751578,0,0,0,0,0,0,0,0,0,0
Cd55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd59a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd5l,0,0,1.34430474670318,1.08179955150894,0.921109941608015,2.5361490815051,0,0,0.768598276523457,0,0,0.889395174647868,1.0133763850563,1.43111547672886,0.921705971646859,0,0.717051861613619,0,0.445338608454745,0,1.23143372203763
Cd68,0,0,0,0,0,0.792472019378242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd74,2.1592158844989,1.02875368957691,2.641877261193,2.32570893449484,1.95787868271124,2.97564977726039,0,1.3613809388469,3.22309654082868,4.24633886023826,1.80889669520188,2.05052277013333,1.97707383673355,2.84794540890408,2.8946984428614,0.963478341941173,3.35460458391797,0,2.10016213174191,0,2.43320091531172
Cd81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.956635963321565,0,0,0,0,0
Cd83,0,0,0.642971573956443,0,0,1.16544365758062,0,0,0.8413483686127,1.26065848069859,0,0,0,0.790193065013555,0,0,1.00231499285159,0,0,0,0
Cd9,0,0,0,0.977798727158934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cdkn1a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cdo1,0,0.794639154806697,0,0,0,0,0,1.67673405306724,0,0,0,0,0,0,0,0,0,1.77722476685449,0,0,0
Cebpb,0,0,0,0,0,0.901136251523468,0,0,0.946370447209164,0,0,0,0,0,0,0,0,0,0,0,0
Cebpd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cfp,0,0,1.11472364877518,0.647847605974592,0,1.9872449991148,0,0,0,0,0,0,0,1.15758143780367,0,0,0,0,0.348473043875789,0,0
Chchd10,0,1.28492477901394,0,0,0,0,0.7080613740771,1.92666122871077,0,0,0,0,0,0,0,0,0,2.44065089647322,0,0,0
Chchd2,0.610872670111965,1.09538822540031,0.644300376006678,0,1.04203534719226,0.408394601554846,1.29997853739833,1.7558761187842,0.78617472856159,0.407884258205195,1.02381635012043,0,0,0,0.620742274887052,1.08332685736837,0,2.33623542652113,0.793811652330534,1.5189611975894,0
Cldn5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clec14a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clec1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clec4d,0,0,0,1.29819927515336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42385752837399,0,0
Clec4f,0,0.309317148949786,1.36929777472695,1.19774418179944,0.97701596792738,2.46727083339802,0,0.467723232971366,0,0,0.86803642701205,1.10865910121348,1.07507373564274,1.46159084543423,0.483075832623328,0,1.09303403230872,0,0.447937493271083,0,1.11369880217292
Clec4g,0,0,1.12670021100169,1.0572433414,2.08097660412877,0,0,0,0,0,0,1.05076340582047,0.654987473151407,1.23902679345542,0,0,0.949308251107203,0,0,0,1.2918214837368
Clec7a,0,0,0,0,0,0,0,0,0.675749053818906,0,0,0,0,0,0,0,0,0,0,0,0
Clic1,0,0,0,0,0,0,0.719961538536003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clta,0,0,0,0,0,0.580700238192035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clu,0,1.4188509272472,0,0,0,0,4.44815846067656,0,0,0,0,0,0,0,0,2.02440849016591,0,1.40534215506016,0,4.54431565029104,0
Cnbp,0,0,0,0,0,0,0,0.733142492212913,0,0.679256186646165,0.982127119980362,0,1.02252575425783,0,0,0,0.785675378867719,0,0,0,0
Coro1a,0,0,0,0,0,0,0,0,0,0.505637268132918,0,0,0,0,0,0,0,0,1.06382082408801,0,0
Cotl1,0,0,0,0,0,0,0,0,0,0,0.696946087751578,0,0,0,0,0,0,0,0.794782580154412,0,0
Cox5a,0,0.842377785010703,0.569421266592407,0,0,1.1414702198306,0.522192142382414,1.14983262960181,0.734009825577802,0.549455951673928,0,0,0,0.53603434067579,0,0,0,1.65958078185018,0,0,0
Cox6a1,0.610872670111965,1.02052228157555,0,0,0,0,1.05517357184754,0.95152403356799,0,0,0,0,0,0,0,0,0,1.36929777472695,0,1.16037559490146,0
Cox6b1,0.722264677894446,1.00979048634251,0,0,0,0.599030081593152,1.23110072377183,1.28449629809042,0.678326602234387,0,0,0,0,0,0,1.11165895920904,0,1.91209976756737,0.390851927538461,1.32619154260785,0
Cox6c,0,1.11006432846637,0,0,0,0,1.19803911074003,1.15424709523308,0,0,0,0,0,0,0,0.945996644477102,0,1.93574905202177,0,1.17802183790838,0
Cox7a2,0,0.607217680378391,0,0,0,0,0,0.836211925009445,0,0,0,0,0,0,0,0.683414402237421,0,1.4070292066279,0,0.956736110602537,0
Cox7b,0,0.491866293160427,0,0,0,0,0.854774568203498,0.92702204159358,0,0,0,0,0,0,0,0,0,1.38706808247872,0,0,0
Cox7c,0,0.410096442515634,0,0,0,0,0.7080613740771,0.673920125077917,0,0,0,0,0,0,0,0,0,1.36929777472695,0,0,0
Cox8a,0,0.542218796199416,0,0,0,0,1.23110072377183,0.770032197067476,0,0,0,0,0,0,0,0.222442570998037,0,1.19803911074003,0,0,0
Creg1,0,0.461621861038188,0,0,0,0.933384985608715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crem,0,0,0,0,0,0,0,0,0,0,0.887460084305528,0,0,0,0,0,0,0,0,0,0
Crip1,0.856558393904808,0,0,0,0,0,1.45656597793182,0,0.994137185254363,1.01442475630774,0,0,0,0,0,3.49560393200928,0,0,0,0,0
Csf1r,0,0,0,0,0,1.32347015553606,0,0,0.845388462982161,0,0,0,0,0,0,0,0,0,0,0,0
Csrnp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cst3,0.856558393904808,0.717553861803948,1.7613897182746,1.63752897184544,1.35200938980015,1.616060602446,1.24680098369171,1.04630146101353,1.7618509380077,3.88203094872379,1.18735305832097,1.32908749343792,1.28868124705283,2.06624674214674,1.58926898155215,1.6328772682227,1.35511782932283,0,1.4421623177989,1.01654328373867,1.42196055595528
Cstb,0,0,0,0,0,0,0,0,0.67648345867862,0,0,0,0,0,0,0,0,0,0,0,0
Ctla2a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ctsa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ctsb,0.879835867030238,0.968592965056486,2.1252566629144,2.04525088752153,1.86200423954012,2.99994778434568,1.19803911074003,1.05494411967778,2.06790822597687,1.25866000307785,1.34968807403722,1.73629920444261,1.51240743405954,2.41005890064827,2.12353591182606,1.16025271885682,1.62525503401159,0,0.947736453845953,0,1.73529815766484
Ctsc,0,0,0,0,0,1.62902514455424,0,0,0.850641890242931,0,0,0,0,0,0,0,0,0,0,0,0
Ctsd,0,0.406574539494705,1.23262640166381,1.42936782257231,1.00480209374864,1.56853154323488,0,0,1.15424709523308,0,0.999027139749047,0,1.10910166921689,1.30427032499155,0.949101095763155,0,0.717051861613619,0,0.73932497141425,0,0.399953759013002
Ctsh,0,0,0,0,0,0.741818741208899,0,0,0,0,0,0,0,0,0.783560876213511,0,0,0,0,0,0
Ctsl,0,1.07095213136945,1.0984979326183,1.10034879588161,1.76115951427516,0.911512335035761,0,0,0.46564384046628,0,0,0.983973357465203,0.328085046525623,1.16374739891092,1.44249216305689,1.19884199717588,1.03736207766766,0,0.929320354020907,1.06467172517747,1.16216227312165
Ctss,0.536722976519193,0,1.26132613871864,0.867799786224015,0,1.97139345032057,0,0,1.84493611535566,0.883949867103908,0,0.858141142928691,0,1.30427032499155,1.25007417074224,0,0,0,0,0,0
Cxcl1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cxcl10,0,0,1.38217261854358,1.39948506157677,2.65399039292745,0.777773558023494,0,0,0.817375519947382,0.541052312852415,0.773399407678688,1.34776566267429,1.19805051712766,1.45429430033189,0.961524049669907,0,1.08860572523881,0,0,0,1.19737570374073
