,Liver_15,Liver_16,unassigned,Liver_6,Liver_1,Liver_2,Liver_19,Liver_9,Liver_7,Liver_3,Liver_5,Liver_14,Liver_10,Liver_4,Liver_13,Liver_17,Liver_12,Liver_8,Liver_20,Liver_11,Liver_18
Msrb1,0,0.578189964194619,0,0,0,0,0,0.940189700039404,0,0,0,0,0,0,0,0,0,1.25335904757219,0,0,0
mt-Co1,0,1.59663212830664,0,0,0,0,1.45656597793182,0,0,0,0,0,0,0,0,1.27694898117254,0,0,0,1.60697832353607,1.4383128647693
mt-Nd5,0,1.46269673938059,0,0,0,0.555894840251597,0.719961538536003,0,0,0,0,0,0,0,0,0,0,0,0,0.658597623659347,1.59464836728664
mt-Rnr1,0,0.844599334128103,0,0,0,0,0.522192142382414,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08698789920784
Mt1,0.799390128537535,0.726889950631304,0.938028163426022,0.911175706742912,1.25733067342278,0.759179327869919,2.21302680274421,1.0472042497217,0.896529112941087,0.653347532238547,0,0.843906326671015,0,1.15424709523308,0.528006557561638,0,1.00812322616192,0,0,0,0
Mt2,0,0.335377153068798,0,0,0,0,0.719961538536003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mup3,0,2.07841113054912,0,0,0,0,0,1.00231499285159,0,0,0,0,0,0,0,0,0,1.31294531119643,0,0,0
Myl12a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.854774992039726,0,0,0,0.934805075057284,0
Myl6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.858322644397454,0,0,0,0,0
Naca,0,0.424932680181393,0,0,0,0,0,0.474612579495357,0,0,0,0,0,0,0,0,0,0,0,0,0
Ndufa4,0,1.09776283523942,0,0,0,0,0.904789682486065,1.26714745132969,0,0,0,0,0,0,0,0.683414402237421,0,1.44887345628099,0,1.17341399716294,0
Ndufa6,0,0,0,0,0,0,0.719961538536003,0.871727191557892,0,0,0,0,0,0,0,0,0,1.25072704955614,0,1.11062025728466,0
Ndufb9,0,0.557492451114684,0,0,0,0,0.522192142382414,0.641978622852282,0,0,0,0,0,0,0,0,0,1.20588415767722,0,0,0
Nfkbia,0.706853183588719,0.419727517083755,1.46989496604319,1.44977449610745,1.85576966122819,2.17304405799582,0.719961538536003,0.467723232971366,1.44171333297781,1.11475958753496,1.22378267391667,1.18540175030344,1.32108082537269,1.43816189949479,1.25048672356723,0,1.339726941152,0,0.869196136828735,1.08958654367346,1.20464107451737
Nfkbiz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ninj1,0,0.311357497909882,0,0.94577059282991,0,0.574652096733916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nkg7,0,0,0,0,0,0,0,0,0,0,0,0,1.082286283001,0,0,0,0,0,0,0,0
Npc2,0,0.498891500508399,0.658249715466514,0,0,1.10858140054717,0,0,1.23262640166381,0.971186310980511,0,0,0,0,0.889389164662314,0.973507433045332,0,0,0,0,0
Npm1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nr4a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nrp1,0,0,0,0,0.875554340999014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oaz1,0,0.509971350245505,0,0,0,0,0,0.641978622852282,0,0.588272667907234,0,0,0,0,0,0.354636892423576,0,1.30570764983084,0.891648144733368,0.987694093024921,0.592502826334842
Odc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oit3,0,0,0,0,0.635604716574739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabpc1,0,0.448721967050749,0.676116053182335,0,0,0.900805209756469,1.05517357184754,0.512380163671347,1.03647689140468,1.12041830559532,1.20164645256544,0,1.12564830902183,0,0.655141914732147,0,1.09303403230872,0,0.894247029549706,0,0
Pecam1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pfdn5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pfn1,0,0,0,0,0,0.670292534957017,0,0,0,0.715918742495647,0.535805192415117,0,0,0,0,0,0,0,0,0,0
Phlda1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phyh,0,0.72128711302154,0,0,0,0,0,1.44528379710664,0,0,0,0,0,0,0,0,0,1.44528379710664,0,0,0
Pim1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pkm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.871795021645072,0,0
Plac8,0,0,0,0,0,0,0,0,1.20527683702523,0.621204598568119,0.722474800304005,0,0,0,1.56960887911986,0,1.03032440646578,0,0,0,0
Plbd1,0,0,0,0,0,0,0,0,0,1.00633467234117,0,0,0,0,0,0,0,0,0,0,0
Plek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plin2,0,0.15995485232088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42385752837399,0,0
Plk2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plpp1,0,0,0,0,0.852423117511996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plpp3,0,0,0,0,1.25467946389325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pltp,0,0,0,0,0,0.92283513345467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pnrc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ppia,0,0,0,0,0,0,0.62197832357585,0.82282456984057,0,0.64513376025643,0.712527684975336,0,0,0,0.947723951905579,0.467145461444809,0,0,0,0,0
Ppp1r15a,0,0,0,0,0.751595816774671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ppt1,0,0,0,0,0,0,0,0,0,0.569733196428884,0,0,0,0,0,0,0,0,0,0,0
Prdx1,0.54607885623058,1.26055024171391,1.1677073636712,0.964347757010545,1.12093875480685,1.27416378740528,2.04136922193667,2.10978766168236,1.28034179333687,0.889066729414974,0.664924582979963,0.857123563574244,0.267445288771495,1.26132613871864,0.997425645208044,1.21969376690448,0.603495424221441,2.02032185608336,0,1.01569469477942,1.45887572416491
Prdx5,0,0.406827623096315,0,0,0,0.67594716228443,0,0.620895655583081,0.622133303495352,0,0,0,0,0,0,0,0,0,1.36262400824281,0,0.955775324761644
Prdx6,0,0.364680195540272,0,0,0,0,0,0.965047193054242,0,0,0,0,0,0,0,0,0,1.33820841560847,0.814709455912451,0,0
Psap,0,0,0.893268300538493,0.894244093921651,0,1.10351503474406,0,0,1.58695005404052,1.53680492586043,0,0,0,0,1.43243811461127,0,0,0,0,0,0
Psma7,0,0,0,0,0,0,0,0.733142492212913,0,0,0,0,0,0,0,1.158700462707,0,0.78219804482323,0,0,0
Psmb8,0,0,0,0,0,0,0,0,0,0.783189633230257,0,0,0,0,0.235086497370652,0,0,0,0,0,0
Ptma,0.82282456984057,0,0.766220516471837,0,0.849175982920757,0.828906910061722,0,0,0.990904757094389,1.25368896705448,1.16205892019257,0,1.082286283001,0,0.813865509994407,0,1.04630146101353,0,0,0,0
Ptprb,0,0,0,0,0.755704311909263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rab20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rab7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rac2,0,0,0,0,0,0,0,0,0,0,0.847715056747979,0,0,0,0.680568486391081,0,0,0,0.869196136828735,0,0
Ramp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rap1b,0,0,0,0,0,0.881097178248428,0,0,0.360894308501065,0,0.504145910208657,0,0,0,0,0,0,0,0.796410537146872,0,0
Rasgef1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rbp4,0,2.64122564136095,0,0,0,0,0,1.582573575839,0,0,0,0,0,0,0,0,0,1.5656844008299,0,0,0
Retnlg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03336552675546,0,0
Rgs1,0,0,0,0,0,1.29383237969883,0,0,0,0.925971227435074,0.488834254058013,0,1.38385191702079,0.676851270994227,0,0,0,0,0,0,0
Rgs2,0,0,0,0,0,0.745703249802889,0,0,0,0.786686467195729,0.855962934545579,0,0.700480085211521,0,0,0,0,0,0,0,0
Rhob,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rilpl2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rpl10a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445989338700648,0,0,0,0
Rpl12,0.856558393904808,0,0,0,0,0,0.854774568203498,0,0,0.899157498518701,1.19564690401113,0,0.759928414222845,0,0,0,1.07221003236957,0,0,0,0
Rpl14,0.941274340098456,0.589904607206285,0.816294588543546,0,0,0.739481810678379,1.55371079187871,0.854774568203498,0.846550115703798,1.38761525325038,1.1832515176153,0,1.06158421284329,0.918682851027026,0.949101095763155,1.75727539134443,1.16205892019257,1.26804811397442,0,1.32619154260785,0
Rpl17,0.879835867030238,0.317869355681663,0.754094850720277,0,0,0,1.55371079187871,0.82282456984057,1.01147377278189,1.20528200937605,1.21260766953279,0,0.993166077377448,0,1.10764845136964,0,1.17744377110048,0,0,0,1.31884123695952
Rpl18,0.865593747004734,0.183974507479795,0.818459394348329,0,0,0.604680996838562,1.18092117839986,0.91185104115253,1.07031501146724,1.20832807763221,1.28728196230402,0,1.06080236177742,0,0.93689021921515,0.720992431506187,1.13039909766764,0.794764320945788,0.390851927538461,0.853589592556859,0
Rpl22,0.722264677894446,0,0,0,0,0,1.05517357184754,0,0.571240666486344,0.950233201647974,1.02338552320015,0,0.267445288771495,0,0,0,0.949308251107203,0,0,0,0
Rpl22l1,0,0,0,0,0,0,0.522192142382414,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rpl23a,0.92702204159358,0.151402645589002,0.624623692243754,0,0,0,1.07506575775642,0.820363293301037,0.965810177480107,1.1950507428505,1.30931580120678,0,1.1369062837323,0,0.976480879238887,0,1.09303403230872,0,0,0,0
Rpl27,0,0,0,0,0,0.5393168022429,0.522192142382414,0.692869012104301,0.850641890242931,1.04049678688773,1.14002878641307,0,0.866585430608825,0,1.05632574567521,0.222442570998037,0.894569684184123,0,0,0,0
Rpl27a,0,0,0,0,0,0,0,0.561754971943871,0.8413483686127,0.979771661345822,0.976624913646844,0,0,0,0,0,1.03032440646578,0,0,0,0
Rpl29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rpl35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rpl35a,0,0.428201499600712,0,0,0,0,0,0,0,0.9176525379107,0.722474800304005,0,0,0,0.615559290347854,0,0,0,0,0,0
Rpl36,0,0.563865929026865,0,0,0,0,0.719961538536003,0.746826016831582,0,0.871727191557892,1.10452422597021,0,0.218274380713794,0,0.771060059238811,0.985561399726047,0.785675378867719,1.09254013565819,0,0,0
Rpl36a,0.78219804482323,0,0,0,0,0,0.698904793596699,0.474612579495357,0,0.719564365313587,0.887460084305528,0,0,0,0,1.08742237100789,0,0,0,0,0
Rpl36al,0.699297882436017,0,0,0,0,0,0,0.621823422042733,0,0,0,0,0,0,0,0,0,1.17456238981556,0,0,0
Rpl38,0,0,0,0,0,0,1.14545354987415,0,0,0,0.600883672112893,0,0,0,0.682634802418165,1.26111868966696,0,1.23008582714943,0,1.06467172517747,0
Rpl39,1.02166598531551,0.38255488433579,0.785176678679212,0,0,0.630640118344745,1.23110072377183,0.82282456984057,1.0409186468139,1.19684300737558,1.33179557665578,0,1.09068163334825,1.01569469477942,1.01609175004377,0,1.19564690401113,0,0.893276101725828,0,0
Rpl5,0,0.542035826618077,0,0,0,0,0,0,0,0.814980435873178,0.901135750123536,0,0,0,0.44955887895225,0,0,0,0.348473043875789,0,1.10858924289431
Rpl6,0.78219804482323,0.364680195540272,0,0,0,0,1.07506575775642,0.6377116096517,0.78617472856159,0.971058028733236,1.0427064877381,0,0.654987473151407,0,0.879148105906675,0.354636892423576,1.0472042497217,0,0.73932497141425,0,0
Rps10,0.871727191557892,0,0,0,0,0,0.522192142382414,0.641978622852282,0.907130886725062,0.909923262746075,1.10452422597021,0,0.218274380713794,0,0.891652992317102,0.222442570998037,1.19564690401113,0,0,0,1.12096417294957
Rps16,0.799390128537535,0,0.520026924656544,0,0,0,0.719961538536003,0.373176076796212,0.965810177480107,1.06891595085417,1.20893049721633,0,0.32947295309252,0,1.04633574169302,0,1.0612535559438,0,0.894247029549706,0,0
Rps17,0.722264677894446,0.180705688060477,0,0,0,0,0.522192142382414,0,0,0.812841586763365,0.827237833559468,0,0,0,0.745896816967299,0.427684163301769,0.894569684184123,0.477317171951858,0,0.85122975388298,0
Rps18,0.92702204159358,0,0,0,0,0,1.18092117839986,0.66104349684488,0.572285621623109,1.10654842553911,1.13252422728533,0,0.847492876685676,0,0.745896816967299,0,1.07221003236957,0.912529494766357,0,0,0
Rps27l,0,0.502596373110667,0,0,0,0,0.344251358552082,0.831139530870516,0,0,0,0,0,0,0,0,0,1.22755632677197,0,0,0
Rps28,0,0,0,0,0,0,0.904789682486065,0,0,0.427662934119708,0,0,0,0,0,0,0,0,0,0,0
Rps7,1.19089263873563,0.83748189480776,0.980548503586103,0,0,0.743023015764345,1.28867962796584,0.926321133763609,1.15093291107739,1.39077067213399,1.53428429873623,0,1.25073290472984,0,1.14544565577331,1.25357137274908,1.55161858145355,1.0572433414,0.348473043875789,0.912529494766357,0
Rsad2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S100a10,0,0,0,0,0,0,1.28867962796584,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S100a11,0,0,0,1.28728357545692,0,0,1.24680098369171,0,0,0.726492563664114,0,0,0,0,0,0,0,0,1.48596363751423,0.907130886725062,0
S100a13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S100a6,0,0,0,0.971959403418552,0,0,1.84034248702574,0,0,0,0,0,0,0,0,1.7474752652627,0,0,0,0,0
S100a8,0,0,0.785176678679212,2.97386830717405,0,0,0,0,0,0,0,0.792468325647355,0.630794220580657,1.3202692169038,0,0,0.941274340098456,0,5.46102876829102,0,0.552767677145669
S100a9,0,0,0,3.12728495923895,0,0,0,0,0,0,0,0,0,1.25467946389325,0,0,0,0,5.5103919086479,0,0
Sat1,0,0,0.95152403356799,0.977798727158934,0,1.33896767838023,0,0,0.990904757094389,0,0,0,0,1.1219816866285,0.358940372941289,0,0.717051861613619,0,0,0,0
Scp2,0,0.966523159276445,0,0,0,0,0,1.41041644578326,0,0,0,0,0,0,0,0,0,1.29148468574076,0,0,0
Sdc3,0,0,0,0,0,0.872345464968958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sdcbp,0,0,0,0.964347757010545,0,0.902129378001139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sdpr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selenok,0.31749656854883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selenop,0.706853183588719,2.33620893994887,2.05601453660585,1.97251234155344,3.07247918167467,1.65155226274223,0,1.7618509380077,1.26737248940486,0.967340535589459,1.33217098141472,1.52685701090472,1.46255913569279,2.1035352028155,1.28812626605047,1.03769649492651,1.64637334857446,1.33820841560847,1.22817480273183,1.16544105592,2.02328777078276
Serbp1,0,0,0,0,0,0,0,0,0,0,0.70444937394332,0,0,0,0,0,0,0,0,0,0
Serinc3,1.25732918347717,0,1.01995245448649,1.10883552186987,1.34430474670318,0.862258193100081,0,0,0.874205718951144,0.408233201083177,0.791710816804541,1.01686624014592,1.16686867318882,0.973509425900488,1.05334216294864,0,1.10150244037108,0,0.390851927538461,0,1.24824829199044
Serpina1a,0,2.0570152260822,0,0,0,0,0,2.11608386393868,0,0,0,0,0,0,0,0,0,2.15261428884905,0,0,0
Serpina1b,0,2.33331180302081,0,0,0,0,0,2.22500404135275,0,0,0,0,0,0,0,0,0,2.14606008923237,0,0,0
Serpina1c,0,2.49660301821202,0,0,0,0,0,2.29961828721172,0,0,0,0,0,0,0,0,0,2.35019846210248,0,0,0
Serpina1d,0,2.08419475417613,0,0,0,0,0,1.33217098141472,0,0,0,0,0,0,0,0,0,1.26669763004595,0,0,0
Serpina1e,0,1.47135359089773,0,0,0,0,0,0.620895655583081,0,0,0,0,0,0,0,0,0,1.44528379710664,0,0,0
Serpina3f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serpina3g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serpina3k,0,2.76139219085534,0,0,0,0,0,0.82282456984057,0,0,0,0,0,0,0,0,0,1.12617387305058,0,0,0
Serpinb6a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sertad1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sgk1,0,0,0.767645362265776,0,1.16262145936483,0.931968218890047,0,0,0.829462754019445,0,0,0.55998971839397,0,0,0,0,0,0,0,0,0.399953759013002
Sh3bgrl3,0.362867121245582,0,0,0,0,0,1.24680098369171,0,1.07889823581675,1.16576904335911,1.11834030779193,0,1.15424821513455,0,0.93947506090398,0,0.905791525978156,0,0.871795021645072,0,0
Sh3bp5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shisa5,0.703651804791998,0,0,0,0,0,0,0,0,0,0.70444937394332,0,0,0,0,0,0,0,0,0,0
Slc25a3,0,0.563682959445527,0,0,0,0,1.1677073636712,0.744136995791233,0,0.670848287360455,0.7486297621536,0,0,0,0,0,0,0,0.794782580154412,0,0
Slc29a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc38a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc3a2,0.547271600383825,0,0,0,0,0,0,0,0.805644473537989,0.675754121957533,0,0,0.64426344475842,0,0.601226557188948,0,0,0,0,0,0
Slc40a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slpi,0,0,0,1.19366999799419,0,0,0,0,0,0,0,0,0,0,0,3.16975574292101,0,0,1.29436194797644,0,0
Smpdl3a,0,0,0,0,0,0.737063135039878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snx5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.911175706742912,0,0,0,0,0,0
Socs3,0,0,0,0,0.965428685267174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sod1,0,0.886203224931948,0,0,0,0,0.62197832357585,1.23262640166381,0,0,0,0,0,0,0,0,0,1.26132613871864,0,0,0
Son,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sord,0,0.926778417605066,0,0,0,0,0,1.35824163845444,0,0,0,0,0,0,0,0,0,1.28658434007717,0,0,0
Sparc,0,0,0,0,1.11318140268373,0,0,0,0,0,0,0,0,0,0,1.57114919412181,0,0,0,0,0
Spi1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spp1,0,0,0,0,0,0,1.90546350930008,0,0,0,0,0,0,0,0,1.41477330373418,0,1.0277108651108,0,4.76868029459717,0
Sqstm1,0.536722976519193,0,0.634468310606012,0.975070398085901,1.07745793465896,0.727982392198265,0.698904793596699,0.561754971943871,0.769792830103571,0.791207223992928,0,0.334426164759158,0,0.78617472856159,0.247989335252676,0,0,0,0.871795021645072,0,0.399953759013002
Srsf3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Srsf7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stab1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stab2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub1,1.1861781294395,0,0,0,0,0,0,0,0.618741760044206,1.19684300737558,1.13252422728533,0,1.16318399853709,0,0.909420552317295,0,1.04630146101353,0,0,0,0
Tagln2,0,0,0,0,0,0,1.07506575775642,0,0,0,0,0,0,0,1.21707498070363,0.222442570998037,0,0,0,0.807751627037344,0
Taldo1,0,0,0,0,0,0,0,0,0,0.747435987709591,0,0,0,0,0,0,0,0,0.869196136828735,0,0.552767677145669
Tceal9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tcn2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tgm2,0,0,0,0.589153336349999,0,0.618641252110596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tgtp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thbs1,0,0,0,1.17226914892853,0,0,0,0,1.0006682582027,0,0,0,0,0,0,0,0,0,1.78630238390724,0,0
Timp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tinagl1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tm4sf1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17830003319586,0,0,0,0,0
Tmem176b,0,0,0,0,0,0,0.718295921844267,0,0,0,0,0,0,0,0,1.17336833122247,0,0,0,0.996575927440814,0
Tmsb10,0.405866996240706,0,0,0,0,0,0,0,0.861956154138369,1.30319969574413,1.33217098141472,0,1.24975411455062,0,0.664787613985715,1.15547517669058,0,0,0,0.826683517923716,0
Tmsb4x,3.19282823055367,1.78087050749725,4.10876086540938,4.15527726066154,3.63466084941669,4.46363402467014,3.05506737861989,2.33410505334928,4.15630784855717,4.83043984726879,4.03956641814167,3.40174213012016,4.12738801153791,4.1566804838515,3.694501895617,3.83591941633731,3.8522640716442,0,4.02725707578486,2.91247273710498,4.01210242495774
Tnfaip3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trbc2,0,0,0,0,0,0,0,0,0,0,0.999027139749047,0,0,0,0,0,0,0,0,0,0
Trf,0,3.13968139779145,0,0,0,0.758247815981153,0,1.46067443953965,0,0,0,0,0,0,0,0.599339782870348,0,1.17917976987233,0,0,0
Tspan7,0,0,0,0,0.582146486007987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ttr,0,3.94701302150007,0,0,0,0,1.3613809388469,2.65490455660875,0,0,0,0,0,0,0,0.802580126871049,0,3.4113770202221,0,2.38732036398252,0
Tuba1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.390851927538461,0,0
Tubb5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Txn1,0.78219804482323,0.649895752147452,0.733142492212913,0.940890661069009,0,1.18053376337896,0,1.10553535429134,0.724160283393504,0.873277406624273,0,0,0,0.892619072557246,0,0,0,1.15869739833965,1.29436194797644,0,1.23405696432693
Txnip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyrobp,0,0,1.32768101381555,1.94263143719725,0.817917457147856,1.73124699512875,0,0.387635481675875,1.4643475590748,1.03251782094589,0.758247525526603,1.05076340582047,1.28868124705283,1.3773141635958,1.97582890441646,0,0.893268300538493,0,1.40026649924606,0,0.563086936525288
Ucp2,0,0,0,0,0,0.838202648044765,0,0,1.05909026916722,0.959365784653161,0,0,0,0,0.636523147292419,0,0,0,0,0,0
Unc93b1,0,0,0,0,0,0.519184767506769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uqcrb,0,0.581213945512882,0,0,0,0,1.2068977984771,1.07411208328749,0,0,0,0,0,0,0,0.328777509813845,0,1.4993000727669,0,0.978975146719375,0
Uqcrh,0,0.38255488433579,0,0,0,0,1.1677073636712,0.82282456984057,0,0,0,0,0,0,0,0,0,1.15869739833965,0,0.688078281830041,0
Uqcrq,0,0.933879529567125,0,0,0,0,0,1.07411208328749,0,0,0,0,0,0,0,0,0,1.40534215506016,0,0,0
Urah,0,0.517870028025935,0,0,0,0,0,0.856558393904808,0,0,0,0,0,0,0,0,0,1.28449629809042,0,0,0
Usmg5,0,0,0,0,0,0,0.344251358552082,0,0,0,0,0,0,0,0,0,0,1.10654842553911,0,0,0
Vcam1,0,0,0,0,0,0.757783808356795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vim,0,0,0,0,0,0,0,0,0.953750558906579,0,0,0,0,0,0,1.16496439133127,0,0,0,0,0
Vps37b,0,0,0,0,0,0,0,0,0,0,0.871109820372883,0,0.218274380713794,0,0,0,0,0,0,0,0
Vsig4,0,0,0.824473864764256,0,0,1.86095977546484,0,0,0,0,0,0,0,1.17226797000971,0,0,0,0,0,0,0
Wfdc17,0,0,1.43993524760291,1.41467587021486,1.12828648535911,2.41808483424293,0,0.761509873890762,1.27758798222161,0.207754368897328,0.976624913646844,1.07804564903198,1.07555413409316,1.65837041270052,1.0102669128869,0,1.16657304977473,0,0.390851927538461,0,1.12096417294957
Wfdc21,0,1.42002636321607,0,0,0,0,0,1.44171333297781,0,0,0,0,0,0,0,0,0,2.35671144076413,1.40902830130714,0,0
Wsb1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xcl1,0,0,0,0,0,0,0,0,0,0,0,0,1.15038941562578,0,0,0,0,0,0,0,0
Zfand5,0,0,0,0,0,0,0.7080613740771,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfas1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp36,0,0,1.24290098930667,1.13412385750083,1.38176646832399,1.27053201601636,0,0,0.953750558906579,0.781211580498425,0.455520431969667,0,1.07937953107109,1.28798039110637,0.811698653276414,0,1.00231499285159,0,0.348473043875789,0,0.552767677145669
