,unassigned,Bladder_9,Bladder_4,Bladder_1,Bladder_12,Bladder_3,Bladder_5,Bladder_2,Bladder_7,Bladder_8,Bladder_13,Bladder_6,Bladder_11,Bladder_14,Bladder_10,Bladder_15,Bladder_16
Hspb1,1.32518326555937,1.83174692702626,1.76164386549886,0,0,1.64150596697475,1.37859807573666,0,2.68790619546255,4.37988903256432,0,1.56771895522479,0,3.42950774147889,0.954958845205747,0,0
Hspg2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Htra1,0,0,0,1.10297320076361,0,0,1.89158955935676,1.91551339631766,0,0,0,0,0,0,0,0,0
Htra3,0,0,0,1.95588037670105,0,0,0,1.34233594554469,0,0,0,0,0,0,0,0,0
Id1,0,0.349466496819296,0,0,0,1.71698548304842,0,0,0,0,0,0,0,1.22181007552282,0,0,0
Id2,0,0.560596445155307,0.439045335413961,0.958767672823188,0,1.07542774709098,0,0,1.46847487944742,0,0,0,0,0,0,0,0
Id3,0,0,0,1.52614949122896,0,0.93683662450635,1.32062567817896,1.7463768886093,2.1404272125908,1.87120903855053,0,0,0,2.1799804360504,0,0,2.14611010222465
Idh1,0,1.54528920743195,1.54895172011882,0,0,1.2077418291245,0,0,0,0,0,0.955242167723492,0,0,0.494012875043504,0,0
Ier2,0,0.369108876306819,0.401327382795275,0,1.2124334130527,0.966813431553918,1.14582228354076,0,1.67514804551085,1.33285347488736,0,0,0,0.907780906389646,0,0,1.44207188670626
Ier3,0,0.220028235042162,0,0,0,0,0,0,0,2.02287749626586,0,0,0,1.30445745206231,0,0,0
Ifi27l2a,0,0,0,1.20356573100597,0,0,0,1.63128241528275,0,0,2.12081265276953,0,1.34417951040741,0,0,0,0
Ifitm1,0,0,0,1.53651423866967,0,0,0,1.09785530850704,0,0,0,0,0,0,0,0,2.3393089958505
Ifitm2,0.552867775711532,0.550339262228125,0.523032179058308,1.64561947220154,1.35696369471416,0,1.57425446153273,1.79700914951126,0,2.48663721050277,1.811923807614,0,1.87295180220855,1.87351753063967,0,0,1.79700914951126
Ifitm3,0.957587512065829,0.318785654264588,0.497202917558916,2.37515384047116,2.8129178995371,0,2.21721115855245,2.84525647063844,1.24956926287938,3.67234621466609,2.89322364147357,0,2.61157933194454,3.4458103626581,0,0,3.01042500446963
Igf1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igfbp2,0,2.25984396132475,2.38792782586118,0,0,3.31009740875245,0,0,0,0,0,2.15388793046047,0,0,2.02730905357584,0,0
Igfbp4,0,0,0,1.88836874549407,0,0,0,1.91027445579292,0,0.907477750610151,0,0,1.28787407581086,0,0,0,2.79711878779501
Igfbp5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igfbp6,0,0,0,2.09458755959452,0,0,1.33172444550001,2.0077196288638,0,0,0,0,0,0,0,0,0
Igfbp7,1.97963628698067,1.07843728207485,1.30218487455935,3.61307382269347,0,1.57213498355219,3.66389125933177,3.15025740387892,4.88051371150965,3.10638786873471,0,1.00935591307615,0,4.56393906305267,1.05960101877129,0,4.83905859445512
Igsf10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il11ra1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il6st,0,0,0,0,0,0,0,0,0,1.00700504943442,0,0,0,0,0,0,0
Inmt,0,0,0,1.24700118555116,0,0,0,1.18165128850226,0,0,0,0,0,0,0,0,0
Itih5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Itm2a,0,0,0,0.790855486464415,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivl,0,2.10063864452593,1.91781583966714,0,0,1.31520363771379,0,0,0,0,0,1.57658546591517,0,0,1.82543645880994,0,0
Jam2,0,0,0,0,0,0,0,0,0,1.24240764913811,0,0,0,1.0697889285774,0,0,0
Jun,0,0.510060463051735,0,1.0939522001689,1.70802197449451,1.85153341785939,1.79758760531389,1.37684389819324,2.30897770251208,2.89576481489862,0,0,1.69449066786428,1.44843651783831,0,0,1.99104736135373
Junb,0.830985811707411,0.579440027309322,0.503611826712551,1.23082696941115,2.63326434912925,1.38562307002836,2.29941946072075,2.19951261663788,3.26135562960278,2.47104957024035,2.03221370685994,0,1.46062841208374,1.02735468546595,0,1.08405928551438,2.86489095771267
Jund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kdelr3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klf2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klf9,0,0,0,0,0,0,0,0,1.1025777416328,0,0,0,0,0,0,0,0
Krt15,1.71914378140852,2.84961481885429,3.03168582963032,0,0,3.90463672007893,0,0,0,0,0,2.75398413821441,0,0,3.3775180578041,0,0
Krt18,0,2.51282949397957,2.41804406659569,0,0,1.67130429255035,0,0,0,0,0,2.24533835446024,0,0,2.04998084311595,0,0
Krt19,1.52535852106028,2.93786403143369,2.90659807029184,0,0,2.63003527838609,0,0,0,0,0,2.56462481441081,0,0,2.50857464631035,0,0
Krt4,0,0,0,0,0,1.064201609053,0,0,0,0,0,0,0,0,0,0,0
Krt5,0,1.50938132652387,1.65861119332012,0,0,2.51440294191387,0,0,0,0,0,0,0,0,1.19531230223986,0,0
Krt7,1.58384211537891,3.11509525518267,3.06093118751662,0,0,2.82086473637033,0,0,0,0,0,2.98189399585412,0,0,2.80458867563975,0,0
Krt8,0.83976659125386,2.56172117183676,2.47876012652105,0,0,1.59649669333048,0,0,0,0,0,2.24866915436789,0,0,1.83308298772194,0,0
Krtdap,0,0,0,0,0,0,0,0.918095339400759,0,0,0,0,0,0,0,0,0
Lama4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamb1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laptm5,0,0,0,0,1.42470407991435,0,0,0,0,0,1.33577407687851,0,1.81424404048621,0,0,1.22924048989968,0
Lbp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ldhb,0,2.15549858496272,1.92091281254234,0,0,1.42788114779043,0,0,0,0,0,1.5458385843383,0,0,1.90257743182369,0,0
Lgals1,0.640425773330246,0.25622929143019,0,2.46109045150247,1.48141673547449,0,3.01657504123301,2.69484838695909,2.56407191487923,0,1.19554074985452,0,2.05718081619599,0,0,2.78081892241156,3.46966992418425
Lgals3,0,1.6189361408152,1.52736367978132,0,1.62395131686853,1.46033669478638,0,0,0,0,1.81656930693774,0.442410253725906,0,0,1.22579640890443,0,1.74531161557202
Lgals9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lhfp,0,0,0,0.761886367396416,0,0,1.53352645450804,1.19554074985452,0,0,0,0,0,0,0,0,0
Lhfpl2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lmod1,0,0,0,0,0,0,0,0,1.13982689056851,0,0,0,0,0,0,0,0
Lox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loxl1,0,0,0,1.15661412361618,0,0,0,0,0,0,0,0,0,0,0,0,0
Lrg1,0,0,0,0,0,0,0,0,0,2.22171666422707,0,0,0,0,0,0,0
Lrp1,0,0,0,0.792747452325354,0,0,0,0,0,0,0,0,0,0,0,0,0
Lsp1,0,0,0,1.2994746349706,2.28962128528043,0,1.04814517919187,1.33636777128558,0,0,0.516118254419227,0,0,0,0,0,0
Ltbp4,0,0,0,2.06285156657443,0,0,1.28756639137155,1.55440989229062,0,0,0,0,0,0,0,0,0
Lum,0,0,0,3.59993091836072,0,0,0,2.51356609728322,0,0,0,0,0,0,0,0,0
Ly6a,0,0,0,2.02322699062171,0,0.632145476646936,1.97648602712847,2.51481955377388,0,2.03402036742783,1.30227847932701,0,0,3.10279436644162,0,0,0
Ly6c1,0,0,0,0,0,0,0,0,0,1.0957103590182,0,0,0,3.67252296816,0,0,0
Ly6d,2.19890863565064,3.87064025762617,3.97632786005235,0,0,4.14807199007751,0,0,0,0,0,3.97452297388142,0,0,3.16216843268607,0,0
Ly6e,0.521853719233017,0.537541245278807,0.536998549995847,0.867894034143793,0,0.903625240512248,1.00588052083556,0.940239441133148,0,3.38544925771438,3.05376844307862,0,2.283696181243,3.65255502516997,0,2.21919803930395,0
Lyz2,0,0,0,0,1.98642007468683,0,0,0,0,0,5.72880116277329,0,4.50063627311003,0,0,0,0
Maf,0,0,0,0,0,0,0,0,0,0,0,0,2.1115255020135,0,0,0,0
Mal,0,1.78311245746769,1.66977592134347,0,0,1.27682649915209,0,0,0,0,0,1.47175867618265,0,0,1.45125632256827,0,0
Matn2,0,0,0,1.36182416500848,0,0,0,0,0,0,0,0,0,0,0,0,0
Mcam,0,0,0,0,0,0,0,0,1.54499881363975,0,0,0,0,0,0,0,0
Mdk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meg3,0,0,0,0.881828043472442,0,0,0,0,0,0,0,0,0,0,0,0,0
Mfap2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mfap4,0,0,0,0.860740926815304,0,0,0,0,0,0,0,0,0,0,0,0,0
Mfap5,0,0,0,1.40764724048573,0,0,0,0,0,0,0,0,0,0,0,0,1.16188470954449
Mfge8,0,0,0,0,0,0,0,0,2.31237663371591,0,0,0,0,0,0,0,1.74531161557202
Mgll,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13952295763939,0,0,0
Mgp,2.52490339337439,1.1898509656154,1.36194806926154,6.43972299598389,2.05728187355776,1.31157308477059,4.5198762261574,4.66535031395051,2.24850887010099,3.37374769351076,1.81656930693774,2.1854226826224,1.9666803998207,2.41486704337171,2.14829478834955,1.88978846156455,1.93142933867216
Mgst1,1.08508439366662,1.73665004156329,1.82498472868665,1.00760122247508,0,2.07133602807596,0,0,0,0,0,1.48657299917568,0,0,1.55912071607406,0,0
Mgst3,0,1.94981522868487,1.99428684173542,0,0,2.0441062798877,0,0,0,0,0,1.88487934912782,0,0,1.50795200116516,0,0
Mif,0,1.51393358446604,1.45078194173736,0,0,1.44745804775186,0,0,0,0,0,0.907661852722444,0,0,1.03950744651009,0,0
Mmp14,0,0,0,1.1750593760901,0,0,1.10004990636708,0.557021073409577,0,0,0,0,0,0,0,0,0
Mmp2,0,0,0,2.11832134448914,0,0,2.59084228254805,1.13771166098377,0,0,0,0,0,0,0,0,0
Mrc1,0,0,0,0,0,0,0,0,0,0,0,0,2.54490208976728,0,0,0,0
Ms4a4d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Msn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mt-Rnr1,0.951586133175581,1.31248016382568,1.1253984393049,0.989916098965364,0,0.59069237843009,0.824915876693189,0.960543578721553,1.6503040025081,1.49081625494444,1.01819669245517,0,0.861771853229723,0.96934614772531,2.67539659578106,0.577652167312182,1.45550049628517
Mt1,0,1.3944517391644,1.322273921272,0,1.0518485798645,1.20348994819152,0,0,0,0,0,0.870393396577122,1.91563801543793,0,0,0,0
Mustn1,0,0,0,0,0,0,0,0,2.65578136285385,0,0,0,0,0,0,0,2.86489095771267
Mxra7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mxra8,0,0,0,1.18440186547191,0,0,1.26115544469196,0.639651742081872,0,0,0,0,0,0,0,0,0
Myh11,0,0,0,0,0,0,0,0,2.18097020083861,0,0,0,0,0,0,0,1.44207188670626
Myl9,0,0,0,0,0,0,1.132480967728,0,4.41132280567944,0,0,0,0,0,0,0,2.72871687984394
Mylk,0,0,0,0,0,0,0.876646869211845,0,2.3999901297823,0,0,0,0,0,0,0,2.14611010222465
Nbl1,0,0,0,1.84140685383867,0,0,1.95244445529523,1.69184659530253,0,0,0,0,0,0,0,0,0
Ndrg2,0,1.55499857408145,1.24922622888035,0,0,0.501833342377654,0,0,1.04999475995604,0,0,0,0,0,0,0,1.45550049628517
Neat1,0,0.583064777170819,0.499146438157109,0,0,0.94225556583443,0,0,0,1.00858442559615,0,0,0,0,0,0,0
Nfib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nfkbia,0,0,0,0,1.7438411506095,0,0,0,0,1.67834580663825,1.30227847932701,0,0,1.10125596672139,0,0,0
Nid1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nkain4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Npy1r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nr4a1,0,0,0,0,0,0,0,0,1.7998558397047,0,0,0,0,0,0,0,0
Nrep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nrp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.869247163670789,0,0,0
Nupr1,0,0,0,0,0,0,1.20333923795397,0,0,0,0,0,0,0,0,0,0
Oat,0,0,0,0,0,0,0.864776792047912,0,0,0,0,0,0,0,0,0,0
Ociad2,0,1.44776378374621,1.31635037398302,0,0,0.907554375820155,0,0,0,0,0,0,0,0,0,0,0
Ogn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfml3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Osr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oxct1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabpc1,1.40930969075924,2.15405428207603,2.06513832611003,1.02223006511534,1.73910012824776,2.22595626371023,0.719944203831271,0.844512992231372,0,1.2158993682993,1.52220356735078,1.47584927340203,0,0,1.67977785247138,2.10190444803235,0
Palld,0,0,0,0,0,0,0,0,1.50587073694436,0,0,0,0,0,0,0,0
Pamr1,0,0,0,1.09981782777546,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcolce,0,0,0,1.26866229369791,0,0,1.83900851107713,1.21074182335082,0,0,0,0,0,0,0,0,0
Pcolce2,0,0,0,0.93152867453577,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcp4l1,0,0,0,0,0,0,0,0,1.6503040025081,0,0,0,0,0.944727110099084,0,0,0
Pdgfra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pdgfrb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93142933867216
Pdlim2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pdlim3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pecam1,0,0,0,0,0,0,0,0,0,1.42972352285942,0,0,0,1.64765066629478,0,0,0
Perp,0,1.59235359362758,1.66400821818487,0,0,1.81057393758872,0,0,0,0,0,1.11361851369879,0,0,0,0,0
Pf4,0,0,0,0,0,0,0,0,0,0,0,0,3.99634905370747,0,0,0,0
Phlda1,0,0.893158848621084,0.953895360718099,1.58041661741489,0,1.57265311605712,0,1.38129197930347,0,0,0,0,0,0,0,0,2.3393089958505
Pi16,0,0.259137434254306,0,3.13592240609005,0,0,0,3.15930835279073,0,0,0,0,0,0,0,0,0
Pid1,0,0,0,0.736808723563124,0,0,0,0,0,0,0,0,0,0,0,0,0
Pitx1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pkm,0.957587512065829,1.74720644113455,1.61542803764512,0,0,1.82830164050096,0.785067620993006,0,0,0,1.28128716359971,1.39686437998953,0,0,1.48023809768553,0,0
Plac8,0,0,0,0,0,0,1.18394550529341,0.988969986109326,0,0,1.17709682516126,0,0,0,0,0,0
Plekho2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pln,0,0,0,0,0,0,0,0,1.63082452095939,0,0,0,0,0,0,0,0
Plpp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.937879109581323,0,0,0
Plpp3,0,0,0,1.26468858563767,0,0,1.30623216279316,1.21315401846197,0,0.746185761494967,0,0,0,0.825037471191731,0,0,0
Pltp,0,0,0,0.728988194320034,0,0,2.20011778005626,0.76225464775303,0,1.40991626105992,0,0,2.4029232462642,2.66328551902282,0,0,0
Plvap,0,0,0,0,0,0,0,0,0,2.41326452731711,0,0,0,2.07862980720415,0,0,0
Plxdc2,0,0,0,0,0,0,0.853243768043291,1.43441920060208,0,0,0,0,0,0,0,0,0
Pmp22,0,0,0,1.42959484689678,0,0,0,1.15617717995722,0,0,0,0,0,0,0,0,1.79700914951126
Podn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Postn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22586331513017
Ppia,2.06285156657443,2.49449535546513,2.43604739346481,1.27749867581729,1.86533444178824,2.43004027496568,1.53311232340108,1.41892344422306,2.06754035902776,2.38282589307206,1.70537353085265,2.2009251476706,0,1.97957300584334,0,2.27653959721988,2.05046827128452
Ppic,0,0,0,0.692295395313172,0,0,1.5222572828148,0,0,0,0,0,0,0,0,0,0
Ppp1r12a,0,0,0,0,0,0,0,0,1.56939518203273,0,0,0,0,0,0,0,0
Ppp1r14a,0,0,0,0,0,0,0,0,0.679669621652556,0,0,0,0,0,0,0,0
Ppp1r15a,0,0,0,0,0,0,0,0,1.56020011026383,0,0,0,0,0,0,0,0
Prdx5,0.733387531463163,1.81138951257823,1.63449573678415,0,0,1.59107029892209,0,0,0,0,1.28564627586407,1.77317511887795,0,0,1.32059052309258,0,0
Prelp,0,0,0,0,0,0,0.8458802708287,0,0,0,0,0,0,0,0,0,0
Prkcdbp,0,0,0,1.04537638297736,0,0,0,1.10178771440665,1.78852956177537,1.6014264284756,0,0,0,1.20640083798578,0,0,1.93142933867216
Prnp,0,0,0,1.07150232308108,0,0,0,0,0,0,0,0,0,0,0,0,0
Prss23,0,0,0,1.63633806398509,0,0,0,0,1.44487663479223,0,0,0,0,0.855251534214458,0,0,1.16188470954449
Psca,0.787985525966881,3.0499775948355,2.89928559667056,0,0,0.484542677966814,0,0,0,0,0,3.01243587625642,0,0,2.34031664580386,0,0
Ptges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ptgis,0,0,0,0.785234709120635,0,0,0,0,0,0,0,0,0,0,0,0,0
Ptrf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pttg1ip,0.585692417036304,2.00832976108052,1.82547248411358,0,0,1.10998107921075,0,0,0,0,0,1.14229877455341,0,0,1.07256865949796,0,0
Ramp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramp2,0,0,0,0,0,0,0,0,0,1.90247809037025,0,0,0,1.73617288571514,0,0,0
Rarres2,0,0,0,1.29863599121352,0,0,1.43269658072203,1.63265780373816,0.967414884579212,0,0,0,0,0,0,0,1.93142933867216
Rasd1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rasl11a,0,0,0,0,0,0,0,0,1.77018730949564,0,0,0,0,0,0,0,1.22586331513017
Rbp1,0,0,0,1.99536576293425,0,0,0.768461433783774,1.73368881639808,0,1.2158993682993,0,0,0,0,0,0,0
Rbp4,0,0,0,0,0,0,2.49102422434664,0,0,0,0,0,0,0,0,0,0
Rcn3,0,0,0,1.33815224935903,0,0,1.6507860878828,1.19320193288336,0,0,0,0,0,0,0,0,0
Rgs2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rgs4,0,0,0,0,0,0,0,0,1.12313289162096,0,0,0,0,0,0,0,0
Rgs5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79700914951126
Rhoc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhoj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rnase4,0.308774541665332,0.662761168509589,0.790331514345684,2.06989408604379,0,1.08518040570245,1.36306357368729,1.36182416500848,0,0,0,0,0,0,0,0,0
Rpl17,1.92742203140372,2.48292726259638,2.26610264941423,1.70790500761157,2.55677162936074,2.37088276639806,1.44314889231108,1.8719990919552,0,1.88583788321046,1.98675046750409,2.19755387546934,1.4998760669226,1.87847068211507,2.00748940262684,2.06347684739233,0
Rpl27,2.10596703477033,2.46758500641699,2.40387464944057,1.56687566883389,2.24576446175974,2.45674303845579,1.53172779801719,1.75927472210501,1.55523418353035,1.99035645870923,2.01728681352895,2.42834827351734,1.16596547832317,1.53454162208528,2.01114276587837,2.66353179202638,2.05046827128452
Rpl29,1.46847487944742,1.97626399819496,1.96787026258658,1.06264332849511,1.71632210703824,1.90027442880505,1.03095786051788,1.06631590629114,0,1.33340745890031,1.68912030572179,1.94778424042618,0.588095186437488,1.36581086015672,1.03127919146455,1.81304203901991,0
Rps18,2.22835171172794,2.86191294599193,2.75377068549442,1.89860556418502,2.57561379461443,2.80291085091917,1.73764455957333,2.19981475479835,1.1941362986826,2.47004821618159,1.66039705076026,2.7723849361976,1.54304913637455,2.26603330237553,1.92347136749491,2.85057917374708,1.74531161557202
Rps6,1.14622250732068,2.13516677074125,2.01636332875906,1.03591848614795,1.48115722846289,1.83811070647286,0.296556442293338,1.19554074985452,0,1.68893736865125,1.26100359214924,1.95064327977126,0,1.01355584020437,0,1.48513081710392,0
Rrad,0,0,0,0,0,0,0,0,1.37621097012634,0,0,0,0,0,0,0,0
S100a10,0,0,0,2.20223541132678,1.36795865004017,0,1.00153623409966,1.81076661742451,0,1.38321286337704,0,0,0,0,0,1.59165944614673,0
S100a11,2.22835171172794,2.81248647962391,2.84297530316616,2.08295220160198,1.78572378823576,2.85168548944699,1.8735605470417,1.97680702045523,1.90896982954754,1.82452135023811,1.17709682516126,2.62113085904586,0,1.42368077614663,2.48280573489081,1.58541301413276,2.38666579936575
S100a13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408416825663325,0,0,0
S100a4,0,0,0,0,2.00008760721951,0,0,0,0,0,1.28128716359971,0,0,0,0,0,0
Scara5,0,0,0,1.36306236410422,0,0,0,1.72017367712591,0,0,0,0,0,0,0,0,0
Scpep1,0,0,0,1.07374125804004,0,0,1.01785574207498,0,0,0,0,0,0,0,0,0,0
Sdc1,0,1.40655707344438,1.27729957944949,0,0,1.44023862934024,0,0,0,0,0,0,0,0,1.15937625092408,0,0
Sdc2,0,0,0,0,0,0,0.851738295509351,0,0,0,0,0,0,0,0,0,0
Sdpr,0,0,0,0,0,0,0,0,0,1.38897645775652,0,0,0,1.18815577008989,0,0,0
Selenom,0,0,0,0.638494253989881,0,0,0.944231108665815,0,0,0,0,0,0,0,0,0,0
Selenop,0,0.315903778574849,0,1.43096965176521,0,0,0.907052909689082,0.907158989890818,0,1.33741864843951,0,0,4.4665260012295,0.584943096886264,0,0,0
Sema3c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serpina3n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serpine2,0,0,0,0,0,0,0,0,1.24956926287938,0,0,0,0,0,0,0,0
Serpinf1,0,0,0,1.34654776320058,0,0,0,0,0,0,0,0,0,0,0,0,0
Serping1,0,0,0,2.79752948032931,0,0,2.32413058557582,2.54150611515268,1.46702090279972,0,0,0,0,0,0,0,2.38666579936575
Serpinh1,0,0,0,2.84548542366345,0,0,3.12573068278651,2.65290908709451,1.47948024029297,0,0,0,0,1.4268411148893,0,0,2.30626721130551
Sfn,0,1.5738963332377,1.54482369764603,0,0,1.50784701969689,0,0,0,0,0,1.25995700855738,0,0,0,0,0
Sfrp4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc25a5,1.68492610386007,2.50204464898814,2.50173509507756,0.818109410154165,1.89607154249801,2.47787734836031,1.38593404587693,1.05070906272574,1.93411149632492,1.2643398792992,1.91867255656733,2.30221794637624,1.32049652377452,1.48638793265868,1.89605927716575,1.7963358681829,2.01630070781637
Slc43a3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smoc2,0,0,0,0.774235124478389,0,0,0,0,0,0,0,0,0,0,0,0,0
Smpdl3a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smtn,0,0,0,0,0,0,0,0,1.65124445316321,0,0,0,0,0,0,0,0
Sncg,0,0,0,0,0,0,0,0,1.65691217464085,0,0,0,0,0,0,0,1.16188470954449
Snhg18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22586331513017
Socs3,0,0,0,0,0,0,0,0,0,1.15422213270563,0,0,0,0,0,0,0
Sod3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sorbs2,0,0,0,0,0,0,0,0,1.63082452095939,0,0,0,0,0,0,0,0
Sparc,1.95175594451292,0.464187885268998,0.570388018213561,4.83562522621544,0,0.483039942184795,5.06333348267656,3.63248217626778,3.35046913548194,2.36458530372316,0.516118254419227,0,0,3.43925197928879,0.938434471947649,0,4.19042192493072
Sparcl1,0,0,0,2.86401725219404,0,0,0,2.72615173478136,3.73368165327803,1.68100223514087,0,0,0,2.47546332328713,0,0,2.14867901867475
Spint2,0,1.88700030349804,1.65288778156115,0,0,1.64651677473232,0,0,0,0,0,1.46109265242693,0,0,1.58521097742751,0,0
Spon2,0,0,0,2.08175715360786,0,0,1.36560567128788,1.19087276146728,0,0,0,0,0,0,0,0,0
Sprr1a,2.19890863565064,3.83149785799512,3.71869409066485,0.735265160444979,1.10575919382515,4.21688923470434,0.340931752467384,0,0,0.630445326995449,0,3.73457792118255,1.53726337327702,1.31813278741884,2.9116145852232,0.577652167312182,1.16188470954449
Sprr2a3,0,2.71504295247874,2.66615023840067,0,0,1.74923850445244,0,0,0,0,0,2.68355013043003,0,0,1.58094905709341,0,0
Sptssb,1.21234882407899,3.16568659285315,3.09106747803222,0,0,2.426375719523,0,0,0,0,0,3.01943416272178,0,0,2.39508361404036,0,0
Srgn,0,0,0,0,1.76177676264119,0,0,0,0,1.37294484314451,1.811923807614,0,0,1.43273817668471,0,0,0
Stmn2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Svep1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tagln,0,0,0,0,0,0,0,0,3.14688156439823,0,0,0,0,0,0,0,1.74531161557202
Tcf21,0,0,0,1.87700144186991,0,0,1.63143710408889,2.37733616882278,0,0,0,0,0,0,0,0,0
Tcf4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tgfb1i1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tgfbi,0,0,0,0,0,0,1.36306357368729,0,0,0,0,0,0,0,0,0,0
Tgfbr2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tgm2,0,0,0,0,0,0,1.17847111665762,1.12026408171741,0,1.16788673919536,0,0,0,0,0,0,0
Thbd,0,0,0,0,0,0,0,0,0,1.27757726495293,0,0,0,0,0,0,0
Thbs2,0,0,0,0,0,0,1.54622677738578,0,0,0,0,0,0,0,0,0,0
Thy1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41547328274353,0
Timp2,0,0,0,1.78684443364178,0,0,1.36655319021474,1.31305193202918,0,0,0,0,0,0,0,0,0
Timp3,0,0,0,1.254220221286,0,0,0,1.28020229921299,1.53250964591928,0,0,0,0,1.47030945493316,0,0,1.16188470954449
Tinagl1,0,0,0,0,0,0,0,0,1.91288982828174,0,0,0,0,1.42744924201149,0,0,2.14611010222465
Tm4sf1,0,0,0,0,0,0,0,0,1.56771452043451,1.9070230284869,0,0,0,2.40954269430262,0,0,1.22586331513017
Tmem119,0,0,0,0,0,0,0.858528875123719,0,0,0,0,0,0,0,0,0,0
Tmem123,0,1.67612017935051,1.38438136421489,0,0,0.76605120086833,0,0,0,0,0,0,0,0,0,0,0
Tmem158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
