,unassigned,Neonatal-Heart_1,Neonatal-Heart_2,Neonatal-Heart_4,Neonatal-Heart_15,Neonatal-Heart_17,Neonatal-Heart_3,Neonatal-Heart_8,Neonatal-Heart_6,Neonatal-Heart_13,Neonatal-Heart_11,Neonatal-Heart_18,Neonatal-Heart_14,Neonatal-Heart_5,Neonatal-Heart_12,Neonatal-Heart_9,Neonatal-Heart_16,Neonatal-Heart_7,Neonatal-Heart_10
Ndufa4,0.948178015033427,1.49012505228634,0.74120522536712,0,0,0.80250872966191,0.917404570070376,1.5378904931012,0.746233126909851,0,0.431877126612187,0.833247929529135,0.963737889394531,0.56488087640303,1.4333975550414,0.706334474618072,0,1.01388529090539,0
Ndufa5,0.861324042071517,1.33802683118577,0,0,0,0,0.692094073384592,1.12734674861086,0,0,0.543124299640912,0,0.66137485228597,0.68101613715689,1.1713073188587,0,0.701395893058286,0.887930872000178,1.00302884922153
Ndufa6,0,0.94500478760356,0,0,0,0,0.754993463386155,1.00168897647998,0,0.904941905461477,0,0.473051438099852,0,0,0,0,0,0,0
Ndufa7,0,0.477530157418451,0,0,0,0,0,0.64580017122455,0,0,0,0,0.715800733010381,0,0,0,0,0,0
Ndufab1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ndufb10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ndufb11,0,0,0,0,0,0,0,0.464139817674122,0,0,0,0,0,0,0,0,0,0,0
Ndufb2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ndufb5,0,0.657270013282466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ndufb6,0,0.5607700751939,0,0,0,0,0,0.517188540774971,0,0,0,0,0,0,0.672745089346143,0,0,0,0
Ndufb7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ndufb8,0,1.0240542414641,0,0,0,0.339903755156791,0,0.782223207869623,0,0,0,0,0.563985069100062,0,0.947212765895731,0,0,0,0
Ndufb9,0.702254170827088,1.26677615604076,0,0,0,0,0,1.24649321774045,0,0.685076701385867,0,0,0.671554888425796,0,1.20153160546283,0,0.998576349900967,1.02780493118235,0
Ndufc1,0,1.04116095636848,0,0,0,0,0,0.880743504804588,0,0,0,0,0,0,0.920795426769789,0,0,0,0
Ndufc2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ndufs6,0,0.780771842292838,0,0,0,0,0,0,0,0,0,0,0,0,0.740532151978214,0,0,0,0
Ndufs7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ndufv2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ndufv3,0,0.977763564193347,0,0,0,0,0,0.979395887428266,0.705945561642768,0,0,0,0.76192688683054,0,0.89781446279803,0,0,0,0
Nedd4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nedd8,0,0,0,0,0,0.180772107118994,0,0,0,0,0,0,0,0,0,0,0,0,0
Nexn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nfkbia,0,0,0,0,0,0,0,0,0,0,0,0.835387827107134,0,0,0,0,0,0,0
Ngp,0,0,0,0,4.29549685549293,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Npc2,0,0,0,0,0,0,0,0,0,0.795456689691129,0,0,0,0,0,1.11295115966482,0,0,0
Npm1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nppa,1.33679637611663,2.03454404445685,1.15185255210884,0.948974773810602,1.14336313236152,0.760771320507666,0.950572459799577,4.632369869826,1.12847910426775,0.819461129254725,0.440223531767503,0.51600779888988,0.789168235654884,1.05389147099976,1.78557864604068,1.08560462666696,1.2998162506047,1.11267265937792,1.24666401427563
Nrep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oaz1,0.685894741026971,0.864272043723288,0,0.639736154873894,0,0.727471706535949,0.577299287015034,0.541279091064668,0.590799493131028,0.919640785821101,0.853242706870092,1.00752284104442,0.93563954089351,0,0,0.98776664843726,0,0.846889102576345,0
Ociad1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ogn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P4hb,0,0,0,0,0,0,0,0,0,0,0,0,0,0.841875854584803,0,0,0,0,0
Pabpc1,0,0,0,0,0,0.735432448855228,0.66679525658919,0,0,0,0.514403588541575,0.473051438099852,0.538464636650892,0,0,0,0,0,0
Pcbp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcbp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcolce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pdcd5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pdlim1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pdlim3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pf4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31911749761487,0,0,0
Pfdn5,0,0,0,0,0,0.339903755156791,0,0,0,0,0,0.473051438099852,0,0,0.727758960258188,0,0,0,0
Pfn1,0,0,0,0,0.805631495754783,0,0,0,0,1.14768110972872,0,0.785604684651291,0,0,0,1.09833341935083,1.1027662201395,0,0
Pgam2,0,0,0,0,0,0,0,1.05007854552501,0,0,0,0,0,0,0,0,0,0,0
Pkm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pln,0,1.37349401012503,0,0,0,0,0,0.630678932388681,0,0,0,0,0,0,1.32828421022629,0,0,0,0
Plpp1,0,0,0,0,0,0,0,0,0,0,0,0.785604684651291,0,0,0,0,0,0,0
Pmp22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pnrc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Postn,0,0,1.05838044479827,0,0,0,0,0,0,0,0,0,0,1.3631561395522,0,0,0,0,0
Ppia,0,0,0,0,0,0.754581530837494,0.620110490865218,0,0.744364263884654,0,1.03923083049421,0,1.12801682745086,0,0,0.307409681162883,0,0.988924000253827,0
Ppib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prdx1,0,0,0,0,0,0.998241394355311,0.855167962575189,0,0,0,0.978612767775371,0.477333651701938,0.80573031376586,0.761020180798933,0,1.22279765440677,0,0.803296315653274,0.8742506284022
Prdx2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prdx4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psap,0,0,0,0,0,0.325198814073813,0,0,0,0.643669821070848,0,0,0,0,0,1.21874733344158,0,0,0
Psma7,0,0,0,0,0,0.704698998003092,0.497613665549218,0,0,0,0,0,0.868423855766908,0,0,0,0,0,0
Psmb1,0,0,0,0,0,0,0,0,0,0,0,0,0.824874847441275,0,0,0,0,0,0
Ptgds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ptgis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.661426791928108,0,0,0,0,0
Ptma,1.02592601503575,0,1.04553334199505,1.07412483984836,0,1.18382374380444,0.937167086530443,0,1.09064176609772,1.25234081906751,1.58070337471245,1.26095977135245,1.57998509304435,1.19662734681804,0,0,0,1.21639156985154,1.14119785753801
Ptms,0,0,0,0,0,0.325198814073813,0,0,0,0,0.971861695686043,0,0,0,0,0,0,0,0
Ptn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rab11a,0,0,0,0,0,0.773264606962242,0.82182508269937,0,0,0,0,1.00752284104442,0.288793978564503,0,0,0,0,0,0
Rabac1,0,0,0,0,0,0.752810578188387,0,0,0,0,0,0.51600779888988,0,0,0,0,0,0,0
Rack1,0,0,0,0.613184629817831,0.249879674382011,0,0,0,0,0.918148725435948,0,0,0.634505101092177,0,0,0,0,0,0
Ramp2,0,0,0,1.25091647691543,0,1.23646482211465,1.55410086955796,0,0,0,0,1.55591971042794,1.18258549057328,0,0,0,0,0,0
Rarres2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rbp1,0,0,0,0,0,0,0.696713336451279,0,0.806870535279325,0,0,1.13653092778031,0,0.894937970824193,0,0,0,0,0
Rbp7,0,0,0,0.663333973929445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rbx1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rcn3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reep5,0,0,0,0,0.243272572537438,0.180772107118994,0,0,0,0,0,0,0,0,0,0,0,0,0
Retnlg,0,0,0,0,2.33820341983094,0,0,0,0,0,0,0,0,0,0,0,3.42776142426688,0,0
Rgs5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28007412140995
Rhoa,0,0,0,0,0,0.694065067433633,0,0,0,0,0.431877126612187,0.813031661150883,0,0,0,0,0,0,0
Rhoc,0,0,0,0.389359176702043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rnase4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rpl10a,0,0,0.89789993817149,0,0,0.754581530837494,0,0,0,0.835081436096146,0,0,0.253376458359425,0,0,0,0,0,0
Rpl12,0,0,0,0,0,0,0,0,0,0,0.609297037042384,0,0,0,0,0,0,0,0
Rpl15,0,0,0,0.577587957129005,0,1.07948044913446,0.435928281818573,0,0,0,0.670293501733552,0.813031661150883,0,0,0,0,0,0,0
Rpl17,0.810143277958397,0.549575537660734,1.09411879657721,1.01525957043449,0,0.520675862275786,1.04212882639272,0.564626474850111,0.890458903535728,1.13885936579121,0.952979466386065,1.00752284104442,0.959091466525573,1.037308152642,0,0.881747412313572,0,0.906389923542469,0
Rpl18,1.12276768021008,0.876951814732661,1.16699344339374,1.24384604551317,0.502813637350176,1.18382374380444,1.09518808464236,0.615225762886197,1.26313824425121,1.17627941120141,1.03923083049421,1.32502563134109,0.993193573227395,1.05389147099976,0.90128477586527,1.04045316352396,0,1.06289708440102,0
Rpl19,0.733236569145247,0.614491708386954,0.956211371465209,0.984600349314881,0.231986123850505,0.354161312276841,0.82182508269937,0,0.950172690307151,1.12050775731057,0.822418261124395,0.785604684651291,1.11054880127004,0.902778813017898,0,0.964000067242614,1.12560608114886,0.952175728796436,0
Rpl22,0.936003020705813,0.661807335135302,1.10990248043408,1.04212882639272,0,0.773264606962242,1.04601915304618,0.668353706448362,0.976069737880591,1.22995645386108,0.952979466386065,0.813031661150883,0.98805690764021,1.05389147099976,0,1.00392763793831,0,0.8296056235867,1.14119785753801
Rpl22l1,0,0,0,0,0,0,0,0,0,0,0.641875712426684,0.473051438099852,0.983343782223587,0,0,0,0,0,0
Rpl24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rpl27,0.702254170827088,0.444264792783601,0.948576394422014,0.993287286812974,0,0.839815951601593,0.964381301688369,0.610270480620811,1.00303216855504,1.16149078950023,0.971861695686043,1.10824684566317,1.17007498961609,0.911495898316618,0,0.879724732289795,0,0.94421491413844,0
Rpl27a,0,0,0,0.79601145667174,0,0.665102569230604,0.849418828487621,0,0.914561199096841,0.685076701385867,0.775472941125576,0,0,0.741783759339157,0,0,0,0,0
Rpl28,1.02592601503575,0.896353107696131,1.00572106383613,0.99636547418566,0.249879674382011,0,0.964931307513453,0.739469799533218,0.748855430259109,1.12050775731057,0.834469346500228,0,0.959091466525573,0.977763564193347,0.930387553150926,0.838290825611552,0,1.0240542414641,0.914440372119662
Rpl29,0,0,0,0.624816674911201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rpl3,1.04699647501077,0.869564576640161,1.11938137329717,1.10385779469674,0,0.877020816620541,1.15664789607671,0.806719796805835,1.1045546628094,1.19922327126265,1.10990219181812,1.19533383261119,1.30615709788052,1.17006949208924,0,1.04661258860506,0,1.04212882639272,1.29062441945222
Rpl35a,1.04309857536417,0.777054861925752,1.05438979669792,1.07619295767118,0,0.874675003743295,1.04895684776621,0.753022528603845,1.13887067631897,1.14768110972872,0.971861695686043,1.19533383261119,0.999581701947791,0.997690776754283,0.699276682421008,1.04261370087845,0,0,1.14119785753801
Rpl5,0,0,0,0,0,0.752810578188387,0,0,0,0.918148725435948,0.543124299640912,0,0.278896890808595,0,0,0,0,0,0
Rpl6,0.872906454685107,0.671467901637266,1.05092489786049,0.967691125194704,0.249879674382011,0.746154782660697,1.02498923807472,0.75801124708442,0.903379407320591,1.04797570464506,0.907115728656983,0.833247929529135,0.778488964941515,0.999463558993929,0,0.862235947344452,0.934069546377648,0.803296315653274,0.814774860203311
Rpl9,0,0,0.958238410309718,1.00662069442202,0,1.03515759960072,1.00572022677651,0,0.886384985058334,0.643669821070848,0.822418261124395,0.895291322605243,1.17277599212926,0.926417575309662,0,0.630753390725659,0,0.808420333767735,0
Rps10,0,0,0,0,0,0,0.78506467717719,0,0,1.08718876129575,0.652795533542532,0.833247929529135,0.580518362787707,0,0,0,0,0,0
Rps18,1.16027606558034,0.837539051911072,1.21305007174735,1.14119785753801,0,1.13360995302116,1.26023671224035,0.768716229005475,1.09197360485734,1.45284063333821,0.907115728656983,1.19533383261119,1.12186305002953,1.18636127442078,0.913010287326525,0.874593889136957,0,0.983740326214573,1.13537045774196
Rps27l,0,0,0,0,0,0,0,0,0,0,0.573004053747464,0,0,0,0,0,0,0,0
Rps28,0.921888299396403,0.609619091383118,1.16760619839761,1.15304353728997,0,1.01752629610029,1.05092489786049,0.802799983824763,0.957934570114065,1.29673682942694,1.01297125378456,1.13653092778031,1.07747288023991,1.14708852212665,0,1.05423218960008,0,0.845630042308931,0.836923255034027
Rps4x,0.896353107696131,0.531890066703019,1.11910022274746,1.05587892107202,0,1.0544425013457,1.037308152642,0.792158736481083,0.941474792109257,0.982024951779505,0.97946350401536,1.10824684566317,1.01168100171154,1.01434295360647,0,0.740633944881415,0,1.0382685633694,1.18003885446336
Rps6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S100a10,0,0,0,0.747595943047038,0,1.06054966544937,0,0,0,0,0.573004053747464,0.473051438099852,0,0,0,0,0,0,0
S100a11,0,0,0,0,1.3671161427607,1.14824820159118,0,0,0.915318630850865,1.00933219074784,0.925659502660939,0,0.80573031376586,0,0,0,1.25376861042272,1.01663773371287,0.797680528152193
S100a6,0,0,0,0,0.642412012970606,0.713214149415899,0,0,0,1.34463044792623,0,0,0,0,0,0,1.37523339165779,0,0
S100a8,0,0.861650574938279,0,0,6.19951271029808,0,0,0,0,1.07206501704684,0,0,0,0,0,0,4.58802677476764,0,1.10824684566317
S100a9,0,0,0,0,5.62238383384486,0,0,0,0,0,0,0,0,0,0,0,3.95721538680058,0,0
Sat1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650711217996494,0,0,0
Sdhb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sec11a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sec61b,0,0,0,0,0,0,0,0,0,0,0,0.473051438099852,0,0,0,0,0,0,0
Sec61g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sec62,0,0,0,0,0,0.998241394355311,0.718527948868372,0,0,0,0,0,0.5837850206408,0,0,0,0,0,0
Selenok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selenop,0,0,0,0,0,2.26585024014584,0.918148725435948,0,0,0,0,0.473051438099852,0,0,0,1.07927624528448,0,0,0
Selenow,0,0,0,0,0,0,0.51600779888988,0,0,0,0,0,0,0,0,0,0,0,0
Sept4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sept7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serf2,0,0,0,0,0,0.713214149415899,0,0,0,0,0,0,0,0,0,0,0,0,0
Serinc3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serping1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serpinh1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.894937970824193,0,0,0,0,0
Sfrp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sgk1,0,0,0,0.975225106629634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sh3bgrl3,0,0,0,0,0.315142402297205,0,0,0,0,1.19878979083548,0,0.473051438099852,0,0,0,1.04850652248899,0,0,0
Sh3glb1,0,0,0,0,0,0.373310394259108,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc16a2,0,0,0.957020051276093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc25a3,0,1.12960526221905,0,0,0,0,0,1.06013139860656,0,0,0,0,0,0,0.946373926026567,0,0,0,0
