,unassigned,Neonatal-Heart_1,Neonatal-Heart_2,Neonatal-Heart_4,Neonatal-Heart_15,Neonatal-Heart_17,Neonatal-Heart_3,Neonatal-Heart_8,Neonatal-Heart_6,Neonatal-Heart_13,Neonatal-Heart_11,Neonatal-Heart_18,Neonatal-Heart_14,Neonatal-Heart_5,Neonatal-Heart_12,Neonatal-Heart_9,Neonatal-Heart_16,Neonatal-Heart_7,Neonatal-Heart_10
Cox8a,1.06138499879346,1.3347509920846,0.942247725185379,0.598859552256451,0.56807636526537,0.742263346218215,0.837539051911072,1.37459125608358,0.808899899935676,0.919640785821101,0.982024951779505,0,0.856837303215292,0.997690776754283,1.07258564799748,1.05812572310217,1.15424235976501,1.26023671224035,1.16149078950023
Cox8b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303366489948817,0,0,0,0
Cpe,0,0,0,0,0,0,1.20576547945739,0,0,0,0,0.785604684651291,0,0,0,0,0,0,0
Crip1,1.18003885446336,0.972700289719457,0.834177568433512,0.868899361471729,0,0.939504726935394,1.20840355105409,0,1.31591398560092,1.29062441945222,1.44021554863696,1.19018918120493,1.14405629545728,0.997690776754283,0,0.893984120814642,0.934069546377648,2.89240724547645,1.36830410665549
Crip2,1.16149078950023,1.50513441095135,0.857914569701361,1.06848013120798,0.613704337922974,1.07948044913446,1.26023671224035,1.33893985863362,0.886723956008678,0,0.82182508269937,1.35804957018754,1.19707004894449,0.893527436953618,1.36236615648352,0,0.701395893058286,1.07723014355577,1.21371650589444
Cryab,0,1.05488421858527,0,0,0,0,0,1.25270272969875,0,0,0,0,0,0,0.656785333536059,0,0,0,0
Csrp1,0,0,0,0,0,0,0,0,1.07905032590698,0,0,0,0,0,0,0,0,0.763560467158806,0
Csrp2,0,0,0,0,0,0,0,0,1.60293044826832,0,0,0,0,0,0,0,0,0.966033273275969,0
Csrp3,0,0.841253486227491,0,0,0,0,0,1.16765396860495,0,0,0,0,0,0,0,0,0,0,0
Cst3,0.893175519995278,0.739389182040404,0.978203471387769,0,0.788330041124866,0.746154782660697,0.900149486928535,0.790228094171789,1.14964937592805,1.25807281252229,0.905665316829568,1.65637953671867,0,0.840011583435599,0,1.34297519128162,0,1.6669042997248,0
Ctla2a,0,0,0,0,0,0,0.43939091033591,0,0,0,0,0,0,0,0,0,0,0,0
Ctsb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58792724307339,0,0,0
Ctsd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19405650200183,0,0,0
Ctsl,1.22449221178191,0.77024716800774,1.62694991081381,1.0016887699179,0.827647759522372,1.14137107573358,1.65247058900671,1.05962811902851,1.20576547945739,0,0.779174400242803,0,1.01878696692464,1.24666401427563,0,1.06091781495035,1.14354647136873,0,1.02780493118235
Cxcl12,0,0,0,0,0,0,0,0,0.92302028962192,0,0,0,0,0,0,0,0,0,0
Cyb5a,0,0,0,0,0,0.799637980617334,0.50675291671885,0,0,0,0,0,0,0,0,0,0,0,0
Cyb5r3,0,0,0,0,0,0.829093617796124,0,0,0,0,0,0.473051438099852,0,0,0,0,0,0,0
Cyba,0,0,0,0,1.07788480564392,0,0,0,0,0.919640785821101,0,0,0,0,0,1.21773535835504,0,0,0
Cyc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cycs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cygb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.706143078239416
Cyth3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cytl1,0,0,0,0,0,0,0,0,0,0,0,0.473051438099852,0,0,0,0,0,0,0
Dad1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dbi,0,0,0,0,0,0,0,1.2137180585493,0,0,0,0,0,1.08349745323152,0,0,0,0,0
Dcn,1.27858190844083,0.588478386691096,2.46804627347518,0,0,0,0,0,0,0,0.804996902488666,0,0.5837850206408,2.8163785182619,0.753094060984851,0,1.21505247949834,0,0
Ddah2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ddx5,0.868899361471729,0.479702545834022,0.929465348734314,1.06899072261652,1.18908571554445,0.723580270093467,1.037308152642,0.520935105838258,0.980765836707531,1.08718876129575,0.834469346500228,1.13653092778031,0.906014563281123,0.840011583435599,0,0.874929134708884,0.669902963803177,1.05587892107202,1.14119785753801
Degs1,0,0,0,0,0,1.02497232243521,0,0,0,0,0,0,0,0,0,0,0,0,0
Des,0,0,0,0,0,0,0,0.64580017122455,0,0,0,0,0,0,0,0,0,0,0
Dkk3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.894937970824193,0,0,0,0,0
Dlk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dnajb1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dpep1,0,0,0.99990798386636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dpt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dusp1,0,0,0,0,0,0,0,0,0,0,0,1.22721788799088,0,0,0,0,0,0,0
Dynll1,0,0,0,1.0382685633694,0,0.821191805786658,0.703545611050711,0,0.876960444337632,0,0.952979466386065,1.00752284104442,1.00888112234309,0.990664527057324,0,0,0,0.808420333767735,0
Dynlrb1,0,0,0,0,0,0.350269875834359,0,0,0,0,0,0.51600779888988,0,0,0,0,0,0,0
Ech1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329387702638957,0,0,0,0
Eef1a1,0.468846042670248,0,1.02592601503575,1.07619295767118,0,0.773264606962242,0.930993118024552,0.49537425109921,1.00707681199904,0.918148725435948,0.912965682409798,0.835387827107134,0.693614942362968,0.963557510913012,0,0.822916276679712,0,0.832638597892889,0.914440372119662
Eef1b2,0,0,0,0,0,0.339903755156791,0,0,0,0.584901020369532,0.659152850054686,0,0.885588377897152,0,0,0,0,0,0
Eef2,0.664099984113053,0,0.697772539939636,1.00842667152082,0,0.735432448855228,0.78506467717719,0.455646510328418,0.747635393239542,0,0.670293501733552,0.835387827107134,0,0,0,0,0,0,1.02780493118235
Egfl7,0,0,0,1.35466792774805,0,1.17694661794684,1.15184733322511,0,0,0,0,1.10824684566317,1.22259752332702,0,0,0,0,0,0
Egr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eif2s2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eif3f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eif3h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eif3k,0,0,0,0,0,0,0,0,0,0,0,0.813031661150883,0,0,0,0,0,0,0
Eif4a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eif4ebp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eif5a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eln,1.25376861042272,1.05488421858527,1.09734210900522,0,0.916324863329564,0.821191805786658,1.02125988117856,0,4.4112484625337,0.835081436096146,0.82182508269937,4.15212200268148,1.18713818386664,1.24525333788261,1.04361270556781,0,1.2998162506047,1.26386084927865,0
Elob,0,0.596691996747018,0,0,0,0.325198814073813,0,0.219945050944788,0,0,0.721693761685171,0,0.53227334916802,0.65764570477085,0,0,0,0,0
Emcn,0,0,0,0,0,0,1.01755867531942,0,0,0,0,0,0,0,0,0,0,0,0
Emp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emp3,0,0,0,0,0,0,0,0,0,0,0.697984064814973,0,0,0,0,0,0,0,0
Eng,0,0,0,0,0,0,1.07931080220163,0,0,0,0,0,0.285088178291467,0,0,0,0,0,0
Esam,0,0,0,0.904219686392069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Etfb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eva1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabp3,1.13075337505731,2.17962825957652,0,0,0.955812355436484,0,0,1.15936752731677,0,0,0,0.51600779888988,0,0,2.05106572902461,0,1.27264990102586,0.853883466880954,0.706143078239416
Fabp4,1.2741274051031,1.11769624690768,1.1132357818352,5.15808409586025,0,1.33514111079667,0.988924000253827,0.862771079752969,1.34546576207943,0,1.42280866728388,2.29915180001262,0,0.840011583435599,1.08304628426384,0,1.14827434191496,1.39110368129948,1.3631561395522
Fabp5,0,0,0,1.17878289270259,0,0,2.36170571509829,0,0,0,1.24949557079121,0,0,0,0,0,0,1.15906401485629,1.75679323430666
Fbln2,0,0,0,0,0,0,0,0,0,0,0,1.70959876514732,0,0,0,0,0,0,0
Fbln5,0,0,0,0,0,0,0,0,1.53417923929267,0,0,1.22721788799088,0,0,0,0,0,0,0
Fcer1g,0,0,0,0,1.08565913552383,0,0,0,0,1.16149078950023,0,0,0,0,0,1.73120489756554,0,0,0
Fhl1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fhl2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fis1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fkbp1a,0,0,0,0.752511044344699,0,0.933411671163212,0,0,0,0,0,1.05389147099976,0.644407964877007,0,0,0,0,0,0
Fmod,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fn1,0,0,0,0,0,0,0,0,0,0,0,0,0.638210901365212,0,0,0,0,0,0
Fos,0,0,0,0.68101613715689,0,0.354161312276841,0,0,1.7408865115218,0,0,1.44359119878116,0,0,0,0,0,1.07001343737378,0
Fstl1,0.988056117189804,0,1.19339945823594,0,0,0,0.43939091033591,0,1.47110717086753,0,1.037308152642,1.59498426343363,1.06751392419939,1.85159561638542,0,0,0,0.871566532745766,1.037308152642
Ftl1,1.13190394276056,0.849101762852167,1.25663633837462,1.12390123495779,1.19497292335017,0.923226393997705,1.21907914685855,0.7522704507239,0.936780230045504,1.47476192947945,1.02218956825021,1.22721788799088,1.00888112234309,1.16945229968887,0,2.92116963706779,1.32181742836798,1.01205893019427,1.18003885446336
Fxyd1,0,0,0,0,0,0,0,0.597227406033257,0.934953749702586,0,0,0,0,0,0,0,0,0.853883466880954,0
Gabarap,0.467241361653405,0.442740586787098,0,0.641160912151844,0.788330041124866,0,0.581660277388515,0,0.931016619392858,0.685076701385867,0,0.785604684651291,0.538464636650892,0.661426791928108,0,1.05071615939606,1.12276768021008,0,0
Gadd45g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gapdh,0.793797134906088,1.24525333788261,0,0.768176988836341,1.12174776864656,0,0.444945618187919,1.25020945332863,0,1.08718876129575,0.892823888921189,0.828700152964669,0.253376458359425,0,0.980830762712106,1.03923920956284,0.701395893058286,0.982024951779505,0
Gas1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gas5,0.803296315653274,0,1.04944837899106,1.03539287808635,0,0.752810578188387,1.07619295767118,0.620558348172925,0,0,0.82182508269937,0,0.75797247129554,0.982881861831211,0,0,0.669902963803177,0,0.962735178124095
Gm10736,0,0,0,0,0,0.694065067433633,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15427,0,0,0,0,0,0,0,0,0,0.455237836354273,0,0,0,0,0,0,0,0,0
Gm2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5483,0,0,0,0,4.26200318106,0,0,0,0,0,0,0,0,0,0,0,2.98607889461017,0,0
Gnas,1.14590527627799,0.893527436953618,1.39021227809926,1.50584053998947,0,2.55198476446092,1.21505247949834,0.967298436905069,1.11379542391866,0,1.24949557079121,1.55591971042794,1.16669548016336,1.17130593965664,0.679657578473316,0,0.94500478760356,1.81072280567688,2.0200955070121
Gnb2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gng11,0,0,0,1.10714615516332,0,1.63439632833569,0,0,0,0,0.834469346500228,0,0,0,0,0,0,0,1.18003885446336
Gng5,0,0,0,0,0,0,0.50675291671885,0,0,0,0,0.833247929529135,0.567690869373098,0,0,0.82064135791232,0,0,0
Gpihbp1,0,0,0,1.90171878329534,0,0.765303864642963,0,0,0,0,0,0,0,0,0,0,0,0,0
Gpx1,0,0,0,0,0.893804617309419,0.713214149415899,0,0,0,1.14827434191496,0,1.00752284104442,0,0,0,1.22178567932023,0,0,0
Gpx3,0.817990735713827,0.833247929529135,1.32341945107712,0,0.759622366077234,0,0,2.31587572892056,0,0,0,0,0,0,0.632754192587774,0,0,0,0.972700289719457
Grn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22996294700079,0,0,0
Gsn,0.413001198170418,0,1.36443937362056,0,0.231986123850505,0,0,0,0,0,0,0,0,0.827195539059363,0,0,0,1.05587892107202,0
Gstm1,0,0,0.979038135895365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16392829411414
H19,0.975225106629634,0.794902714893351,1.00437287112759,0.688773621456028,0.878989564876231,2.18556292477217,2.87420015964415,0,0,0,0.853242706870092,1.10824684566317,2.0752586261973,0.739866832893368,0.653636365783176,0,1.17130593965664,0.763560467158806,0.8742506284022
H1f0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H3f3a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H3f3b,1.32341945107712,0.885850755278184,1.38843192677984,1.53616504017743,1.23804783090305,1.17694661794684,1.42593967738277,0.56859341082111,1.82642109207848,1.4974143079369,1.83008441373354,1.96171915396992,1.51280975821354,1.3964817795144,0,1.34380172690901,1.34297300589178,1.37697751421455,1.85833032447606
Hba-a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hbb-bs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hcfc1r1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hes1,0,0,0,0.993287286812974,0,1.0277115732658,0.866909990852613,0,0,0,0.822418261124395,1.32502563134109,0,0,0,0,0,0,0
Hint1,0.697984064814973,1.01725150183446,0.786969622956515,0.564053840478445,0,0.829093617796124,0,1.16212636484035,0.851324704448291,0.685076701385867,0.905665316829568,0.477333651701938,0.874052107507107,0.862304405977425,0,0.292450510184766,0,0,0
Hmgn1,0,0,0,0,0,0,0,0,0,0,0,0.473051438099852,0,0,0,0,0,0,0
Hnrnpk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hsbp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hsp90aa1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hsp90ab1,0.773373943582665,0.518085274843119,0.791323504013296,1.07931080220163,0,0.727471706535949,1.05687558447717,0.771579317155131,0,0.795456689691129,0.775472941125576,1.32986929001047,1.12134630533827,0.61977708778658,0.786387857604985,0,0,0,0
Hspa1a,0,0,0,1.23964434459202,0,0,0,0,0,1.08718876129575,0,1.76427596792773,0,0,0,0,0,0,1.12960526221905
Hspa5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hspb1,1.01571852582305,1.25305428276852,0,1.02592601503575,0,0,0,1.14708980909648,1.32342152985454,0,0.721693761685171,0.895291322605243,0,0,0.961569750555062,0,0,1.20840355105409,0.777583638649205
Hspb7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hspe1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Htra3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Id1,0,0,0,1.11267265937792,0,0,0,0,0,0,0,1.19018918120493,0.301621471979112,0,0,0,0,0,0
Id2,0,0,0,0,0,0,0,0,0,0,0,0.895291322605243,0,0,0,0,0,0,0
Id3,1.18255926995104,0,1.24879707847506,1.62566866419855,0,1.22130848916297,1.34962918381459,0,1.75681587596751,0,1.10058984522952,2.00358389381255,1.78079587498395,1.31862578729024,0.313427946828873,0.685256665149996,0,1.20840355105409,1.20972717147438
Idh2,0,1.25376861042272,0,0,0,0,0,1.20332205277219,0,0,0,0,0,0,0.930387553150926,0,0,0.934841943440694,0
Idh3g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ier2,0,0,0,0.702684113401734,0,0,0,0,0.844257611367537,0,0,0.785604684651291,0,0,0,0,0,0,0
Ier3,0,0,0,0,0,0,0,0,0,0,0,1.32502563134109,0,0,0,0,0,0,0
Ier3ip1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ifi27l2a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ifitm2,0.802166679369354,0,0.890831189095003,0,0.231986123850505,0.765303864642963,1.01114831513861,0,0.590799493131028,0.786145453831325,0.573004053747464,0,0.997356328035508,0.825397393914713,0,0.613883972878912,0.683040272168582,0,0.814774860203311
Ifitm3,1.00035240873879,0,1.13248045816913,1.2998162506047,1.14946792767588,1.1756835678113,1.12163652364402,0,0,1.47476192947945,0.878308869479399,1.22721788799088,0.774939358704503,0.930993118024552,0,0.88550629746896,1.14827434191496,0,1.2998162506047
Igf2,0,0,0,0,0,1.41527324129026,1.91187709618094,0,0,0,0,0,0.288793978564503,0,0,0,0,0,0
Igfbp4,0,0,0,0,0,0.773264606962242,1.07206501704684,0,0,0,0,1.19533383261119,0,0,0,0,0,0,0
Igfbp5,0,0,0,0,0,0,0.999463558993929,0,0,0,0,0,0,0,0,0,0,0,0
Igfbp7,1.37872639848541,0.853883466880954,2.30906540135504,0.880352588376849,0.738337618874272,0,0,0,2.43865962135654,0,1.69800785890691,0.764070608248382,0.253376458359425,2.05667302022595,0,0,1.14827434191496,2.56707885252185,1.63703673806013
Ilk,0,0,0,0,0,0,0,0,0.302888547363967,0,0,0,0,0,0,0,0,0,0
Itm2a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Itm2b,1.17130593965664,0.464343523618415,1.26750766794807,1.52845951795872,1.06558746121185,1.16963966483787,1.79212869211754,0,0.935615663476054,1.16027606558034,1.27709339440393,1.74203893955225,1.51280975821354,1.32181742836798,0.709533850268545,1.57953665400247,1.25376861042272,1.25663459379725,1.24384604551317
Ivns1abp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jun,0,0,0,0,0,0,0,0,0,0,0,0.477333651701938,0,0,0,0,0,0,0
Junb,0,0,0,0,0,0,0,0,0,0,0,1.26095977135245,0,0,0,0,0,0,0
Klf2,0,0,0,0,0,0,0.451169036330707,0,0,0,0,1.22721788799088,0,0,0,0,0,0,0
Klf9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Krtcap2,0,0,0,0,0,0,0,0,0,0,0,0,0.580518362787707,0,0,0,0,0,0
Lamp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.846438660726786,0,0,0
Laptm4a,0,0,0,0,0,0.94185053981264,0.638317818336492,0,0,0,0,0.51600779888988,0,0,0,0,0,0,0.814774860203311
Lcn2,0,0,0,0,3.30375699919161,0,0,0,0,0,0,0,0,0,0,0,1.25663459379725,0,0
Ldha,0,0,0,0,0.231986123850505,0,0,0,0,0,0,0.813031661150883,0,0,0,0,0,0,0
Ldhb,0,1.21505247949834,0,0,0,0,0,1.27787456931413,0,0,0,0,0,0,1.19019499928019,0,0,0,0
Lgals1,1.3665834848251,1.22858555370327,1.74643741558668,0,0.799774235788274,0.69017363099115,0.6875368059714,0,1.99111325747754,1.23408868241007,1.59138750434604,0,0.778488964941515,2.307896274155,1.09614678969132,1.35510668772951,1.3804800652876,1.72612580300009,1.72755902582055
Lhfp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lmo4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loxl1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lpl,0.312571057493062,1.13653092778031,1.25879367319258,1.3347509920846,0,0,0,0.817047287804608,0,0,0,0,0,0,0.860510452079997,0,0,0,0
Ltbp4,0,0,0,0,0,0.180772107118994,0,0,0,0,0,0.764070608248382,0,0,0,0,0,0,0
Lum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ly6c1,0,0,0,1.38400183039655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ly6e,0,0,0,1.29827459237543,0,0,0,0,0,1.14590527627799,0,0,0,0,0,0,0,0,0
Lyz2,0,0,0,0,3.34290859679102,0,0,0,0,3.84210827966648,0,0,0,0,0,1.98597628822029,1.24807808758975,0,0
Maged2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.706143078239416
Malat1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Map1lc3a,0,0.709636952458448,0,0,0,0,0,0,0,0,0,0,0,0,0.821567235580399,0,0,0,0
Map1lc3b,0,0,0,0,0,0,0,0.615225762886197,0,0,0,0.785604684651291,0,0,0,0,0.669902963803177,0,0
Mb,0,0.841875854584803,0,0,0,0,0,0,0,0,0,0,0,0,1.04807138910645,0,0,0,0
Mdh1,0,1.09734210900522,0,0,0,0,0,1.01262803451883,0,0,0,0,0,0,0.709533850268545,0,0,0,0
Mdh2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meg3,0,0,1.04944837899106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mfap2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07826942286098,0,0,0,0,0
Mfap4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.897772870821886,0,0,0,0,0
Mfap5,0,0,0,0,0,0,0,0,0,0,0,0.833247929529135,0,0,0,0,0,0,0
Mfge8,0,0,0,0,0,0,0,0,0,0,0,0,0.602793381160134,0,0,0,0,0.925659502660939,0.839392044588222
Mgll,0,0,0,0.998576349900967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mgp,1.79493725264417,1.24666401427563,1.76804457948438,0.706577892412293,1.10965390478801,0.729770059763638,2.17718571872527,0.873914318586714,1.97571004182623,0.584901020369532,1.30446475445089,2.27663955445661,0.664924458522982,2.16747992495485,1.0127826700191,0.98776664843726,1.3804800652876,1.32502563134109,1.83994197658436
Mif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minos1,0,0.81594126195736,0,0,0,0,0,0.520591624325422,0,0,0,0,0,0,0,0,0.998576349900967,0,0
Mmp14,0,0,0,0,0,0,0,0,0,0,0,0,0.278896890808595,0,0,0,0,0,0
Mmp2,0,0,0.970195707457081,0,0,0,0,0,0,0,0,0,0,0.942639261531566,0,0,0,0,0
Mmp23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mpc2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mrpl30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mrpl52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mt-Nd3,0,0.893527436953618,0,0,0,0,0,0.767188932181449,0,0,0,0,0,0,1.63217467052452,0,1.1027662201395,0,0
mt-Nd5,1.30446475445089,1.82975788443258,1.0377883580057,1.1627081959014,0.610732469217134,0.760771320507666,1.18636127442078,1.79357147664038,1.07052786983168,0.904941905461477,0.97946350401536,0.473051438099852,0.671554888425796,1.10824684566317,3.37336255786292,1.08560462666696,1.25663459379725,1.07826942286098,1.14119785753801
mt-Rnr1,1.6421458258711,1.81391758382595,1.31942266669916,1.411044937336,1.52573837822925,1.77042964878031,1.75679323430666,2.32287889102725,1.35975631387469,1.32986929001047,1.18003885446336,1.12201330985951,0.916787633594734,1.23964434459202,3.09980031880657,1.35138465548527,1.80913017138494,1.61694651638974,1.36486750244007
Mt1,1.1330569735777,1.31703613500511,0.863288224850356,0,0.613704337922974,0,0,1.42321428410949,1.14354647136873,0.455237836354273,0.721693761685171,0,0,0,1.38153263216975,1.34256274012027,1.12560608114886,0,1.18003885446336
Mt2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mtdh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mustn1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15906401485629,0
Mxd4,0,0,0,0,0,0.381271136578387,0,0,0,0,0,0,0,0,0,0,0,0,0
Mxra8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myh6,0,1.071038200045,0,0,0,0,0,2.15613195353848,0,0,0,0,0,0,1.80833858306572,0,0,0,0
Myh7,0,1.15544380967219,0,0,0,0,0,0,0,0,0,0,0,0,2.00097770192705,0,0,0,0
Myl12a,0,0,0,0.661807335135302,0,0.729770059763638,0,0,1.29138558800334,0,0.925659502660939,0.473051438099852,0.836461399992891,1.06695141131544,0,0,0,0.7140542126766,0.914440372119662
Myl2,1.53395481374299,2.73992838319848,1.21572202467494,0.993287286812974,0.975091212157105,0.912215400418698,0.882406135842512,1.06874613667115,1.10194909355115,0.819461129254725,0.892823888921189,0.764070608248382,0.910660986150082,1.167604833604,2.68867956619757,1.2272243328215,1.25663459379725,1.18954938617113,1.3091488864902
Myl3,1.21639156985154,2.45086180189452,0.833259394578024,0,0.56807636526537,0.325198814073813,0,0.777613509311108,0,0.918148725435948,0,0,0,0.628565599128028,2.26211398447513,0,1.1447245956009,0.925659502660939,1.10824684566317
Myl4,0,0,0,0,0,0,0,2.94853618635752,0,0,0,0,0,0,0,0,0,0,0
Myl6,1.03443800316926,0.709636952458448,0.658004883311901,0.846889102576345,0.933972804813171,0.896206806144264,0.81769730684618,0.663731580911099,2.21897579934197,0.795456689691129,0.834469346500228,1.21773378845241,0,1.17130593965664,0,0.817999495401041,1.20445100603488,1.63746115317948,0
Myl7,0,0,0,0,0,0,0,4.13511380036911,0,0,0,0,0,0,0,0,0.669902963803177,0,0
Myl9,0.685894741026971,1.02780493118235,0,0,0,0,0,1.70577802251265,2.5052648900751,0,0,0,0,0,0,0,0,3.0389326638715,0
Naca,0.514403588541575,0,0.724207210913803,0.582540501165119,0,0.723580270093467,0.648382578264646,0,0.905607369114395,0,0.749554085559777,0.785604684651291,0.813494064217473,0.839392044588222,0,0,0,0.768693465100097,0.839392044588222
Ndrg2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ndufa1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ndufa11,0,0.824203084592913,0,0,0,0.180772107118994,0,0.902094023291023,0,0,0,0,0,0,0.783656444743557,0,0,0,0
Ndufa12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ndufa13,0,0.869564576640161,0,0,0,0,0,0.999029784335071,0,0,0,0,0,0,1.04074529913617,0,0,0,0
Ndufa2,0.848784940618741,1.19404326952246,0,0,0,0,0,1.15936752731677,0.649510400150906,0,0.804996902488666,0,0.278896890808595,0.855167962575189,1.04822069769567,0.813615704000827,0.701395893058286,0.894937970824193,0.972700289719457
Ndufa3,0.469605040414644,1.20052570297315,0,0,0,0.69850920833292,0.51600779888988,1.17285962165318,0,0,0.590585747018922,0,0.53227334916802,0.594540296075744,1.20908375596466,0.817999495401041,0,0.695026350251704,0.814774860203311
