,Blood,Vascular,Neurons,Oligos,Immune,Excluded,Astrocytes,Ependymal
ENSMUSG00000047261,0,0,1.9564444053077,0,0,0,0,0
ENSMUSG00000047557,0,0,0,0,0,0,0,0
ENSMUSG00000047797,0,0,0,0.661356498642281,0,0,0,0
ENSMUSG00000047945,0,0,0,1.49571694796591,0,1.05321144959247,0,0
ENSMUSG00000048001,0,0,0,0,0,0,0,0
ENSMUSG00000048163,0,0,0,0,2.31158524004103,0,0,0
ENSMUSG00000048895,0,0,1.1665314406844,0,0,0,0,0
ENSMUSG00000048978,0,0,1.15765477209997,0,0,0,0,0
ENSMUSG00000049422,0,0,2.04221052191786,0,0,0.510878425892536,2.11226570317056,3.25912578218586
ENSMUSG00000049775,3.52578237344486,5.43954348581674,2.94914227046758,4.19366415812223,5.63667029478969,4.0819115234954,1.60883890217801,2.16995269930486
ENSMUSG00000050121,0,0,0,0.980174920674317,0,0.607119757279722,0,0
ENSMUSG00000050212,0,0.777871462569264,0,0,0,0,0,0
ENSMUSG00000050708,3.39930279896186,3.61213225275128,1.44411681380738,3.34513165149588,4.79188373770718,3.04455443780892,2.3252258121791,2.4386163265682
ENSMUSG00000050732,0,0,0,0,0,0,0,0
ENSMUSG00000050953,0,0,0,0,0,0,2.63563803341209,0
ENSMUSG00000051234,0,0,0.461428922062355,1.89167859009678,0,1.52400518654702,0,0.562362348736806
ENSMUSG00000051359,0,0,1.07777255627555,0,0,0,0,0
ENSMUSG00000051391,0,0,1.92160445226342,0,0,0,0,0
ENSMUSG00000051439,0,0,0,0,1.17829304281272,0,0,0
ENSMUSG00000051910,0,0,0,0,0,0,0,0
ENSMUSG00000052160,0,0,0,0,1.49571755531003,0,0,0
ENSMUSG00000052229,0,0,0,0,0,0,0,0
ENSMUSG00000052305,0,0,0,0,0,0,0,0
ENSMUSG00000052336,0,0,0,0,1.54298099056911,0,0,0
ENSMUSG00000052584,0,0,1.10948927936559,0,0,0,0,0
ENSMUSG00000052684,0,0,0,0,1.69193709695412,0,0,1.17039654815129
ENSMUSG00000052727,0,0,2.02823844248134,0,0,0,0,0
ENSMUSG00000052837,0,0,0,0,3.03277507150696,0,0,0
ENSMUSG00000053192,0,0,1.91278130349686,0,0,0,0,0
ENSMUSG00000053560,0,0.485891801623698,0,0,0,0,0,0
ENSMUSG00000054252,0,0,0,0,0,0,1.82493167174879,0
ENSMUSG00000054428,0,1.05162512575221,2.18664782342243,0.523404241585271,1.10070497576771,0.916601043134233,0,1.63188930937378
ENSMUSG00000054459,0,0,1.05654450968937,0,0,0,0,0
ENSMUSG00000054675,0,0,0,0,2.35911905717269,0,0,0
ENSMUSG00000055148,0,1.75691921421071,0,0,0,0,0,0
ENSMUSG00000055254,0,0,0.522921172859972,0,0,0,2.0835789840102,1.63429498346164
ENSMUSG00000055421,0,0,0,1.51028677922406,0,1.2722519109882,0,0
ENSMUSG00000055430,0,0,1.85744043859612,0,0,0,0,0
ENSMUSG00000055723,0,0,0,0,0,0,0,0
ENSMUSG00000056492,0,0,0,0,0,0,0,0
ENSMUSG00000056612,0,0,0,0,0,0,0,0
ENSMUSG00000056966,0,0,0,0.906225000674504,0,0.431804243241591,0,0
ENSMUSG00000057098,0,0.819241362996953,0,0,0,0,0,0
ENSMUSG00000057367,0,0,0,0,0,0,0,0
ENSMUSG00000057897,0,0,1.17546186301061,0,0,0,0,0
ENSMUSG00000058135,0,0,0,0,0,0,0,0
ENSMUSG00000058297,0,1.91278130349686,1.20295004560788,0,0,0,0,0
ENSMUSG00000058672,0,0,1.42629449798768,0,0,0,0,0
ENSMUSG00000058715,0,0,0,0,2.71234779029889,0,0,0
ENSMUSG00000059498,0,0,0,0,1.62290770836707,0,0,0
ENSMUSG00000059857,0,0,1.76477921467811,0,0,0,0,0
ENSMUSG00000059974,0,0,1.12584471891129,0,0,0,0,0
ENSMUSG00000060032,0,0,0,1.452924004945,0,1.09424987921124,0,0
ENSMUSG00000060063,0,0,0,0,0,0,0,0
ENSMUSG00000060591,0,0,0,0,0,0,0,0
ENSMUSG00000060636,0,0,0,0,0,0,0,0
ENSMUSG00000060802,0,0,0,0,2.34626901565961,0,0,0
ENSMUSG00000060938,0,0,0,0,0,0,0,0
ENSMUSG00000060961,0,0,0,0,0,0,2.21823267921092,0
ENSMUSG00000061080,0,0,0.63851045038206,0,0,0,1.36422680836269,0
ENSMUSG00000061353,0,1.30472560962557,0,0,0,0,0,0
ENSMUSG00000062078,0,0,0,2.75642912871822,0,2.47458104112115,1.81739486573965,0
ENSMUSG00000062257,0,0,0,0,0,0,0,0
ENSMUSG00000062380,0,0,1.25119468690477,0,0,0,0,0
ENSMUSG00000062591,0,0,0.79654496840105,2.65331534349394,0,2.03337613039665,0,0
ENSMUSG00000062825,0,0,0,0,0,0,0,0
ENSMUSG00000062960,0,1.21784727983502,0,0,0,0,0,0
ENSMUSG00000063696,0,0,0,0,0,0,0,0
ENSMUSG00000063796,0,0,0,0,0,0,0,0
ENSMUSG00000064351,0,0,0.675984983965328,0.864293775832473,0,0.919642024641157,0,0.730863497938776
ENSMUSG00000064354,0,0,0,0,0,0,0,0
ENSMUSG00000064357,0,0,0,0,0,0,0,0
ENSMUSG00000064358,0,0,0,0,0,0,0,0
ENSMUSG00000064373,0,2.07744051260601,0,0,2.38224126935287,1.16438798244901,1.82872663177679,0
ENSMUSG00000066392,0,0,0.47452754545328,0,0,0,0,0
ENSMUSG00000066705,0,0,0,0,0,0,0,0
ENSMUSG00000067786,0,0,0,0,0,0,0,2.22532658364246
ENSMUSG00000067818,0,0,0,0,0,0,0,0
ENSMUSG00000067879,0,0,0,0,0,0,0,0
ENSMUSG00000068748,0,0,0,0,0,0,2.11491960433425,0
ENSMUSG00000068798,0,0,0,1.63280769782388,0,1.09780838465896,0,0
ENSMUSG00000068923,0,0,2.03448822159686,2.73056456847904,0,2.68489670729744,0,0
ENSMUSG00000069516,0,0,0,0,0,0,0,0
ENSMUSG00000069601,0,0,0.888917864653928,1.33234088712512,0,1.18992398781635,0,0
ENSMUSG00000069662,0,0,0,0,0,0,0,0
ENSMUSG00000069763,0,0,0,0,0,0,0,0
ENSMUSG00000069833,0,0,0,0,0,0,0,0
ENSMUSG00000069919,0,0,0,0,0,0,0,0
ENSMUSG00000070348,0,0,0,0,0,0,0,0
ENSMUSG00000070436,0,1.4523522893621,0,0,0,0,0,0.714935548207766
ENSMUSG00000070880,0,0,0,0,0,0,0,0
ENSMUSG00000071658,0,0,1.78974587149473,0,0,0,0,0
ENSMUSG00000071866,0,0,0,0,0,0,0,0
ENSMUSG00000072235,0,1.43153569744115,1.92178186493304,2.01998096235579,0,1.61529861018588,0,3.21539281287978
ENSMUSG00000073411,0,1.11760420185344,0,0,0,0,0,0
ENSMUSG00000073680,0,0,0,1.34577407844847,0,1.03389641954317,0,0
ENSMUSG00000073940,0,0,0,0,0,0,0,0
ENSMUSG00000074457,0,0,0,1.36372768872915,0,0.955939845514321,0,0
ENSMUSG00000075318,0,0,1.09896486393049,0,0,0,0,0
ENSMUSG00000075602,0,1.20467136234191,0,0,0,0,0,0
ENSMUSG00000076439,0,0,0,3.03755401817378,0,2.3795069702254,0,0
ENSMUSG00000078202,0,0,0,0,0,0,0,0
ENSMUSG00000078771,0,0,0,0.608942744887796,0,0.361757730721034,0,0
ENSMUSG00000079018,0,2.42541108825828,0,0,0,0,0,0
ENSMUSG00000079523,0,2.9824122258789,2.53825917216601,0,0,0.90117963685835,0,0.716220306546222
ENSMUSG00000081534,0,0,0,1.43514583762465,0,1.10531816311266,0,0
ENSMUSG00000086503,0,0,0,0,0,0,0,0
ENSMUSG00000090223,0,0,2.91860904545085,0,0,0,0,0
ENSMUSG00000092274,0,0,0,0,0,0,0,0
ENSMUSG00000092341,5.90142872250457,6.66151425387774,5.91296460669223,7.8036385137626,5.96751899815785,7.41745248399735,8.09850083449966,5.63835133054591
ENSMUSG00000093930,0,0,0.431687262752107,2.03835539548645,0,1.77360564373992,0,0
ENSMUSG00000095687,0,0,0,0,1.7237609858363,0,0,0
ENSMUSG00000095845,0,0,0,0,0,0,0,0
ENSMUSG00000097156,0,0,0,0,0,0,2.31117480895021,0
ENSMUSG00000098178,0,0,0,0,0,0,0,0
ENSMUSG00000102252,0,0,2.26833514807991,0,0,0.639544654691224,0,0
ENSMUSG00000103034,0,0,0,0,0,0,0,0
