,Oligos,Neurons,Excluded,Vascular,Blood,Astrocytes,Immune,Ependymal
ENSMUSG00000053398,0,0,0,0,0,0,0,0
ENSMUSG00000053477,0,0,0.613805254925913,0,0,0,0,0
ENSMUSG00000053560,0,0,0,0,0,0,0,0
ENSMUSG00000053931,0,0,0,0,0,0,0,0.499367882955778
ENSMUSG00000054252,0,0,0,0,0,0,0,0
ENSMUSG00000054428,0,1.57492755724818,0.907713424648258,0,0,0,0,1.30831835623006
ENSMUSG00000054675,0,0,0,0,0,0,1.62594650004904,0
ENSMUSG00000055148,0,0,0,0,0,0,0,0
ENSMUSG00000055430,0,0.934525142402118,0.315539523541464,0,0,0,0,0
ENSMUSG00000056055,0,0,0,0,0,0,0,0
ENSMUSG00000056069,0,0,0,0,0,0,0,0
ENSMUSG00000056296,0,0,0,0,0,0,0,0
ENSMUSG00000056708,0,0,0,0,0,0,0,0
ENSMUSG00000057098,0,0,0,0,0,0,0,0
ENSMUSG00000057322,0,1.18699193767644,0.792012368989042,1.23269450549403,0,0,0,1.44876162078616
ENSMUSG00000057367,0,0,0,0,0,0,0,0
ENSMUSG00000057841,0.709839291489574,1.42376127690418,1.26945507928466,1.61405286560676,0,0,1.99238648202644,1.4228183167799
ENSMUSG00000057863,0,0.835570020641421,0.787589622111613,0,0,0,0,1.09471581591786
ENSMUSG00000058135,0,0,0,0,0,0,0,0
ENSMUSG00000058546,0.539992589024374,1.47067130625927,1.24135014802991,1.56983410007617,0,1.19537480378918,1.98272123245777,1.31226583392683
ENSMUSG00000058715,0,0,0,0,0,0,1.5958279608216,0
ENSMUSG00000059498,0,0,0,0,0,0,0,0
ENSMUSG00000059534,0,1.26650920269888,0.889920595477365,0,0,0,0,1.30831835623006
ENSMUSG00000060036,1.53138698263751,2.53416369035483,1.99488270479293,1.95198215734587,0,0.714731369833512,2.42375987392445,1.53160639691866
ENSMUSG00000060063,0,0,0,0,0,0,0,0
ENSMUSG00000060424,0,0,0,0,0,0,0,0
ENSMUSG00000060591,0,0,0,0,0,0,0,0
ENSMUSG00000060636,0,0,0,0,0,0,0,0
ENSMUSG00000060802,0,0,0,0,0,0,1.21554268176676,0
ENSMUSG00000060803,0,0,0,0,0,0,0,0
ENSMUSG00000060938,0,0,0,0,0,0,0,0
ENSMUSG00000060961,0,0,0,0,0,0,0,0
ENSMUSG00000061232,0,0,0,0,0,0,0,0
ENSMUSG00000061353,0,0,0,0,0,0,0,0
ENSMUSG00000061718,0,0,0,0,0,0,0,0
ENSMUSG00000061762,0,0,0,0,0,0,0,0
ENSMUSG00000061808,0,0,0,0,0,0,0,0
ENSMUSG00000062078,1.75341501927904,0,1.31171112259235,0,0,0,0,0
ENSMUSG00000062591,1.83419737047692,0,0.857825938971512,0,0,0,0,0
ENSMUSG00000062825,0,0,0,0,0,0,0,0
ENSMUSG00000062960,0,0,0,0,0,0,0,0
ENSMUSG00000062997,0,1.04549398295779,0.583363046194606,0.769952881515757,0,0,1.33444057742327,0.651376612849032
ENSMUSG00000063457,0,0.881162753634269,0.830063063534408,0,0,0,0,1.15105314513266
ENSMUSG00000063696,0,0,0,0,0,0,0,0
ENSMUSG00000063796,0,0,0,0,0,0,0,0
ENSMUSG00000064351,1.20968542047414,0.534350517392562,0.625808429397678,1.25505592546118,0,0,0,0.4115314144074
ENSMUSG00000064354,0,0,0,0,0,0,0,0
ENSMUSG00000064357,0,0,0,0,0,0,0,0
ENSMUSG00000064358,0,0,0,0,0,0,0,0
ENSMUSG00000064373,0,0,0,1.09283023367333,0,0,1.56837522856704,0
ENSMUSG00000067288,0,1.05174418882558,0.733240307843201,0,0,0,0.903397916255061,0.495291030652297
ENSMUSG00000067786,0,0,0,0,0,0,0,2.05810866501077
ENSMUSG00000067818,0,0,0,0,0,0,0,0
ENSMUSG00000068220,0,0,0,0,0,0,0,0
ENSMUSG00000068523,0,0,0,0,0,0,0,1.21604759080365
ENSMUSG00000068696,0,0,0,0,0,0,0,0
ENSMUSG00000068748,0,0,0,0,0,0.998591423786189,0,0
ENSMUSG00000068798,0.643780499987053,0,0,0,0,0,0,0
ENSMUSG00000068923,1.76203667743077,0.900870164935655,1.79658228288235,0,0,0,0,0
ENSMUSG00000069516,0,0,0,0,0,0,0,0
ENSMUSG00000069763,0,0,0,0,0,0,0,0
ENSMUSG00000069919,0,0,0,0,0,0,0,0
ENSMUSG00000070436,0,0,0,1.00487683477683,0,0,0,0
ENSMUSG00000070493,1.19020138284425,1.77649193319356,1.6027279088667,1.6221607064393,0,1.37557193162231,0,2.47062544606844
ENSMUSG00000070570,0,0,0,0,0,0,0,0
ENSMUSG00000070880,0,0,0,0,0,0,0,0
ENSMUSG00000071658,0,0.866290760295754,0,0,0,0,0,0
ENSMUSG00000071866,0,0.338245350789564,0,1.38908850808469,0,0,0,0
ENSMUSG00000073411,0,0,0,0,0,0,0,0
ENSMUSG00000073680,0,0,0,0,0,0,0,0
ENSMUSG00000073940,0,0,0,0,0,0,0,0
ENSMUSG00000074129,0.997924678368795,1.63929226939675,1.50029037785025,1.89144514055022,0,0,2.11697645872317,1.57304934118975
ENSMUSG00000074457,0,0,0.243814611934865,0,0,0,0,0
ENSMUSG00000075012,0,0,0,0,0,0,0,0
ENSMUSG00000075602,0,0,0,0,0,0,0,0
ENSMUSG00000076439,2.14023282821582,0,1.13764909221836,0,0,0,0,0
ENSMUSG00000078202,0,0,0,0,0,0,0,0
ENSMUSG00000078771,0,0,0,0,0,0,0,0
ENSMUSG00000079018,0,0,0,0.904950545140523,0,0,0,0
ENSMUSG00000079523,0,1.90123526121987,0.790906358770896,1.68291308536257,0,0,0,0.45388492027986
ENSMUSG00000086503,0,0,1.31144398763939,0,0,0,0,0
ENSMUSG00000089929,0,0,0,0,0,0,0,0
ENSMUSG00000090223,0,1.67478732593056,0.440200650105513,0,0,0,0,0
ENSMUSG00000090733,0.990425244455144,1.95483926048907,1.59963253788919,1.83173600602961,2.09318516692178,1.26431026050836,2.21658946000918,2.21250205370133
ENSMUSG00000091971,0,0,0,0,0,0,0,0
ENSMUSG00000092035,0,0,0,0,0,0,0,0
ENSMUSG00000092274,0,0,0,0,0,0,0,0
ENSMUSG00000092341,7.87464527942888,6.49906357358081,7.26795847741741,6.5658189932439,7.33776523904112,7.51018735050331,6.09451267545311,5.65893613739153
ENSMUSG00000093674,2.14377251411312,2.95360786139527,2.64027326990738,2.55206182017175,2.75343706004834,2.39919393186567,2.71058181008296,3.6744168850292
ENSMUSG00000095687,0,0,0,0,0,0,0.776597320183718,0
ENSMUSG00000097156,0,0,0,0,0,1.28667227564564,0,0
ENSMUSG00000098112,0,0,0,0,0,0,0,0
ENSMUSG00000099696,0,0,0,0,0,0,0,0
ENSMUSG00000100147,0,0,0,0,0,0,0,0
ENSMUSG00000102252,0,1.76316820116269,0.953339152010173,0,0,0,0,0
ENSMUSG00000103034,0,0,0,0,0,0,0,0
