,Excluded,Vascular,Immune,Oligos,Blood,Neurons,Astrocytes,Ependymal
ENSMUSG00000041329,0,0,0,0,0,0,2.65342823737615,0.323742291808448
ENSMUSG00000041378,0,3.71566117739953,0,0,0,0,0,0
ENSMUSG00000041556,0,0,0,0,0,0,1.30188797187123,0
ENSMUSG00000041571,2.99668455694076,2.31278480053236,0,2.47495457699738,0.507110634091681,3.57131865005395,2.34992255437943,2.49179085371828
ENSMUSG00000041598,0,0,0,0,0,0,0,0
ENSMUSG00000041607,2.4126600070877,0,0,4.77319179852867,0,0,0,0.80313188534759
ENSMUSG00000042116,0,1.52481001696804,0,0,0,0,0,0
ENSMUSG00000042312,0,1.01194526158728,0,0.387226304829956,0,0,0,0
ENSMUSG00000042613,0,0,0,0,0,0,0,1.28600797591719
ENSMUSG00000042675,1.63903900396246,1.12699152238216,1.16451420015032,1.17015295371387,0,2.10056572743456,0,0
ENSMUSG00000042745,0,1.52628330452044,0,0,0,0,0,0
ENSMUSG00000042750,1.35451292558285,0,0,0,0,2.00885873731487,0,0
ENSMUSG00000043419,0,0,0,0,0,1.20804716935842,0,0
ENSMUSG00000043496,0,0,0,0,0,0,1.33169521462691,0
ENSMUSG00000044080,0,0,0,0.702103271844417,0,0,1.71462041338627,1.42199043946587
ENSMUSG00000044252,1.13055071114389,0,0,0.759178671992771,0,1.11238651139407,0,0
ENSMUSG00000044258,0,0.986987832312116,0,0,0,0,0,0
ENSMUSG00000044288,0,0,0,0,0,0,0,0
ENSMUSG00000044349,1.99881273980572,0,0,0,0,3.18446196499785,0,0
ENSMUSG00000044667,0,0,0,0,0,1.06891979941963,0,0
ENSMUSG00000044708,0,0,0,0,0,0,0,0
ENSMUSG00000044986,0,0,0,0,0,0,1.00304466319513,0
ENSMUSG00000045092,0,0,0,0,0,0,1.56478217604357,0
ENSMUSG00000045136,0,0,0,0,0,0,1.36554440318339,0
ENSMUSG00000045608,0,0,0,0,0,0,0,0
ENSMUSG00000045731,0,0,0,0,0,0,0,0
ENSMUSG00000045763,0,0,0,0,0,1.08206341876213,0,0
ENSMUSG00000046160,0,0,0,1.99940682310285,0,0,0,0
ENSMUSG00000046240,0,0,0,0,0,0,0,0
ENSMUSG00000046312,0,0,0,0,0,0,0,0
ENSMUSG00000046447,1.73980892991082,0,0,0,0,2.49204224107768,0,0
ENSMUSG00000047261,0,0,0,0,0,1.10916974982083,0,0
ENSMUSG00000047557,0,0,0,0,0,0,0,0
ENSMUSG00000047797,0,0,0,1.02796773186082,0,0,0,0
ENSMUSG00000047907,0,0,0,0,0,0,0,0
ENSMUSG00000047945,0,0,0,1.48311487846772,0,0,0,0
ENSMUSG00000048001,0,0,0,0,0,0,1.42272249656558,0
ENSMUSG00000048163,0,0,2.94525614269919,0,0,0,0,0
ENSMUSG00000048644,1.24589640218728,0,0,0,0,1.80294033192873,0,1.19225636595109
ENSMUSG00000048895,0,0,0,0,0,1.05168278944141,0,0
ENSMUSG00000048960,0,0,0,0,0,0,0,0
ENSMUSG00000048978,0.533471051623374,0,0,0,0,1.44486703085719,0,0
ENSMUSG00000049422,1.73587990960209,0,0,0,0,2.00909544743867,2.35960107161341,3.96915130731742
ENSMUSG00000049556,0,0,0,0,0,1.135150947759,0,0
ENSMUSG00000049630,0,0,0,0,0,0,0,0
ENSMUSG00000049775,3.57299692125104,5.1123850252793,5.44338951285819,3.71099948208825,1.5247114650062,2.92930276648837,1.24691402495417,2.47742232378612
ENSMUSG00000050121,0,0,0,1.73002341868632,0,0,0,0
ENSMUSG00000050212,0,0.896032845515148,0,0,0,0,0,0
ENSMUSG00000050423,0,0,0,0,0,0,0,0
ENSMUSG00000050732,0,0,0,0,0,0,0,0.323742291808448
ENSMUSG00000050953,0,0,0,0,0,0,2.28427265316429,0.323742291808448
ENSMUSG00000051359,0,0,0,0,0,0.985237367539009,0,0
ENSMUSG00000051391,0,0,0,0,0,1.23913691091022,0,0
ENSMUSG00000051504,0,0,1.24882847050056,0,0,0,0,0
ENSMUSG00000051515,0,0,0,0,0,0,0.973970873434523,0
ENSMUSG00000052160,0,0,1.78105432964263,0,0,0,0,0
ENSMUSG00000052305,0,0,0,0,10.1634295137401,0,0,0
ENSMUSG00000052336,0,0,2.05144563420754,0,0,0,0,0
ENSMUSG00000052397,0,0,0,0,0,0,0,1.41301106160256
ENSMUSG00000052584,0,0,0,0,0,1.32073370753639,0,0
ENSMUSG00000052684,0,0,0.897002288337152,0,0,0,0,1.51899694366435
ENSMUSG00000052727,0,0,0,0,0,1.45343128209505,0,0
ENSMUSG00000052837,0,0,1.97045811216201,0,0,0,0,1.76970257604743
ENSMUSG00000052889,0,0,0,0,0,1.0011074562697,0,0
ENSMUSG00000053192,1.28151188870851,0,0,0,0,2.16339936750454,0,0
ENSMUSG00000053310,1.65558266205623,0,0,0,0,2.20095852092277,0,0
ENSMUSG00000053560,0,0,0,0,0,0,0,0
ENSMUSG00000053931,0,0,0,0,0,0,0,1.92204598125747
ENSMUSG00000054252,0,0,0,0,0,0,1.3662401420754,0
ENSMUSG00000054428,1.70364151462106,1.1728302791918,1.33136601651068,0.818287257919643,0,2.3031859265907,0,1.97848159999438
ENSMUSG00000054459,1.16632679300091,0,0,0,0,1.49063787174967,0,0
ENSMUSG00000054675,0,0,2.86047403030236,0,0,0,0,0
ENSMUSG00000055148,0,1.73823493745665,0,0,0,0,0,0
ENSMUSG00000055430,0.455611174133124,0,0,0,0,1.01839133474072,0,0
ENSMUSG00000056486,1.37277176420988,0,0,0,0,1.7453431064997,0,0
ENSMUSG00000056492,0,0,0,0,0,0,0,0
ENSMUSG00000057098,0,0.818128499486259,0,0,0,0,0,0
ENSMUSG00000057322,0.626909827657328,1.91631898048726,0,0.73852668533161,0,1.06165507832413,0,1.7167535037384
ENSMUSG00000057897,0,0,0,0,0,1.13711143529991,0,0
ENSMUSG00000058135,0,0,0,0,0,0,1.91533943989821,2.46509149718785
ENSMUSG00000058254,1.97189190982943,0,0,0,0,1.85633856082273,2.97273110752126,0
ENSMUSG00000058297,0,1.90126349582613,0,0,0,0.573671014697239,0,0
ENSMUSG00000058715,0,0,3.13961578247832,0,0,0,0,0
ENSMUSG00000059325,0,0,0,0,0,0,0,0.323742291808448
ENSMUSG00000059498,0,0,2.28951029051151,0,0,0,0,0
ENSMUSG00000059974,0.644155390616445,0,0,0,0,1.24940149220133,1.25151657722554,0
ENSMUSG00000060424,0.394573438199399,0,0,0,0,0,1.7654342240184,0
ENSMUSG00000060591,0,1.37771472610451,0,0,0,0,0,0
ENSMUSG00000060636,0,0,0,0,0,0,0,0
ENSMUSG00000060802,0,1.38198211201775,2.68730125381966,0,0,0,0,0
ENSMUSG00000060803,0,0,0,0,0,0,0,1.10447346821883
ENSMUSG00000060938,0,0,0,0,0,0,0,0
ENSMUSG00000060961,0,0,0,0,0,0,1.34854418728776,0
ENSMUSG00000061080,0,0,0,0,0,0,1.60021479922389,0
ENSMUSG00000061232,0,0,0,0,0,0,0,0
ENSMUSG00000061353,0,1.32557290370054,0,0,0,0,0,0
ENSMUSG00000061751,0,0,0,0,0,0.78485527760474,0,0
ENSMUSG00000062078,0.463478228554612,0,0,1.99967699584466,0,0,1.30377464333941,0
ENSMUSG00000062257,0,0,0,0,0,0.946520626501795,0,0
ENSMUSG00000062591,1.23419596083203,0,0,2.94787474656121,0,0.772344559650739,0,0
ENSMUSG00000062960,0,0,0,0,0,0,0,0
ENSMUSG00000063297,0,0,0,0,0,0,1.55734105125453,0
ENSMUSG00000063796,0,1.15241242062764,0,0,0,0,0,0
ENSMUSG00000064373,0.95034173898591,2.21104747742801,2.89503075567134,0,0,0,1.77981085392953,0
ENSMUSG00000066392,0,0,0,0,0,0.683743071199463,0,0
ENSMUSG00000066705,0,0,0,0,0,0,0,0
ENSMUSG00000067818,0,0,0,0,0,0,0,0
ENSMUSG00000067879,0,0,0,0,0,0,0,0
ENSMUSG00000068220,0,0,0,0,0,0,0,0
ENSMUSG00000068523,0,1.12437590748861,0,0,0,0,0,1.8816490401998
ENSMUSG00000068748,0,0,0,0,0,0,1.72575662825847,0
ENSMUSG00000068798,0,0,0,1.73587990960209,0,0,0,0
ENSMUSG00000068923,1.652766286576,0,0,2.41977478681239,0,1.69433343616608,0,0
ENSMUSG00000069516,0,0,0,0,0,0,0,0
ENSMUSG00000069763,0,0,0,0,0,0,0,0
ENSMUSG00000069919,0,0,0,0,9.90779588726705,0,0,0
ENSMUSG00000070436,0,1.27868510511127,0,0,0,0,0,0.792728549397992
ENSMUSG00000070570,0,0,0,0,0,1.56998827230541,0,0
ENSMUSG00000070880,0,0,0,0,0,0,0,0
ENSMUSG00000071658,1.1741737926944,0,0,0,0,1.81692992279821,0,0
ENSMUSG00000071860,0,0,0,0,0,1.12483658177343,0,0
ENSMUSG00000071866,1.65628841763933,1.5704067196567,0.76693145648145,1.13024027910579,0,1.09788062008147,0,1.73548283103806
ENSMUSG00000072235,1.91659905958551,1.60777754909901,0,2.67868177100641,0,1.64856155177929,0,4.45641926523046
ENSMUSG00000073411,0,1.50966969748924,0,0,0,0,0,0
ENSMUSG00000073888,0,0,0,0,0,1.00867244787369,0,0
ENSMUSG00000073940,0,0,0,0,6.46577052189227,0,0,0
ENSMUSG00000074457,0.462828817586204,0.725260594217813,0,1.88035124698198,0,0,1.53798253700572,0
ENSMUSG00000075012,0,0,0,0,0,0,2.16437424839333,0
ENSMUSG00000075318,0,0,0,0,0,1.25151456600578,0,0
ENSMUSG00000075334,0,0,0,0,0,0,0,0
ENSMUSG00000075602,0,1.86839216188206,0,0,0,0,0,0
ENSMUSG00000076439,0,0,0,3.34998361831237,0,0,0,0
ENSMUSG00000078202,0,0,0,0,0,0,0,0
ENSMUSG00000078771,0,0,1.26574212088561,0.958410614447419,0,0,0,0
ENSMUSG00000079018,0,3.02592010054683,0,0,0,0,0,0
ENSMUSG00000079523,1.76529856512902,3.17477685620748,0,0,0,2.18928435259079,0,1.16896617607542
ENSMUSG00000085715,0,0,0,0,0,0,0,0
ENSMUSG00000086503,1.62112285300014,1.22775474725759,0,1.13931616976997,0,1.28503045765607,2.1764813920142,0
ENSMUSG00000090223,0.28369369434872,0,0,0,0,1.18555454947055,0,0
ENSMUSG00000092274,0,0,0,0,0,0,0,0
ENSMUSG00000092341,6.26161241301201,6.37383482085169,6.14241311781875,7.39045734555333,2.79321976827212,6.67378196088824,7.98066423936102,5.21219430628778
ENSMUSG00000095687,0,0,2.31928235858761,0,0,0,0,0.323742291808448
ENSMUSG00000097156,0,0,0,0,0,0,2.36400774041202,0
ENSMUSG00000098178,0.654048061270266,0,0,0,0,0,1.19840606321866,1.94296785416978
ENSMUSG00000102252,2.09854806257613,0,0,1.16948563456846,0,2.84687995976507,0,0
