,Blood,Immune,Neurons,Vascular,Excluded,Oligos,Astrocytes,Ependymal
ENSMUSG00000054091,0,0,0,0.739744395953559,0.428078660932653,1.14586518614451,0.542263623078366,1.41341052188974
ENSMUSG00000054459,0,0,0,0,0,0,0,0
ENSMUSG00000055333,0,0,0,0,0,0,0,0
ENSMUSG00000055430,0,0,0,0,0,0,0,0
ENSMUSG00000055675,0,0,0,0,0,0,0,0
ENSMUSG00000056158,0,0,0,0,0,0,0,0
ENSMUSG00000056296,0,0,0,0,0,0,0,0
ENSMUSG00000056895,0,0,0,0,0,0,0,0
ENSMUSG00000057098,0,0,0,0,0,0,0,0
ENSMUSG00000057522,0,0,0,0,0.53323585040197,0,0,0
ENSMUSG00000057841,0.605156498299737,2.187189506845,1.13750902628214,1.83497038616722,1.41382656915519,1.0554337991212,0,1.30332995050704
ENSMUSG00000057897,0,0,0,0,0,0,0,0
ENSMUSG00000058254,0,0,0,0,0.158216873957637,0,0.383996773192994,0
ENSMUSG00000058503,0,0,0,0,0,0,0,0
ENSMUSG00000058569,0,0,0,0,0.158216873957637,0,0,0
ENSMUSG00000058975,0,0,0,0,0,0,0,0
ENSMUSG00000059003,0,0,0,0,0,0,0,0
ENSMUSG00000059146,0,0,0,0,0,0,0,0
ENSMUSG00000059325,0,0,0,0,0,0,1.55195732915267,0
ENSMUSG00000059436,0,0,0,0,0,0,0,0
ENSMUSG00000059857,0,0,0,0,0,0,0,0
ENSMUSG00000059974,0,0,0,0,0,0,0,0
ENSMUSG00000060152,0,0,0,0,0,0,0,0
ENSMUSG00000060240,0,0,0,0,0,0,0,0
ENSMUSG00000060371,0,0,0,0,0,0,0,0
ENSMUSG00000060743,0,0,0,0,0,0,0,0
ENSMUSG00000060882,0,0,0,0,0,0,0,0
ENSMUSG00000060938,0,0,0,0,0,0,0,0
ENSMUSG00000060961,0,0,0,0,0,0,1.46741099360585,0
ENSMUSG00000061315,0,0,0,0.78778573420241,0,0.305745131791936,0,0
ENSMUSG00000061353,0,0,0,0,0,0,0,0
ENSMUSG00000061601,0,0,0,0,0,0,0,0
ENSMUSG00000061787,0,1.07571140315418,0,1.21994792551492,0.787551685170901,0.728738109418081,0,0.343189798834218
ENSMUSG00000061904,0,0,0,0,0,0,0,0.720659716876528
ENSMUSG00000062078,0,0,0,0,0,1.27495272510018,0.434493512214719,0.297603861245823
ENSMUSG00000062098,0,0,0,0,0,0,0,0
ENSMUSG00000062151,0,0,0,0,0,0,0,0
ENSMUSG00000062257,0,0,0,0,0,0,0,0
ENSMUSG00000062591,0,0,0,0,0.912077915779672,1.70980572691788,0,0
ENSMUSG00000062785,0,0,0,0,0,0,0,0
ENSMUSG00000062797,0,0,0,0,0,0,0,0
ENSMUSG00000063239,0,0,0,0,0,0,0,0
ENSMUSG00000063297,0,0,0,0,0,0,0.976533661591229,0
ENSMUSG00000063430,0,0,0,0,0,0,0,0
ENSMUSG00000063659,0,0,0,0,0,0,0,0
ENSMUSG00000064351,0,0,0,0,0,0,0,0
ENSMUSG00000064367,0,0,0,0,0.371599703999221,0,0,0.601372739355025
ENSMUSG00000064373,0,1.32265224133143,0,1.00336536379878,0.428078660932653,0,0,0
ENSMUSG00000066392,0,0,0,0,0,0,0,0
ENSMUSG00000066456,0,0,0,0,0,0.289575628137254,0,0.343189798834218
ENSMUSG00000066621,0,0,0,0,0,0,0,0
ENSMUSG00000066705,0,0,0,0,0,0,0,0
ENSMUSG00000067274,0,1.75822036721489,0,1.41208279625407,0.589942890698573,1.02454588649613,0,1.21325733555025
ENSMUSG00000067786,0,0,0,0,0,0,0,2.8491813688766
ENSMUSG00000068551,0,0,0,0,0,0,0,0
ENSMUSG00000068748,0,0,0,0,0,0,1.4352658513299,0
ENSMUSG00000068923,0,0,0,0,0,1.41696593554457,0,0
ENSMUSG00000069601,0,0,0,0,0.166718158381519,0,0,0
ENSMUSG00000069662,0,0,0,0,0,0,0,0
ENSMUSG00000069919,0,0,0,0,0,0,0,0
ENSMUSG00000070426,0,0,0,0,0,0,0,0
ENSMUSG00000070570,0,0,0,0,0,0,0,0
ENSMUSG00000070880,0,0,0,0,0,0,0,0
ENSMUSG00000071014,0,0,0,0,0.13304998664851,0,0,0
ENSMUSG00000071076,0,0,0,0.543534501255429,0,0.707228116668915,0,0.845393318366834
ENSMUSG00000071379,0,0,0,0,0,0,0,0
ENSMUSG00000071658,0,0,0,0,0,0,0,0
ENSMUSG00000072235,0,0,0.623632182443377,0.658189357063463,0.659496502217179,1.40504302616832,0,2.8491813688766
ENSMUSG00000072694,0,0,0,0,0.13304998664851,0,0,0
ENSMUSG00000074129,0,1.91263028893166,1.09005310635624,1.74622197189183,1.34998499902521,0.995061049059627,0,1.07663254779135
ENSMUSG00000074457,0,0,0,0,0.740257943153851,0.842801822559768,0,0
ENSMUSG00000074657,0,0,0,0,0,0,0,0
ENSMUSG00000074748,0,0,0,0,0.287896798217959,0.78817686779925,0,0
ENSMUSG00000075318,0,0,0,0,0,0,0,0
ENSMUSG00000075702,0,0,1.6554000531123,0.332928105984534,0.13304998664851,0.497344488726587,0,0
ENSMUSG00000076437,0,0,0,0,0,0,0,0
ENSMUSG00000076439,0,0,0,0,0,1.60696893570279,0,0
ENSMUSG00000079018,0,0,0,1.29062616243074,0,0,0,0
ENSMUSG00000079065,0,0,0,0,0.13304998664851,0,0,0
ENSMUSG00000079523,1.46262126412518,0,1.23726085984623,2.68899046112517,1.75180521504267,0.660963257622209,0,0.297603861245823
ENSMUSG00000084845,0,0,0,0,0,0,0,0
ENSMUSG00000085438,0,0,0,0,0,0,0,0
ENSMUSG00000085715,0,0,0,0,0,0,0,0
ENSMUSG00000086503,0,1.44217727164827,1.39333429752338,1.22784806056787,1.85463759368345,1.41429756960371,1.7698894554932,0.353071257517814
ENSMUSG00000089661,0,0,0,0,0,0,0,1.55645197767582
ENSMUSG00000090223,0,0,0,0,0,0,0,0
ENSMUSG00000090546,0,0,0,0,0,0,0,0
ENSMUSG00000092341,7.06685412215314,5.57379841571713,7.17291303196323,5.88971597601943,7.06343959754983,6.7643354495161,6.98161765675468,4.59131326315687
ENSMUSG00000094483,0,0,0,0,0,0,0,0
ENSMUSG00000096054,0,0,0,0,0,0,0,0
ENSMUSG00000096210,0,0,0,0,0.13304998664851,0.219697019769385,0,0
ENSMUSG00000096883,0,0,0,0,0,0,0,0
ENSMUSG00000097156,0,0,0,0,0,0,1.34230402568973,0
ENSMUSG00000097248,0,0,1.53664644254201,0,0,0,0,0
ENSMUSG00000098178,0,0,0,0,0.371599703999221,0,0,0
ENSMUSG00000101609,0,0,0,0,0,0,0,0
ENSMUSG00000102252,0,0,1.30669124592397,0,0.158216873957637,0.299473551197088,0,0
ENSMUSG00000105640,0,0,0,0,0,0,0,0
