,Oligos,Excluded,Neurons,Vascular,Astrocytes,Ependymal,Immune,Blood
ENSMUSG00000048001,0,0.472346472403838,0,0,1.37700279041629,0,0,0
ENSMUSG00000048163,0,0,0,0,0,0,2.0013478230176,0
ENSMUSG00000048388,0,0.502016393951234,0.879012579056155,0,0,0,0,0
ENSMUSG00000048644,0,0,1.20140761479914,0,0,0.882279658747662,0,0
ENSMUSG00000048747,0,0,0,0,0,0,0,0
ENSMUSG00000048895,0,0,0,0,0,0,0,0
ENSMUSG00000048978,0,0,0,0,0,0,0,0
ENSMUSG00000049422,0,1.00446926455919,1.55751522165889,0,0.981087331576292,3.28886649536128,0,0
ENSMUSG00000049775,4.13891585841676,3.76989213639539,2.96398657751158,5.10606318915791,1.99498567415194,1.85103899759336,5.25538680166453,0.5112302286755
ENSMUSG00000050121,0,0,0,0,0,0,0,0
ENSMUSG00000050711,0,0,0,0,0,0,0,0
ENSMUSG00000050953,0,0.768654459280032,0,0,1.36664907889415,0,0,0
ENSMUSG00000050965,0,0,0,0,0,0,0,0
ENSMUSG00000051243,0,0,0,0,0,0,0,0
ENSMUSG00000051359,0,0,0,0,0,0,0,0
ENSMUSG00000051515,0,0,0,0,0,0,0,0
ENSMUSG00000051853,0,0.149428231803754,0,0,0,0,0,0
ENSMUSG00000052160,0,0,0,0,0,0,1.36596477177353,0
ENSMUSG00000052305,0,0,0,0,0,0,0,9.58580259190321
ENSMUSG00000052336,0,0,0,0,0,0,1.75586095038491,0
ENSMUSG00000052534,0,0.786574640734677,1.25252239628807,0,0,0,0,0
ENSMUSG00000052544,0,0,0,0,0,0,0,0
ENSMUSG00000052584,0,0,0,0,0,0,0,0
ENSMUSG00000052684,0,0,0,0.347398085325199,0,1.99024461287278,1.15594872740246,0
ENSMUSG00000052727,0,0,0,0,0,0,0,0
ENSMUSG00000052837,0,0,0,0.455535467209963,0,0,1.69289251268761,0
ENSMUSG00000053192,0,0,1.38894286214246,0,0,0,0,0
ENSMUSG00000053310,0,0,0,0,0,0,0,0
ENSMUSG00000053560,0,0,0,0.573967777016282,0,0,0,0
ENSMUSG00000053931,0,0,0,0,1.11352328175686,1.24070660632856,0,0
ENSMUSG00000054091,1.76700368935875,1.07691068800184,0,1.24968748794648,1.53681208693631,1.72297713455914,0,0
ENSMUSG00000054252,0,0,0,0,0,0,0,0
ENSMUSG00000054428,0.667904881728644,0.80577011445273,1.72297713455914,0.860181088025196,0,1.23885279671317,0.922934473483061,0
ENSMUSG00000054459,0,0,0,0,0,0,0,0
ENSMUSG00000054675,0,0,0,0,0,0,1.86631293783211,0
ENSMUSG00000055148,0,0,0,1.16929953267412,0,0,0,0
ENSMUSG00000055254,0,0.869770128406426,0,0,1.32878139400733,1.23885279671317,0,0
ENSMUSG00000055421,0.974327522135273,0.303037018983801,0,0,0,0,0,0
ENSMUSG00000055430,0,0,0,0,0,0,0,0
ENSMUSG00000056296,0,0,1.14361789112018,0,0,0,0,0
ENSMUSG00000056486,0,0,0,0,0,0,0,0
ENSMUSG00000056895,0.52487990106229,0,0.41401312867611,0,0,0,0,0
ENSMUSG00000057897,0,0,0.57125411655975,0,0,0,0,0
ENSMUSG00000058135,0,0.402335567606137,0,0,0,1.24070660632856,0,0
ENSMUSG00000058254,0,1.55540461914584,0,0,1.53504870641675,0,0,0
ENSMUSG00000058297,0,0,0,1.53153517390781,0,0,0,0
ENSMUSG00000058672,0,0.378411597613115,1.00374601210766,0,0,0,0,0
ENSMUSG00000058715,0,0,0,0,0,0,2.61053410237961,0
ENSMUSG00000059325,0,0,0,0,0,0.413895680524899,0,0
ENSMUSG00000059456,0,0,0,0,0,0,0,0
ENSMUSG00000059498,0,0,0,0,0,0,1.57536168009531,0
ENSMUSG00000059796,0.575334426512246,0.506281499977654,0.762552368260549,0,0,0,0.758723438479124,0
ENSMUSG00000059857,0,0,0,0,0,0,0,0
ENSMUSG00000059923,0,0,0,0,0,0,0,0
ENSMUSG00000059974,0,0.746455449649509,0,0,0,0,0,0
ENSMUSG00000060424,0,0.376673067710423,0,0,0,0,0,0
ENSMUSG00000060591,0,0,0,0.830895886654698,0,0,0,0
ENSMUSG00000060636,0,0,0,0,0,1.23433569549181,0,0
ENSMUSG00000060743,0.594573635462715,0.696313358921626,1.0528947914908,1.04526290852515,0,1.16319091547198,0,0
ENSMUSG00000060802,0,0,0,1.09308488334384,0,0,2.43511757981663,0
ENSMUSG00000060938,0,0,0,0,0,0,0,0
ENSMUSG00000060961,0,0.870165438451052,0,0,1.30537798260626,0,0,0
ENSMUSG00000061080,0,0.379403690842946,0,0,0,0,0,0
ENSMUSG00000061353,0,0,0,1.0360267708914,0,0,0,0
ENSMUSG00000062078,2.00111979613367,1.33686496419326,0,0,1.04974973286086,0.474843480028152,0,0
ENSMUSG00000062257,0,0,0,0,0,0,0,0
ENSMUSG00000062309,0,0,0,0,0,0,0,0
ENSMUSG00000062380,0,0,0.919945101613678,0,0,0,0,0
ENSMUSG00000062591,2.33622151615485,0,0,0,0,0,0,0
ENSMUSG00000062997,0.575677119854257,0.689956477551152,0.763465018849742,1.21297113886962,0,1.31412906953426,1.3832963773416,0
ENSMUSG00000063297,0,0.196235472343013,0,0,0.999481315960157,0,0,0
ENSMUSG00000063524,0,0,0,0,0,0,0,0
ENSMUSG00000063632,0,0,0,0,0,0,0,0
ENSMUSG00000063696,0,0.118477399833779,0,0.626622548849172,0,0.931107056156341,0.915498381826924,0
ENSMUSG00000064215,0,0,0,0,0,0,0,0
ENSMUSG00000064373,0,1.37909617655159,0,1.94921422285155,2.15295299213341,0,2.55387479842876,0
ENSMUSG00000066392,0,0,0.546199441297414,0,0,0,0,0
ENSMUSG00000066705,0,0,0,0,0,0,0,0
ENSMUSG00000067274,1.59568419836622,1.4339811220676,1.27570364510856,2.11178012026583,1.37284114173227,2.06128715910205,2.42624880696064,0.445294987806399
ENSMUSG00000067288,1.08030604675109,1.14007803924184,1.41171959888027,1.47558620672211,0.799103829033789,1.45529016006645,1.73673496366897,0
ENSMUSG00000067786,0,0,0,0,0.993503743539146,3.87020864704033,0,0
ENSMUSG00000068748,0,1.11362524281052,0,0,1.57489581978197,0,0,0
ENSMUSG00000068859,0,0,0,0,0,0,0,0
ENSMUSG00000068923,2.16198937028006,1.33908345021803,0,0,0.825378246508381,0,0,0
ENSMUSG00000069117,0,0,0,0.596778520935069,0,0,0.779117791776385,0
ENSMUSG00000069372,0,0,0,0,0,0,0,0
ENSMUSG00000069516,0,0,0,0,0,0,0,0
ENSMUSG00000069601,0.563266863719232,0.435821393751792,0,0,0,0,0,0
ENSMUSG00000069763,0,0,0,0,0,0,0,0
ENSMUSG00000069919,0,0,0,0,0,0,0,9.80931956431271
ENSMUSG00000070436,0,0,0,0.923384612595975,0,0,0,0
ENSMUSG00000070570,0,0,0,0,0,0,0,0
ENSMUSG00000070858,0,0,1.12021609102296,0,0,0.931107056156341,0,0
ENSMUSG00000070880,0,0,0.6200413989499,0,0,0,0,0
ENSMUSG00000071658,0,0,1.15141090797077,0,0,0,0,0
ENSMUSG00000071866,0,0,0,0.660568775430554,0,0.539401325393131,0,0
ENSMUSG00000072235,2.03198493324708,1.3695120211415,1.70723035936151,1.08044477451932,1.07116353566191,3.48319332853646,0,0
ENSMUSG00000073411,0,0,0,1.1450265392044,0,0,1.28764036684209,0
ENSMUSG00000074457,1.54391012461148,0.97453020833268,0,0.709140678509192,1.4727641624517,0,0,0
ENSMUSG00000075318,0,0,0,0,0,0,0,0
ENSMUSG00000075334,0,0,0,0,0,0,0,0
ENSMUSG00000075602,0,0,0,0.984161125060681,0,0,0,0
ENSMUSG00000075702,0.734199712449088,0.88030801634072,1.28283723509196,0.788546964825735,0,0,0,0
ENSMUSG00000076431,0,0,0,0,0,0,0,0
ENSMUSG00000076439,2.32734696078196,0,0,0,0,0,0,0
ENSMUSG00000078202,0,0,0,0,0.920839809233325,0,0,0
ENSMUSG00000078453,0,0,0,0,0,0,0,0
ENSMUSG00000079018,0,0,0,2.14729152863032,0,0,0,0
ENSMUSG00000079037,0.625944509379756,1.23783230591946,0,0,1.44982404118038,0.735138250136455,0,0
ENSMUSG00000079523,0.908475270278407,1.19965880715424,1.59952895046454,3.00609202458401,0,0.539401325393131,0,0
ENSMUSG00000086503,1.49984753194604,1.74821390540058,1.79059821288506,1.27688670685407,1.84218590095921,0,1.41350507840304,0
ENSMUSG00000090063,0,0,0,0,0,0,0,0
ENSMUSG00000090223,0,0.396207336968623,1.94198425899547,0,0,0,0,0
ENSMUSG00000092341,7.45391086801682,7.18214390643532,7.0992742666608,6.39585631294482,7.58921328937042,5.77064465884147,5.95998265385234,1.28491678315251
ENSMUSG00000095687,0,0,0,0.608312105859211,0,0,2.07631097401205,0
ENSMUSG00000096883,0,0,0,0,0,0,0,0
ENSMUSG00000097156,0,0.955857440246337,0,0,0.973321878827538,0,0,0
ENSMUSG00000098051,0,0,0,0,0,0,0,0
ENSMUSG00000098087,0,0,0,0,0,0.83150020092973,0,0
ENSMUSG00000098178,0,0.402042143409358,0,0,0,0,0,0
ENSMUSG00000098557,0,0,0,0,0,0,0,0
ENSMUSG00000102252,0.702310453827747,0.785160548173268,1.5332897413626,0,0,0,0,0
ENSMUSG00000109324,0,0,0,0,0,0,0,0
