,Vascular,Blood,Neurons,Excluded,Oligos,Astrocytes,Ependymal,Immune
ENSMUSG00000048978,0,0,0.593395103709951,0,0,0,0,0
ENSMUSG00000049422,0,0,2.09172397432432,1.35560882515066,0,1.69990257983368,3.20630536621447,0
ENSMUSG00000049775,4.64388533496587,2.3059136735224,3.01194303514967,3.43479026382119,3.67777237986313,1.32823677073886,1.84385628659717,4.96037959715114
ENSMUSG00000050121,0,0,0,0,1.01640243600792,0,0,0
ENSMUSG00000050212,0.908278598758551,0,0,0,0,0,0,0
ENSMUSG00000050621,0,0,0,0,0,0,0,0
ENSMUSG00000050732,0,0,0,0,0,0,0,0
ENSMUSG00000050953,0,0,0,0,0,1.75254763263321,0.722817757255701,0
ENSMUSG00000051359,0,0,0,0,0,0,0,0
ENSMUSG00000051439,0,0,0,0,0,0,0,0
ENSMUSG00000051504,0,0,0,0,0,0,0,0
ENSMUSG00000051515,0,0,0,0,0,0,0,0
ENSMUSG00000051853,0,0,0.926285181596582,0.594976786040414,0,0,0,0
ENSMUSG00000052160,0,0,0,0,0,0,0,1.45904616993518
ENSMUSG00000052188,0,0,0,0,0,0,1.11110460078822,0
ENSMUSG00000052229,0,0,0,0,0,0,0,0
ENSMUSG00000052305,0,0,0,0,0,0,0,0
ENSMUSG00000052336,0,0,0,0,0,0,0,1.48374784879727
ENSMUSG00000052584,0,0,1.20088771381807,0.483867517285025,0,0,0,0
ENSMUSG00000052684,0.800837859934429,0,0,0,0,0,1.39824063773127,1.35901403838363
ENSMUSG00000052727,0,0,1.02260595647089,0.583233390214909,0,0,0,0
ENSMUSG00000052837,1.23063391601555,0,0,0,0,0,0.502839831815425,2.51417373407087
ENSMUSG00000052889,0,0,0,0,0,0,0,0
ENSMUSG00000053192,0,0,1.56807303054123,0.610039230462597,0,0,0,0
ENSMUSG00000053310,0,0,0,0,0,0,0,0
ENSMUSG00000053477,0.927667250851226,0,0,0.735251730528502,0.638248328230985,0,0,0
ENSMUSG00000053560,0.557268092297596,0,0,0,0,0,0,0
ENSMUSG00000053931,0,0,0,0,0,0,1.4392541631752,0
ENSMUSG00000054252,0,0,0,0,0,0,0,0
ENSMUSG00000054428,0.991849569286127,0,1.99407501877673,1.23503664562592,0.764991211118548,0,1.68053892052415,1.11110460078822
ENSMUSG00000054459,0,0,0,0,0,0,0,0
ENSMUSG00000054675,0,0,0,0,0,0,0,2.1685278508445
ENSMUSG00000054717,0,0,0,0,0,0,0,0
ENSMUSG00000054728,0,0,0.619964530342478,0.596271943970152,0,0,0,0
ENSMUSG00000054871,0,0,0.963532877633761,0,0,0,0,0
ENSMUSG00000055148,1.34997394762401,0,0,0,0,0,0,0
ENSMUSG00000055254,0,0,0,0.606354096025385,0,1.56896039503183,1.59980634119028,0
ENSMUSG00000055421,0,0,0,0.895720693612346,1.2488095536427,0,0,0
ENSMUSG00000055430,0,0,0.818562951388709,0.434041010531686,0,0,0,0
ENSMUSG00000056069,0,0,0,0,0,0,0,0
ENSMUSG00000056296,0,0,0,0,0,0,0,0
ENSMUSG00000056486,0,0,0.680085453596276,0,0,0,0,0
ENSMUSG00000057098,0.579756850729138,0,0,0,0,0,0,0
ENSMUSG00000057322,1.4293929494097,0,0.550761351735502,0,0,0,0.867822694918931,0
ENSMUSG00000057897,0,0,1.02118107329698,0,0,0,0,0
ENSMUSG00000058135,0,0,0,0,0,0,0.826523257673978,0
ENSMUSG00000058254,0,0,0.847138302615686,0.982840587731391,0,1.71380961496965,0,0
ENSMUSG00000058715,0,0,0,0,0,0,0,2.26295912442351
ENSMUSG00000059325,0,0,0,0,0,0,0,0
ENSMUSG00000059498,0,0,0,0,0,0,0,1.25894087573887
ENSMUSG00000059857,0,0,0,0,0,0,0,0
ENSMUSG00000059974,0,0,0,0,0,0,0,0
ENSMUSG00000060063,0,0,0,0,0,0,0,0.975560692359036
ENSMUSG00000060371,0,0,0,0,0,0,0,0
ENSMUSG00000060424,0,0,0,0.486745893278279,0,1.67487624090726,0,0
ENSMUSG00000060591,0.815869732635439,0,0,0,0,0,0,0
ENSMUSG00000060802,0.894412509548876,0,0,0,0,0,0,1.92819039254356
ENSMUSG00000060803,0,0,0,0,0,0,0,0
ENSMUSG00000060961,0,0,0,0,0,1.35029458756698,0,0
ENSMUSG00000061353,1.22905706632973,0,0,0,0,0,0,0
ENSMUSG00000061718,0,0,0,0,0,0,0,0
ENSMUSG00000061762,0,0,0,0,0,0,0,0
ENSMUSG00000062078,0,0,0,1.41151140965037,1.89795050876889,1.42577759118608,0.511340076191889,0
ENSMUSG00000062257,0,0,0,0,0,0,0,0
ENSMUSG00000062380,0,0,0,0,0,0,0,0
ENSMUSG00000062591,0,0,0,1.05739055181722,2.26091269986947,0,0,0
ENSMUSG00000062960,0.816093467225179,0,0,0,0,0,0,0
ENSMUSG00000062997,1.45526680584484,1.72687416877013,0.840427372469293,0.545636060982965,0.64371472247206,0,0.881762840075538,1.42146514447375
ENSMUSG00000063297,0,0,0,0,0,0,0,0
ENSMUSG00000063632,0,0,0,0,0,0,0,0
ENSMUSG00000064373,1.45188346524504,0,0,0.575662017016517,0,1.33071856900605,0,1.53853832754581
ENSMUSG00000066705,0,0,0,0,0,0,0,0
ENSMUSG00000067274,1.69990257983368,0,0,0.980437766425017,1.36325553697036,0,1.5479596085729,1.89843593207952
ENSMUSG00000067288,0.530450538918797,0,0,0,0,0,0,0.572819451359933
ENSMUSG00000067786,0,0,0,0,0,0,3.13735887794289,0
ENSMUSG00000067818,0,0,0,0,0,0,0,0
ENSMUSG00000068240,0,0,0,0,0,0,0,0
ENSMUSG00000068523,0.867061541087071,0,0,0,0,0,1.22123659784123,0
ENSMUSG00000068696,0,0,0,0,0,0,0,0
ENSMUSG00000068748,0,0,0,0,0,1.60259226286383,0,0
ENSMUSG00000068798,0,0,0,0,1.08705210641995,0,0,0
ENSMUSG00000068923,0,0,1.10477775567438,2.09363928739286,2.09772001833814,1.20489993277199,0,0
ENSMUSG00000069516,0,0,0,0,0,0,0,0
ENSMUSG00000069763,0,0,0,0,0,0,0,0
ENSMUSG00000069919,0,0,0,0,0,0,0,0
ENSMUSG00000070436,1.09439915223301,0,0,0,0,0,0.494701141952128,0
ENSMUSG00000070570,0,0,0,0,0,0,0,0
ENSMUSG00000070880,0,0,0,0,0,0,0,0
ENSMUSG00000071658,0,0,1.04365053302008,0,0,0,0,0
ENSMUSG00000072235,1.19939040373982,0,0.954995531669014,1.08422273151632,1.90869567607088,0,3.12120249382341,0
ENSMUSG00000073411,0,0,0,0,0,0,0,0
ENSMUSG00000073412,0,0,0,0,0,0,0,0
ENSMUSG00000073680,0,0,0,0,0,0,0,0
ENSMUSG00000073940,0,0,0,0,0,0,0,0
ENSMUSG00000074457,0.579979875603614,0,0,0.845570584607819,1.41151140965037,1.38050981894691,0,0
ENSMUSG00000075012,0,0,0,0,0,0.985365740338074,0,0
ENSMUSG00000075602,1.21352078116098,0,0,0,0,0,0,0
ENSMUSG00000076431,0,0,0,0,0,0,0,0
ENSMUSG00000076439,0,0,0,0.918009685868493,2.40990127238712,0,0,0
ENSMUSG00000078202,0,0,0,0,0,0,0,0
ENSMUSG00000078771,0,0,0,0,0,0,0,0
ENSMUSG00000078974,0,0,0,0,0,0,0,0
ENSMUSG00000079018,2.00987197829609,0,0,0,0,0,0,0
ENSMUSG00000079523,2.85043950237771,0,1.95345239478705,1.2130100602063,0.492047040366119,0,0,0
ENSMUSG00000086503,1.87431742038047,0,2.12868447866673,2.34454431006573,1.63570883587368,2.41708351825734,0,2.11287574019414
ENSMUSG00000087075,0,0,0,0,0,0,0,0
ENSMUSG00000090137,0,0,0,0,0,0,0,0
ENSMUSG00000090223,0,0,3.14525257391596,1.3147618397202,0,0,0,0
ENSMUSG00000092035,0,0,0,0,0,0,0,0
ENSMUSG00000092341,6.59096878095718,6.40604794433486,7.09928978166273,7.49862488847517,7.94181115578108,7.95295269961966,5.78722979271089,6.28182527717364
ENSMUSG00000093930,0,0,0,0.564565453222988,0.827903889412379,0,0,0
ENSMUSG00000095687,0,0,0,0,0,0,0,1.10143422293259
ENSMUSG00000097156,0,0,0,0.437673761130665,0,1.75595954102861,0,0
ENSMUSG00000097234,0,0,0,0,0,0,0,0
ENSMUSG00000098087,0,0,0,0,0,0,0,0
ENSMUSG00000098112,0,0,0,0,0,0,0,0
ENSMUSG00000102252,0,0,1.30147684209001,0.655223898331942,0,0,0,0
