,Excluded,Vascular,Oligos,Neurons,Immune,Astrocytes,Blood
ENSMUSG00000044708,0,0,0.895630183742334,0,0,0,0
ENSMUSG00000044986,0,0,0,0,0,1.52262414470663,0
ENSMUSG00000045092,0,0,0,0,0,1.81064704185964,0
ENSMUSG00000045136,0,0,0,0,0,1.78072505315717,0
ENSMUSG00000045589,0.924674498562736,0,0,1.3134711358748,0,0,0
ENSMUSG00000045608,0,0,0,0,0,1.29881064422167,0
ENSMUSG00000045763,1.18022355459774,0,0,1.62376377568566,0,0,0
ENSMUSG00000046160,0,0,2.18623302901074,0,0,0,0
ENSMUSG00000046240,0,0,0,0,0,0,0
ENSMUSG00000046330,2.34798448551211,3.50634026341842,2.35451781780074,2.11740706333481,3.50122533214613,1.82392364899468,0.727981947440069
ENSMUSG00000046432,0.973898045557808,0,0,1.55275799766181,0,0,0
ENSMUSG00000046447,2.17744046633227,0,0,2.87821595809255,1.0981727737597,1.80443473747153,0
ENSMUSG00000047261,0.44330728435602,0,0,1.36347711946297,0,0,0
ENSMUSG00000047557,0,0,0,0,0,0,0
ENSMUSG00000047797,0,0,1.52939150176032,0,0,0,0
ENSMUSG00000047907,0,0,0,0,0,0,0
ENSMUSG00000047945,0,0,1.83313479379395,0,0,0,0
ENSMUSG00000048001,0,0,0,0,0,1.85479397482322,0
ENSMUSG00000048163,0,0,0,0,2.807258783431,0,0
ENSMUSG00000048644,1.60777139082631,0,0,2.34973299624881,0,0,0
ENSMUSG00000048895,1.04313805196914,0,0,1.36355129721663,0,0,0
ENSMUSG00000048978,0.945432441546066,0,0,1.6152537551547,0,0,0
ENSMUSG00000049313,0.707577308569898,0,0,0.992171223440491,0,0,0
ENSMUSG00000049422,2.02907445438995,0,0,2.50254858069156,0,2.82224859255743,0
ENSMUSG00000049517,2.30897473820226,3.31201456356959,2.23826055929269,2.05144869618911,3.64250306938025,1.840288804531,0.875756597032566
ENSMUSG00000049556,1.13396359627047,0,0,1.63068011546181,0,0,0
ENSMUSG00000049630,0,0,0,0,0,0,0
ENSMUSG00000049775,4.22440008463954,5.84011348124935,4.27846081122561,3.64046518961139,6.07593105489966,1.9529567904827,3.3728409172708
ENSMUSG00000050121,0,0,2.22031673890081,0,0,0,0
ENSMUSG00000050212,0,1.41509442841867,0,0,0,0,0
ENSMUSG00000050711,0,0,0,0,0,0,0
ENSMUSG00000050732,0,0,0,0,0,0,0
ENSMUSG00000050953,0,0,0,0,0,2.31101038956181,0
ENSMUSG00000051359,0.789809745824391,0,0,1.22693395152185,0,0,0
ENSMUSG00000051391,1.0828471496145,0,0,1.53009691508768,0,0,0
ENSMUSG00000051515,0,0,0,0,0,1.6812273507712,0
ENSMUSG00000051853,1.17113970273702,0,0,1.52203448812844,0,0,0
ENSMUSG00000052160,0,0,0,0,1.8058110936483,0,0
ENSMUSG00000052336,0,0,0,0,2.15932407978376,0,0
ENSMUSG00000052584,0.8454544353794,0,0,1.5416999848777,0,0,0
ENSMUSG00000052684,0,1.11061077413731,0,0,1.89646004401391,0,0
ENSMUSG00000052727,1.31287104783995,0,0,1.84854577154484,0,0,0
ENSMUSG00000052837,0.613083728660666,1.43067677099144,0,0,3.12881090804372,0,0
ENSMUSG00000052889,1.0284808091377,0,0,1.47223947327688,0,0,0
ENSMUSG00000053192,1.61866391941551,0,0,2.4672727018696,0,0,0
ENSMUSG00000053310,1.81307591508997,0,0,2.59551495002375,0,0,0
ENSMUSG00000053931,0,0,0,0,0,0,0
ENSMUSG00000054252,0,0,0,0,0,1.72657148110091,0
ENSMUSG00000054428,2.13596737277076,1.48497141615943,1.26178544592285,2.77788051296933,1.8830827071788,0,0.625667834375049
ENSMUSG00000054459,0.987630572374733,0,0,1.63609413624115,0,0,0
ENSMUSG00000054675,0,0,0,0,3.08300585600229,0,0
ENSMUSG00000055148,0,2.61706679274293,0,0,0,0,0
ENSMUSG00000056296,0,0,0,0,0,0,0
ENSMUSG00000056486,1.34631847972345,0,0,1.9604947899332,0,0,0
ENSMUSG00000056492,0,1.44044169565521,0,0,0,0,0
ENSMUSG00000056966,0,0,1.13578869750381,0,0,0,0
ENSMUSG00000057098,0,1.32533596440795,0,0,0,0,0
ENSMUSG00000057897,1.00939512349662,0,0,1.44294998354198,0,0,0
ENSMUSG00000058135,0,0,0,0,0,1.95997601055757,0
ENSMUSG00000058254,2.15698721496211,0,0,2.13987817831582,0,3.2380444538048,0
ENSMUSG00000058672,0.951753472078562,0,0,1.30470011851397,0,1.86918856866231,0
ENSMUSG00000058715,0,0,0,0,3.12495072295676,0,0
ENSMUSG00000059187,0,0,0,0,0,0,0
ENSMUSG00000059498,0,0,0,0,2.15714893082695,0,0
ENSMUSG00000059974,1.22946193750135,0,0,1.46884880510538,0,1.51069303993077,0
ENSMUSG00000060424,0.946982961525754,0,0,0.523146423848961,0,2.3278771991989,0
ENSMUSG00000060591,0,1.27114910591411,0,0,0,0,0
ENSMUSG00000060802,0,1.64485013247769,0,0,2.71950404986624,0,0
ENSMUSG00000060803,0,0,0,0,0,0,0
ENSMUSG00000060961,0,0,0,0,0,1.66755914375652,0
ENSMUSG00000061086,0,0,0,0,0,0,0
ENSMUSG00000061353,0,2.31797998748234,0,0,0,0,0
ENSMUSG00000061477,2.0425131074188,3.12114964807137,2.1302417213954,1.8372035982357,2.74968656843473,1.51139029671667,1.3616955448474
ENSMUSG00000062078,0.831361329890568,0,2.57263313363173,0,0,1.68949008990299,0
ENSMUSG00000062257,0.948279090847569,0,0,1.34838652892471,0,0,0
ENSMUSG00000062380,0,0,0,1.05315419457316,0,0,0
ENSMUSG00000062591,1.10653266001989,0,3.1777325131697,0.914003336665238,0,0,0
ENSMUSG00000062960,0,1.61960294561145,0,0,0,0,0
ENSMUSG00000063229,0.898212660812505,1.26589504668604,0,1.12486843674205,0,0,0
ENSMUSG00000063297,0,0,0,0,0,1.79181708772911,0
ENSMUSG00000063524,0.741135174013606,0,0,0.416312140654526,0,1.78105876190056,0
ENSMUSG00000063796,0,1.45695613936314,0,0,0,0,0
ENSMUSG00000064373,0.877227428326916,2.30127858999688,0,0,2.64526578070124,1.86918856866231,0
ENSMUSG00000066705,0,0,0,0,0,0,0
ENSMUSG00000066842,0,1.31734322461119,0,0,0,0,0
ENSMUSG00000067818,0,0,0,0,0,0,0
ENSMUSG00000067879,0,0,0,0.589591920840941,0,0,0
ENSMUSG00000068523,0,1.6051183544299,0,0,0,0,0
ENSMUSG00000068748,0,0,0,0,0,1.95419089590407,0
ENSMUSG00000068798,0,0,1.7454848163903,0,0,0,0
ENSMUSG00000068923,2.38264415625219,0,3.12616232406557,2.15021093352344,0,1.53740919277247,0
ENSMUSG00000069763,0,0,0,0,0,0,0
ENSMUSG00000070436,0,1.53946524849016,0,0,0,0,0
ENSMUSG00000070570,1.76825413995736,0,0,2.32378363050965,0,0,0
ENSMUSG00000070695,0,0,0,0,0,0,0
ENSMUSG00000070880,0,0,0,0,0,0,0
ENSMUSG00000071658,1.34903702920923,0,0,2.21278775571068,0,0,0
ENSMUSG00000071860,0.488264770591298,0,0,1.21758768402598,0,0,0
ENSMUSG00000071866,1.25256626944363,1.56131428064937,1.12228081728922,1.30233721469793,1.61714471473097,1.36410932715496,0
ENSMUSG00000072235,1.91244995958914,1.82110887634351,2.69999886797643,1.99845119885459,1.39667157936389,0,0
ENSMUSG00000073411,0,1.59407625709426,0,0,0,0,0
ENSMUSG00000073680,0,0,1.111850708493,0,0,0,0
ENSMUSG00000073888,0.70460269595848,0,0,1.35855320052876,0,0,0
ENSMUSG00000074457,0.477985967024396,1.32960445576285,2.16689480838367,0,0,1.87629385153337,0
ENSMUSG00000074637,0,0,0,0,0,0,0
ENSMUSG00000075012,0,0,0,0,0,2.58597826099784,0
ENSMUSG00000075318,1.26488995027739,0,0,1.67300585923963,0,0,0
ENSMUSG00000075334,0,0,0,0,0,0,0
ENSMUSG00000075602,0,2.32037189453357,0,0,0,0,0
ENSMUSG00000076439,0,0,3.74000240558101,0,0,0,0
ENSMUSG00000078202,0,0,0,0,0,0,0
ENSMUSG00000078771,0,0,1.12622916821103,0,0,0,0
ENSMUSG00000079018,0,3.35133222473683,0,0,0,0,0
ENSMUSG00000079523,2.17585086060876,3.9314766415519,0.805994544404346,2.71490929464387,0,0,1.52097433311943
ENSMUSG00000086503,0,0,0,0,0,1.28622276785562,0
ENSMUSG00000090223,1.5466272093855,0,0,2.66030574276955,0,0,0
ENSMUSG00000092274,0,0,0,0,0,0,0
ENSMUSG00000092341,6.56985893427183,6.25120989004546,7.31401857001869,6.21895105345416,5.53263961556075,7.52782363566092,4.22655909379396
ENSMUSG00000095687,0,0,0,0,1.85993226803001,0,0
ENSMUSG00000097156,0.510027353492252,0,0,0,0,2.4638371096612,0
ENSMUSG00000098178,0.760893542677877,0,0,0,0,0,0
ENSMUSG00000102252,1.69934398304042,0,0.906648185030204,2.38871899497032,0,0,0
