,Oligos,Excluded,Neurons,Immune,Blood,Vascular,Astrocytes,Ependymal
ENSMUSG00000052336,0,0,0,0,0,0,0,0
ENSMUSG00000052584,0,0.39765220833322,1.28265700196166,0,0,0,0,0
ENSMUSG00000052684,0,0,0,1.91247713191843,0,0.695205240088574,0,0
ENSMUSG00000052727,0,0.754487296542549,1.13536673136358,0,0,0,0,0
ENSMUSG00000052837,0,0,0,3.59528349935166,0,1.29500009921072,0,0
ENSMUSG00000053192,0,0.746977122645061,1.70491090139379,0,0,0,0,0
ENSMUSG00000053398,0,0,0,0,0,0,0,0
ENSMUSG00000053477,0,0.624333708553799,0,0,0,0,0,0
ENSMUSG00000053560,0,0,0,0,0,0.696141268434975,0,0
ENSMUSG00000054252,0,0,0,0,0,0,0,0
ENSMUSG00000054428,0,1.25730927112844,2.15723535441714,0,0,0.827097136579946,0,1.24209716515635
ENSMUSG00000054459,0,0,0,0,0,0,0,0
ENSMUSG00000054675,0,0,0,1.72135773730291,0,0,0,0
ENSMUSG00000054871,0,0,0,0,0,0,0,0
ENSMUSG00000055148,0,0,0,0,0,1.04939962563819,0,0
ENSMUSG00000055421,1.06962648857024,0.885391251894719,0,0,0,0,0,0
ENSMUSG00000055430,0,1.77731440024808,2.86604393557485,0,0,0,0,0
ENSMUSG00000055723,0,0,0,0,0,0,0,0
ENSMUSG00000056069,0,0,0,0,0,0,0,0
ENSMUSG00000056966,0,0,0,0,0,0,0,0
ENSMUSG00000057098,0,0,0,0,0,0,0,0
ENSMUSG00000057367,0,0,0,0,0,0,0,0
ENSMUSG00000057841,1.32268284938461,1.64698099040168,1.86134547837894,2.71012288859327,0,2.38217822138062,0,1.17134891341806
ENSMUSG00000058624,0,0,0,0,0,0,0,0
ENSMUSG00000058715,0,0,0,2.05976842187427,0,0,0,0
ENSMUSG00000059498,0,0,0,0,0,0,0,0
ENSMUSG00000059534,0.908902218615806,1.4087422305156,1.8777573331323,0,0,1.42126235897229,0,0
ENSMUSG00000059835,0,0,0,0,0,0,0,0
ENSMUSG00000059974,0,0,0,0,0,0,0,0
ENSMUSG00000060032,1.37507267914029,0.782636184787955,0,0,0,0,0,0
ENSMUSG00000060036,1.52736964536621,2.03829720868792,2.80388322145059,2.66905191492809,0,2.21417402904307,0,1.04058621148759
ENSMUSG00000060063,0,0,0,0,0,0,0,0
ENSMUSG00000060424,0,0,0,0,0,0,0,0
ENSMUSG00000060591,0,0,0,0,0,0,0,0
ENSMUSG00000060636,0,0,0,0,0,0,0,0
ENSMUSG00000060802,0,0,0,1.34335647595455,0,0,0,0
ENSMUSG00000060803,0,0,0,0,0,0,0,0
ENSMUSG00000060860,0,0,0,0,0,0,0,0
ENSMUSG00000060938,0,0,0,0,0,0,0,0
ENSMUSG00000060961,0,0,0,0,0,0,1.98826964202511,0
ENSMUSG00000061353,0,0,0,0,0,0,0,0
ENSMUSG00000061474,0,0,0,0,0,0,0,0
ENSMUSG00000061718,0,0,0,0,0,0,0,0
ENSMUSG00000061762,0,0,0,0,0,0,0,0
ENSMUSG00000062078,2.23189522438625,1.68207051980327,0,0,0,0,1.36674957541202,0
ENSMUSG00000062456,0,0,0,0,0,0,0,0
ENSMUSG00000062591,2.63746916897726,1.60195760670307,0,0,0,0,0,0
ENSMUSG00000062683,0,0,0,0,0,0,0,0
ENSMUSG00000062825,0,0,0,0,0,0,0,0
ENSMUSG00000062960,0,0,0,0,0,0,0,0
ENSMUSG00000063696,0,0,0,0,0,0,0,0
ENSMUSG00000063796,0,0,0,0,0,0,0,0
ENSMUSG00000064351,0.597579235774524,0.74620324741295,1.04071367715028,0,0,0,0,0.501526978552433
ENSMUSG00000064354,0,0,0,0,0,0,0,0
ENSMUSG00000064357,0,0,0,0,0,0,0,0
ENSMUSG00000064358,0,0,0,0,0,0,0,0
ENSMUSG00000064360,0,0,0,0,0,0,0,0
ENSMUSG00000064373,0,0,0,2.09246745667934,0,1.7321980601633,1.82097907843093,0
ENSMUSG00000067038,0,0,0,0,0,0,0,0
ENSMUSG00000067786,0,0,0,0,0,0,1.28488278414375,2.98439128009486
ENSMUSG00000067818,0,0,0,0,0,0,0,0
ENSMUSG00000068220,0,0,0,0,0,0,0,0
ENSMUSG00000068523,0,0,0,0,0,1.35384030355511,0,1.39820360121864
ENSMUSG00000068696,0,0,0,0,0,0,0,0
ENSMUSG00000068748,0,0,0,0,0,0,1.31810864749394,0
ENSMUSG00000068798,1.35696455982643,0.559095585117628,0,0,0,0,0,0
ENSMUSG00000068923,2.12768420549346,2.08039467081035,1.21558329864286,0,0,0,0,0
ENSMUSG00000069045,0,0,0,0,0,0,0,0
ENSMUSG00000069516,0,0,0,0,0,0,0,0
ENSMUSG00000069662,0,0,0,0,0,0,0,0
ENSMUSG00000069763,0,0,0,0,0,0,0,0
ENSMUSG00000069919,0,0,0,0,0,0,0,0
ENSMUSG00000070436,0,0,0,0,0,1.34722649649953,0,0
ENSMUSG00000070493,1.4071141227383,1.76897572224898,2.16789797849981,0,0,1.91425932184848,0,2.09165567098598
ENSMUSG00000070858,0,0.350252933117471,1.0959379023524,0,0,0,0,0
ENSMUSG00000070880,0,0,0,0,0,0,0,0
ENSMUSG00000071658,0,0.602083887598811,1.24970575687703,0,0,0,0,0
ENSMUSG00000071866,0,0,0.593315438600867,0,0,0,0,0
ENSMUSG00000072235,1.5449847909738,1.15786881849979,1.10812905730885,0,0,0.661160221533873,0,3.07045084037161
ENSMUSG00000073680,0,0,0,0,0,0,0,0
ENSMUSG00000074129,1.21676130783641,1.71700528270884,2.10990185555177,2.58347486304945,0,2.41947754509637,0,1.0130238063586
ENSMUSG00000074457,0,0,0,0,0,0,0,0
ENSMUSG00000074516,0,0,0,0,0,0,0,0
ENSMUSG00000074884,0,0,0,0,0,0,0,0
ENSMUSG00000075602,0,0,0,0,0,0,0,0
ENSMUSG00000076439,2.54848318927439,1.58006181093366,0,0,0,0,0,0
ENSMUSG00000078126,0,0,0,0,0,0,0,0
ENSMUSG00000078202,0,0,0,0,0,0,0,0
ENSMUSG00000078771,0,0,0,0,0,0,0,0
ENSMUSG00000078974,0,0,0,0,0,0,0,0
ENSMUSG00000079018,0,0,0,0,0,1.69806764921194,0,0
ENSMUSG00000079523,0,1.80426339165877,2.83609688634819,0,0,3.2779170763611,0,0
ENSMUSG00000086503,0,1.24233215247309,0.549191103871293,0,0,1.0093979575463,0,0
ENSMUSG00000089929,0,0,0,0,0,0,0,0
ENSMUSG00000090223,0,0,1.55417026551027,0,0,0,0,0
ENSMUSG00000092035,0,0,0,0,0,0,0,0
ENSMUSG00000092116,0,0,0,0,0,0,0,0
ENSMUSG00000092274,0,0,0,0,0,0,0,0
ENSMUSG00000093930,1.25924053051921,1.03660497791138,0,0,0,0,0,0
ENSMUSG00000095687,0,0,0,1.33632411780439,0,0,0,0
ENSMUSG00000097156,0,0,0,0,0,0,1.19294193712361,0
ENSMUSG00000098112,0,0,0,0,0,0,0,0
ENSMUSG00000100147,0,0,0,0,0,0,0,0
ENSMUSG00000102252,0,1.28237945254498,2.18971083312146,0,0,0,0,0
ENSMUSG00000103034,0,0,0,0,0,0,0,0
