,Neurons,Excluded,Oligos,Vascular,Ependymal,Immune,Blood,Astrocytes
ENSMUSG00000052160,0,0,0,0,0,1.50322802402017,0,0
ENSMUSG00000052188,0,0,0,0,1.10513173629659,0,0,0
ENSMUSG00000052229,0,0,0,0,0,0,0,0
ENSMUSG00000052336,0,0,0,0,0,1.51029090436709,0,0
ENSMUSG00000052584,1.296163177423,0,0,0,0,0,0,0
ENSMUSG00000052727,1.72128477577405,0.450515256079564,0,0,0,0,0,0
ENSMUSG00000052837,0,0,0,0,0,1.98817701925809,0,0
ENSMUSG00000053062,0,0,0,0,0,0,0,0
ENSMUSG00000053192,1.9313753566757,0,0,0,0,0,0,0
ENSMUSG00000053279,0,0,0,0,0,0,0,0
ENSMUSG00000053560,0,0,0,0,0,0,0,0
ENSMUSG00000054252,0,0,0,0,0,0,0,2.02582124395896
ENSMUSG00000054459,1.00295825262232,0,0,0,0,0,0,0
ENSMUSG00000054477,0,0,0,0,0,0,0,0
ENSMUSG00000054675,0,0,0,0,0,2.15340550595525,0,0
ENSMUSG00000055148,0,0,0,1.59046257634775,0,0,0,0
ENSMUSG00000055254,0.42062580842264,0.518584688173255,0,0,2.00983386137158,0,0,2.10124937566904
ENSMUSG00000055421,0,1.43491733843342,1.65943755131031,0,0,0,0,0
ENSMUSG00000055430,3.0742399560591,0.746297945884268,0,0,0,0,0,0
ENSMUSG00000055723,0,0,0,0,0,0,0,0
ENSMUSG00000056069,0,0,0,0,0,0,0,0
ENSMUSG00000056492,0,0,0,0,0,0,0,0
ENSMUSG00000056708,0,0,0,0,0,0,0,0
ENSMUSG00000057098,0,0,0,0.745057979088214,0,0,0,0
ENSMUSG00000057367,0,0,0,0,0,0,0,0
ENSMUSG00000057897,0.925251789604424,0,0,0,0,0,0,0
ENSMUSG00000058135,0,0,0,0,0.66329705218789,0,0,0
ENSMUSG00000058297,1.04817681278604,0,0,1.93170024877301,0,0,0,0
ENSMUSG00000058672,0.925878728578624,0,0,0,0,0,0,0
ENSMUSG00000058715,0,0,0,0,0,2.73303546483985,0,0
ENSMUSG00000059336,0,0,0,0,0,0,0,0
ENSMUSG00000059361,1.07368834986328,0,0,0,0,0,0,0
ENSMUSG00000059498,0,0,0,0,0,1.54213056117849,0,0
ENSMUSG00000059824,0,0,0,0,0,0,0,0
ENSMUSG00000059974,0.450147233393849,0,0,0,0,0,0,0
ENSMUSG00000060063,0,0,0,0,0,0,0,0
ENSMUSG00000060548,0,0,0,0,0,0,0,0
ENSMUSG00000060591,0,0,0,0,0,0,0,0
ENSMUSG00000060802,0,0,0,0,0,2.55788722451399,0,0
ENSMUSG00000060961,0,0,0,0,0,0,0,2.55879428103851
ENSMUSG00000061080,0.794565900751671,0,0,0,0,0,0,0
ENSMUSG00000061232,0,0,0,0,0,0,0,0
ENSMUSG00000061353,0,0,0,0.89021628304048,0,0,0,0
ENSMUSG00000061740,0,0,0,0,0,0,0,0
ENSMUSG00000061762,0,0,0,0,0,0,0,0
ENSMUSG00000062078,0,2.54457396132583,2.90342286776344,0,0.737326090601745,0,0,1.75351300084164
ENSMUSG00000062257,0,0,0,0,0,0,0,0
ENSMUSG00000062591,0.728153715046606,2.31545978446102,2.87791147747244,0,0,0,0,0
ENSMUSG00000062960,0,0,0,0.768106851233305,0,0,0,0
ENSMUSG00000063297,0,0,0,0,0,0,0,0
ENSMUSG00000063524,0,0,0,0,0,0,0,0
ENSMUSG00000063796,0,0,0,0,0,0,0,0
ENSMUSG00000064202,0,0,0,0,0,0,0,0
ENSMUSG00000064341,4.44899184065135,4.14054873337363,4.1907923375966,4.22191131614924,3.34841381657443,3.87002826601439,3.19998802069409,4.35168653457717
ENSMUSG00000064373,0,0.917793830204862,0,2.09139420828655,0,2.32123483412796,0,2.03204783700328
ENSMUSG00000066392,0.240984455027614,0,0,0,0,0,0,0
ENSMUSG00000066705,0.609981873300925,0,0,0,0,0,0,0
ENSMUSG00000067242,0,0,0,0,0,0,0,0
ENSMUSG00000067786,0,0,0,0,4.09336374788723,0,0,0
ENSMUSG00000067818,0,0,0,0,0,0,0,0
ENSMUSG00000068220,0,0,0,0,0,0,0,0
ENSMUSG00000068748,0,0,0,0,0,0,0,2.00497346231691
ENSMUSG00000068923,2.05473304159026,3.01600167256975,3.06508275399622,0,0,0,0,0
ENSMUSG00000069516,0,0,0,0,0,0,0,0
ENSMUSG00000069662,0,0,0,0,0,0,0,0
ENSMUSG00000069763,0,0,0,0,0,0,0,0
ENSMUSG00000069833,0,0,0,0,0,0,0,0
ENSMUSG00000070436,0,0,0,1.23727458237118,0,0,0,0
ENSMUSG00000070532,0,0,0,0,0,0,0,0
ENSMUSG00000070802,1.26843086989432,0,0,0,0,0,0,0
ENSMUSG00000070858,1.17759264578316,0,0,0,0.66329705218789,0,0,0
ENSMUSG00000070880,0,0,0,0,0,0,0,0
ENSMUSG00000071658,2.08365232544526,0,0,0,0,0,0,0
ENSMUSG00000073411,0,0,0,0.949357191209547,0,0,0,0
ENSMUSG00000073433,0.832205715847755,0,0,0,0,0,0,0
ENSMUSG00000073680,0,1.24751271617966,1.5748773434728,0,0,0,0,0
ENSMUSG00000074457,0,1.02792234183562,1.49375541149651,0,0,0,0,0
ENSMUSG00000074872,1.03823590919464,0,0,0,0,0,0,0
ENSMUSG00000075012,0,0,0,0,0,0,0,0
ENSMUSG00000075602,0,0,0,0.896627675863208,0,0,0,0
ENSMUSG00000076431,0,0,0,0,0,0,0,0
ENSMUSG00000076439,0,2.4892675973978,3.03297017996392,0,0,0,0,0
ENSMUSG00000078202,0,0,0,0,0,0,0,0
ENSMUSG00000079018,0,0,0,2.44587693994421,0,0,0,0
ENSMUSG00000079523,3.10992092072835,1.47631416220555,0.66329705218789,3.33379390647097,0.507768164423392,0,3.07074267606265,0
ENSMUSG00000086503,0,0,0,0,0,0,0,0
ENSMUSG00000090223,1.87746619629969,0,0,0,0,0,0,0
ENSMUSG00000092274,0,0,0,0,0,0,0,0
ENSMUSG00000092341,6.00367600535197,7.50441105971909,7.91715370528121,6.86939374546269,5.87180085809007,5.99933104982589,6.77955632617354,8.09587335379358
ENSMUSG00000093930,0,2.14332118918261,2.33849700184854,0,0,0,0,0
ENSMUSG00000095687,0,0,0,0,0,1.78216907139301,0,0
ENSMUSG00000097156,0,0,0,0,0,0,0,2.39825718362841
ENSMUSG00000098112,0,0,0,0,0,0,0,0
ENSMUSG00000098178,0,0,0,0,0,0,0,0
