,Oligos,Excluded,Neurons,Astrocytes,Blood,Vascular,Immune,Ependymal
ENSMUSG00000041329,0,0.21297205416823,0,2.50318254427395,0,0,0,0
ENSMUSG00000041378,0,0,0,0,0,4.09839662738162,0,0
ENSMUSG00000041515,0,0,0,0,0,0,1.2543546279607,0
ENSMUSG00000041556,0,0,0,1.70705349318798,0,0,0,0
ENSMUSG00000041571,2.57709527104876,2.97221086543134,3.39416244041568,2.44655514648109,0,2.11421302491644,0,2.25629362422275
ENSMUSG00000041607,5.3157947952507,3.80106973739734,0.531676221680421,0,0,0,0,0
ENSMUSG00000041801,1.33011321751521,0.489497822075851,0,0,0,0,0,0
ENSMUSG00000041889,1.99037378394563,1.13689621794303,0,0.819551868107263,0,0,0,0.233608643592932
ENSMUSG00000042116,0,0,0,0,0,1.89774908692573,0,0
ENSMUSG00000042312,0.667904819699483,0.479565829908098,0,0,0,1.17446349514159,0,0
ENSMUSG00000042613,0,0,0,0,0,0,0,0.986973465712521
ENSMUSG00000042745,0,0,0,0,0,1.69049858338504,0,0
ENSMUSG00000042750,0,1.00837979127809,2.02433512269964,0,0,0,0,0
ENSMUSG00000043496,0,0,0,0,0,0,0,0
ENSMUSG00000044080,0,0.532637075000787,0,1.90881381165475,0,0,0,0.889513070645494
ENSMUSG00000044258,0,0,0,0,0,0.534969650225618,0,0
ENSMUSG00000044288,0,0,0,0,0,0,0,0
ENSMUSG00000044349,0,1.62047522332131,2.83653444547908,0,0,0,0,0
ENSMUSG00000044667,0,0.864104830448035,1.54234653155124,0,0,0,0,0
ENSMUSG00000044811,0,0,0,0,0,0,0,0
ENSMUSG00000044986,0,0,0,1.118805408624,0,0,0,0
ENSMUSG00000045092,0,0,0,1.33866261686902,0,0,0,0
ENSMUSG00000045136,0,0,0,1.49731280153169,0,0,0,0
ENSMUSG00000045532,0,0,0,0,0,0,0,0
ENSMUSG00000045573,0,0.455513616056507,1.20558253732125,0,0,0,0,0
ENSMUSG00000045608,0,0,0,0,0,0,0,0
ENSMUSG00000046160,2.00577349607096,0.613816320353804,0,0,0,0,0,0
ENSMUSG00000046215,0,0,0.575786419439133,0,0,0,0,0
ENSMUSG00000046240,0,0,0,0,0,0,0,0
ENSMUSG00000046432,0,0.735554834604005,1.67219154833702,0,0,0,0,1.19570556538402
ENSMUSG00000046447,0,1.18452797259583,1.84838642037596,0,0,0,0,0
ENSMUSG00000046480,0,0,0.739998259010743,0,0,0,0,0
ENSMUSG00000047261,0,0,1.37606652363209,0,0,0,0,0
ENSMUSG00000047557,0,0,0,1.28843789353066,0,0,0,0
ENSMUSG00000047797,1.14645232412373,0,0,0,0,0,0,0
ENSMUSG00000047945,1.88033712225951,0.756200789826203,0,0,0,0,0,0
ENSMUSG00000048001,0,0,0,1.68529619692584,0,0,0,0
ENSMUSG00000048163,0,0,0,0,0,0,3.23828259822264,0
ENSMUSG00000048240,0,0.595103280023036,1.19064495591749,0,0,0,0,0
ENSMUSG00000048251,0,0.479792856724305,1.16823545468149,0,0,0,0,0
ENSMUSG00000048644,0,0.855563766124177,1.9373977736599,0,0,0,0,1.20183952441692
ENSMUSG00000048747,0,0,0,0,0,0,0,0
ENSMUSG00000048978,0,0,0.606726524249408,0,0,0,0,0
ENSMUSG00000049422,0,1.81051990607446,2.70446912037002,2.22348135951981,0,0,0,4.12763497320954
ENSMUSG00000049583,0,0.178670319324908,1.03759063298325,0,0,0,0,0
ENSMUSG00000049775,3.82069236632118,3.52211668836713,3.19818598130439,1.25318346319759,0,4.95335579333411,5.67815773861925,2.0870457648548
ENSMUSG00000050121,1.91203878226933,0,0,0,0,0,0,0
ENSMUSG00000050212,0,0,0,0,0,1.11587102509763,0,0
ENSMUSG00000050732,0,0,0,0,0,0.47836648134803,0,0
ENSMUSG00000050953,0,0,0,2.0953790798079,0,0,0,0.643876204269756
ENSMUSG00000051439,0,0,0,0,0,0,0.934341013671437,0
ENSMUSG00000051504,0,0,0,0,0,0,1.38884878273461,0
ENSMUSG00000051515,0,0,0,0.837827953084859,0,0,0,0
ENSMUSG00000051853,0,0.713707263155874,1.28220574058655,0,0,0,0,0
ENSMUSG00000052160,0,0,0,0,0,0,1.67317259881322,0
ENSMUSG00000052188,0,0,0,0,0,0,0,1.35027857181799
ENSMUSG00000052229,0,0,0,0,0,0,0,0
ENSMUSG00000052305,0,0,0,0,10.2688695635577,0,0,0
ENSMUSG00000052336,0,0,0,0,0,0,2.40214728953814,0
ENSMUSG00000052684,0,0,0,0,0,1.03422893700721,1.96645185587438,1.0915954582454
ENSMUSG00000052837,0,0,0,0,0,0.978124566843996,3.14198930945964,0
ENSMUSG00000052889,0,0.740029631225587,1.20138364839425,0,0,0,0,0
ENSMUSG00000053192,0,0.417801895550722,1.65682180721983,0,0,0,0,0
ENSMUSG00000053310,0,0.984047894796732,1.73607731366483,0,0,0,0,0
ENSMUSG00000053398,0,0,0,0,0,0,0,0
ENSMUSG00000053477,1.02696858136192,1.05450704636482,0,1.52377272113197,0,1.04512096053475,0,0
ENSMUSG00000053560,0,0,0,0,0,1.03422893700721,0,0
ENSMUSG00000053931,0,0,0,0,0,0,0,2.00286511239016
ENSMUSG00000054162,0,0.784044569891518,1.39138675388493,0,0,0,0,0
ENSMUSG00000054252,0,0,0,1.10207190309515,0,0,0,0
ENSMUSG00000054675,0,0,0,0,0,0,3.19120344610835,0
ENSMUSG00000054717,0,0,0,0,0,0,0,0
ENSMUSG00000054728,0,1.14539420702819,1.65211785756131,0,0,0,0,0
ENSMUSG00000054871,0,0.937971156425854,2.22690239895267,0,0,0,0,0
ENSMUSG00000055148,0,0,0,0,0,2.05104377361595,0,0
ENSMUSG00000055254,0,0.888746134662252,0,2.01134404157121,0,0,0,2.54454229429469
ENSMUSG00000055421,1.49962398891837,1.09279405639341,0,0,0,0,0,0
ENSMUSG00000056296,0,0,0.592475677155565,0,0,0,0,0
ENSMUSG00000056486,0,0.831897910022876,1.61966682643944,0,0,0,0,0
ENSMUSG00000057666,0.451443896052028,0.725773135413646,0.89089087307618,0,0,0,0,0.805311757472937
ENSMUSG00000057897,0,1.06577139640197,1.72670153020845,0,0,0,0,0
ENSMUSG00000058135,0,0,0,2.15834126906546,0,0,0,2.15921943077647
ENSMUSG00000058254,0,1.5647327320787,1.7222914865212,2.84960442970031,0,0,0,0
ENSMUSG00000058672,0,0,0,1.28864612673199,0,0,0,0
ENSMUSG00000058715,0,0,0,0,0,0,2.99092287590997,0
ENSMUSG00000059498,0,0,0,0,0,0,2.00272684947955,0
ENSMUSG00000059974,0,0.639909545526865,1.02653719917993,0,0,0,0,0
ENSMUSG00000060063,0,0,0,0,0,0,1.39624476443123,0
ENSMUSG00000060371,0,0.53165336082399,1.32510658727663,0,0,0,0,0
ENSMUSG00000060424,0,0.735962987598642,0,2.19872744001483,0,0,0,0
ENSMUSG00000060591,0,0,0,0,0,1.26906473363141,0,0
ENSMUSG00000060802,0,0,0,0,0,1.38409251337016,2.72138925050108,0
ENSMUSG00000060803,0,0,0,0,0,0,0,0
ENSMUSG00000060938,0,0.86806863770365,0,0,0,1.08788309885312,1.76706103485247,0
ENSMUSG00000061353,0,0,0,0,0,1.66677869807175,0,0
ENSMUSG00000061451,1.66130190327254,1.06981597909058,0,0,0,0,0,0
ENSMUSG00000061718,0,1.93311728432921,3.34111530051481,0,0,0,0,0
ENSMUSG00000061762,0,0,0,0,0,0,0,0
ENSMUSG00000062078,2.31934787228275,1.66470050505035,0,1.34940488849289,0,0,0,0
ENSMUSG00000062257,0,0,0,0,0,0,0,0
ENSMUSG00000062380,0,0,0.858943592884948,0,0,0,0,0
ENSMUSG00000062591,3.02347490591859,1.960308593006,0,0,0,0,0,0
ENSMUSG00000063297,0,0,0,0,0,0,0,0
ENSMUSG00000063524,0,0,0,0,0,0,0,0
ENSMUSG00000063632,0,0,0,0,0,0,0,0
ENSMUSG00000063796,0,0,0,0,0,0.994933516719069,0,0
ENSMUSG00000064373,0,0.778007046720989,0,1.61103878020305,0,1.95530365506813,2.68706427367273,0
ENSMUSG00000066705,0,0,0,0,0,0,0,0
ENSMUSG00000067786,0,0,0,0,0,0,0,3.97216215518783
ENSMUSG00000067818,0,0,0,0,0,0,0,0
ENSMUSG00000068696,0,0.551591597778711,1.79866447296999,0,0,0,0,0
ENSMUSG00000068748,0,0,0,1.63934284691618,0,0,0,0
ENSMUSG00000068798,1.52257481514259,0.672263251195737,0,0,0,0,0,0
ENSMUSG00000069516,0,0,0,0,0,0,0,0
ENSMUSG00000069763,0,0,0,0,0,0,0,0
ENSMUSG00000069919,0,0,0,0,10.4646951504627,0,0,0
ENSMUSG00000070436,0,0,0,0,0,1.48334819862605,0,0.955393988090506
ENSMUSG00000071234,0,0,1.07286139478422,0,0,0,0,0
ENSMUSG00000071341,0,0,0,0,0,0,0,0
ENSMUSG00000071866,0.751306035256898,0,0.787082424286129,0,0,0.974634782747496,0,0.638665935061456
ENSMUSG00000072235,2.74233214758953,1.87556770945055,1.48629633410862,1.5239227166559,0,1.76470908001918,0,4.01109071532075
ENSMUSG00000073411,0,0,0,0,0,1.35716539083819,0,0
ENSMUSG00000073412,0,0,0,0,0,0,1.24807891770204,0
ENSMUSG00000073680,0.92340947945683,0,0,0,0,0,0,0
ENSMUSG00000073940,0,0,0,0,6.58139008071103,0,0,0
ENSMUSG00000074457,1.80423750159967,1.21855047249145,0,1.88706367974572,0,0.736289688667599,0,0
ENSMUSG00000075012,0,0,0,1.99337871461387,0,0,0,0
ENSMUSG00000075602,0,0,0,0,0,1.90634235098168,0,0
ENSMUSG00000076431,0,0,0,0,0,0,0,0.63376860066752
ENSMUSG00000076439,3.40901755647457,2.2298825036378,0,0,0,0,0,0
ENSMUSG00000078202,0,0,0,0,0,0,0,0
ENSMUSG00000078771,0.926744752206725,0.354472013912574,0,0,0,0,1.1297576591958,0
ENSMUSG00000079018,0,0,0,0,0,3.03999981392742,0,0
ENSMUSG00000079523,0.85246535192759,1.49010888153459,2.21704913430929,0,0,3.22199888356883,0,0.800082950901635
ENSMUSG00000086503,0,0,0,0,0,0,0,0
ENSMUSG00000090223,0.674600594601973,3.23175462215867,4.78086625454594,0,0,0.613993911925553,1.18423740233691,0.219354177627164
ENSMUSG00000092341,7.23376949054144,7.14951665969881,7.23436957904667,7.80884380183656,1.50339667741343,6.4435857115176,6.18847624857326,5.01291963076627
ENSMUSG00000093930,1.20885470664205,0.875687187598814,0,0,0,0,0,0
ENSMUSG00000095687,0,0,0,0,0,0,2.47380967730465,0
ENSMUSG00000097156,0,0.496459923248559,0,2.00254491925522,0,0,0,0
ENSMUSG00000097652,0,0,0,0,0,0,0,0
ENSMUSG00000097736,0,0.538636748586589,0.96321977568746,0,0,0,0,0
ENSMUSG00000098087,0,0,0,0,0,0,0,0
ENSMUSG00000098112,0,0,0,0,0,0,0,0
ENSMUSG00000102252,1.14482454558395,1.42319055493884,2.21259188105433,0,0,0,0,0
