,Neurons,Excluded,Vascular,Immune,Oligos,Ependymal,Astrocytes,Blood
ENSMUSG00000042834,0,0,0.955346390813618,0,0,0,0,0
ENSMUSG00000043067,0,1.44302548740929,0,0,1.66746544877579,0,0,0
ENSMUSG00000043259,0,0,0,0,0,0,0,0
ENSMUSG00000043388,1.5278572557258,0,0,0,0,0,0,0
ENSMUSG00000043419,1.98217008264142,0,0,0,0,0,0,0
ENSMUSG00000043496,0,0,0,0,0,0,2.25022363368462,0
ENSMUSG00000044033,0,0,1.44842710009727,0,0,0,0,0
ENSMUSG00000044080,0,0,0,0,0,0,0,0
ENSMUSG00000044258,0,0,1.2627781992949,0,0,0,0,0
ENSMUSG00000044349,4.09747402034232,0,0,0,0,0,0,0
ENSMUSG00000045092,0,0.55308909826961,0,0,0,0,1.86545466918997,0
ENSMUSG00000045136,0,0,0,0,0,0,0,0
ENSMUSG00000045752,0,0,0,0,0,0,0,0
ENSMUSG00000045763,1.72602645290663,0,0,0,0,0,0,0
ENSMUSG00000046160,0,1.91358549404946,0,0,1.98112958953439,0,0,0
ENSMUSG00000046432,1.33451320488058,0,0,0,0,1.56598937627528,0,0
ENSMUSG00000046447,1.46007947468325,0,0,0,0,0,0,0
ENSMUSG00000047261,1.30801425040518,0,0,0,0,0,0,0
ENSMUSG00000047797,0,1.09346157244611,0,0,1.40550711117764,0,0,0
ENSMUSG00000047907,0,0,0.937070551279688,0,0,0,0,0
ENSMUSG00000047945,0,0.844532670067585,0,0,1.16474000090111,0,0,0
ENSMUSG00000047976,0,0.890694674770422,0,0,1.14809536847223,0,0,0
ENSMUSG00000048040,0.549458968609595,0,0,0,0,0,1.40900801529713,0
ENSMUSG00000048142,1.02668992106319,0,0,0,0,0,0,0
ENSMUSG00000048978,1.62377648516313,0,0,0,0,0,0,0
ENSMUSG00000049422,2.15869633602199,0,0,0,0,3.1426017571643,2.47821601228758,0
ENSMUSG00000049775,3.16221141235918,4.27338415923559,5.81981454560621,6.24686440950053,4.71640656729325,2.16455814330221,1.93734912014699,2.04450919671385
ENSMUSG00000050063,0,0,0,0,0,0,0,0
ENSMUSG00000050121,0,0.626731199903783,0,0,0.978332771682968,0,0,0
ENSMUSG00000050212,0,0,1.3030470672325,0,0,0,0,0
ENSMUSG00000050711,1.2958339682583,0,0,0,0,0,0,0
ENSMUSG00000050732,0,0,0,1.3845148992954,0,0,0,0
ENSMUSG00000050953,0,1.03296709119404,0,0,0,1.95545292805772,3.11281274444237,0
ENSMUSG00000051910,0,0,0,0,0,0,0,0
ENSMUSG00000052229,0,0,0,0,0,0,0,0
ENSMUSG00000052305,0,0,0,0,0,0,0,10.343220183532
ENSMUSG00000052336,0,0,0,2.49935078888976,0,0,0,0
ENSMUSG00000052684,0,0,0.755179405726838,1.91832924675279,0,1.03641559599098,0,0
ENSMUSG00000052727,2.77310358685668,0.739040449418561,0,0,0.720330556115184,0,0,0
ENSMUSG00000052837,0,0,0,2.48524818386804,0,0,0,0
ENSMUSG00000053024,0,1.3260655746952,0,0,1.48627444770856,0,0,0
ENSMUSG00000053192,2.00881293510891,0,0,0,0,0,0,0
ENSMUSG00000053279,0,0,0,0,0,0,0,0
ENSMUSG00000053560,0,0,0,0,0,0,0,0
ENSMUSG00000053819,1.03355370571959,0,0,0,0,0,0,0
ENSMUSG00000054162,0,0,0,0,0,0,0,0
ENSMUSG00000054252,0,0,0,0,0,0,2.58975621780195,0
ENSMUSG00000054459,1.30214121952098,0,0,0,0,0,0,0
ENSMUSG00000055022,1.66437216539205,0.626079885209555,0,0,0,0,0,0
ENSMUSG00000055148,0,0,1.5015482782616,0,0,0,0,0
ENSMUSG00000055254,0.957240668095819,0.920217018243518,0,0,0,2.55323727619752,2.56398006033419,0
ENSMUSG00000055322,0,0,1.26625870167825,0,0,0,0,0
ENSMUSG00000055373,0.800282775679847,0,0,0,0,0,0,0
ENSMUSG00000055421,0.989707196291334,2.1521988732332,0,0,2.43499558669124,0,0,0
ENSMUSG00000055430,3.67301846527308,0.662933029409023,0,0,0,0,0,0
ENSMUSG00000055567,1.2112994308261,0,0,0,0,0,0,0
ENSMUSG00000055723,0,0,0,0,0,0,0,0
ENSMUSG00000056222,0.431820300571101,0,0,0,0,0,0,0
ENSMUSG00000056492,0,0,1.70723929862867,0,0,0,0,0
ENSMUSG00000056602,0.648287045550274,0,1.32881074628633,0,0,0,0,0
ENSMUSG00000057098,0,0,1.41508168108955,0,0,0,0,0
ENSMUSG00000057367,0,0,0,0,0,0,0,0
ENSMUSG00000058135,0,0,0,0,0,0.9312456129343,0,0
ENSMUSG00000058297,1.87176136747374,0,2.97846486350065,0,0,0,0,0
ENSMUSG00000058715,0,0,0,3.07715211241587,0,0,0,0
ENSMUSG00000059974,0.828977660360591,0,0,0,0,0,1.7420133458868,0
ENSMUSG00000060802,0,0,1.51839009844371,2.99219800945088,0,0,0,0
ENSMUSG00000060938,0,0,0,0,0,0,0,0
ENSMUSG00000060961,0,0.82198548452232,0,0,0,0,2.8854639024507,0
ENSMUSG00000061080,1.14738179375836,0.624637430022933,0,0,0,0,1.82583634330039,0
ENSMUSG00000061232,0,0,0,0,0,0,0,0
ENSMUSG00000061353,0,0,1.13488941635171,0,0,0,0,0
ENSMUSG00000062078,0.455562302495738,3.48729943721205,1.59630920617765,1.29363214759171,3.77879974018933,1.78938872162922,2.14482944252926,0
ENSMUSG00000062257,0.725270241512905,0,0,0,0,0,0,0
ENSMUSG00000062380,1.37228344615015,0,0,0,0,0,0,0
ENSMUSG00000062591,1.67558751883703,3.03062031007232,0,0,3.5444580506466,0,0,0
ENSMUSG00000062760,0,0,0,0,0,0,0,0
ENSMUSG00000062960,0,0,2.08387582039204,0,0,0,0,0
ENSMUSG00000063297,0,0,0,0,0,0,0,0
ENSMUSG00000063524,0.625033450827031,0,0,0,0,0,1.67369054594937,0
ENSMUSG00000063796,0,0,1.43344501541805,0,0,0,0,0
ENSMUSG00000064115,1.29091052039316,0.729538342690129,0,0,0,0,0,0
ENSMUSG00000064202,0,0,0,0,0,0,0,0
ENSMUSG00000064373,0,2.21861213340936,2.89758750828465,3.32505955495147,1.83517723163988,0,2.47444258181839,0
ENSMUSG00000066392,1.50761842216917,0,0,0,0,0,0,0
ENSMUSG00000066842,0,0,1.28269556702999,0,0,0,0,0
ENSMUSG00000067242,0,0,0,0,0,0,0,0
ENSMUSG00000067288,1.10526218855795,0.747655559596185,1.8292965124713,2.56952323608543,0.605297739089612,0,0,0
ENSMUSG00000067786,0,0,0,0,0,4.6002809608626,0,0
ENSMUSG00000067818,0,0,0,0,0,0,0,0
ENSMUSG00000068748,0,0,0,0,0,0,2.16763144927307,0
ENSMUSG00000068923,2.76930566578356,3.56554145079638,0,0,3.7455819092769,0,1.7520172728847,0
ENSMUSG00000069045,0,0,0,0,0,0,0,0
ENSMUSG00000069662,0.444877405830799,0,0,1.9482869616793,0,1.46812959544103,0,0
ENSMUSG00000069833,0,0,1.09999114731866,0,0,0,0,0
ENSMUSG00000069919,0,0,0,0,0,0,0,9.64254535779134
ENSMUSG00000070426,0,0,0,0,0,0,0,0
ENSMUSG00000070436,0,0,1.27790413784819,0,0,0.871789993279648,0,0
ENSMUSG00000070570,0,0,0,0,0,0,0,0
ENSMUSG00000070802,1.62752438224317,0,0,0,0,0,0,0
ENSMUSG00000070880,0,0,0,0,0,0,0,0
ENSMUSG00000071042,0,0,0.988091820323257,0,0,0,0,0
ENSMUSG00000071658,1.84867687322638,0,0,0,0,0,0,0
ENSMUSG00000072235,1.42609817207753,1.45045860609537,1.09232619653254,0,1.59146302518861,3.21154050766591,0,0
ENSMUSG00000073411,0,0,1.26606478046303,1.63038164160937,0,0,0,0
ENSMUSG00000073680,0,2.05760803454794,0,0,2.35278387499176,0,0,0
ENSMUSG00000073910,0,0,0,0,0,0,0,0
ENSMUSG00000074637,0,0,0,0,0,1.0237546193347,0,0
ENSMUSG00000075318,1.35341419908309,0,0,0,0,0,0,0
ENSMUSG00000075602,0,0,1.52176193733429,0,0,0,0,0
ENSMUSG00000076431,0,0,0,0,0,0,0,0
ENSMUSG00000076439,0,2.83946777196652,0,0,3.15750628782111,0,0,0
ENSMUSG00000079018,0,0,2.62745131736104,0,0,0,0,0
ENSMUSG00000079523,2.78731746258414,1.36309183386093,4.02649037188286,0,1.16169361901339,0,0,0.560159536001476
ENSMUSG00000086503,0,1.26455450586383,0,0,0,0,0,0
ENSMUSG00000090223,1.6732178613857,0,0,0,0,0,0,0
ENSMUSG00000090841,0.344368203128513,0,2.11206589806523,0,0,0,0,0
ENSMUSG00000092274,0,0.919105195140557,0,0,0,0,0,0
ENSMUSG00000092341,7.07463108346974,8.56962774430495,7.85861256734426,6.65467233079939,9.031103560544,7.03113495144395,8.99002741256914,3.14755987322102
ENSMUSG00000093930,1.24567551294883,2.9723009480416,0,0,3.19343015783778,0.941382885802035,0,0
ENSMUSG00000097156,0,0.734107999458887,0,0,0,0,3.18401359682332,0
ENSMUSG00000097736,0,0,0,0,0,0,0,0
