delta	alpha	gamma	ductal	acinar	beta	unclassified endocrine	co-expression	MHC class II	PSC	endothelial	epsilon	mast	unclassified
GC	0	8.87038368495106	6.77745328115667	3.18109609036404	1.06870029608145	0	2.68045986293578	6.91984197340323	0	0	1.06988196382724	9.25121877294333	0.871806429208249	1.27675846260103
PARM1	4.0526452189823	6.85109427977851	7.02682499116225	0	6.34098934778645	6.39177193505556	2.68045986293578	6.87205135520194	0	1.06538428307236	0	6.21266226874805	0	4.23499036136393
CCNI	6.1316334642913	6.30735611031843	6.49552237781198	7.00530823611856	6.08149962691001	7.19192288368183	0	7.01988935895346	6.73828812980314	7.51000912182638	5.00813997359708	5.93790863290681	0.871806429208249	2.61694062765526
SCD5	5.20896712581673	0	0.607753307817279	5.61188675065944	2.65875570687897	6.502543739215	0	5.83485803481025	0	0	0	0	0	0
ADH1C	0	0	0	3.74805869683343	5.95118022228671	0	0	0	0	0	0	0	0	0
NPNT	0	4.89058415887651	4.88030947517463	5.32534419878503	0	0	0	1.2708330256168	0	0	0	0	0	0
HADH	8.05659454549737	0	0	4.98633452559794	4.59018822908154	8.71032730084926	0	8.10369456410758	0	3.48518424125603	0	4.54071537392113	0	2.6690277463152
CPE	9.23194433308439	9.52493304441285	9.61118384119716	4.43903309074197	0.913195334789523	9.29475852065642	5.4030616227348	9.58014100593552	0	1.82025539828815	1.51508168038053	9.48998931501437	1.12111005493759	0.950050998267159
MRFAP1	6.91857827789441	6.85764835861522	6.82536434060988	7.18294062306877	6.40515311708744	7.20391878581211	0	7.02132570979632	5.5692591963901	7.18299918262117	7.25229208361427	7.90963178901471	0	6.51232530499473
QDPR	7.52867160161526	7.3905601834689	7.18904325550963	4.77277062123559	4.45484737810139	5.98753669068986	0.451243022881187	6.7703396658691	3.00012964993679	3.48991172899969	0.87858672841403	7.96298167899509	0.871806429208249	6.19722308150919
UCHL1	7.47586149688708	4.96140101122827	7.0795569669449	0	0	8.14337351682558	0	7.6107611867282	0	5.56702676201334	0	7.19536049651246	0.97897595989246	1.04526486166286
ANXA3	0	0	0	6.68150969122929	2.19068239625313	0	0	0	0	0	0	0	0	0
SPP1	0.360940873965295	0	0	11.1158525611956	1.01306953135011	0.778790646530121	2.77285741657007	1.27970247041406	1.45952591065589	1.43900872047018	2.053084251056	0	1.80316848758869	11.7884380047923
CFI	0	0	0	5.88638682992211	5.23045075692375	0	0	1.62832988741369	0	0	0.632057338120511	0	0	0.217669779702545
PDLIM3	0	0	0	6.73892772171905	1.2440674177398	0	0	0	0	4.4514229557755	0	0	0	0
DAP	6.29869163469081	6.44488889321487	6.16838080592113	6.43488723993884	6.68708313736788	6.28642927248013	0	6.39269537788665	5.20471529667471	6.43823009208273	0.392697315770679	5.66853334254425	3.7538692768394	3.3037447827501
MAP1B	8.12816793226624	6.48739468402045	7.87245338574839	0.275697926393546	0	7.96130681597003	2.0868437274398	7.80483262718309	0	7.17547400840829	5.56286444956832	7.49659802254571	0	10.4370524270121
PAM	6.61192945769393	7.77753866466696	8.98179625595233	1.87410593977942	5.21921331435339	8.28276973900855	3.31646260234792	8.14043848086362	1.50557721411344	6.1662399070645	3.03132655173269	8.123407771717	1.47382462449728	6.88227536292966
CYSTM1	7.4032109563775	8.14501891010537	7.07086475365642	7.5993305242503	7.09247743419826	6.96873191794979	3.08261054808401	7.57253833691364	4.71123540570426	6.8601107588973	5.8104730971913	7.50996438557866	0	7.66547884728548
CPLX2	3.85480319072066	5.54690386633017	4.28720523259434	0	0	4.98599140480279	0	5.27372073163603	0	0	0	1.606945601103	0	0
IRX2	0	5.02789946252836	0	0	0	0	0	2.38929852284339	0	0	0	0	0	0
ISL1	7.28815186418638	6.23290003420537	6.76841701239684	0	0	5.73329113549917	0	6.32455496903889	0	0	0	5.97307164871425	1.12111005493759	0.217669779702545
PLK2	4.24738049213223	6.63695474757667	7.1900133843444	3.91504506284987	2.58174273957408	3.60121003995528	0	6.71871078128521	0	0.240235399150725	6.97424608163527	0	0	3.50057868437073
FAM159B	3.32403219645038	1.95984429356919	5.23339110199382	0	0	6.61201576468107	0	6.87630121417643	0	0	0	0.762218536446506	0	0
PCSK1	7.04207818956201	0	5.74086741393791	0	0	7.69233442410187	0	7.01364065566533	0	0	0	7.43910640539539	0	0
PPIC	0	0	0	6.38920043134668	5.31550505134607	0	0	0	0.653170269244622	6.02062524136617	6.0174400115561	0	0	0
HINT1	7.037762776267	7.06663609393689	6.73582809628437	7.18724109404157	6.64135419545595	7.34172385912891	3.31646260234792	7.37250943348419	6.66725825454305	6.46761116993411	6.81191066250947	7.31831601194935	0	7.02874761692438
UQCRQ	6.80531891271555	7.23283862252847	6.87074871206607	7.20624638885901	7.48533099158512	7.07542774881644	2.42805336840243	7.34169441688432	6.82275987923558	6.76806965957225	6.59876808952264	7.45675336411369	6.24359423387217	7.855020767287
EGR1	5.07839632536259	3.42990674432543	5.81163132808842	6.71430763198661	6.82299328972424	4.17090195722153	0	5.16088641305	4.45957305435426	6.84397993404229	0	7.36952782095075	6.55799694400339	0.42988980658814
SPINK1	0	0.786544393626391	0	3.27931382320654	11.6793267406042	0	2.84285366633375	0.80203559564512	0	0	0	11.2413264026776	0	0.697400319631334
CD74	1.08854725492649	2.70960039387033	0	8.12403875063722	6.06361936419087	0	0	2.74664728604003	12.2179822269127	0	0.844214117545127	6.07771968646573	5.22610093559411	4.51344472658705
RPS14	7.42332396239015	7.16319876560056	7.45208422219521	7.36909678666046	8.33292063103028	7.70170429434202	4.60516299771681	7.59136088898645	7.61135013931644	7.8831800276158	7.49553418849412	8.01433201126233	8.92114386561546	7.85126876198083
GPX3	8.27193715983889	9.67291511463172	5.84978236263022	1.39988073961413	3.55840201416361	6.62953661746558	4.80848453470146	8.66547896409053	2.42638535967253	4.52762353754132	1.27182271866687	6.7007494619298	0.971446652885509	3.13415616018089
ANXA6	5.51135049769528	5.24404395761173	5.05045529698915	0	3.02167748374865	5.42726883888355	0	5.35719259753588	6.56694462258659	6.06416948454038	0	0	0	0
DUSP1	4.04772700853308	3.64622443898746	2.53587738381996	6.97218384361532	5.74777921928508	3.39166198824176	0	5.04108328610304	5.43648827606722	4.06687326877852	6.57673965740459	0	0	4.46133613503116
ATP6V0E1	6.97731693869958	6.76831838829791	6.94885458831934	7.43281832318125	6.66435741816533	7.26970849297554	0	7.21017464405894	7.70077891806165	7.61166871984936	8.46400309091328	6.49650228847995	7.90204178935837	8.223273908065
TMED9	4.33972065389773	5.26514771346776	4.15579193564787	6.96294681561044	6.82523471560149	5.43726213813395	0	6.09792566453201	7.538056526785	7.32910762845951	5.81083926442767	5.63951113121908	0	0.819239533727281
SQSTM1	8.05923816940786	7.19705549995397	7.9725101645216	8.82165666417062	8.8525502006916	8.20149459567281	3.82222065202983	7.91846407884764	8.32942546689788	8.98767782479258	8.36020275826854	8.22687363642887	8.96041243591319	7.8611194689755
GNB2L1	7.61701871621267	7.27855096904412	7.46485626777855	7.80948982740879	8.40517611901226	8.01175757252943	2.72097845960279	7.69048268214485	7.91268747095518	8.62983324745366	8.34399720086006	6.67149210446701	7.76734946492878	8.84031947080928
PERP	6.05901425619428	5.66812908699969	5.81310219640452	8.02292915540411	5.80348811835628	6.91619831497506	0	6.45691734420019	0	4.52681069385587	0	6.10979076583257	0	0.217669779702545
SCGN	8.72079632419319	8.28969273427223	8.13440092639897	0	0	9.44129914221374	4.15215053319805	9.07197710348968	0	0	0.71728671534776	7.98078577224622	0.917459484812929	0.520161191679019
KIAA1244	6.95054953210014	7.25951817968542	6.6671775130786	3.48503564168736	4.11796922547309	5.32538471199751	2.42397737719072	6.39465718921444	0	0	0	6.75186474999067	0	0
DSP	7.26570872792758	7.09326237051967	7.67446796862943	7.24149539803057	6.81925351598479	7.61980069106263	1.11069314706506	7.29469785001907	0	0	0	8.27033363705477	1.28759563234303	0.950050998267159
SOX4	1.34421248146473	0	3.82151984612409	8.10236212660012	6.97151439564937	3.20259920683423	0	3.22072042634832	0.940874298674643	7.37119295682772	8.91320234887857	4.04507785406189	2.24464503680908	7.46194882757131
UBD	0	0	0	4.48046974765007	6.58125972047889	0	0	0	0	0	0	0.699915003407945	0	0
HLA-A	7.78409194980076	8.7665411489717	7.92874484146828	8.52405966521786	7.41797855085059	7.45289864326401	4.56207323523224	8.10545146322887	7.6009176426189	7.11367771296999	5.3583991004915	9.35800380069991	7.24646993796779	6.92123899501926
HLA-E	5.61139483594059	7.28154797973494	4.58169281354253	7.19061717461092	6.71097033818395	4.29310968195243	2.24370726055745	6.01853074986295	8.11799754096257	6.58435987653911	9.38016890499798	6.36533085992463	8.59530793882438	6.95533719629964
TUBB	5.54406380496184	6.27800776385128	4.81844604899304	7.63063537978672	6.38721616019991	6.76519510503318	0	6.40827604643176	8.54786404158079	7.75185214210169	7.09076160520331	5.21711573092371	2.66062708780273	3.79213609268423
IER3	0	0	0	6.56748243682054	3.63004934063449	3.45573343430174	0	3.38745118779735	5.662869933978	6.82995966154628	0	0	0	3.31151970122231
DDR1	6.6344144355997	6.44731615935499	7.49855753794395	7.10681709645236	5.66218822379841	6.29611314836708	0	6.7064900720305	0	0	0	6.21054205787205	0	5.08104097565245
HLA-C	6.8036353706281	7.6928439088503	6.70328680865529	8.58622138070825	7.96511713989626	6.76443864845449	4.00732885426699	7.30949003556803	8.05135655274198	7.15050224348036	7.15068329188106	8.41530524301442	5.43547708204238	6.42703972547921
HLA-B	6.82319561515363	7.78132189231694	6.15308582626925	8.99441947309145	8.15089405118968	6.32392244443395	4.09231342634023	7.19514953243669	8.50078196120274	7.50171154957947	6.89113799756156	8.9816316174573	4.97973775281231	6.36750302238419
CLIC1	6.14744857429689	6.24041114181049	6.08814516356245	7.47279440272516	6.47218174325152	6.1678616031753	0	6.31827424434759	7.69101846263606	7.43340451321684	8.51786377127129	5.93790863290681	8.74569327754789	6.45219678084193
