delta	alpha	gamma	ductal	acinar	beta	unclassified endocrine	co-expression	MHC class II	PSC	endothelial	epsilon	mast	unclassified
PCP4	6.65470434315819	4.02908540705261	3.2889475905487	0	0	5.52253895126596	0	5.13994168833804	0	0	0	0.762218536446506	0	0.217669779702545
BACE2	0	0	0	6.73857166294511	6.18881497360159	0	0	1.64132073854455	0	3.2187304087011	0	0	0	1.9462410810512
COL18A1	0	0	0	6.26395284606095	0	0	0	0	0	7.43055290726345	0.877470193912923	0	3.16977699398992	0
SOD1	6.96755042772749	6.9677936977164	7.15076569680924	7.12926429293682	6.6538566004366	7.61385391421898	3.2614328943895	7.53433743099858	6.28554848974322	6.82201542115395	6.55924760488388	7.29002584560309	6.0939338190424	8.05713258900412
CSTB	6.40393094081402	6.51673723781349	6.45266661300306	6.71159568440182	6.28455559327927	6.59453584168911	0	6.80634809054222	7.04727096219524	6.01116221691296	6.99953922896909	6.19202389677452	2.66062708780273	5.12465019026435
PTTG1IP	5.40510236540794	5.74583540381956	5.62696910199257	7.79462796659533	6.20184366151037	6.27905490839192	0	6.24652911539656	6.80162292660277	6.66938029924339	7.39114812930004	5.88812279610442	7.60171211380454	6.04374744754421
CECR1	5.43750041086159	4.92223505953083	4.96785176726226	0	0	4.05108865573216	0	5.19350580194085	5.49650006371199	0	0	0	0	0
SEZ6L	0	4.96346108817573	0	0	0	4.97242719930014	0	5.40038851556151	0	0	0	5.58365442757896	0	0
RPL3	8.09887378262866	7.79764181000463	7.51040706452617	7.40885749332524	8.16765546111412	8.74519862765207	4.22199457052363	8.46511051811249	7.00857564169637	7.70060740522524	6.07298239537965	7.45675336411369	7.77900640288845	6.63002667496189
PLXNB2	6.06464280860528	5.35500043895952	6.94945350342149	7.01588142346905	5.14819962920294	5.73168267717911	0	6.0443589949568	2.70446200338171	5.71716240401716	3.32450690133363	6.56127816337208	0	4.81370757025656
SLC25A1	5.13551919313491	6.06248724037686	4.77244118866711	6.00329151087078	5.61560637668708	5.65718842126682	0	6.01759502776779	6.43893831505401	5.91934666239369	0.30184774324455	4.54071537392113	0	0
XBP1	7.1239914261599	6.43618425924859	6.35670633504693	7.06080002687542	8.22999963929897	7.26471580840393	0	7.42712296687016	4.74243248393808	7.29902310310555	2.78261680326657	6.55183875573754	0.871806429208249	0.42988980658814
CDC42EP1	0	0	0	6.512923458318	6.12202849376415	0	0	0	0	4.94499867448078	3.81955172232282	0	0	5.11043306019125
CYB5R3	5.98516659814642	6.68299761793152	6.38594667254343	6.98412928443414	5.68681190857587	6.13672539598101	0	6.82961837692984	6.4971133000466	7.22933941207514	6.60384213075292	6.42922937536847	7.77640809901476	3.75268153522154
TSPO	0.370119230798924	0.116311633700466	0.969246572365456	6.27469391087658	5.73243538061202	0	0	0.927387139244595	5.68830132925694	4.9551754687793	5.03508572910595	0	8.0895540926748	2.1866440942795
ERCC_937.5:mix1_234.375:mix2	5.58307940437103	4.98535364625273	5.34074624662844	4.83859319851186	3.7647875767646	4.97052516798915	6.45880902565295	2.92094871385557	3.82031664338077	4.26999412151767	4.5446236260113	1.06489085021413	7.84481475845617	0
ERCC_468.75:mix1_117.1875:mix2	0	0	0	0	0	0	0	0	0	0	0	0	6.43168120630469	0
ERCC_937.5:mix1_937.5:mix2	3.95856183345619	4.19769100273738	2.11731935108395	4.33196171705064	3.37339760965327	4.78902496418871	3.81756741513763	2.52844963409773	4.74154006767413	4.11903458854255	2.15217432023236	0	7.43816427115511	0.217669779702545
ERCC_468.75:mix1_468.75:mix2	0	0	0	0.985896254087475	1.08509544746169	0	0.688693089372894	0	2.22612777209431	0	0.993655609262702	0	0	3.44885493569579
ERCC_937.5:mix1_1406.25:mix2	2.23646226625269	2.2708444748329	0	2.44643254641702	1.55460548080249	0.983868634819889	4.52546639952081	0.744666692226599	0	1.9700779222628	0	0	0	0.217669779702545
ERCC_468.75:mix1_703.125:mix2	0	0	0	0	0	0	0	0	0	0	0	0.762218536446506	6.55207381840567	0
ERCC_234.375:mix1_351.5625:mix2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERCC_468.75:mix1_937.5:mix2	0	1.54251942289122	0.927832274914349	2.46858186786827	1.09819904023025	0.499600350772854	0	0.771044027266764	1.45952591065589	1.77304074632259	0.306490867990592	5.03759586330747	0	3.14641204765538
ERCC_234.375:mix1_468.75:mix2	0	0	0	0	0	0	0	0	0	0	0	0.762218536446506	5.92664654919989	0
