Vip	L4	L2/3	L2	Pvalb	Ndnf	L5a	SMC	Glia	L5	Endothelial	Sst	L6b	Sncg	Igtp	L5b	L6a	L6
Abcf3	9.88060281221473	9.48098569552319	9.78886849656884	9.84867984452909	9.86135158462785	10.4258815328401	9.47818259215537	0	0	9.36746952522422	0	9.95239374009636	9.57437907166016	10.3182920179008	9.67462857723672	9.77276454506721	9.90795803543817	9.50796958778707
Abhd6	7.31995494903551	9.22354235144501	10.5483065217482	10.5035054960199	10.1038050832598	9.64922055332349	9.21489276234157	0	0.746284303651211	8.92398224352919	0	8.68164715109054	9.84777723661105	9.28520627812934	11.302134098525	9.95791365571106	8.91947845975251	9.97071908139674
Abi1	7.19685147435533	9.41902378178705	10.2970298974527	10.2821030526546	8.77634043629617	8.79830099202967	9.82481681188769	0	1.99099146200332	8.9855849798964	0	9.43556862581114	9.57205015361062	9.29609958555591	9.76983379846316	9.8419951783553	9.53118535600759	9.81221027676
Acat2	6.85296520673526	9.01714899366884	8.79135705277616	9.45822594419841	8.97506260332453	9.25869473754415	9.53013242452092	0	0	9.798250630183	0	9.42248829241608	11.0042550676925	8.87336807783284	8.16647192764948	9.79083945626075	9.80434487702046	9.50387136103718
Acot7	12.030304502217	11.537021990617	11.4888789731868	11.4475839258755	12.541234361213	11.7858950324167	11.4275009224487	0	1.67084413947218	12.0135998467607	0	12.515842648686	12.3475817458258	12.7990367937211	11.4340198600828	11.9901607827906	11.8596344669683	12.2024741552928
Adcy1	1.22037010751913	9.0435810221011	9.59018026064545	10.2342227862764	9.7527819864861	9.8181977200283	10.2475462939907	0	0	10.0164563787008	0	7.88177011799136	9.46228641935342	0	9.49712638272193	9.594616337753	10.6446379804526	10.1002878414939
Adh5	9.45889105342128	8.44463652502148	8.73319048530092	9.04733625643655	9.57867156277942	9.57094780320241	9.18925970885796	0	3.25648058844017	8.61845606190062	0	9.04835663671284	9.20904691653267	10.1127011448233	9.93442052520669	9.08589824395037	9.11721534533	8.59914924301017
Adk	8.19997582632092	8.01397474735559	8.33472553813073	1.73075666081962	9.79905392541597	7.12064426310688	8.81758547993447	9.87182488276354	2.24968191831972	9.25581746345959	0	8.35543132194861	10.2749790827294	8.49795953335545	6.25088861719394	8.33153814239184	8.9379042320805	8.82092886565123
Agk	9.1581471596704	9.49465701618277	9.72799923290441	9.65117642166945	9.25645704778654	10.0237992652232	9.18648782604861	0	0	9.75865393482046	0	9.58395508877941	9.84892862613742	10.0260873098701	9.78769136616255	9.68976585957172	9.58504380508164	9.63824127621545
Alas1	1.930445387974	8.51734144453224	9.1545665826823	9.53127632484558	8.97811522343069	7.56814052150277	9.30295145238794	3.66333387157619	0	9.15152044876264	10.2089656401488	8.72637426756275	8.95633020669438	9.82236750954931	0.722784176871072	9.46679120039632	9.44448629120746	9.16702447910638
Alcam	9.68425361829476	8.34090172859324	9.60138663196746	8.42633373400846	9.64648047553031	6.50935305705744	9.55482496106649	0	1.37744219142605	8.05527322083897	0	8.1067790096688	10.2313268432475	9.98013786104376	10.5380059540978	0.394871262352681	0	9.60783927367669
Amd1	6.17149844112919	8.83138521111801	9.20725708503045	8.51811013304403	8.7457752566755	6.62600221864256	8.58973916518726	0	0	9.31277960530244	0	7.49965166061002	7.80208933042332	9.78269471249979	8.32139420464271	8.93059904020072	8.73187000768736	9.59014668639848
Ankrd45	3.28434793056254	8.59434185982283	9.13699112335193	8.36002409168017	9.34391825653297	9.12489783715973	7.62128803059507	0	0	8.56206372055468	0	6.80152350144808	9.4042764291013	11.0196628138606	7.94001994087718	9.63603249340189	9.11405691540026	9.16205118256176
Ano3	0	9.07847779910534	9.01054945961617	9.14619199953012	0	0	9.94560725599148	0	0	7.04389925319693	0	0.859291107808204	10.519931628144	0	0	8.54685470475846	10.4101912947116	9.70919362197878
Anxa6	0	9.71678381955721	9.15985576321162	9.54760998948735	8.76346557676754	6.21657865211992	10.3407458434499	3.4124542358854	0	9.78956884472316	0	8.91949065515415	8.95168875687893	9.35894323300755	6.77841036852689	9.60065193850558	9.68089440978647	8.01368074252659
Ap3m2	7.99778726115616	10.8444909477256	9.53200340428217	9.83148992625603	9.40285013125134	9.40350433680327	10.9157774083887	0	0	10.4428741318933	0	9.40327906979578	10.2337732546367	10.0833124216458	4.24840369852905	10.1657882035878	9.59242376004239	9.97018035075306
Apex1	2.5271372779005	8.11971065617971	8.40199874064849	8.48955824449355	7.95190514444006	9.29604465051829	8.52165690555816	0	0	8.55786167573413	0	8.46636424312599	8.07429952712531	8.85277618109865	9.58226857661142	8.22341832935456	8.39684534888423	8.59500005575344
Apoo	9.14895996264241	9.4212589704008	10.0103165009954	10.3056342789628	10.3729290006253	9.36307515217356	9.26465183761061	0	0	9.93534793152881	0	9.57492236345629	9.26352774083591	9.23150096135078	10.3543494682398	10.2820671913902	9.11229335059462	9.87276442214863
Arap2	0	9.73550470082259	8.56996138633049	1.64663544314804	8.8913117245284	0	10.4217637274984	0	1.08438988176341	10.1354815953297	0.310347129058733	0	9.58862914286946	0	0	10.2004961660862	9.85482369560322	9.4409563348237
Arf2	1.03462942522765	9.53114702256071	9.33423551503038	9.0259440403085	8.44381242339958	0.918119992310298	8.85842239076378	0	0	8.72852025262114	0	8.26003856686455	8.86837304041108	1.94275634102559	3.32551290466352	8.79976643432725	8.78137579964096	9.14643867634135
Arhgap26	7.71227601987188	10.9105501745116	10.0983121150709	10.6484301299397	9.58019999354809	9.21633720205636	10.415393837037	0	0	9.82184446701331	0	9.99962414447306	10.7446998424909	9.11992075314301	9.26157061976111	11.1848099949701	10.9107795221714	10.5300628233694
Arhgap44	10.8294006137779	10.8506386929515	10.834291243949	11.2926974194362	11.4590419408183	11.1454068358	11.215739522158	0	0	11.2889465934126	0	11.7264792366914	12.6523198991477	9.54693761144365	9.64438190867018	10.450949850462	12.0945138671855	11.7879322466707
Arl5a	8.90204282292948	7.976275691874	9.15326257111114	9.70617479135354	10.0923793301116	10.1210444152241	9.4817075474588	1.06188988892351	0	8.98903678604873	0	10.1061709190637	8.56693115510082	10.0892579745577	8.0804471829688	9.32728237056473	8.99484643779632	9.28224519376275
Arl6	1.824234546454	7.11775355553674	8.47130161905399	9.05137192894799	8.40662778123155	8.24946949277019	8.3445854478976	1.16913910638099	0	8.74092869332687	0	8.83514804070675	9.26182986957592	8.98908437503355	9.1186182197198	9.25733279619975	8.887145291739	8.79513609505244
Armcx1	9.69663874089919	9.39647330092073	9.15891069552648	9.29073928449276	10.3530563360917	9.40732220199899	9.73433948514486	0	0	9.67455842283774	0	9.96752132213152	9.51366212127346	10.1167043531693	9.88468296318163	9.73119069319132	9.15090701802227	9.00670223863678
Armcx3	9.25419280320198	9.51829033044185	9.26913381119697	3.74072236823008	10.3186763492481	9.87995704107192	9.69246833359615	0	0	9.4108054156591	0	9.58885042745989	8.13926132226598	9.51736359661895	10.5200790041536	9.97049046970599	9.11676752489742	8.59835999604994
Arpp19	7.56874846449627	12.8454815688874	13.0868192202331	12.5556247740527	9.26209063481558	9.36788291045366	12.6220415130179	8.48785674084996	3.89206925933267	12.244424198958	0.506917393338172	9.66289628266203	11.7914348728524	9.39255087217164	9.5105440396652	12.4799079615927	12.7870520210829	12.5994187899375
Arpp21	8.68392095866246	12.9630355369382	13.4112102354096	12.6259804486789	0	3.99946625015397	11.9117965453015	0	0	11.9309106345487	0	0	11.2085944019691	8.04196914512292	0.819025349933519	11.792302508437	11.3375394728127	11.7241410510398
Asb8	0	6.49949676775705	9.44989903953809	9.35747533951803	8.90775096631198	7.06942261539557	8.87260200193328	0	0	8.63542981629129	0	8.52224965376592	9.26488480333282	8.37786163674326	4.03682875121704	9.32408978998824	9.16265124557305	7.14202934539877
Asns	11.3611246566938	11.1081223743473	10.8440693684304	11.0200209902552	12.1337656101328	11.130209456971	11.1450896594711	0	0	11.1241543313303	0	11.508100069673	11.2301744320002	12.5966954530441	11.8125109656314	11.4295102499095	11.0722015603514	11.0505146934955
Atad1	10.4556322862821	10.5136535948882	10.7127191881405	10.9319707777553	10.9101895543141	10.8749943747264	11.0465107586931	9.72504420868343	1.40595847000015	10.4318620706197	0	10.7736136500469	11.1171092426917	10.8054769577679	11.3659793498076	11.0557145388505	10.8876283408391	10.592883793921
Atl1	9.51138115220396	10.9396165156489	10.8922514250488	11.2623109072491	9.40390885208804	10.0116521605856	11.2446580638053	0	0	10.9385035002463	0	10.3288053295128	10.3811032246528	10.0113004976014	9.28911810412889	11.0960557938754	10.9969528750743	10.9454898804614
Atp1a3	11.7871384717374	10.9789841585711	10.6060833970725	10.7936675689756	12.4338499309188	11.680540505544	11.4227125858866	0	0	11.8213964820391	0	11.8804487217404	11.1831824717664	11.7810207760128	11.3748253089686	12.1762511809692	11.1204786527627	11.0971572311738
Atp1b1	11.3255908756617	11.1315114207916	11.2154483696752	10.5957606365427	12.7644531403234	11.4252834444699	11.1295789027215	0	1.2688586612004	11.7416112506592	0	11.8557035421205	11.4045183031336	11.2759763701168	11.846878207376	12.137314885307	11.1510051338762	11.2736937803325
Atp2b2	12.361375989245	13.4889525452087	13.4190326810559	12.9355218721711	12.1807846250086	12.045883712183	12.9724890254598	0	1.96077146276738	13.25980472914	0	11.6838421525001	12.888323195845	11.5260829156004	11.2892628360193	12.8049766190833	13.4173213344265	12.9368575824994
Atp6ap2	12.7289168528515	12.2575000748867	12.2271524720769	12.0595199887504	13.0861422049818	12.7714848183278	13.0808835335895	1.20575815546604	10.5401775686876	13.1272150617333	0	13.2024238626249	13.6574972566665	13.2609257308939	12.9849999857716	12.8647336717827	13.0346706552583	13.1452231049858
Atp6v1a	12.7320114101785	12.5601861455328	12.7908915177567	12.3417117204946	12.7638290587662	13.0583580234092	13.1498747830692	1.04327486052355	2.78609571867822	12.8339600797723	0	12.7917364912588	13.1814047407475	12.8517551473867	13.1460113554972	12.6854596675756	12.6958048285898	12.9358045897142
Atp6v1b2	11.9659086618393	11.9465988607706	12.0780405599361	12.2609771161836	12.027276134611	12.2569725158502	12.3064412682112	0	1.24595489870097	12.1778883260203	0	12.1477990172021	12.3187992217416	12.5495465921549	11.7200062098873	12.4291350304012	12.0415812444634	12.2323905399663
Atp6v1c1	11.989032439496	12.0007227052981	12.1208273644668	11.883878662843	12.1916754069183	12.0771345640764	12.3856498767636	0	1.66793379909017	12.340238837847	0	12.1607770164788	12.3697405020886	12.23843663347	12.1117371362455	12.268712575577	12.2063386992652	12.138236469184
Atp6v1g2	11.8979790614597	12.1858798192869	12.4410481554862	12.4216862856233	12.8197586083746	12.2829576441858	12.6964706893415	0	0	12.2706075701326	0	12.5524214316232	12.6054457940797	11.8963362812395	12.3143994054965	12.387356056373	12.2243102250135	12.7516053580714
Atxn10	11.0693531025676	11.0688487485367	10.9593595763426	10.3838644848358	11.5305118456092	11.4060612542564	11.4740744872328	2.19115622882277	0	11.4830631000649	0	11.6338529478778	11.4069699666513	11.9380398166046	11.5258282585688	11.0804784357384	11.3053503232207	10.7220866256857
B230217C12Rik	9.07005032488876	9.05262548417309	8.95927437495364	6.44245635097934	9.23395886408748	9.19248839942633	8.60455328929746	0	0	8.95720901368548	0	9.34482534675259	8.32980511073342	8.4886217843979	9.98890231251444	9.33684544197664	9.13485904411155	7.9417961144409
B3galnt1	10.1320556420814	10.8083240249488	9.86880258115393	9.78166359735704	9.58275479240703	10.239662272843	10.4865621973803	0	0	10.036873154997	0	9.7623873429586	9.88189270690679	9.12725253017066	0.714495729498924	10.0137193488958	10.0962988113023	10.2214188472047
B3galt1	0	9.60883993064233	8.9658690691323	9.05392788268099	7.71547913772682	7.43575320519116	9.82499150506042	0	0	8.67302394288643	0	2.60286369030219	8.13410386016048	0	0.366187431707761	9.18304689758467	9.65317392339498	9.87845389833866
B3gnt1	9.5691639325098	9.6434896956408	9.4503204698504	10.2853190248056	9.19795542571604	9.61491127155678	9.08718992257392	0	0.91803470126862	10.203078689159	0	9.48552631023539	10.0200624112297	9.50800501648752	9.09710351042065	9.60498823634159	9.8665411776397	9.50876199878319
BC024659	10.9836518553727	11.4334892935999	11.4565482396997	11.7342874951787	12.5159400717281	11.5843272184087	12.1813587950062	0	0	12.2461707419829	0	11.8465461570061	12.2039812240459	11.7165185625906	11.259088026776	12.3129735842668	11.9948679627823	11.7036039063458
Baiap2	2.7495714789551	10.5327264094266	11.1735031239351	11.1043609105541	0	0	10.3404839269926	0	0	9.93764417158149	0	1.84489621149238	11.1489731555223	0	0	10.1359080553752	11.3208717075889	10.890442709198
Bbs4	9.38881450542588	9.65527045808496	9.36319790284209	8.50903424929455	9.85819295575248	10.0959086650736	9.53298804221465	0	0	10.0651431707595	0	10.3409009989819	10.0940615469174	9.3986273071491	9.68195710000497	9.48479205515552	9.81128998235767	9.29766597499844
Bcap29	8.19174743134874	7.13229210327526	7.29863719585048	8.89669507816742	9.15287842241867	6.97209865572741	9.42331765707633	0	0	9.47811517319507	0	9.44294296189259	9.41206162511952	8.62349414353757	9.85610270618028	9.69543351623616	9.31275332617281	9.05437174315777
Bcat1	10.4363591752681	1.23765853391173	0	1.34823939913915	11.134157176108	10.3006144438707	9.82993192117445	0	0	6.44906596620657	0	9.62117496584206	9.29934844141305	11.5346079632772	11.1261665863325	9.66721911575872	5.66745699653147	0.782607200041714
Bex2	11.2294562311968	10.766735773231	11.1168738876589	11.0414641210166	10.534099003039	11.1531952076435	10.8818695058641	0	0	11.1732252696789	0	11.4072188170073	10.965428161773	11.2537055994963	11.0697287603783	10.6923442398833	11.0187145151803	10.8436780774021
Bhlhe40	0	10.755483637976	10.0867895863116	10.1458439449985	0	0	9.26353779977443	0	0	10.0261657792243	0	0	0	0	0	11.2515893113841	0	7.85351141078448
Blcap	9.31575154870021	4.20838069707277	8.64661749384179	8.14431239069229	10.0341302766941	9.37475251500125	8.73277786160288	0	0	9.19712020812896	0	9.75978597141786	9.77738877356946	10.236517865564	9.70972018815543	9.02188206981207	9.1454163927404	9.29261438504696
Blmh	9.0903635890143	8.7278593597172	9.2021284654786	9.58393547503081	9.23504892286657	9.90447039916434	9.07340044521456	0	0.792346229653519	9.54513184936838	0	9.50797486201673	9.60841042510655	9.89304721876383	8.97171423182103	9.66202485694506	9.05491686725121	8.60611561254353
Blvra	7.01840054342858	8.44690601392511	8.04314451178433	8.83358666403035	9.19650391900291	8.27667958623074	8.90418604380797	0	0	8.30552778802307	0	8.37684145786208	8.99721986412848	8.5126372939481	5.05378981252622	7.90748365752136	8.71120153277596	7.27420521780144
Bnip3	11.4928119272725	11.3500813762727	11.3966165868088	11.6148219800201	11.7824835497486	11.3403915416464	11.9205278956297	1.04327486052355	1.66495744106737	12.124096808314	0	11.6464330237305	11.6622967597822	11.9363059563079	12.2766883955666	11.6051862180389	11.8941906106941	11.0554518059736
Brcc3	5.4177883088341	8.9637219355845	8.98481464127335	8.90437741407992	9.49724427658141	9.13977786574282	9.47004162215467	0	0	9.07454817984464	0	9.16417218444444	9.61656744567376	9.01852531342227	9.91924673145122	9.02351109673868	9.44766080929312	9.12684533805857
Bre	5.79797587305861	7.92751022795077	8.66176695847847	8.85605996303891	8.68314778994479	8.95709560273217	8.92660836509357	0	0.76602628463292	8.44579960394664	0	8.32748859400746	8.32093322229402	7.093917965317	9.60600396864802	9.07761020153016	8.91608731621911	8.6601857629181
Btbd10	1.20983898171442	10.2776707053498	11.6018546361233	10.1129456521809	7.17591240467097	7.9876156682831	10.6793037261511	0	0	9.87136452681651	0	7.21038193969425	10.6648404104073	9.1431492435553	0.951366173562797	11.4273446487484	10.9801850428947	10.4777270198243
Btf3l4	9.17317892477273	9.85442750989822	9.42477768429403	9.82898936556907	10.4563386266662	10.44264370051	10.0594957625396	1.25558786717587	1.25378892943224	10.4622312527168	0	9.39056983752013	10.0665858263644	9.6667760070138	10.7677560275998	10.1374160104275	10.1765561424897	9.91929270780659
C1galt1c1	6.50416214691701	4.08918818132555	8.97523635273882	7.40551900778882	8.46254388850761	9.32963110548191	8.58021998192038	0	0	8.51709494877404	0	9.20837054974454	8.4225952855208	9.20558033449836	4.54963666055434	8.4384155390595	8.91284464924256	8.78711691940044
Cacna1e	5.6860671178875	10.2615230352817	10.6550882787201	11.4420499089127	0	6.77460610839621	10.1785515649079	0	0	9.56461718606186	0	9.13011978236524	11.1762101615224	0	7.66078231411157	10.1696144420158	10.7763570870102	10.7567861545821
Cacna2d1	1.48375240108828	10.3601138125387	10.3833832495916	11.219904589606	0	9.92375079348445	9.78081715420874	0	0	9.59988946085045	0	0	8.66954649727304	0	11.4929451459751	9.59424765184293	9.06628483791072	10.1888392345292
Cacnb4	9.95790512139979	11.7877360527276	10.9866236342068	10.4653989666456	11.0132046877643	11.14398225287	10.9337102794305	0	1.09597674576063	11.4527424933088	0	10.9365882128105	10.1030539354207	10.7318993435297	10.3999478613521	10.6605947951146	11.6529646672069	10.9227390926527
Cacng3	1.92381711522856	10.5337168566048	12.2409224419692	11.6760365023892	8.35120627211612	8.78158926767776	10.8177588045087	0	0	9.99421108228641	0	10.7118266848087	8.55546205029057	9.11620307494217	0.714495729498924	11.4236846967464	10.0029417491243	11.1229855524904
Cadps	9.89067799541082	9.33431864519884	9.67092882074788	9.69305807590578	10.8974940670103	10.494780465158	9.4828340220602	0	0	9.87140704089437	0	10.401350070798	9.46769160641608	10.4237665970739	11.2654262318145	9.77438699929642	9.73216986349447	9.52310306693968
Calu	4.21199065560072	5.45899969881243	9.22398478759909	1.73271659085427	9.34022976431041	8.31159321846511	8.53356508617853	11.2073873889641	0	3.45935773040928	5.11856968172395	9.06603393355902	9.34029254988017	9.68643290530325	9.86636862643687	9.08193074764432	8.83573153344089	9.28270647712932
Cap2	0	10.7137830509545	11.0430397779252	10.6269911893437	9.73382840657785	7.77975281557236	10.3696522852496	1.04327486052355	0	10.4239544781504	0	8.25243006176188	9.31102819936529	0	8.64278810568798	10.8033321890654	10.3399193796809	10.840126664982
Capza1	8.95516381464088	6.51289617711846	7.36396684296562	8.14165006652919	10.3161065564744	9.40834724309356	9.27995921223169	0	1.47020071585296	8.51389484743139	0	10.2926533571746	9.55521703031025	10.7050016009849	7.16798004189092	9.36669183116592	8.68112648497642	9.37129926392939
Ccdc47	9.88601450737413	10.1393252021082	10.29219266832	10.2214772644987	10.2571304708779	10.4837375548307	10.5098388650954	9.65110346162824	2.06906515255144	10.5953426646714	0	10.4781418097137	10.6989164921434	10.3535457460991	10.3098309325049	10.692670097453	10.5239420618545	10.5314569652665
Ccdc6	10.4127739453233	10.372383359579	11.4508911224765	11.6865370077034	10.4352706434656	10.045206562173	10.362234957056	1.25558786717587	1.75311177286699	10.2316397246383	1.32442316179936	10.436502812451	10.0187157760263	10.4781378291083	9.50773246900899	10.9380853897205	9.95064252951555	11.4046564233554
Ccnd2	10.8954480456124	8.21312078225421	8.12451215706146	10.552650496131	5.84920263180402	8.38101494744661	0	0	0	4.44651935615635	0	7.00272248173481	9.16400068311589	9.83689690961704	0.464416736377768	9.56909305477146	10.4092783368341	5.93356097792825
Ccndbp1	7.31997227126343	8.5051533549181	9.03808687831774	9.77241886091777	9.05508785276047	9.39395301879732	8.88003598075858	0	0.817721476813787	8.70651927661264	0	9.21308029598369	9.41071481946499	9.3851067826932	5.20804821136242	9.2943239277344	8.81067918379026	9.16756000952188
Cct3	10.5986803654629	9.75133354527588	10.1104068585777	10.3444472086319	10.7825668879873	10.491494807336	10.0899231532554	2.04615676701824	1.49994105882233	10.1711719159684	0.554731734519532	10.9121384010292	10.4645496303554	11.3137010808801	11.2728353739484	10.2003406883701	10.1378990363057	10.5294529776319
Cd164	5.00259764306518	6.7250704242755	7.78984100705564	7.42135446097684	10.7040980202174	4.66367504874043	8.32328100444132	1.16913910638099	7.89353694606179	8.79755884742547	0	8.92184774490148	10.7960940265255	6.52253965782977	5.27323096071197	8.94141283410849	5.53020438325658	8.76110589834208
Cd200	12.1044591828966	11.2630916109371	10.82339929074	10.8759636184697	10.284697835794	12.0334617439628	11.6672410985033	2.07786449580648	0	11.6806276203254	6.71312318170726	11.9013296274466	12.0124709215623	11.9502892179564	11.3819016538263	11.4695526774227	11.2027508619676	11.5349420265842
Cdc23	1.99443797280451	4.52304926642735	9.04591971101538	9.60036167217901	8.10421887674359	7.1319061536396	8.32312719065217	0	0	8.87224507666488	0	8.29021466712463	9.09013101111059	9.26858711043146	8.36506029452124	8.78757653106273	8.6729487395904	8.10851085126603
Cdc42se2	8.86485289133594	10.3309287785383	10.4445726594164	11.0677089982405	9.38754560548722	10.2377320005104	10.3211391169832	1.2849308899777	1.24395795090985	9.37711950548568	0	9.34060330878252	10.2626082549621	10.1494987090122	9.87442022166813	9.69750143227453	9.45586966673136	9.95205625995307
Cdkn2d	2.35847947287173	8.96781793968688	8.89701206613223	8.83801784810555	9.12623489179726	8.77438434290851	9.18558325468082	0	0	9.42829551642315	0	9.50545866523801	9.48239130692307	8.53836619821714	8.41242522697669	9.10988604581789	8.7959319918297	9.12665871516564
Cend1	10.1636555559684	9.73975715855464	9.83770521274156	9.33694368002303	11.4975702488221	10.3874957905954	10.4774302613287	0	0	10.1780182677164	0	11.0244821090102	10.6984919909519	10.7613264743475	9.87513490290889	10.6651575073162	10.1089274947547	9.70832268450016
Cept1	9.66133269139776	9.52584347514312	9.59110240765141	9.64716046771166	9.86394701426942	10.1554929722696	9.43989672765905	1.04327486052355	1.76838732003194	9.25389738438275	0	9.87317578581933	9.34353890208765	10.2082426535358	10.2804138446087	9.68797051574855	9.48779781522577	9.32437650054902
Chgb	10.4134517702685	12.3775082483604	11.4652285153134	11.4577212551213	10.8200030164716	9.81188751637285	11.9337945260556	0	0	10.9148898945256	0	10.559924065011	8.77171722938266	9.8140421963898	8.85939861372473	9.85092581384999	12.6590045914213	10.2079421391123
Chn1	12.1646069651816	13.7423437149558	14.4070915167354	14.2924283663542	12.5497337008383	10.200648440211	13.9124217725101	1.04327486052355	2.10454643299101	13.9685498262448	0	12.0737885484576	13.3022834035473	11.8845481882883	11.5875205840722	14.4580748488589	14.0041942365702	13.7835146420397
