MPP	LTHSC	LMPP	STHSC	Unknown	ESLAM	GMP	MEP	CMP
Sdhaf2	3.48148651412381	4.06977340190353	3.44354069649919	3.1826490844686	3.16409377874115	4.47544409746786	5.11823508223175	7.72300661992426	5.02796852190029
Zfp451	2.61433169478827	2.31367014460865	3.07439394722831	3.88718486442387	2.63690793439297	2.64406334924966	5.42079375108318	4.82957708099648	3.02749629245049
Slc25a45	2.53262576061256	2.15535134169357	4.85150111255495	2.37290682936611	1.89745783676457	2.20951399746025	2.59654366418706	1.11520058671368	1.93214885174088
Incenp	1.39326080611777	1.44132055175372	1.73968099135552	2.11037629783224	1.36215770285594	1.3577923857486	2.88712704352854	6.29520240263665	2.19439190180534
Fbxw5	2.5160160888731	2.38322511522641	2.49984818236485	2.90560865666253	2.4496474530722	2.36616072640994	3.19744846874493	6.45170076805105	3.0533876660734
Clcn4	2.90472013929586	2.32652552086338	2.74256321347226	2.41984013573699	2.37136786109561	1.6491574097898	3.46048034205178	6.01886590132582	3.98701247931355
Dhrs1	2.33575364925809	2.31743065597613	2.2748483769041	2.45943014709345	1.96244547521285	4.7860163050066	2.32177762149046	1.76972785977788	2.0895899099203
Edc3	2.10227555300769	2.44483582082943	2.10462510594154	2.95547177900897	2.25131498061782	3.39628658256006	1.67788920643977	5.14397084482589	2.10931605374278
Plcg2	7.29578464879557	5.51877300493157	7.53730093329707	6.69515105606674	6.50124876805294	6.34534059433088	6.96286229728396	1.54020822598879	5.99488798606858
Gmfb	4.65750470763241	2.92718667465933	4.09343533218965	3.37829096021565	2.30792491313751	5.45640080866324	5.62051185018296	7.40000082806189	6.20381542691975
Akna	2.1066520477438	1.79385617573318	5.10644653805908	2.16646039042849	1.15536445185731	1.98119202519827	1.86351437823136	1.98009296016597	1.67231285824527
Aig1	3.50408855519128	2.41597991678802	2.89492790063175	3.13726531165007	2.24149372380114	4.98988276904144	1.83217735406734	2.98622255402285	2.04113215996718
Abhd16a	3.95152658976305	5.34702706494835	4.46814338901899	4.74348832288424	4.34381055569491	5.93172148171137	6.09462918287231	8.15569023912441	5.65101099064139
Setd2	4.60131058451521	3.35378975339391	3.93602994531844	4.06266618869916	3.31285434326048	7.11085237595448	6.05644515229474	6.6350308773203	5.86420123330711
Exoc3	2.85397535946113	3.59173029409044	3.53045119483339	2.08612330557099	2.68579845009641	2.49141736095747	2.64166517801641	6.47028938524421	3.29686422249732
4833439L19Rik	2.48560021489972	2.39074655755929	2.41411696775524	2.22514182397825	1.87004969986835	2.9733952267686	3.98478312228684	5.88371832684322	2.67596124022494
Chd9	4.63031417316373	4.45566175992008	4.61326489380403	5.55640383400477	2.56516893719496	6.9664327979661	5.50089209431543	4.30411376066535	5.39231547426677
Mbtps1	2.83461865984992	2.82535958000413	2.61947582691137	3.01344735364553	3.15996731188625	5.53624350501437	4.11621689390832	6.10660889058105	4.16250176649043
Gba2	1.25783972958838	1.42758737532679	1.4758855414054	1.09095331000893	1.30461648495915	0	0.928211178267889	0.762827846637654	1.03615425228204
Gm28875	6.20126508419551	7.05332821086979	6.15073120470025	7.27403558715696	7.05669405701284	7.51165246294834	4.88624328747095	2.90283431875512	6.45547445476327
Erap1	4.51562015484007	3.66049172754722	2.73488070836266	4.20443473612699	3.44343946471979	5.82147260265419	5.46450450637147	5.11105137110019	4.30857016135694
Ndel1	2.58074328575035	2.92679781072275	2.1220927629482	2.87367333099284	3.63883777194892	8.91126389520245	3.77926483523153	5.38261963468318	4.35543725910716
Pot1a	2.19081124472576	1.78692346148662	2.48067586973021	1.86780979083748	2.05621229191718	1.81214924504577	2.23446775960219	5.88689010276173	2.30166174914845
Junb	3.02202125983181	5.12571413699472	3.30741729506619	3.68865356792658	5.08464641380191	4.31908217902295	4.76379698997067	4.25119423037316	5.41382549223261
Slc12a6	3.98166994068266	3.74124804293642	4.26428380048326	3.40521283901698	2.81110200382528	1.91101497642898	4.40697597248694	4.09771902892963	4.46155647487042
Rgs2	6.93247831248117	2.92679781072275	7.69949840740503	5.43749220781016	2.6569201176627	5.35017789229078	7.33474654107577	1.58443247359583	7.0804657672385
Atp11c	1.53984721602637	1.57808416218661	1.59666445434765	1.96468043837214	1.41606466702405	1.78448150543265	2.44478783410111	4.32625790479204	1.56801931594508
Ctsc	4.26171174804792	3.68540496323236	3.14362964798049	3.83538402433476	5.79225232636458	3.72057694064313	6.84994521198615	1.68498331319093	3.81134453908329
Parp8	2.75165183004686	2.13090778068058	5.5760021142951	2.58153943779677	1.80405442445878	5.40713848391462	6.53519562819138	0.995184865181643	4.77580796372242
Pear1	3.69856562849961	2.81304748822522	3.56535606673702	4.63958333389372	6.45938261154425	8.95680355253107	1.28578107900772	0.862557501162245	1.48426550497084
Ltb	6.28482178734491	7.4640156645218	6.49444090071228	7.45298620098635	7.83736582767792	9.55677566519495	0.919796928701957	0.732313275267888	1.05033632733758
Atp2a3	5.98894215585269	4.17933401411201	5.6656150078392	4.74292329555615	6.90997774873679	4.71131474284015	6.25815331077408	1.19564277292962	5.9568603516778
Tyms	2.71337932530371	2.66786711113167	2.94200045829991	2.55929169734826	2.09892292664512	1.98119202519827	7.21029772548793	8.54805751374598	6.82061181770762
Ada	1.56955364919926	1.22846814583548	1.64848448744988	1.60882907088858	0.687717285829094	5.60650536653102	1.40040277348622	0.943299923277459	1.00214962617026
Il12a	6.07163829625783	2.2293793396092	8.15862215579897	2.92735278434302	2.21391804850029	3.00650183754579	2.86637784291811	1.35832845611889	4.24653568694344
Usp37	2.77194255829221	2.73805688239214	3.11068384198784	2.4677632261932	2.44173655521006	6.58956884292814	5.23081633194203	6.31493541585375	4.58411445713327
Plaa	2.85843111569504	3.1347044619459	2.91214583781507	3.83227428588666	2.69867530990797	3.52798720930289	6.12029110364556	7.02818714178198	4.93385861537734
Csgalnact2	1.96457096038126	1.91597302665434	2.06213891172878	2.09951045689254	1.83590571373132	0.52089606446165	7.64340078075637	5.75536736963938	5.86050215978605
Gosr2	3.05084353040839	3.75250515478637	3.1561248987406	2.94822705164373	2.93330253507069	6.24177610201776	4.81728063662231	6.37396149897282	2.91390842041524
Cpt2	1.19691502305781	1.50639074106853	1.17895122934645	0.827191921082546	1.6728950210143	1.32697913698988	1.47643089654425	5.15445543768713	1.12201936830568
Bmi1	1.59921393975762	1.46223594033636	1.46725425235554	2.86609177422045	1.37348065931115	2.3333095511779	1.16713790835801	3.0219199104455	1.35921253916264
BC017643	3.91749332965266	2.52050993791849	3.19668570800212	3.65297144468883	2.45070541698356	3.71543070956597	6.09118767551723	4.07250604982278	4.99295008976536
Ak3	4.36017209005642	3.30186920278698	3.52299855690249	4.18102195602605	3.10434830511028	2.0148879432709	5.61248640829788	8.03614070389494	5.84534461429332
Elmo2	1.94729421573081	2.44481542954916	1.87763454795396	2.21466684195559	1.65481926459212	1.83197915652059	4.55702455890293	1.94328761019064	1.92580142704119
Fam212a	6.66548971997092	6.69330309809926	6.49496558811944	4.05698837787826	6.93531431232785	5.74672430631539	5.52311127675985	3.30239714864646	6.25065733586415
Trim44	4.29864677879213	3.04257377730056	3.22044784418792	3.97251005590324	2.10175439877175	2.13113527560094	4.63165331162396	4.97283816426416	3.86062799386555
Rnf141	1.54289632545634	1.74988980564951	1.61717959897364	0.954010589981301	1.8776858443458	0	2.38773173308434	4.91808643843465	2.18241770367609
AW112010	7.45107025104354	7.31158717110598	7.87586818722579	8.3045652950558	7.61693073076322	7.23123993998813	5.75879345094991	1.61727727661227	6.65134837434026
Anxa1	6.96463475282336	2.60583711117029	4.56220683386947	6.55529836512725	4.62991991932383	2.24506454717249	7.45794882508744	1.06604552658189	4.84802588006324
Ext2	2.86898058336991	4.76377513815347	2.79862909045778	3.30910362176137	3.95401222699017	8.44096419353487	4.28288664922088	6.68573093727238	3.76449217236885
Arhgef18	3.52251997488498	1.58121560926545	3.89735064780037	5.11446564473282	1.32432443161385	2.00741803056995	2.22263790698701	1.01851716118551	3.0204679753581
Gfm1	1.99012287551691	1.94463403352079	2.01630093373121	2.60631037854483	1.65395695990193	2.89204601132564	2.97618996636202	6.93128022471295	2.1306117409547
Nsdhl	1.34904369257318	1.45858848576747	1.35628049814728	1.8854350235797	1.16438691500527	0.52089606446165	0.871727718450797	1.63063921646096	0.918342055102786
Trafd1	4.09237238410343	2.70796269272366	3.8757033667909	3.82944929345524	3.79028522007272	4.10570227391023	2.98763949382024	2.89398940244726	3.54806707681978
Wars	2.90576613579413	2.8819086951424	3.08671890187301	2.88590989464701	2.17473842782024	2.07183572617972	4.02893128058271	7.23609273717768	3.95779868793757
Rfc4	2.64424889256643	2.25772455368963	2.40062564194042	2.7663218608624	2.09222842064245	1.3577923857486	6.28515315833508	7.97350958513792	5.70769257485922
Narf	1.48449663181921	1.62499868303697	1.72006632438997	2.38343152337813	1.54062015575548	3.0808905274013	1.75009873746931	6.67093576490976	2.18284564071669
Ddx20	1.53347968426138	1.57808416218661	1.65202639590978	0.481090993922661	1.35605075892152	0.618036009568955	2.2761152322661	5.48402795550169	1.89337311303784
Tnfaip2	2.08485916648772	2.46145981532691	1.89852953390157	2.77036927437226	2.45363150371114	2.99993511221271	4.52041284188616	9.15672273454864	3.32209014592324
Metap1	2.42391235768106	2.32652552086338	2.38118644518504	2.55929169734826	2.07044437904262	5.73285792159778	3.02134614030677	6.70001956813105	2.86756642385632
Abcd1	1.62279547488663	1.71664811178215	2.18953061197116	1.25718904567421	1.92040249937295	1.78448150543265	4.85177250195926	1.03667022689494	2.22775325104255
Casp1	2.08893747324368	1.64962112885957	1.9118632729346	2.08443039547733	1.73815831749332	4.51385485374665	6.87991701311778	0.746430615227566	2.19439190180534
Rit1	1.65604944411058	1.59525175454499	1.58908672022346	1.88227141395153	1.20541806997415	0.52089606446165	1.467081744069	1.25590111332808	1.16473918412704
Stat1	3.30114005637934	3.7874907292202	3.85788639689171	3.2480318833092	3.45515028871488	6.61513219241323	2.99049958172172	3.30427559719208	3.120823352383
Ifrd2	3.41601542848007	2.60553282034344	3.3708056896762	3.81341280472001	2.20154601304584	1.88162145053995	6.13031690367695	8.11331925817954	5.26140364780203
Lrrc8c	2.22938818489401	2.08956381472643	2.50562130817464	2.03613885916806	1.62132662251044	1.64359498338625	2.27715383130219	7.44840100149195	2.6738765325416
Lcp2	5.38139496412067	3.68775105617865	4.89897373136059	7.41623073633134	7.22898241148028	8.89738589232654	5.35075509942066	1.41997728215184	3.10654847354328
Ocrl	2.60570470202049	2.36958958623652	2.20296100138648	2.77675968572092	3.27054220048119	3.86718385011684	5.0109673233921	2.49631636239357	3.49624065274822
Ica1	2.60480792497015	1.85149229660814	1.95718018567594	1.78230788239534	2.59809866388741	0	2.88000515645724	0.752119743784118	1.40723473879946
Tifa	2.00587700630076	2.86134118461516	1.91514787928317	2.35472602099581	3.04925314530981	1.3998772353028	2.73188274058486	4.86598203803664	2.39335747989304
Rnf115	3.09924274873179	2.92679781072275	2.83112627571291	2.08885536996326	2.46859155824295	5.3976796140386	4.62138811192837	5.16507261660021	4.55005793554728
Ctso	3.28673099331133	3.00519030839814	3.92480823919982	3.21100141190772	3.27267626084069	2.78999614727014	1.45724896729362	1.36331680312369	1.79552368839896
Pak1	2.34873006206139	1.99632989351199	2.4688952134287	2.39345339125505	2.45326969955172	1.7158774921281	5.16832453253221	1.13519329603431	3.16204444311823
Cmtm6	4.18025830230401	5.44948476963519	3.64934534817252	3.60821889760525	3.25650196827738	2.46330067151724	3.69198839513956	4.89717716809028	3.84575268603614
Rgs1	6.98471881756573	2.93239821557013	6.82575800169561	7.84723354325198	3.01349818520509	5.6031729402228	1.46791193309783	1.34851988042383	2.57973860224946
Cd1d1	5.07257820280195	2.60740623034406	3.54428708272088	3.11652188224633	2.30069695854265	1.49701718041011	3.27412950976832	1.56897036200677	3.6606296132149
Pxk	1.6827242313593	1.55926706457458	1.68111595649129	2.15914726163201	1.88839236071832	0.618036009568955	4.65581174936334	1.23517760231477	1.30211118601755
Gm8995	7.56674690667496	5.19424953651892	7.4832170013833	7.81756303397461	6.05421346011401	7.50124151200785	7.26672583434148	1.55459591756444	6.74228603723958
Cep68	4.06299272193737	2.92679781072275	3.62806118764003	4.51035132881631	4.09395292435469	5.37477371883591	4.33863422557462	3.23504919579873	3.21854719229722
Gng11	2.50408260350606	4.12096743228723	1.21748561060916	2.41204858393445	7.04198520405012	5.32715946615334	1.04998210078105	0.519201272532733	1.08814184089952
Gm5111	5.65742471177717	1.10540346102929	6.08099258906446	3.19920277824712	0.896949583087502	1.13893207403061	0	0	0.210983572634085
Neurl3	2.49702675676349	3.15312889905407	2.41959216750164	3.84480337412504	5.01500704730458	9.55848422442173	1.57343253098159	0.831052441497707	1.43607402440435
Alkbh8	1.54289632545634	1.80503298405049	1.41371256667489	1.86589505670616	1.35717014143555	0.87898117084115	1.82681267154256	6.44469958470749	1.73198990221865
Mtfr1	2.90536598590661	2.92025237019618	2.53187981961598	2.68838338921111	2.04386168036223	2.08379572611691	4.91590553955174	7.25539457472016	2.77388849453145
Pold1	3.21322284672436	2.30662647422283	3.03301446181059	3.28310007674779	1.92647459079421	3.13116670816467	6.60865690696105	7.77604874154763	6.09465168957397
Cep70	2.04181747422234	1.82526587382885	2.13761463334389	2.37668374668686	1.57797750761448	1.73483921141329	1.68509625134361	5.12808772875307	1.75999597641081
Mgst3	1.63054926404947	1.4181426946959	1.72141024212491	1.76225675050064	1.77621969671399	1.263585440971	1.96600679180717	6.58249018270473	1.3208554215522
Arhgap4	3.03340519971294	2.33042696284621	2.71879169820523	3.74692080667095	2.76030602361217	4.56500312963695	3.18603551503413	1.09830846460346	1.75763535808841
Glb1	2.5137666007537	2.54103622285564	3.02943125286416	1.75654216662174	2.01996846717968	2.40766300557897	4.2467239919117	3.224802436874	4.80094990424261
Gstm1	7.72286129152444	7.80057691883979	7.25595497496909	7.95518456991109	8.37046533487122	9.75872765530108	8.25996846712606	2.03092273440746	6.66393774383473
Padi4	6.08039511510591	2.56721816234535	6.36731695523497	5.19368057706479	2.51275241275743	1.3998772353028	1.07821190522216	0.693152633951631	1.03074871339666
Dpp8	1.7378219591216	2.15267353177047	1.90492502979578	1.47958388796112	1.62076887671211	0.83689632128695	3.75415804948824	4.83466590937326	2.39472224435113
Rnase6	2.20939426250334	1.33639177114135	2.84859003768783	2.51411997332759	1.34459355655734	1.21394314695164	1.02589966844189	0.729401733090979	1.53566951632852
Odc1	4.86005318053754	5.41553865102054	5.49279282878446	4.91762838045732	4.96418070991442	2.99853084836272	6.33928027173237	8.52912433659256	6.33422970874326
Hpcal1	1.6633832819249	1.41173040005462	1.47598573538578	1.32948603376239	1.43144499883443	1.83197915652059	1.65948634412652	0.870376914173784	1.07919258685505
Ap5m1	1.34821335151198	1.2944856210238	1.50469742752894	0	1.67026281691775	2.07833197030557	1.17503548033649	1.88733087051003	1.334924460006
Ldah	1.87550064581192	2.15779262642156	2.10045916250364	2.2335065661538	2.07751051621837	2.2616309929552	3.93711275525695	5.91262212845264	3.56115790771547
Rpp40	1.44745988862483	1.12493315641623	1.03478878756064	1.99728283430277	1.15032628537941	1.21394314695164	1.17250302378156	4.97722606625902	1.44056833140465
Lonp2	3.69996349855257	3.2568428417983	3.26240893136314	3.22050771680146	6.15667734199581	3.34789538033461	3.98431278334986	6.20411246410073	4.24936240317628
Nampt	3.31406134309128	3.3323000616385	2.522738987632	3.5600801134729	2.54391290851793	2.20951399746025	6.05286227652729	6.38392434968831	4.24317548197331
Iars2	2.05622244320563	2.61701318180543	2.16706204443908	3.47338095064817	1.89110680880401	1.263585440971	5.53799139353039	7.38043106139193	2.92655699859484
Bub1b	1.34623678325229	1.47168060676751	1.3021174375979	1.73602540297039	1.1024061350698	1.83197915652059	2.32012245406377	5.94369215092687	1.67680914802234
Spns2	6.09783927283948	3.68775105617865	3.93371447870287	4.6947890977542	6.21143798066574	5.13946548474855	4.14536367845625	1.80764197230073	6.15310763536231
Fdft1	1.49850831698232	2.36536480358733	1.26969487935698	2.03930246879622	2.28380066660776	1.73483921141329	1.04559713955147	1.98382575637392	1.08837484239221
Orai3	3.01478073402456	3.59155740086914	2.83121676352029	3.82110611382718	3.10310717279415	5.16504050783211	6.08516873523101	5.60307189384556	4.55819464004788
Narfl	1.04598449848116	1.45981949889792	1.35369869303937	1.89370728923633	1.40841423648858	0.83689632128695	1.90577890670623	4.97256669155827	1.37882061098249
Flcn	2.66641688684019	2.36751747286861	2.53996752691705	3.21532579326312	2.26890911260505	3.97672621249788	3.36494267616338	4.35158064805804	2.47712505728548
Zmym2	2.63350328431576	3.4865918774498	3.81602560210573	2.81453479025115	2.76724336854487	4.57290238081125	3.52489393878239	5.09196881047279	3.38228594324123
Nudt9	2.31783111863505	2.26535983666296	2.55787277985936	2.68077585161073	2.99732396714949	2.72704241298363	4.58726553194373	7.93932698749913	3.62539527317625
Epsti1	5.97253173670129	3.47852027989586	6.65472911894181	3.08265477650572	2.86275263938065	5.27858114009119	1.8604071543888	0.870376914173784	1.83886740377793
Repin1	4.09538999712364	3.04421895919035	4.42283074035138	2.89509619242719	3.26135175216606	3.30228183094214	3.20407305644565	2.95638820891709	3.73689038386049
Dmtf1	2.5288185946761	2.39162970533885	2.38698556937579	2.6286246884774	1.94173622473495	4.43341582792795	2.0345235708535	3.11942914466831	2.19439190180534
Dcaf4	1.6182477272666	1.82842147017092	2.05973632128262	1.39093863865254	1.50612302727595	3.73048881764715	1.51994642193579	6.43572847487656	1.89575286277575
Kpna3	2.88651030231724	3.14735326773963	3.02455087026761	3.20096538238604	2.11293571703075	2.5554828591063	5.6771846694759	7.39123463973133	3.69082042893044
Pctp	1.49226477356465	1.86692669209532	1.10652000353077	1.76363976470412	1.90317134094237	2.03415343209756	2.58898920912246	1.3972135329764	1.46452314483543
Poglut1	1.89260658221661	1.9351195519303	1.81138498406064	1.73808151281527	1.79383936783215	2.03399533049364	2.33708628728763	3.94475903370123	2.11131901914814
Rad51ap1	1.36022098800386	1.6432785291576	1.41173483491526	0.980580047330806	1.03712251423797	0.83689632128695	2.23217652440583	6.91911896754974	1.91969401656469
Alas1	2.31278959964137	1.81224355291811	2.12112306195726	2.33361356418691	1.67377065457271	4.35151274740377	8.31163425239798	2.57797052464102	4.99353844461264
Chmp7	1.71622205118902	2.00283904364045	1.66348798706388	2.14679701323199	2.31283973249665	3.95958804430132	1.84069975309612	5.00509005314505	1.76310057436617
Relt	1.38084969943273	1.24235477174918	1.49276307604113	1.03717927320921	1.01501918953625	5.26451567588364	1.22462468915667	0.961555169975336	0.928451643254214
Wdr4	2.32699373292836	2.181922019031	2.47333568364091	3.27823361658636	2.16404004300438	3.28577887313137	3.87996499810064	7.40501933837523	2.19967624682958
Pgghg	1.46534103941609	1.67110511720674	1.65438722295983	0	1.3019714173278	1.49701718041011	1.0982964476432	1.87623733497654	1.3128977400636
Ier5	1.04165750445926	1.685034616804	1.11123762060138	2.76330353953275	1.18969356508693	2.40622451722587	0.722807599443873	0.989367149279535	0.879664731226723
Gmcl1	1.94772048084192	1.57072877653304	1.92271123058899	1.05827882434397	1.29543519303032	1.84526466194829	1.5825310728936	4.35150515839885	2.00505475782459
Acot9	1.49265186514367	1.83487029814843	1.29499894726153	1.39598832495291	1.83427552525322	3.56463581147513	4.70858606051119	2.08773409040614	1.88919607340005
Gimap1	7.35596468219481	7.8490532702792	7.06480186524147	8.07832772581962	7.79665694022404	5.3424524894298	1.30930455720718	1.09738577083946	2.05681697723134
Rabif	2.16854030694673	2.3461448292448	2.0633924512962	1.13513973445288	2.02017382369734	6.79134360516085	2.67826315771531	7.16382158759822	2.11425094113966
Prelid3b	3.88645498489466	3.15291313915212	4.26812915372876	2.64486980176368	2.85102201779821	1.3577923857486	6.56386545107395	8.39229335150544	6.61755863731284
Pmpca	3.35399687467614	3.1879686700133	3.56585319192235	4.50274113037815	2.43483901646746	1.98119202519827	4.92461544210309	7.71774744981363	5.02878776055606
Gimap5	2.10478128514066	4.81977701660753	1.67932880134053	4.77771537154064	6.37454378761412	6.9604300783032	0	0	0
Med22	1.38132439383556	1.63187760287332	1.38558352301466	1.16034665789492	1.58426213010262	2.8686565020434	2.14946215285987	3.45794043134574	1.57560147132218
Hlf	8.02920242760266	7.99446804044596	7.28832146168867	9.17797441574941	8.48124127347602	6.83418096953165	1.73503596920242	1.30893424595588	1.93168339703938
1600014C10Rik	1.60922835428616	1.2582695581452	2.0740997980751	1.25718904567421	1.56523774526787	0.52089606446165	3.12139534691668	1.04660486483289	1.87743833048545
Gmpr	1.50694003982838	0.899963178508162	1.63677587183057	1.68972167409621	2.45070541698356	2.52905098599794	2.43966565902531	0.774106901491032	1.92580142704119
Gnpda1	1.31972199382888	1.34423796046204	1.14024759655599	1.77817722889504	0.79386306741494	1.51309926603199	1.18555561286317	4.73002867152974	1.08727777757252
Plcb2	6.42697441764414	5.79434261934392	5.25734719421529	5.70234005802254	6.61686418605633	4.77410208809406	6.34378149250673	1.10472733779873	5.90827184481403
Dock2	6.68967191095719	6.89074221858609	6.50227945282275	5.04590828402096	6.50994241253656	6.87589457055904	6.2153832811233	2.61435820518382	6.38292903066618
Mut	1.63478729705992	1.94703298837668	1.9080698552198	2.15867193089268	1.63932195669287	1.17052170928299	1.69695279490776	6.60361014573566	1.93932695876696
Treml2	6.39877919305058	5.42349564437743	5.81937519689987	5.9143408690886	6.59298905504161	5.62770116860728	5.66170639996191	2.0706864458888	6.35168789885603
Akap8l	4.84690609276574	6.12703139569124	4.38230966421972	5.96027140223246	6.4564993694795	5.93370796659265	4.0564615968738	6.3253104992175	4.86522970059916
Pglyrp2	6.54734295612256	6.01330764635986	6.5913309832538	6.98363152414226	6.93428618818394	8.16097856394255	0.795778846795852	0.653418548421957	0.848084308800998
Cog7	1.34028784371869	1.10708875939626	1.16507770032988	1.59644031351237	1.59211635407551	0.618036009568955	1.58905052678996	3.1025532585544	1.48381898169521
Tnfrsf21	2.92862951136423	1.82526587382885	3.26398972164032	2.98669780233074	2.10433462632788	1.91101497642898	5.14255464960799	2.0226492786946	3.84798674028438
Ranbp3	3.43208814724574	2.44483582082943	2.97545345993151	3.16123815064004	2.54352747280234	5.30256208763677	5.7668418941756	7.23811723272796	6.18843672639401
Adamts10	3.50800669405523	2.49158634307981	5.89779150190181	2.64747183925415	2.65857977352322	1.73483921141329	1.74618775096463	0.971464900924935	3.11960609601522
Vps33b	1.6034292760037	1.82526587382885	1.62601396168742	2.00480448567616	1.67565930857421	0.52089606446165	1.87285898577293	5.07824618765224	1.80516098000356
Tacc3	1.86187914823556	1.94463403352079	2.14008165947448	2.25538371178089	1.54803622917898	1.45493233085591	5.51260970570095	7.21204523780053	2.9300731204479
Pik3c3	1.74561956735253	1.58121560926545	1.41969131652038	1.28688450412868	1.57477928308923	1.73483921141329	1.66793884416878	4.64438228603256	1.85163320300769
Tapt1	2.73947867651196	2.31801298235076	5.05219205079217	3.1853119669624	1.90408591066719	2.87638606216913	2.02273984006894	6.25154373525154	2.23610603908738
Tmem175	1.59327004815004	1.75012944856609	1.70910668277746	1.21068138808333	1.82657567399486	0.618036009568955	1.28485093466711	2.18972119614569	1.47737693710316
Bysl	1.6903832718015	1.82500452066717	1.54512803973121	1.97827187178597	1.60078204243169	3.18135259509351	3.97269452136396	7.47329495932015	2.0373740899679
BC026585	2.39803354993583	1.70936896089037	2.17230898536199	2.02818166230227	2.07174087831327	5.0008509778988	1.74522241803591	0.873389712293317	1.16545668684409
Ebi3	4.80643046995285	4.89149346061774	4.8396028114718	5.90312642600589	6.44115069721452	6.94242494830756	1.25437349854724	0	0.827896910519725
Fbxl5	2.8970639129203	3.07076947936567	2.93316974937429	2.52228982983332	3.82757596625536	3.88363443517849	2.22263790698701	4.09358964422568	2.04536084526858
Ldhb	6.89901538116862	7.19097673501769	7.01478603662737	7.82777140188236	7.85855007619184	8.39478793522884	2.07755145807432	0.940433777700389	1.28157680185055
Stx12	1.53281240515915	1.94463403352079	1.43702368448717	0.51175321615191	1.38858814561987	1.7158774921281	1.70038381029484	1.84114465195984	1.41003355979555
Xrcc5	1.46422663516844	1.63030107684029	1.50017867311505	1.92284396203071	1.35148163029685	1.7158774921281	0.814715074994853	6.25513744098421	0.980572382098845
Rmnd5b	3.54918243859106	3.0221019669637	6.36981225485659	3.38448839103531	2.97344294051994	2.07833197030557	3.29356380504443	6.47489855547522	2.62166078662403
Ubxn2b	1.742145034969	2.11137888139567	1.70737980420963	1.84493382048641	1.6425508070995	2.72704241298363	1.6625607284927	6.2228055916003	1.75726275634664
Pqlc1	1.73210046848408	3.19227060523432	1.75294977091251	2.15053451897433	3.22659596738458	2.03415343209756	1.71405725471095	6.74326070714259	1.66451118767391
Psd4	3.31353902044992	3.2568428417983	3.30536635228309	5.71561613577891	2.84735567611568	1.7158774921281	5.35195736528076	4.44627384041562	4.3029799110602
Tmub2	3.82514937185691	3.66384721960861	3.40535034108571	2.96004394389489	4.30209361144927	0.83689632128695	5.09258465355798	6.33079069562386	4.8869887078009
Gt(ROSA)26Sor	1.70883899308516	1.41793452065604	1.67867076095225	1.8431719779387	1.30831295398978	4.30116556749948	3.63412923442241	6.64090670384214	1.97518603771787
Mctp1	1.91123938212715	1.47168060676751	1.89399417373958	4.05749597592979	2.58799530272544	4.0078842615384	3.6882049270279	0.306707137466941	1.59940601970309
Inpp5k	3.78956843497941	3.17936510493758	4.62492057123765	5.94312532609763	3.17141100272988	3.15669424941824	2.51439970756832	4.22284837015462	4.49442012700141
Panx1	1.80259531202586	0.669908327284478	2.49379825259855	2.28701039413626	1.06502630047692	1.46029596073662	3.4414916592425	1.02612487520937	1.85108364732177
Man2b2	1.33197629079603	1.43190294461854	1.33923561818876	1.9365063561469	1.33578169840712	0	3.07914820548972	1.84443588615281	1.51752067446065
Pla2g4a	2.15378822699844	1.88219742705972	1.49328772904831	2.17629933796987	1.79583516458509	3.27619055202305	2.49651238680014	1.8772338840508	2.33811951130217
Cstf2	2.42645253247857	2.36620238400569	2.94335604542086	2.43085947187697	1.83758994441377	2.29470684119184	5.13157670613693	6.58965063659801	2.33096349477663
Otud6b	1.95699707985337	2.11904195685981	2.38333844059944	1.69330682726719	1.96795108123148	6.72693012415358	3.38767078161979	6.90532397586216	2.46788408948953
Mogs	3.06433182306889	2.11904195685981	3.3526497750503	3.09619280131105	1.7535890289456	1.73483921141329	6.93005793497401	7.89572644934765	6.14851211289619
Ypel3	7.08319141553427	7.33138181559781	7.18946286300075	7.45217230684214	7.29719245625823	7.87734077787944	6.09170573922731	3.15150598429145	6.62255867915516
Ipo9	2.44866253164891	2.60553282034344	2.54588131826509	3.81386624141164	2.71979345772789	1.21394314695164	5.52643215881764	6.27062304849063	4.7215106282151
Tor4a	2.0569963736458	1.87750050310554	1.84056472124529	2.53379656309991	2.9528637764844	8.55924439191659	1.64926932482593	1.43936539486843	1.75669322835083
Topors	2.34442057650144	2.65671266742551	2.26187147423903	2.50953092901741	1.96421662158154	1.17052170928299	4.75009886150057	5.55476648608181	2.70982437248433
Bid	3.42499255375732	2.87293223507055	2.97905457653868	3.24067996522656	2.89341797509617	3.71543070956597	6.19763771804867	7.41806239590192	5.40386055214494
Mfng	7.54156084432983	7.39703444389288	7.59559899519994	8.49575954513589	7.95630797193235	7.63074954819101	4.1485755066764	1.83375346970575	5.03852054675906
Ahcyl1	3.88115772228796	3.1578599984184	4.77257074424628	2.45500432537728	3.16603480017814	2.36616072640994	6.39866685952073	6.76126429880335	6.1147624713904
Vps16	2.95045572154571	3.04421895919035	4.02461946583983	3.76574396696686	2.01021505110927	0.52089606446165	4.34064747636985	6.72638076614605	5.45214263527788
Gtf2h1	2.26059679085906	2.50028913340505	2.26025669647411	3.10910514824907	2.03128269385982	3.3769819378774	5.51576841936015	7.26440566919188	2.011880017777
